,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom J. Lynch,KEYF,5,1,1,71.4,7,12,1,2019,Preliminary Finals
1,2,Jeremy Cameron,KEYF,3,1,1,60,5,7,1,2019,Preliminary Finals
2,2,Tim Kelly,MID,3,1,0,75,4,5,0,2019,Preliminary Finals
3,4,Jason Castagna,FWD,2,2,0,50,4,6,0,2019,Preliminary Finals
4,4,Jeremy Finlayson,KEYF,2,1,2,50,4,5,2,2019,Preliminary Finals
5,4,Dustin Martin,FWD,2,2,0,50,4,9,1,2019,Preliminary Finals
6,4,Gryan Miers,FWD,2,1,1,66.7,3,6,2,2019,Preliminary Finals
7,4,Dion Prestia,MID,2,0,3,100,2,9,1,2019,Preliminary Finals
8,4,Jaidyn Stephenson,FWD,2,0,0,66.7,3,2,1,2019,Preliminary Finals
9,4,Josh Thomas,FWD,2,0,0,66.7,3,7,0,2019,Preliminary Finals
10,11,Gary Ablett,FWD,1,1,0,33.3,3,6,0,2019,Preliminary Finals
11,11,Patrick Dangerfield,MID,1,0,0,50,2,3,1,2019,Preliminary Finals
12,11,Brent Daniels,FWD,1,0,0,100,1,2,0,2019,Preliminary Finals
13,11,Jamie Elliott,FWD,1,1,1,50,2,5,2,2019,Preliminary Finals
14,11,Lachie Henderson,KEYD,1,0,0,100,1,1,0,2019,Preliminary Finals
15,11,Kane Lambert,FWD,1,0,0,100,1,3,0,2019,Preliminary Finals
16,11,Chris Mayne,MID,1,0,0,50,2,3,0,2019,Preliminary Finals
17,11,Quinton Narkle,MID,1,0,1,100,1,4,1,2019,Preliminary Finals
18,11,Ben Reid,KEYF,1,1,0,50,2,2,0,2019,Preliminary Finals
19,11,Tim Taranto,MID,1,0,0,100,1,3,2,2019,Preliminary Finals
20,11,Zac Williams,DEF,1,0,0,100,1,4,1,2019,Preliminary Finals
21,22,Taylor Adams,MID,0,2,1,0,2,3,0,2019,Preliminary Finals
22,22,James Aish,DEF,0,0,0,0,0,1,0,2019,Preliminary Finals
23,22,David Astbury,KEYD,0,0,0,0,0,2,0,2019,Preliminary Finals
24,22,Tom Atkins,FWD,0,0,1,0,0,2,2,2019,Preliminary Finals
25,22,Liam Baker,DEF,0,0,0,0,0,3,2,2019,Preliminary Finals
26,22,Jed Bews,DEF,0,0,0,0,1,0,0,2019,Preliminary Finals
27,22,Mark Blicavs,KEYD,0,1,0,0,1,3,1,2019,Preliminary Finals
28,22,Shai Bolton,FWD,0,1,2,0,1,5,1,2019,Preliminary Finals
29,22,Nathan Broad,DEF,0,0,0,0,0,0,0,2019,Preliminary Finals
30,22,Callum L. Brown,FWD,0,0,0,0,1,1,0,2019,Preliminary Finals
31,22,Josh Caddy,FWD,0,1,1,0,1,5,0,2019,Preliminary Finals
32,22,Aidan Corr,KEYD,0,0,0,0,0,1,0,2019,Preliminary Finals
33,22,Trent Cotchin,MID,0,0,0,0,0,4,1,2019,Preliminary Finals
34,22,Jack Crisp,DEF,0,1,1,0,1,3,1,2019,Preliminary Finals
35,22,Luke Dahlhaus,FWD,0,0,1,0,0,5,0,2019,Preliminary Finals
36,22,Phil Davis,KEYD,0,0,1,0,0,1,0,2019,Preliminary Finals
37,22,Shane Edwards,DEF,0,0,1,0,0,6,4,2019,Preliminary Finals
38,22,Brandon Ellis,MID,0,0,0,0,0,5,3,2019,Preliminary Finals
