,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Eddie Betts,FWD,5,1,1,71.4,7,9,2,2015,Finals Week 1
1,1,Tory Dickson,FWD,5,0,0,100,5,7,1,2015,Finals Week 1
2,3,Jack Riewoldt,KEYF,4,0,1,100,4,7,0,2015,Finals Week 1
3,3,Jarrad Waite,KEYF,4,2,0,57.1,7,7,1,2015,Finals Week 1
4,5,Hayden Ballantyne,FWD,3,0,1,75,4,9,1,2015,Finals Week 1
5,5,Josh Hill,FWD,3,0,1,100,3,8,2,2015,Finals Week 1
6,5,Josh J. Kennedy,KEYF,3,2,0,50,6,7,0,2015,Finals Week 1
7,5,Kurt Tippett,KEYF,3,1,0,75,4,7,1,2015,Finals Week 1
8,5,Taylor Walker,KEYF,3,2,1,60,5,13,2,2015,Finals Week 1
9,5,Michael Walters,FWD,3,0,0,100,3,5,0,2015,Finals Week 1
10,11,Ben Brown,KEYF,2,1,0,50,4,6,0,2015,Finals Week 1
11,11,Shaun Burgoyne,DEF,2,0,0,100,2,5,0,2015,Finals Week 1
12,11,Charles Cameron,FWD,2,2,1,50,4,7,1,2015,Finals Week 1
13,11,Stewart Crameri,FWD,2,5,0,28.6,7,10,0,2015,Finals Week 1
14,11,Jamie Cripps,FWD,2,1,1,66.7,3,5,1,2015,Finals Week 1
15,11,Brent Harvey,FWD,2,0,2,66.7,3,12,4,2015,Finals Week 1
16,11,Riley Knight,FWD,2,0,1,100,2,6,1,2015,Finals Week 1
17,11,Mark LeCras,FWD,2,1,2,33.3,6,10,0,2015,Finals Week 1
18,11,Chris Newman,DEF,2,1,0,66.7,3,5,1,2015,Finals Week 1
19,11,Drew Petrie,KEYF,2,3,1,40,5,7,0,2015,Finals Week 1
20,11,Jack Redpath,KEYF,2,0,0,100,2,4,0,2015,Finals Week 1
21,11,Jarryd Roughead,KEYF,2,2,1,50,4,10,1,2015,Finals Week 1
22,11,Jake Stringer,FWD,2,2,0,40,5,7,1,2015,Finals Week 1
23,11,Ty Vickery,KEYF,2,1,1,66.7,3,4,0,2015,Finals Week 1
24,25,Michael Barlow,FWD,1,0,0,100,1,2,0,2015,Finals Week 1
25,25,Zac Clarke,RUC,1,0,0,100,1,2,0,2015,Finals Week 1
26,25,Reece Conca,FWD,1,0,0,100,1,2,1,2015,Finals Week 1
27,25,Luke Dahlhaus,FWD,1,0,0,100,1,10,1,2015,Finals Week 1
28,25,Jack Darling,KEYF,1,0,0,100,1,3,0,2015,Finals Week 1
29,25,Brett Deledio,FWD,1,0,1,50,2,4,1,2015,Finals Week 1
30,25,Shane Edwards,FWD,1,0,0,100,1,3,1,2015,Finals Week 1
31,25,Taylor Garner,FWD,1,0,2,100,1,5,0,2015,Finals Week 1
32,25,Jarrad Grant,MID,1,2,0,33.3,3,6,1,2015,Finals Week 1
33,25,Jack Gunston,KEYF,1,0,0,100,1,4,1,2015,Finals Week 1
34,25,David Hale,RUC,1,0,0,100,1,1,0,2015,Finals Week 1
35,25,Ricky Henderson,MID,1,0,0,50,2,9,3,2015,Finals Week 1
36,25,Shaun Higgins,FWD,1,3,1,25,4,7,0,2015,Finals Week 1
37,25,Luke Hodge,MID,1,0,0,100,1,5,1,2015,Finals Week 1
