,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Steve Johnson,FWD,6,0,1,85.7,7,9,1,2017,Semi Finals
1,2,Patrick Dangerfield,MID,4,3,0,50,8,10,1,2017,Semi Finals
2,3,Toby Greene,FWD,3,1,1,60,5,7,0,2017,Semi Finals
3,4,Mitch Duncan,MID,2,0,1,100,2,8,1,2017,Semi Finals
4,4,Mark LeCras,FWD,2,1,0,66.7,3,5,0,2017,Semi Finals
5,4,Sam Menegola,FWD,2,1,0,66.7,3,8,0,2017,Semi Finals
6,4,Daniel Menzel,FWD,2,1,2,66.7,3,8,0,2017,Semi Finals
7,4,Sam Mitchell,MID,2,0,0,66.7,3,3,1,2017,Semi Finals
8,4,Jonathon Patton,KEYF,2,2,0,40,5,6,2,2017,Semi Finals
9,10,Mark Blicavs,MID,1,0,0,100,1,4,1,2017,Semi Finals
10,10,Stephen Coniglio,MID,1,0,3,100,1,11,1,2017,Semi Finals
11,10,Jack Darling,KEYF,1,0,0,100,1,3,0,2017,Semi Finals
12,10,Brett Deledio,FWD,1,0,0,100,1,2,1,2017,Semi Finals
13,10,Tom Hawkins,KEYF,1,0,1,50,2,4,0,2017,Semi Finals
14,10,Harry Himmelberg,KEYF,1,1,0,50,2,8,1,2017,Semi Finals
15,10,Kieren Jack,FWD,1,0,0,100,1,3,1,2017,Semi Finals
16,10,Josh J. Kennedy,KEYF,1,1,0,33.3,3,3,0,2017,Semi Finals
17,10,Jarrad McVeigh,DEF,1,1,0,50,2,2,0,2017,Semi Finals
18,10,Callum Mills,DEF,1,0,0,100,1,3,1,2017,Semi Finals
19,10,Steven Motlop,FWD,1,0,0,33.3,3,4,0,2017,Semi Finals
20,10,Tom Papley,FWD,1,0,1,100,1,2,1,2017,Semi Finals
21,10,Drew Petrie,KEYF,1,0,0,100,1,1,0,2017,Semi Finals
22,10,Sam Reid,KEYF,1,0,0,100,1,2,0,2017,Semi Finals
23,10,Tom Scully,MID,1,0,2,100,1,6,0,2017,Semi Finals
24,10,Dylan Shiel,MID,1,1,2,50,2,8,2,2017,Semi Finals
25,10,Luke Shuey,MID,1,0,1,100,1,5,1,2017,Semi Finals
26,10,Zac Smith,RUC,1,0,0,100,1,6,3,2017,Semi Finals
27,10,Rhys Stanley,RUC,1,1,1,50,2,5,1,2017,Semi Finals
28,10,Tim Taranto,FWD,1,0,1,100,1,6,2,2017,Semi Finals
29,10,Nathan Vardy,RUC,1,0,0,100,1,2,1,2017,Semi Finals
30,10,Callan Ward,MID,1,0,0,100,1,9,3,2017,Semi Finals
31,10,Matt de Boer,FWD,1,0,1,50,2,4,1,2017,Semi Finals
32,33,Tom Barrass,KEYD,0,0,0,0,0,1,1,2017,Semi Finals
33,33,Jed Bews,DEF,0,0,0,0,0,6,0,2017,Semi Finals
34,33,Aidan Corr,KEYD,0,0,0,0,0,2,1,2017,Semi Finals
35,33,Jamie Cripps,FWD,0,0,0,0,0,2,0,2017,Semi Finals
36,33,Harry Cunningham,FWD,0,0,1,0,0,2,0,2017,Semi Finals
37,33,Phil Davis,KEYD,0,0,0,0,0,2,1,2017,Semi Finals
38,33,Liam Duggan,DEF,0,0,0,0,0,1,0,2017,Semi Finals
39,33,Lance Franklin,KEYF,0,3,1,0,5,8,1,2017,Semi Finals
40,33,Andrew Gaff,MID,0,0,1,0,0,2,1,2017,Semi Finals
41,33,Heath Grundy,KEYD,0,0,0,0,0,2,0,2017,Semi Finals
42,33,Zach Guthrie,DEF,0,0,1,0,0,4,0,2017,Semi Finals
43,33,Dan Hannebery,MID,0,0,0,0,0,1,1,2017,Semi Finals
44,33,Nick Haynes,DEF,0,0,1,0,0,3,2,2017,Semi Finals
45,33,Isaac Heeney,MID,0,0,0,0,0,4,0,2017,Semi Finals
46,33,Lachie Henderson,KEYD,0,0,0,0,0,3,2,2017,Semi Finals
47,33,George Hewett,FWD,0,1,0,0,2,2,0,2017,Semi Finals
48,33,Jacob Hopper,MID,0,0,1,0,0,5,2,2017,Semi Finals
49,33,Shannon Hurn,DEF,0,0,0,0,0,3,0,2017,Semi Finals
50,33,Mark Hutchings,FWD,0,0,0,0,0,1,0,2017,Semi Finals
51,33,Lewis Jetta,FWD,0,0,0,0,0,1,1,2017,Semi Finals
52,33,Zak Jones,MID,0,0,0,0,0,3,1,2017,Semi Finals
53,33,Josh Kelly,MID,0,1,1,0,2,8,1,2017,Semi Finals
54,33,Josh P. Kennedy,MID,0,0,0,0,0,2,0,2017,Semi Finals
55,33,Jake Kolodjashnij,DEF,0,0,1,0,0,3,0,2017,Semi Finals
56,33,Darcy Lang,FWD,0,1,0,0,1,7,1,2017,Semi Finals
57,33,Jake Lloyd,DEF,0,0,0,0,1,2,1,2017,Semi Finals
58,33,Rory Lobb,KEYF,0,0,0,0,0,4,2,2017,Semi Finals
59,33,Eric Mackenzie,KEYD,0,0,0,0,0,2,1,2017,Semi Finals
60,33,Andrew Mackie,DEF,0,0,0,0,0,3,1,2017,Semi Finals
61,33,Jeremy McGovern,KEYD,0,0,0,0,0,2,2,2017,Semi Finals
62,33,Sam Naismith,RUC,0,0,0,0,0,1,1,2017,Semi Finals
63,33,Nic Newman,MID,0,1,0,0,1,2,2,2017,Semi Finals
64,33,Brandan Parfitt,FWD,0,0,2,0,1,5,2,2017,Semi Finals
65,33,Luke Parker,MID,0,1,0,0,1,1,0,2017,Semi Finals
66,33,James Parsons,FWD,0,0,0,0,0,2,1,2017,Semi Finals
67,33,Matthew Priddis,MID,0,0,0,0,0,0,0,2017,Semi Finals
68,33,Dane Rampe,KEYD,0,0,0,0,0,2,1,2017,Semi Finals
69,33,Jack Redden,MID,0,0,0,0,0,4,1,2017,Semi Finals
70,33,Gary Rohan,FWD,0,0,0,0,0,0,0,2017,Semi Finals
71,33,Scott Selwood,MID,0,0,0,0,0,5,1,2017,Semi Finals
72,33,Joel Selwood,MID,0,0,0,0,0,2,1,2017,Semi Finals
73,33,Heath Shaw,DEF,0,0,0,0,0,4,3,2017,Semi Finals
74,33,Dom Sheed,MID,0,0,0,0,0,6,1,2017,Semi Finals
75,33,Brad Sheppard,DEF,0,0,1,0,0,1,0,2017,Semi Finals
76,33,Callum Sinclair,RUC,0,0,0,0,0,0,0,2017,Semi Finals
77,33,Nick Smith,DEF,0,0,0,0,0,1,1,2017,Semi Finals
78,33,Tom Stewart,DEF,0,0,0,0,0,3,2,2017,Semi Finals
79,33,Harry Taylor,KEYF,0,0,0,0,0,3,2,2017,Semi Finals
80,33,Adam Tomlinson,KEYD,0,0,0,0,0,0,0,2017,Semi Finals
81,33,Dean Towers,FWD,0,0,0,0,0,1,1,2017,Semi Finals
82,33,Zach Tuohy,DEF,0,0,0,0,0,5,1,2017,Semi Finals
83,33,Sharrod Wellingham,DEF,0,0,2,0,0,3,2,2017,Semi Finals
84,33,Lachie Whitfield,MID,0,2,1,0,2,7,0,2017,Semi Finals
85,33,Zac Williams,DEF,0,0,0,0,0,4,1,2017,Semi Finals
86,33,Nathan Wilson,DEF,0,0,1,0,1,3,1,2017,Semi Finals
87,33,Elliot Yeo,DEF,0,0,0,0,0,0,0,2017,Semi Finals
