,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Cyril Rioli,FWD,3,0,1,100,3,5,3,2015,Preliminary Finals
1,1,Michael Walters,FWD,3,2,0,50,6,6,1,2015,Preliminary Finals
2,3,Jonathon Griffin,RUC,2,1,0,66.7,3,6,1,2015,Preliminary Finals
3,3,Shaun Higgins,FWD,2,1,0,40,5,7,1,2015,Preliminary Finals
4,3,Josh J. Kennedy,KEYF,2,3,0,33.3,6,10,0,2015,Preliminary Finals
5,3,Jarryd Roughead,KEYF,2,1,1,66.7,3,7,3,2015,Preliminary Finals
6,3,Ryan Schoenmakers,KEYF,2,0,0,100,2,6,0,2015,Preliminary Finals
7,3,Luke Shuey,MID,2,0,0,100,2,4,3,2015,Preliminary Finals
8,3,Matthew Suckling,DEF,2,0,0,100,2,6,0,2015,Preliminary Finals
9,10,Hayden Ballantyne,FWD,1,0,1,100,1,4,1,2015,Preliminary Finals
10,10,Michael Barlow,FWD,1,1,0,50,2,4,0,2015,Preliminary Finals
11,10,Luke Breust,FWD,1,0,2,100,1,5,0,2015,Preliminary Finals
12,10,Ben Brown,KEYF,1,1,0,50,2,5,0,2015,Preliminary Finals
13,10,Jack Darling,KEYF,1,2,0,33.3,3,5,0,2015,Preliminary Finals
14,10,Taylor Duryea,DEF,1,0,1,100,1,4,1,2015,Preliminary Finals
15,10,Taylor Garner,FWD,1,0,0,100,1,3,1,2015,Preliminary Finals
16,10,Sam Gibson,MID,1,0,0,100,1,4,1,2015,Preliminary Finals
17,10,David Hale,RUC,1,0,0,100,1,1,0,2015,Preliminary Finals
18,10,Bradley Hill,MID,1,0,0,100,1,5,0,2015,Preliminary Finals
19,10,Stephen Hill,MID,1,0,0,100,1,4,1,2015,Preliminary Finals
20,10,Josh Hill,FWD,1,1,0,50,2,8,1,2015,Preliminary Finals
21,10,Mark LeCras,FWD,1,3,0,20,5,8,0,2015,Preliminary Finals
22,10,Chris Mayne,FWD,1,1,1,50,2,4,0,2015,Preliminary Finals
23,10,Ben McEvoy,RUC,1,0,0,100,1,2,0,2015,Preliminary Finals
24,10,Matthew Pavlich,KEYF,1,0,1,100,1,4,0,2015,Preliminary Finals
25,10,Matthew Priddis,MID,1,0,1,50,2,9,3,2015,Preliminary Finals
26,10,Dom Sheed,MID,1,0,0,100,1,7,2,2015,Preliminary Finals
27,10,Isaac Smith,MID,1,0,0,100,1,4,0,2015,Preliminary Finals
