,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Lance Franklin,KEYF,5,4,1,55.6,9,12,1,2016,Round 15
1,2,Jeff Garlett,FWD,4,2,1,50,8,11,2,2016,Round 15
2,2,Patrick McGinnity,FWD,4,1,3,80,5,10,0,2016,Round 15
3,2,Jack Riewoldt,KEYF,4,1,1,66.7,6,7,0,2016,Round 15
4,5,Eddie Betts,FWD,3,0,1,60,5,9,2,2016,Round 15
5,5,Joe Daniher,KEYF,3,1,0,75,4,5,0,2016,Round 15
6,5,Richard Douglas,FWD,3,1,1,60,5,11,1,2016,Round 15
7,5,Jesse Hogan,KEYF,3,1,1,50,6,9,0,2016,Round 15
8,5,Mark Hutchings,MID,3,0,0,100,3,6,0,2016,Round 15
9,5,Josh J. Kennedy,KEYF,3,1,1,60,5,7,0,2016,Round 15
10,5,Luke Parker,MID,3,2,0,50,6,9,3,2016,Round 15
11,5,Jake Stringer,FWD,3,0,0,100,3,4,1,2016,Round 15
12,5,Taylor Walker,KEYF,3,0,2,75,4,10,1,2016,Round 15
13,5,Jack Watts,KEYF,3,0,0,100,3,7,2,2016,Round 15
14,5,Peter Wright,KEYF,3,1,3,75,4,9,0,2016,Round 15
15,16,Jarryd Blair,FWD,2,0,1,66.7,3,5,0,2016,Round 15
16,16,Travis Boak,MID,2,0,1,100,2,5,1,2016,Round 15
17,16,Matthew Broadbent,DEF,2,0,0,100,2,4,2,2016,Round 15
18,16,Charles Cameron,FWD,2,2,0,40,5,8,1,2016,Round 15
19,16,Jamie Cripps,FWD,2,0,2,100,2,9,0,2016,Round 15
20,16,Jack Darling,KEYF,2,1,1,50,4,6,0,2016,Round 15
21,16,Andrew Gaff,MID,2,1,0,66.7,3,7,2,2016,Round 15
22,16,Bryce Gibbs,MID,2,1,0,66.7,3,6,1,2016,Round 15
23,16,Brodie Grundy,RUC,2,1,0,66.7,3,5,2,2016,Round 15
24,16,Aaron Hall,MID,2,2,0,50,4,11,3,2016,Round 15
25,16,Josh Jenkins,KEYF,2,1,0,66.7,3,8,2,2016,Round 15
26,16,Tom Liberatore,MID,2,1,2,66.7,3,5,3,2016,Round 15
27,16,Sam Lloyd,FWD,2,1,1,50,4,5,0,2016,Round 15
28,16,Brandon Matera,FWD,2,2,0,40,5,7,2,2016,Round 15
29,16,Mitch McGovern,KEYF,2,1,1,66.7,3,6,0,2016,Round 15
30,16,Tim Membrey,FWD,2,1,0,50,4,4,0,2016,Round 15
31,16,Jack Newnes,MID,2,0,1,100,2,7,2,2016,Round 15
32,16,Dion Prestia,MID,2,0,1,100,2,11,2,2016,Round 15
33,16,Chad Wingard,FWD,2,2,0,50,4,4,1,2016,Round 15
34,35,Gary Ablett,MID,1,2,0,33.3,3,8,3,2016,Round 15
35,35,Callum Ah Chee,FWD,1,3,2,20,5,10,1,2016,Round 15
36,35,James Aish,MID,1,0,0,100,1,3,1,2016,Round 15
37,35,Karl Amon,FWD,1,0,0,100,1,3,1,2016,Round 15
38,35,Rory Atkins,MID,1,0,1,100,1,6,1,2016,Round 15
39,35,Shane Biggs,DEF,1,0,0,100,1,4,0,2016,Round 15
40,35,Marcus Bontempelli,MID,1,0,1,100,1,5,2,2016,Round 15
41,35,Mitch Brown,KEYF,1,1,0,25,4,5,1,2016,Round 15
42,35,Josh Bruce,KEYF,1,0,0,100,1,2,0,2016,Round 15
43,35,Ryan Davis,FWD,1,0,1,100,1,4,1,2016,Round 15
44,35,Courtenay Dempsey,DEF,1,0,0,100,1,3,0,2016,Round 15
45,35,Charlie Dixon,KEYF,1,1,0,50,2,3,1,2016,Round 15
46,35,Orazio Fantasia,FWD,1,1,1,50,2,5,0,2016,Round 15
47,35,Brendon Goddard,MID,1,0,0,100,1,3,2,2016,Round 15
48,35,Robbie Gray,MID,1,0,0,50,2,4,0,2016,Round 15
49,35,Levi Greenwood,FWD,1,1,0,50,2,3,0,2016,Round 15
50,35,Jade Gresham,FWD,1,2,1,33.3,3,7,0,2016,Round 15
51,35,James Harmes,DEF,1,0,1,100,1,5,2,2016,Round 15
52,35,George Hewett,FWD,1,0,0,100,1,2,0,2016,Round 15
53,35,Jayden Hunt,DEF,1,0,0,100,1,3,2,2016,Round 15
54,35,Lachie Hunter,MID,1,0,0,100,1,3,0,2016,Round 15
55,35,Jarman Impey,FWD,1,1,0,33.3,3,3,2,2016,Round 15
56,35,Jason Johannisen,DEF,1,0,0,100,1,1,0,2016,Round 15
57,35,Nathan Jones,MID,1,1,1,50,2,5,0,2016,Round 15
58,35,Lin Jong,FWD,1,1,0,50,2,2,0,2016,Round 15
59,35,Ben Kennedy,FWD,1,1,0,33.3,3,6,1,2016,Round 15
60,35,Dean Kent,FWD,1,0,0,100,1,6,0,2016,Round 15
61,35,Jed Lamb,FWD,1,0,0,50,2,3,1,2016,Round 15
62,35,Mark LeCras,FWD,1,1,1,50,2,9,0,2016,Round 15
63,35,Jack Lonie,FWD,1,1,1,50,2,7,1,2016,Round 15
64,35,Tom J. Lynch,KEYF,1,4,0,16.7,6,8,0,2016,Round 15
65,35,Tom Lynch,FWD,1,0,4,100,1,11,2,2016,Round 15
66,35,Jarryd Lyons,MID,1,1,1,50,2,8,2,2016,Round 15
67,35,Nick Malceski,MID,1,0,0,100,1,7,1,2016,Round 15
68,35,Jarrad McVeigh,DEF,1,1,1,50,2,7,3,2016,Round 15
69,35,Touk Miller,FWD,1,0,1,100,1,7,1,2016,Round 15
70,35,Will Minson,RUC,1,0,0,100,1,2,1,2016,Round 15
71,35,Kane Mitchell,MID,1,1,0,50,2,3,0,2016,Round 15
72,35,Darcy Moore,KEYF,1,2,0,33.3,3,3,0,2016,Round 15
73,35,Scott Pendlebury,MID,1,0,0,100,1,8,2,2016,Round 15
74,35,Andrew Phillips,RUC,1,0,0,100,1,4,1,2016,Round 15
75,35,Matthew Priddis,MID,1,0,0,100,1,9,3,2016,Round 15
76,35,Jack Redpath,KEYF,1,1,0,50,2,4,1,2016,Round 15
77,35,Jordan Roughead,RUC,1,0,0,100,1,2,1,2016,Round 15
78,35,Jayden Short,DEF,1,0,0,100,1,5,3,2016,Round 15
79,35,Luke Shuey,MID,1,0,1,100,1,9,3,2016,Round 15
80,35,Callum Sinclair,RUC,1,0,0,50,2,1,0,2016,Round 15
81,35,Jackson Trengove,RUC,1,0,0,100,1,4,3,2016,Round 15
82,35,Ty Vickery,KEYF,1,1,0,33.3,3,3,0,2016,Round 15
83,35,Maverick Weller,FWD,1,4,1,20,5,8,1,2016,Round 15
84,35,Justin Westhoff,KEYF,1,1,0,50,2,3,0,2016,Round 15
85,35,Simon White,DEF,1,0,1,100,1,5,0,2016,Round 15
86,35,Matthew Wright,FWD,1,0,0,50,2,4,0,2016,Round 15
87,35,Elliot Yeo,FWD,1,0,0,100,1,8,2,2016,Round 15
88,35,Aaron Young,FWD,1,1,0,50,2,3,1,2016,Round 15
89,90,Blake Acres,FWD,0,0,1,0,1,5,3,2016,Round 15
90,90,Marcus Adams,KEYD,0,0,0,0,0,0,0,2016,Round 15
91,90,David Armitage,MID,0,0,0,0,0,4,0,2016,Round 15
92,90,Jason Ashby,DEF,0,0,0,0,0,2,1,2016,Round 15
93,90,David Astbury,KEYD,0,0,0,0,0,1,0,2016,Round 15
94,90,Logan Austin,KEYD,0,0,0,0,0,1,0,2016,Round 15
95,90,Tom Barrass,KEYD,0,0,0,0,0,2,1,2016,Round 15
96,90,Craig Bird,MID,0,0,0,0,0,4,1,2016,Round 15
97,90,Matthew Boyd,DEF,0,0,0,0,0,1,0,2016,Round 15
98,90,Nathan Broad,DEF,0,0,0,0,0,2,1,2016,Round 15
99,90,Luke Brown,DEF,0,0,0,0,0,2,0,2016,Round 15
100,90,Nathan Brown,KEYD,0,0,0,0,0,2,0,2016,Round 15
101,90,Mitchell Brown,KEYF,0,1,0,0,2,5,1,2016,Round 15
102,90,Tomas Bugg,MID,0,0,0,0,1,3,0,2016,Round 15
103,90,Sam Butler,DEF,0,0,0,0,0,2,0,2016,Round 15
104,90,Ciaran Byrne,DEF,0,0,0,0,1,1,0,2016,Round 15
105,90,Darcy Byrne-Jones,DEF,0,0,1,0,0,2,1,2016,Round 15
106,90,Levi Casboult,KEYF,0,1,0,0,1,2,0,2016,Round 15
107,90,Kyle Cheney,DEF,0,0,0,0,0,6,2,2016,Round 15
108,90,Travis Cloke,KEYF,0,2,0,0,2,3,0,2016,Round 15
109,90,Tom Clurey,KEYD,0,0,0,0,0,1,1,2016,Round 15
110,90,Reece Conca,MID,0,0,0,0,0,2,1,2016,Round 15
111,90,Adam Cooney,MID,0,0,0,0,0,1,0,2016,Round 15
112,90,Trent Cotchin,MID,0,0,0,0,0,2,0,2016,Round 15
113,90,Mason Cox,KEYF,0,0,0,0,0,2,1,2016,Round 15
114,90,Patrick Cripps,MID,0,0,0,0,1,4,1,2016,Round 15
115,90,Jack Crisp,MID,0,0,0,0,0,3,0,2016,Round 15
116,90,Matt Crouch,MID,0,0,0,0,0,4,0,2016,Round 15
117,90,Brad Crouch,MID,0,0,1,0,0,7,3,2016,Round 15
118,90,Ed Curnow,MID,0,0,0,0,0,3,1,2016,Round 15
119,90,Caleb Daniel,FWD,0,1,0,0,1,4,0,2016,Round 15
120,90,Chris Dawes,KEYF,0,0,1,0,0,2,0,2016,Round 15
121,90,Sam Day,KEYF,0,0,0,0,0,3,1,2016,Round 15
122,90,Jordan De Goey,FWD,0,1,1,0,1,6,2,2016,Round 15
123,90,Matt Dea,DEF,0,0,0,0,0,2,2,2016,Round 15
124,90,Luke Delaney,KEYD,0,0,0,0,0,2,1,2016,Round 15
125,90,Brett Deledio,FWD,0,0,0,0,0,4,1,2016,Round 15
126,90,Tory Dickson,FWD,0,1,1,0,2,6,1,2016,Round 15
127,90,Sam Docherty,DEF,0,0,0,0,0,4,1,2016,Round 15
128,90,Luke Dunstan,MID,0,0,1,0,0,8,0,2016,Round 15
