,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Luke Breust,FWD,6,2,0,75,8,11,3,2022,Round 18
1,1,Kysaiah Pickett,FWD,6,1,0,85.7,7,8,1,2022,Round 18
2,1,Cameron Zurhaar,FWD,6,1,0,85.7,7,9,0,2022,Round 18
3,4,Taylor Walker,KEYF,5,1,2,83.3,6,9,1,2022,Round 18
4,5,Toby Greene,FWD,4,0,1,100,4,7,0,2022,Round 18
5,5,Hugh McCluggage,MID,4,1,0,80,5,6,0,2022,Round 18
6,5,Jake Stringer,KEYF,4,2,0,57.1,7,10,1,2022,Round 18
7,8,Charlie Cameron,FWD,3,0,1,75,4,4,0,2022,Round 18
8,8,Jeremy Cameron,KEYF,3,3,2,50,6,11,1,2022,Round 18
9,8,Noah Cumberland,FWD,3,4,0,42.9,7,11,2,2022,Round 18
10,8,Charlie Curnow,KEYF,3,2,0,60,5,5,0,2022,Round 18
11,8,Paul Curtis,FWD,3,0,0,100,3,5,1,2022,Round 18
12,8,Nick Daicos,DEF,3,0,0,100,3,4,1,2022,Round 18
13,8,Lachlan Murphy,FWD,3,1,1,75,4,5,0,2022,Round 18
14,8,Cam Rayner,FWD,3,1,2,60,5,8,3,2022,Round 18
15,8,Jamarra Ugle-Hagan,KEYF,3,0,0,100,3,3,0,2022,Round 18
16,8,Jake Waterman,KEYF,3,1,1,75,4,5,0,2022,Round 18
17,18,Joel Amartey,KEYF,2,0,0,100,2,3,0,2022,Round 18
18,18,Bailey Banfield,FWD,2,0,0,100,2,3,1,2022,Round 18
19,18,Miles Bergman,MID,2,0,0,66.7,3,3,0,2022,Round 18
20,18,Travis Boak,MID,2,1,0,50,4,5,2,2022,Round 18
21,18,Marcus Bontempelli,MID,2,1,3,66.7,3,12,4,2022,Round 18
22,18,Ben Brown,KEYF,2,1,0,50,4,7,1,2022,Round 18
23,18,Levi Casboult,KEYF,2,0,0,100,2,2,0,2022,Round 18
24,18,Mabior Chol,KEYF,2,2,0,50,4,4,0,2022,Round 18
25,18,Jack Darling,KEYF,2,0,1,100,2,6,3,2022,Round 18
26,18,Sam Day,KEYF,2,0,0,100,2,3,1,2022,Round 18
27,18,Will Day,DEF,2,0,1,100,2,5,0,2022,Round 18
28,18,Sam Draper,RUC,2,1,0,50,4,7,4,2022,Round 18
29,18,Darcy Fogarty,KEYF,2,0,0,100,2,4,0,2022,Round 18
30,18,Bayley Fritsch,FWD,2,2,3,40,5,10,1,2022,Round 18
31,18,Errol Gulden,FWD,2,1,1,66.7,3,5,0,2022,Round 18
32,18,Tom Hawkins,KEYF,2,1,0,50,4,9,2,2022,Round 18
33,18,Eric Hipwood,KEYF,2,1,0,66.7,3,5,0,2022,Round 18
34,18,Max Holmes,MID,2,0,0,100,2,4,1,2022,Round 18
35,18,Ash Johnson,KEYF,2,1,0,66.7,3,4,0,2022,Round 18
36,18,Harrison Jones,KEYF,2,0,0,66.7,3,2,1,2022,Round 18
37,18,Josh J. Kennedy,KEYF,2,0,0,100,2,4,2,2022,Round 18
38,18,Max King,KEYF,2,1,1,66.7,3,6,1,2022,Round 18
39,18,Connor Macdonald,FWD,2,1,0,66.7,3,5,0,2022,Round 18
40,18,Todd Marshall,KEYF,2,0,2,100,2,4,0,2022,Round 18
41,18,Nic Martin,FWD,2,1,0,50,4,7,1,2022,Round 18
42,18,Daniel McStay,KEYF,2,1,1,66.7,3,11,6,2022,Round 18
43,18,Brody Mihocek,KEYF,2,0,1,66.7,3,4,1,2022,Round 18
44,18,Tom Papley,FWD,2,2,1,40,5,7,1,2022,Round 18
45,18,Jack Riewoldt,KEYF,2,6,0,25,8,12,1,2022,Round 18
46,18,Lachie Schultz,FWD,2,0,2,100,2,4,0,2022,Round 18
47,18,Luke Shuey,MID,2,0,0,100,2,2,1,2022,Round 18
48,18,Matt Taberner,KEYF,2,2,0,50,4,5,0,2022,Round 18
49,18,Peter Wright,KEYF,2,3,0,40,5,5,0,2022,Round 18
50,51,Tom Atkins,DEF,1,0,0,100,1,4,1,2022,Round 18
51,51,Liam Baker,DEF,1,1,0,50,2,7,0,2022,Round 18
52,51,Noah Balta,KEYD,1,1,0,33.3,3,3,0,2022,Round 18
53,51,Jack Billings,MID,1,1,0,50,2,6,2,2022,Round 18
54,51,Darcy Cameron,RUC,1,0,0,100,1,2,0,2022,Round 18
55,51,Josh Carmichael,FWD,1,0,0,50,2,3,0,2022,Round 18
56,51,Keidean Coleman,DEF,1,0,1,100,1,7,3,2022,Round 18
57,51,Patrick Cripps,MID,1,0,0,50,2,2,0,2022,Round 18
58,51,Jamie Cripps,FWD,1,1,0,50,2,5,1,2022,Round 18
59,51,Bailey Dale,DEF,1,0,0,100,1,4,2,2022,Round 18
60,51,Tom De Koning,RUC,1,0,0,100,1,4,1,2022,Round 18
61,51,Charlie Dixon,KEYF,1,0,1,100,1,3,0,2022,Round 18
62,51,Willem Drew,MID,1,0,1,100,1,7,4,2022,Round 18
63,51,Josh Dunkley,FWD,1,0,0,100,1,3,0,2022,Round 18
64,51,Sam Durham,MID,1,0,0,100,1,4,0,2022,Round 18
65,51,Jamie Elliott,FWD,1,1,1,33.3,3,7,1,2022,Round 18
66,51,Jeremy Finlayson,RUC,1,1,0,50,2,4,2,2022,Round 18
67,51,Lance Franklin,KEYF,1,0,0,100,1,4,0,2022,Round 18
68,51,Riley Garcia,FWD,1,1,0,50,2,6,1,2022,Round 18
69,51,Jack Ginnivan,FWD,1,1,0,50,2,4,0,2022,Round 18
70,51,Todd Goldstein,RUC,1,0,2,100,1,7,6,2022,Round 18
71,51,Jack Graham,FWD,1,0,1,100,1,6,0,2022,Round 18
72,51,Zach Guthrie,DEF,1,0,0,100,1,4,1,2022,Round 18
73,51,Mitch Hannan,DEF,1,0,0,100,1,5,0,2022,Round 18
74,51,Will Hayward,FWD,1,1,1,50,2,6,0,2022,Round 18
75,51,Isaac Heeney,FWD,1,2,3,33.3,3,9,3,2022,Round 18
76,51,George Hewett,MID,1,1,0,50,2,6,3,2022,Round 18
77,51,Harry Himmelberg,KEYF,1,0,0,100,1,7,3,2022,Round 18
78,51,Mitchell Hinge,DEF,1,0,0,100,1,6,4,2022,Round 18
79,51,Jesse Hogan,KEYF,1,1,1,50,2,3,0,2022,Round 18
80,51,Jarman Impey,DEF,1,1,0,50,2,5,1,2022,Round 18
81,51,Luke Jackson,RUC,1,1,0,50,2,5,2,2022,Round 18
82,51,Jason Johannisen,FWD,1,1,3,50,2,8,0,2022,Round 18
83,51,Zak Jones,MID,1,0,0,100,1,4,1,2022,Round 18
84,51,Josh Kelly,MID,1,0,0,50,2,5,1,2022,Round 18
85,51,Tim Kelly,MID,1,0,0,100,1,4,3,2022,Round 18
86,51,Daniel Lloyd,FWD,1,0,0,100,1,2,0,2022,Round 18
87,51,Rory Lobb,KEYF,1,4,1,20,5,8,1,2022,Round 18
88,51,Jack Lukosius,KEYF,1,0,0,100,1,2,0,2022,Round 18
89,51,Shane McAdam,FWD,1,1,0,50,2,3,0,2022,Round 18
90,51,Beau McCreery,FWD,1,1,0,50,2,4,0,2022,Round 18
91,51,Ben McEvoy,RUC,1,0,1,100,1,5,3,2022,Round 18
92,51,Jake Melksham,FWD,1,0,1,100,1,4,1,2022,Round 18
93,51,Gryan Miers,FWD,1,0,0,50,2,6,0,2022,Round 18
94,51,Ben Miller,KEYD,1,0,1,100,1,5,2,2022,Round 18
95,51,Dylan Moore,FWD,1,0,1,50,2,5,2,2022,Round 18
96,51,Jesse Motlop,FWD,1,0,0,100,1,2,0,2022,Round 18
97,51,David Mundy,MID,1,0,0,100,1,5,1,2022,Round 18
98,51,Scott Pendlebury,MID,1,0,2,100,1,6,3,2022,Round 18
99,51,Andrew Phillips,RUC,1,0,0,100,1,4,1,2022,Round 18
100,51,Izak Rankine,FWD,1,1,0,33.3,3,3,1,2022,Round 18
101,51,Ned Reeves,RUC,1,0,0,100,1,5,3,2022,Round 18
102,51,Daniel Rioli,DEF,1,0,0,100,1,5,2,2022,Round 18
103,51,Connor Rozee,FWD,1,0,1,50,2,6,2,2022,Round 18
104,51,Liam Ryan,FWD,1,1,0,33.3,3,5,1,2022,Round 18
105,51,Bailey Scott,DEF,1,0,0,100,1,5,0,2022,Round 18
106,51,Jack Scrimshaw,DEF,1,0,0,100,1,5,2,2022,Round 18
107,51,Jayden Short,MID,1,1,0,33.3,3,9,2,2022,Round 18
108,51,Steele Sidebottom,MID,1,0,1,100,1,5,3,2022,Round 18
109,51,Jack Silvagni,KEYF,1,0,1,100,1,6,1,2022,Round 18
110,51,Jy Simpkin,MID,1,0,1,100,1,9,1,2022,Round 18
111,51,Jack Sinclair,DEF,1,0,0,100,1,5,2,2022,Round 18
112,51,Rhys Stanley,RUC,1,0,0,100,1,4,1,2022,Round 18
113,51,Jack Steele,MID,1,0,0,100,1,4,1,2022,Round 18
114,51,Tyson Stengle,FWD,1,1,0,33.3,3,6,0,2022,Round 18
115,51,Dylan Stephens,MID,1,0,0,100,1,2,1,2022,Round 18
116,51,Jaidyn Stephenson,FWD,1,0,1,100,1,4,3,2022,Round 18
117,51,Tim Taranto,FWD,1,0,1,100,1,8,1,2022,Round 18
118,51,Riley Thilthorpe,KEYF,1,3,0,25,4,5,1,2022,Round 18
119,51,Adam Treloar,MID,1,0,0,100,1,5,0,2022,Round 18
120,51,Michael Walters,FWD,1,1,1,50,2,6,2,2022,Round 18
121,51,Chad Warner,MID,1,1,2,50,2,11,5,2022,Round 18
122,51,Cody Weightman,FWD,1,0,0,33.3,3,2,0,2022,Round 18
123,51,Rhylee West,FWD,1,1,0,50,2,3,0,2022,Round 18
124,51,Mason Wood,MID,1,0,0,50,2,6,0,2022,Round 18
125,51,Lachie Young,DEF,1,0,0,100,1,1,0,2022,Round 18
126,127,Jake Aarts,FWD,0,0,0,0,0,1,0,2022,Round 18
127,127,Blake Acres,MID,0,0,0,0,0,4,0,2022,Round 18
128,127,Callum Ah Chee,MID,0,0,0,0,0,2,2,2022,Round 18
129,127,Ben Ainsworth,FWD,0,0,0,0,0,3,0,2022,Round 18
130,127,James Aish,MID,0,0,0,0,0,1,0,2022,Round 18
131,127,Aliir Aliir,KEYD,0,0,0,0,0,2,1,2022,Round 18
132,127,Karl Amon,MID,0,0,0,0,1,2,0,2022,Round 18
133,127,Jed Anderson,FWD,0,1,0,0,1,4,0,2022,Round 18
134,127,Noah Anderson,MID,0,0,0,0,1,3,1,2022,Round 18
135,127,Harris Andrews,KEYD,0,0,0,0,0,2,2,2022,Round 18
136,127,Noah Answerth,DEF,0,0,1,0,0,3,0,2022,Round 18
137,127,Lachie Ash,MID,0,0,1,0,0,3,0,2022,Round 18
138,127,Rory Atkins,MID,0,0,0,0,0,0,0,2022,Round 18
139,127,Zac Bailey,FWD,0,1,0,0,2,4,1,2022,Round 18
140,127,Charlie Ballard,KEYD,0,0,0,0,0,2,1,2022,Round 18
141,127,Tom Barrass,KEYD,0,0,0,0,0,0,0,2022,Round 18
142,127,Josh Battle,KEYD,0,0,0,0,0,3,2,2022,Round 18
143,127,Rhett Bazzo,KEYD,0,0,0,0,0,0,0,2022,Round 18
144,127,Toby Bedford,FWD,0,0,0,0,0,2,0,2022,Round 18
145,127,Sam Berry,MID,0,0,0,0,0,4,2,2022,Round 18
146,127,Jed Bews,DEF,0,0,0,0,0,3,2,2022,Round 18
147,127,Trent Bianco,FWD,0,0,0,0,0,5,3,2022,Round 18
148,127,Nick Blakey,DEF,0,0,0,0,0,2,1,2022,Round 18
149,127,James Blanck,KEYD,0,0,0,0,0,0,0,2022,Round 18
150,127,Mark Blicavs,RUC,0,0,0,0,0,4,1,2022,Round 18
151,127,Shai Bolton,FWD,0,2,0,0,2,4,0,2022,Round 18
152,127,Aiden Bonar,KEYD,0,0,0,0,0,3,1,2022,Round 18
153,127,Riley Bonner,DEF,0,0,0,0,0,1,0,2022,Round 18
154,127,Jack Bowes,DEF,0,0,0,0,0,1,0,2022,Round 18
155,127,Angus Brayshaw,DEF,0,0,0,0,0,5,1,2022,Round 18
156,127,Andrew Brayshaw,MID,0,0,0,0,0,8,1,2022,Round 18
157,127,Nathan Broad,DEF,0,0,0,0,0,1,0,2022,Round 18
158,127,Will Brodie,MID,0,0,0,0,0,5,1,2022,Round 18
159,127,Callum M. Brown,KEYF,0,0,0,0,0,0,0,2022,Round 18
160,127,Josh Bruce,KEYF,0,0,0,0,0,2,0,2022,Round 18
161,127,Tanner Bruhn,FWD,0,0,0,0,0,1,0,2022,Round 18
162,127,Jase Burgoyne,DEF,0,0,0,0,0,0,0,2022,Round 18
163,127,Ryan Burton,DEF,0,0,0,0,0,4,1,2022,Round 18
164,127,Dan Butler,FWD,0,1,1,0,2,4,0,2022,Round 18
165,127,Zak Butters,FWD,0,0,0,0,0,3,0,2022,Round 18
166,127,Jordon Butts,KEYD,0,0,0,0,0,0,0,2022,Round 18
167,127,Darcy Byrne-Jones,DEF,0,0,1,0,0,5,1,2022,Round 18
168,127,Ryan Byrnes,FWD,0,0,1,0,0,2,0,2022,Round 18
169,127,Jye Caldwell,MID,0,0,2,0,1,8,1,2022,Round 18
170,127,Adam Cerra,MID,0,0,1,0,1,4,1,2022,Round 18
171,127,Heath Chapman,DEF,0,0,1,0,0,3,1,2022,Round 18
172,127,Jordan Clark,DEF,0,0,0,0,0,1,0,2022,Round 18
173,127,Ryan Clarke,FWD,0,1,0,0,1,4,1,2022,Round 18
