,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Luke Breust,FWD,6,0,2,85.7,7,13,1,2015,Semi Finals
1,2,Luke Hodge,MID,4,0,0,100,4,12,7,2015,Semi Finals
2,2,Josh Jenkins,KEYF,4,1,1,66.7,6,6,1,2015,Semi Finals
3,4,Jarrad Waite,KEYF,3,1,1,60,5,11,0,2015,Semi Finals
4,5,Sam Gibson,MID,2,2,0,50,4,7,1,2015,Semi Finals
5,5,Adam Goodes,FWD,2,1,0,40,5,7,1,2015,Semi Finals
6,5,Jordan Lewis,MID,2,0,1,100,2,7,1,2015,Semi Finals
7,5,Tom Lynch,FWD,2,0,0,100,2,5,0,2015,Semi Finals
8,5,Jarryd Roughead,KEYF,2,0,0,100,2,7,3,2015,Semi Finals
9,5,Isaac Smith,MID,2,0,1,100,2,7,0,2015,Semi Finals
10,5,Kurt Tippett,KEYF,2,1,0,40,5,7,0,2015,Semi Finals
11,12,Shaun Atley,DEF,1,0,2,100,1,5,0,2015,Semi Finals
12,12,Patrick Dangerfield,MID,1,0,0,100,1,4,1,2015,Semi Finals
13,12,Todd Goldstein,RUC,1,0,0,50,2,8,5,2015,Semi Finals
14,12,Dan Hannebery,MID,1,0,1,100,1,5,0,2015,Semi Finals
15,12,Brent Harvey,FWD,1,1,0,50,2,6,2,2015,Semi Finals
16,12,Isaac Heeney,FWD,1,0,0,100,1,5,1,2015,Semi Finals
17,12,Bradley Hill,MID,1,0,1,100,1,8,1,2015,Semi Finals
18,12,Josh P. Kennedy,MID,1,1,0,50,2,6,3,2015,Semi Finals
19,12,Luke McDonald,DEF,1,0,0,100,1,4,1,2015,Semi Finals
20,12,Drew Petrie,KEYF,1,3,0,20,5,6,0,2015,Semi Finals
21,12,Paul Puopolo,FWD,1,0,0,100,1,5,0,2015,Semi Finals
22,12,Cyril Rioli,FWD,1,1,1,50,2,7,1,2015,Semi Finals
23,12,Ryan Schoenmakers,KEYF,1,1,2,25,4,7,1,2015,Semi Finals
24,12,Matthew Suckling,DEF,1,1,0,50,2,6,2,2015,Semi Finals
25,12,Lindsay Thomas,FWD,1,0,0,100,1,1,0,2015,Semi Finals
26,12,Taylor Walker,KEYF,1,3,0,20,5,5,0,2015,Semi Finals
27,28,Eddie Betts,FWD,0,0,0,0,1,3,2,2015,Semi Finals
28,28,Grant Birchall,DEF,0,0,0,0,0,5,0,2015,Semi Finals
29,28,Luke Brown,DEF,0,0,0,0,0,3,1,2015,Semi Finals
30,28,Ben Brown,KEYF,0,0,1,0,1,5,1,2015,Semi Finals
31,28,Shaun Burgoyne,DEF,0,1,1,0,1,9,2,2015,Semi Finals
32,28,Charles Cameron,FWD,0,1,0,0,1,2,0,2015,Semi Finals
33,28,Kyle Cheney,KEYD,0,0,0,0,0,0,0,2015,Semi Finals
34,28,Matt Crouch,MID,0,0,0,0,0,5,2,2015,Semi Finals
35,28,Harry Cunningham,FWD,0,0,0,0,0,2,1,2015,Semi Finals
36,28,Ben Cunnington,MID,0,0,1,0,0,4,1,2015,Semi Finals
37,28,Nick Dal Santo,MID,0,0,0,0,3,7,1,2015,Semi Finals
38,28,Richard Douglas,MID,0,0,0,0,2,5,0,2015,Semi Finals
39,28,Taylor Duryea,DEF,0,0,2,0,0,6,3,2015,Semi Finals
40,28,Michael Firrito,KEYD,0,0,0,0,0,2,0,2015,Semi Finals
41,28,James Frawley,KEYD,0,0,0,0,0,3,1,2015,Semi Finals
42,28,Taylor Garner,FWD,0,1,0,0,1,4,1,2015,Semi Finals
43,28,Josh Gibson,KEYD,0,0,0,0,0,7,1,2015,Semi Finals
44,28,Heath Grundy,KEYD,0,0,0,0,0,4,2,2015,Semi Finals
45,28,David Hale,RUC,0,0,1,0,1,1,0,2015,Semi Finals
46,28,Lachlan Hansen,KEYD,0,0,0,0,0,1,1,2015,Semi Finals
47,28,Kyle Hartigan,KEYD,0,0,0,0,0,2,0,2015,Semi Finals
48,28,Billy Hartung,MID,0,0,0,0,0,1,0,2015,Semi Finals
49,28,Ricky Henderson,MID,0,0,0,0,0,0,0,2015,Semi Finals
50,28,Shaun Higgins,FWD,0,1,1,0,2,5,0,2015,Semi Finals
51,28,Ben Jacobs,MID,0,0,0,0,0,2,0,2015,Semi Finals
52,28,Sam Jacobs,RUC,0,1,1,0,1,5,3,2015,Semi Finals
53,28,Lewis Jetta,MID,0,0,0,0,0,2,1,2015,Semi Finals
54,28,Zak Jones,DEF,0,0,0,0,0,1,0,2015,Semi Finals
55,28,Riley Knight,FWD,0,2,0,0,3,5,1,2015,Semi Finals
56,28,Jeremy Laidler,DEF,0,0,0,0,0,1,1,2015,Semi Finals
57,28,Rory Laird,DEF,0,0,0,0,0,3,0,2015,Semi Finals
58,28,Brian Lake,KEYD,0,0,0,0,0,3,3,2015,Semi Finals
59,28,Jake Lloyd,MID,0,0,0,0,0,4,1,2015,Semi Finals
60,28,Jarryd Lyons,FWD,0,0,2,0,0,2,2,2015,Semi Finals
61,28,David Mackay,MID,0,0,0,0,0,1,0,2015,Semi Finals
62,28,Jamie Macmillan,DEF,0,0,1,0,0,1,1,2015,Semi Finals
63,28,Ben McEvoy,RUC,0,0,0,0,0,2,0,2015,Semi Finals
64,28,Ben McGlynn,FWD,0,0,0,0,0,1,0,2015,Semi Finals
65,28,Jarrad McVeigh,MID,0,0,1,0,0,2,1,2015,Semi Finals
66,28,Tom Mitchell,MID,0,0,0,0,0,1,0,2015,Semi Finals
67,28,Sam Mitchell,MID,0,1,0,0,1,6,3,2015,Semi Finals
68,28,Mike Pyke,RUC,0,0,0,0,0,3,1,2015,Semi Finals
69,28,Dane Rampe,DEF,0,1,1,0,1,6,1,2015,Semi Finals
70,28,Ted Richards,KEYD,0,0,0,0,0,0,0,2015,Semi Finals
71,28,Gary Rohan,FWD,0,1,0,0,1,2,0,2015,Semi Finals
72,28,James Rose,FWD,0,1,0,0,1,1,0,2015,Semi Finals
73,28,Rhyce Shaw,DEF,0,0,0,0,0,3,0,2015,Semi Finals
74,28,Liam Shiels,MID,0,1,1,0,1,10,0,2015,Semi Finals
75,28,Rory Sloane,MID,0,0,0,0,0,4,3,2015,Semi Finals
76,28,Brodie Smith,DEF,0,0,0,0,0,4,1,2015,Semi Finals
77,28,Nick Smith,DEF,0,1,0,0,1,3,1,2015,Semi Finals
78,28,Ben Stratton,DEF,0,1,0,0,1,4,0,2015,Semi Finals
79,28,Andrew Swallow,MID,0,0,0,0,0,3,0,2015,Semi Finals
80,28,Daniel Talia,KEYD,0,0,0,0,0,1,1,2015,Semi Finals
81,28,Robbie Tarrant,KEYD,0,0,0,0,0,0,0,2015,Semi Finals
82,28,Scott D. Thompson,KEYD,0,0,0,0,0,3,1,2015,Semi Finals
83,28,Scott Thompson,MID,0,1,0,0,1,5,0,2015,Semi Finals
84,28,Dean Towers,FWD,0,0,0,0,0,2,1,2015,Semi Finals
85,28,Kayne Turner,FWD,0,1,1,0,1,3,1,2015,Semi Finals
86,28,Nathan Van Berlo,MID,0,0,1,0,0,3,1,2015,Semi Finals
87,28,Sam Wright,DEF,0,0,0,0,0,3,3,2015,Semi Finals
88,28,Jack Ziebell,MID,0,0,0,0,0,6,1,2015,Semi Finals
