,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Jack Darling,KEYF,5,2,0,71.4,7,8,0,2021,Round 9
1,2,Jesse Hogan,KEYF,4,1,0,66.7,6,7,0,2021,Round 9
2,2,Dustin Martin,FWD,4,2,1,66.7,6,9,2,2021,Round 9
3,2,Daniel McStay,KEYF,4,0,0,80,5,7,0,2021,Round 9
4,2,Aaron Naughton,KEYF,4,0,0,80,5,4,1,2021,Round 9
5,2,Matt Taberner,KEYF,4,3,0,44.4,9,9,1,2021,Round 9
6,2,Cameron Zurhaar,FWD,4,2,0,66.7,6,7,1,2021,Round 9
7,8,Oscar Allen,KEYF,3,0,1,100,3,8,0,2021,Round 9
8,8,Charlie Cameron,FWD,3,0,1,100,3,5,1,2021,Round 9
9,8,Bayley Fritsch,FWD,3,0,0,100,3,5,0,2021,Round 9
10,8,Taylor Garner,FWD,3,1,1,75,4,5,0,2021,Round 9
11,8,Isaac Heeney,FWD,3,2,0,60,5,9,3,2021,Round 9
12,8,Josh J. Kennedy,KEYF,3,1,2,75,4,6,0,2021,Round 9
13,8,Shane McAdam,FWD,3,2,0,60,5,6,2,2021,Round 9
14,8,Tom McDonald,KEYF,3,1,0,75,4,10,0,2021,Round 9
15,8,Harry McKay,KEYF,3,0,0,75,4,4,0,2021,Round 9
16,8,Cody Weightman,FWD,3,2,0,60,5,6,1,2021,Round 9
17,18,Jake Aarts,FWD,2,0,1,100,2,5,0,2021,Round 9
18,18,Zac Bailey,FWD,2,1,0,50,4,6,2,2021,Round 9
19,18,Sam Berry,FWD,2,0,1,100,2,5,0,2021,Round 9
20,18,Marcus Bontempelli,MID,2,0,2,66.7,3,6,1,2021,Round 9
21,18,Luke Breust,FWD,2,1,0,66.7,3,4,0,2021,Round 9
22,18,Josh Bruce,KEYF,2,0,0,50,4,2,0,2021,Round 9
23,18,Brad Close,FWD,2,1,0,66.7,3,6,2,2021,Round 9
24,18,Riley Collier-Dawkins,MID,2,0,1,100,2,5,2,2021,Round 9
25,18,James Cousins,FWD,2,2,0,50,4,8,2,2021,Round 9
26,18,Joe Daniher,KEYF,2,2,0,33.3,6,7,0,2021,Round 9
27,18,Jordan De Goey,FWD,2,2,0,40,5,7,1,2021,Round 9
28,18,Charlie Dixon,KEYF,2,0,0,100,2,7,2,2021,Round 9
29,18,Orazio Fantasia,FWD,2,1,0,66.7,3,3,0,2021,Round 9
30,18,Lance Franklin,KEYF,2,2,1,50,4,5,0,2021,Round 9
31,18,Mitch Georgiades,KEYF,2,1,1,50,4,6,1,2021,Round 9
32,18,Tom Hawkins,KEYF,2,0,2,100,2,5,0,2021,Round 9
33,18,Eric Hipwood,KEYF,2,2,1,50,4,7,0,2021,Round 9
34,18,Jason Johannisen,FWD,2,0,2,100,2,7,0,2021,Round 9
35,18,Harrison Jones,KEYF,2,0,1,66.7,3,3,0,2021,Round 9
36,18,Ben King,KEYF,2,3,0,40,5,5,0,2021,Round 9
37,18,Jacob Koschitzke,KEYF,2,0,1,50,4,6,0,2021,Round 9
38,18,Lincoln McCarthy,FWD,2,0,1,100,2,4,0,2021,Round 9
39,18,Anthony McDonald-Tipungwuti,FWD,2,0,1,100,2,6,0,2021,Round 9
40,18,Tim Membrey,KEYF,2,2,0,40,5,9,0,2021,Round 9
41,18,Alex Neal-Bullen,FWD,2,1,0,66.7,3,8,1,2021,Round 9
42,18,Tom Papley,FWD,2,1,1,50,4,6,0,2021,Round 9
43,18,Gary Rohan,FWD,2,0,0,66.7,3,7,0,2021,Round 9
44,18,Riley Thilthorpe,KEYF,2,1,0,66.7,3,5,1,2021,Round 9
45,18,Jake Waterman,FWD,2,1,1,50,4,7,0,2021,Round 9
46,18,Chad Wingard,FWD,2,0,4,66.7,3,13,1,2021,Round 9
47,48,Ben Ainsworth,FWD,1,1,0,50,2,5,1,2021,Round 9
48,48,Karl Amon,MID,1,0,0,100,1,4,0,2021,Round 9
49,48,Rory Atkins,MID,1,0,1,100,1,5,1,2021,Round 9
50,48,Eddie Betts,FWD,1,3,0,20,5,5,1,2021,Round 9
51,48,Nick Blakey,DEF,1,0,0,50,2,2,0,2021,Round 9
52,48,Dan Butler,FWD,1,1,0,50,2,5,1,2021,Round 9
53,48,Darcy Cameron,KEYF,1,0,0,100,1,4,1,2021,Round 9
54,48,Jeremy Cameron,KEYF,1,1,0,50,2,5,0,2021,Round 9
55,48,Levi Casboult,KEYF,1,0,0,100,1,1,0,2021,Round 9
56,48,Jason Castagna,FWD,1,0,0,50,2,6,2,2021,Round 9
57,48,Adam Cerra,MID,1,0,2,100,1,7,2,2021,Round 9
58,48,Keidean Coleman,FWD,1,0,0,50,2,4,2,2021,Round 9
59,48,Josh Corbett,KEYF,1,0,0,50,2,4,0,2021,Round 9
60,48,Jamie Cripps,FWD,1,0,1,100,1,11,0,2021,Round 9
61,48,Luke Davies-Uniacke,MID,1,1,0,50,2,3,0,2021,Round 9
62,48,Willem Drew,MID,1,0,2,100,1,5,1,2021,Round 9
63,48,Sam Flanders,FWD,1,0,1,100,1,5,1,2021,Round 9
