,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Jack Gunston,KEYF,4,2,1,57.1,7,10,0,2015,Grand Final
1,2,Isaac Smith,MID,3,0,1,100,3,8,0,2015,Grand Final
2,3,Jeremy McGovern,KEYD,2,0,0,100,2,4,1,2015,Grand Final
3,3,Cyril Rioli,FWD,2,1,4,50,4,11,2,2015,Grand Final
4,5,Grant Birchall,DEF,1,0,0,100,1,7,2,2015,Grand Final
5,5,Jack Darling,KEYF,1,1,1,33.3,3,4,1,2015,Grand Final
6,5,Bradley Hill,MID,1,0,0,100,1,4,0,2015,Grand Final
7,5,Josh Hill,FWD,1,1,0,33.3,3,3,0,2015,Grand Final
8,5,Luke Hodge,MID,1,1,0,50,2,7,1,2015,Grand Final
9,5,Mark Hutchings,MID,1,0,0,50,2,3,0,2015,Grand Final
10,5,Mark LeCras,FWD,1,2,1,33.3,3,5,0,2015,Grand Final
11,5,Ben McEvoy,RUC,1,0,0,100,1,5,2,2015,Grand Final
12,5,Jarryd Roughead,KEYF,1,0,1,50,2,9,1,2015,Grand Final
13,5,Ryan Schoenmakers,KEYF,1,0,2,100,1,11,0,2015,Grand Final
14,5,Luke Shuey,MID,1,1,0,50,2,6,2,2015,Grand Final
15,5,Matthew Suckling,DEF,1,0,0,100,1,2,0,2015,Grand Final
16,5,Elliot Yeo,MID,1,0,0,100,1,2,0,2015,Grand Final
17,18,Luke Breust,FWD,0,0,1,0,0,3,1,2015,Grand Final
18,18,Shaun Burgoyne,DEF,0,1,0,0,2,4,3,2015,Grand Final
19,18,Sam Butler,DEF,0,1,0,0,1,4,0,2015,Grand Final
20,18,Jamie Cripps,FWD,0,1,0,0,1,7,2,2015,Grand Final
21,18,Taylor Duryea,DEF,0,0,0,0,1,8,4,2015,Grand Final
22,18,Xavier Ellis,DEF,0,0,0,0,0,2,1,2015,Grand Final
23,18,James Frawley,KEYD,0,0,0,0,0,5,1,2015,Grand Final
24,18,Andrew Gaff,MID,0,0,0,0,0,7,0,2015,Grand Final
25,18,Josh Gibson,KEYD,0,0,1,0,0,5,0,2015,Grand Final
26,18,David Hale,RUC,0,0,0,0,0,1,0,2015,Grand Final
27,18,Shannon Hurn,DEF,0,1,1,0,1,6,4,2015,Grand Final
28,18,Josh J. Kennedy,KEYF,0,0,1,0,1,5,0,2015,Grand Final
29,18,Brian Lake,KEYD,0,0,0,0,0,3,2,2015,Grand Final
30,18,Jordan Lewis,MID,0,0,0,0,0,4,0,2015,Grand Final
31,18,Chris Masten,MID,0,0,0,0,0,1,0,2015,Grand Final
32,18,Sam Mitchell,MID,0,1,2,0,1,9,5,2015,Grand Final
33,18,Nic Naitanui,RUC,0,1,0,0,1,4,4,2015,Grand Final
34,18,Matthew Priddis,MID,0,1,0,0,1,6,2,2015,Grand Final
35,18,Paul Puopolo,FWD,0,0,2,0,0,7,0,2015,Grand Final
36,18,Matt Rosa,MID,0,1,1,0,1,4,0,2015,Grand Final
37,18,Will Schofield,KEYD,0,0,0,0,0,2,2,2015,Grand Final
38,18,Dom Sheed,MID,0,0,0,0,0,1,1,2015,Grand Final
39,18,Brad Sheppard,DEF,0,0,0,0,0,2,0,2015,Grand Final
40,18,Liam Shiels,MID,0,1,0,0,1,6,0,2015,Grand Final
41,18,Callum Sinclair,RUC,0,0,0,0,0,1,0,2015,Grand Final
42,18,Ben Stratton,DEF,0,1,0,0,1,4,2,2015,Grand Final
43,18,Sharrod Wellingham,DEF,0,0,0,0,0,1,0,2015,Grand Final
