,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom Hawkins,KEYF,5,1,1,83.3,6,12,2,2021,Semi Finals
1,2,Charlie Cameron,FWD,3,1,3,75,4,8,0,2021,Semi Finals
2,2,Bailey Smith,MID,3,0,1,100,3,8,0,2021,Semi Finals
3,4,Zac Bailey,FWD,2,2,1,50,4,11,1,2021,Semi Finals
4,4,Jeremy Cameron,KEYF,2,2,0,40,5,9,0,2021,Semi Finals
5,4,Brad Close,FWD,2,0,0,66.7,3,7,1,2021,Semi Finals
6,4,Harry Himmelberg,KEYF,2,1,0,66.7,3,4,1,2021,Semi Finals
7,4,Tom Liberatore,MID,2,0,0,100,2,8,4,2021,Semi Finals
8,4,Sam Menegola,MID,2,1,2,50,4,8,2,2021,Semi Finals
9,4,Gary Rohan,FWD,2,2,1,50,4,8,1,2021,Semi Finals
10,4,Conor Stone,MID,2,1,1,40,5,5,0,2021,Semi Finals
11,12,Joe Daniher,KEYF,1,0,1,50,2,2,0,2021,Semi Finals
12,12,Tom Fullarton,RUC,1,0,1,100,1,3,0,2021,Semi Finals
13,12,Mitch Hannan,FWD,1,1,1,33.3,3,3,0,2021,Semi Finals
14,12,Nick Haynes,DEF,1,0,0,100,1,4,1,2021,Semi Finals
15,12,Bobby Hill,FWD,1,0,1,50,2,2,0,2021,Semi Finals
16,12,Jason Johannisen,FWD,1,1,1,50,2,5,0,2021,Semi Finals
17,12,Josh Kelly,MID,1,0,0,50,2,4,1,2021,Semi Finals
18,12,Ryan Lester,DEF,1,0,0,100,1,4,1,2021,Semi Finals
19,12,Daniel Lloyd,FWD,1,1,0,50,2,4,0,2021,Semi Finals
20,12,Jack Macrae,MID,1,0,1,100,1,9,2,2021,Semi Finals
21,12,Lincoln McCarthy,FWD,1,1,2,50,2,7,1,2021,Semi Finals
22,12,Hugh McCluggage,MID,1,2,2,25,4,8,1,2021,Semi Finals
23,12,Shane Mumford,RUC,1,0,1,100,1,2,1,2021,Semi Finals
24,12,Aaron Naughton,KEYF,1,0,1,100,1,3,0,2021,Semi Finals
25,12,Esava Ratugolea,RUC,1,1,0,50,2,3,0,2021,Semi Finals
26,12,Mitch Robinson,MID,1,0,0,100,1,5,2,2021,Semi Finals
27,12,Josh Schache,KEYD,1,0,0,100,1,4,0,2021,Semi Finals
28,12,Isaac Smith,MID,1,2,0,25,4,4,0,2021,Semi Finals
29,12,Callan Ward,MID,1,0,0,50,2,4,2,2021,Semi Finals
30,12,Cody Weightman,FWD,1,1,0,50,2,2,0,2021,Semi Finals
31,32,Marcus Adams,KEYD,0,0,0,0,0,1,0,2021,Semi Finals
32,32,Harris Andrews,KEYD,0,1,0,0,1,4,3,2021,Semi Finals
33,32,Lachie Ash,DEF,0,0,0,0,0,3,1,2021,Semi Finals
34,32,Tom Atkins,DEF,0,0,0,0,0,2,0,2021,Semi Finals
