,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Jay Schulz,KEYF,6,0,0,100,6,9,0,2014,Round 7
1,2,Gary Ablett,MID,4,1,2,80,5,13,3,2014,Round 7
2,2,Dayne Beams,MID,4,1,0,80,5,7,2,2014,Round 7
3,2,Luke Breust,FWD,4,0,4,100,4,15,3,2014,Round 7
4,2,Jack Gunston,FWD,4,2,2,66.7,6,13,2,2014,Round 7
5,2,Jarryd Roughead,KEYF,4,2,2,66.7,6,13,1,2014,Round 7
6,2,Ryan Schoenmakers,KEYD,4,1,0,80,5,10,1,2014,Round 7
7,8,Zac Clarke,RUC,3,0,0,100,3,3,0,2014,Round 7
8,8,Chris Dawes,KEYF,3,0,0,100,3,6,1,2014,Round 7
9,8,Charlie Dixon,KEYF,3,1,0,75,4,6,0,2014,Round 7
10,8,Jamie Elliott,FWD,3,0,0,75,4,11,1,2014,Round 7
11,8,Adam Goodes,FWD,3,0,0,100,3,5,0,2014,Round 7
12,8,Sam Lloyd,FWD,3,0,0,100,3,4,0,2014,Round 7
13,8,Brandon Matera,FWD,3,1,1,75,4,7,0,2014,Round 7
14,8,Angus Monfries,FWD,3,1,1,75,4,10,1,2014,Round 7
15,8,Jared Polec,MID,3,0,0,75,4,8,1,2014,Round 7
16,8,Devon Smith,FWD,3,0,0,75,4,7,2,2014,Round 7
17,8,Matthew White,FWD,3,0,1,100,3,7,1,2014,Round 7
18,8,Chad Wingard,FWD,3,0,0,75,4,4,1,2014,Round 7
19,20,Hayden Ballantyne,FWD,2,2,2,50,4,9,1,2014,Round 7
20,20,Harley Bennell,FWD,2,2,1,40,5,9,0,2014,Round 7
21,20,Shaun Burgoyne,DEF,2,0,1,100,2,15,4,2014,Round 7
22,20,Travis Cloke,KEYF,2,4,1,28.6,7,8,1,2014,Round 7
23,20,Jamie Cripps,FWD,2,2,0,50,4,4,0,2014,Round 7
24,20,Luke Dahlhaus,FWD,2,2,0,50,4,8,2,2014,Round 7
25,20,Patrick Dangerfield,MID,2,2,0,33.3,6,6,3,2014,Round 7
26,20,Jack Darling,KEYF,2,1,0,66.7,3,6,0,2014,Round 7
27,20,Majak Daw,KEYF,2,1,1,66.7,3,5,1,2014,Round 7
28,20,Mitch Duncan,MID,2,1,0,50,4,7,2,2014,Round 7
29,20,Shane Edwards,FWD,2,0,0,100,2,2,1,2014,Round 7
30,20,David Hale,RUC,2,0,0,100,2,3,0,2014,Round 7
31,20,Lachie Henderson,KEYF,2,0,0,100,2,3,1,2014,Round 7
