,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Joe Daniher,KEYF,4,1,0,57.1,7,8,1,2021,Round 15
1,1,Lance Franklin,KEYF,4,2,1,66.7,6,10,1,2021,Round 15
2,1,Dylan Moore,FWD,4,1,0,57.1,7,9,0,2021,Round 15
3,1,Aaron Naughton,KEYF,4,2,1,66.7,6,8,1,2021,Round 15
4,5,Eddie Betts,FWD,3,0,1,100,3,4,0,2021,Round 15
5,5,Marcus Bontempelli,MID,3,1,1,75,4,9,3,2021,Round 15
6,5,Charlie Cameron,FWD,3,3,1,42.9,7,10,0,2021,Round 15
7,5,Josh Corbett,KEYF,3,0,0,75,4,4,0,2021,Round 15
8,5,Nick Larkey,KEYF,3,0,1,60,5,5,0,2021,Round 15
9,5,Rory Lobb,KEYF,3,2,0,50,6,9,1,2021,Round 15
10,5,Lachie Schultz,FWD,3,1,0,75,4,4,0,2021,Round 15
11,5,Taylor Walker,KEYF,3,4,0,37.5,8,9,2,2021,Round 15
12,13,Oscar Allen,KEYF,2,1,0,66.7,3,5,1,2021,Round 15
13,13,Brett Bewley,MID,2,0,0,100,2,7,0,2021,Round 15
14,13,Trent Bianco,FWD,2,1,0,66.7,3,4,0,2021,Round 15
15,13,Charlie Dixon,KEYF,2,0,0,50,4,4,0,2021,Round 15
16,13,Darcy Fogarty,KEYF,2,0,0,100,2,2,0,2021,Round 15
17,13,Toby Greene,FWD,2,1,1,50,4,5,1,2021,Round 15
18,13,Brodie Grundy,RUC,2,0,0,66.7,3,7,3,2021,Round 15
19,13,Will Hayward,FWD,2,0,1,100,2,4,0,2021,Round 15
20,13,Liam Henry,FWD,2,0,2,100,2,5,1,2021,Round 15
21,13,Bobby Hill,FWD,2,0,1,66.7,3,5,0,2021,Round 15
22,13,Eric Hipwood,KEYF,2,2,0,50,4,5,1,2021,Round 15
23,13,Harrison Jones,KEYF,2,0,0,100,2,3,0,2021,Round 15
24,13,James Jordon,MID,2,1,0,66.7,3,5,1,2021,Round 15
25,13,Max King,KEYF,2,1,1,66.7,3,4,0,2021,Round 15
26,13,Daniel Lloyd,FWD,2,0,0,66.7,3,4,1,2021,Round 15
27,13,Todd Marshall,KEYF,2,0,0,100,2,5,3,2021,Round 15
28,13,Jack Martin,FWD,2,2,1,40,5,8,0,2021,Round 15
29,13,Lincoln McCarthy,FWD,2,2,1,50,4,7,1,2021,Round 15
30,13,Harry McKay,KEYF,2,2,1,40,5,7,0,2021,Round 15
31,13,Daniel McKenzie,MID,2,0,0,100,2,3,1,2021,Round 15
32,13,Tim O'Brien,KEYF,2,2,0,50,4,4,0,2021,Round 15
33,13,Tom Papley,FWD,2,1,0,50,4,4,0,2021,Round 15
34,13,Christian Petracca,MID,2,0,0,50,4,8,1,2021,Round 15
35,13,Paul Seedsman,MID,2,0,2,100,2,9,0,2021,Round 15
36,13,Isaac Smith,MID,2,0,0,100,2,5,0,2021,Round 15
37,13,Bailey Smith,MID,2,2,0,50,4,9,3,2021,Round 15
38,13,Josh Thomas,FWD,2,0,0,66.7,3,7,1,2021,Round 15
39,13,Zach Tuohy,DEF,2,1,0,66.7,3,4,0,2021,Round 15
40,13,Callan Ward,MID,2,0,1,100,2,4,1,2021,Round 15
41,13,Peter Wright,RUC,2,0,0,100,2,4,0,2021,Round 15
42,13,Cameron Zurhaar,FWD,2,2,0,50,4,9,1,2021,Round 15
43,44,Ben Ainsworth,FWD,1,0,1,33.3,3,4,0,2021,Round 15
44,44,Miles Bergman,MID,1,1,0,33.3,3,4,2,2021,Round 15
45,44,Travis Boak,MID,1,0,0,100,1,5,1,2021,Round 15
46,44,Andrew Brayshaw,MID,1,0,0,100,1,5,2,2021,Round 15
47,44,Luke Breust,FWD,1,1,1,50,2,4,0,2021,Round 15
48,44,Kieren Briggs,RUC,1,0,0,100,1,2,0,2021,Round 15
49,44,Callum L. Brown,FWD,1,0,0,100,1,1,1,2021,Round 15
50,44,Darcy Cameron,KEYF,1,0,0,50,2,4,0,2021,Round 15
51,44,Keidean Coleman,FWD,1,0,1,100,1,2,0,2021,Round 15
