,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Lance Franklin,KEYF,6,4,2,60,10,13,0,2018,Round 20
1,2,Jack Gunston,KEYF,5,3,1,62.5,8,9,2,2018,Round 20
2,2,Alex Sexton,FWD,5,0,0,100,5,5,0,2018,Round 20
3,4,Marcus Bontempelli,MID,4,1,0,80,5,7,0,2018,Round 20
4,4,Jeremy Cameron,KEYF,4,1,0,66.7,6,10,1,2018,Round 20
5,4,Jamie Cripps,FWD,4,3,0,57.1,7,9,0,2018,Round 20
6,4,Jack Darling,KEYF,4,2,0,57.1,7,9,1,2018,Round 20
7,4,Robbie Gray,FWD,4,0,0,100,4,8,1,2018,Round 20
8,4,Jesse Hogan,KEYF,4,1,2,80,5,14,1,2018,Round 20
9,4,Jack Riewoldt,KEYF,4,1,1,66.7,6,7,0,2018,Round 20
10,4,Travis Varcoe,FWD,4,0,0,100,4,4,0,2018,Round 20
11,4,Chad Wingard,FWD,4,0,0,100,4,5,0,2018,Round 20
12,13,Mark Baguley,FWD,3,1,1,75,4,6,1,2018,Round 20
13,13,Luke Breust,FWD,3,1,1,50,6,9,0,2018,Round 20
14,13,Kane Farrell,FWD,3,0,1,100,3,4,0,2018,Round 20
15,13,James Harmes,MID,3,0,0,100,3,10,3,2018,Round 20
16,13,Harry Himmelberg,KEYF,3,0,4,100,3,10,0,2018,Round 20
17,13,Josh Jenkins,KEYF,3,0,1,100,3,8,1,2018,Round 20
18,13,Hugh McCluggage,MID,3,0,2,100,3,8,2,2018,Round 20
19,13,Harry McKay,KEYF,3,2,0,60,5,6,0,2018,Round 20
20,13,Daniel Menzel,FWD,3,1,0,75,4,5,0,2018,Round 20
21,13,Sebastian Ross,MID,3,1,0,75,4,10,4,2018,Round 20
22,13,Liam Ryan,FWD,3,2,2,50,6,10,0,2018,Round 20
23,13,Josh Schache,KEYF,3,1,0,75,4,5,1,2018,Round 20
24,13,Jake Stringer,FWD,3,1,3,60,5,11,0,2018,Round 20
25,13,Adam Tomlinson,MID,3,0,1,100,3,9,3,2018,Round 20
26,13,Jack Ziebell,FWD,3,2,1,60,5,10,2,2018,Round 20
27,28,Ryan Abbott,RUC,2,0,0,100,2,3,0,2018,Round 20
28,28,Shaun Atley,FWD,2,0,0,100,2,6,0,2018,Round 20
29,28,Travis Boak,FWD,2,0,2,100,2,7,0,2018,Round 20
30,28,Aiden Bonar,FWD,2,0,0,66.7,3,8,1,2018,Round 20
31,28,Jason Castagna,FWD,2,0,0,50,4,2,0,2018,Round 20
32,28,Stephen Coniglio,MID,2,0,2,100,2,14,2,2018,Round 20
33,28,Brent Daniels,FWD,2,0,1,100,2,7,2,2018,Round 20
34,28,Jordan Dawson,FWD,2,0,1,100,2,5,0,2018,Round 20
35,28,Jeff Garlett,FWD,2,3,2,33.3,6,9,2,2018,Round 20
36,28,Ricky Henderson,MID,2,1,0,50,4,6,1,2018,Round 20
37,28,Cale Hooker,KEYD,2,0,0,100,2,5,1,2018,Round 20
38,28,Will Hoskin-Elliott,FWD,2,0,1,100,2,4,2,2018,Round 20
39,28,Nathan Jones,MID,2,0,1,100,2,8,3,2018,Round 20
40,28,Adam Kennedy,DEF,2,0,1,100,2,11,1,2018,Round 20
41,28,Jack Lonie,FWD,2,0,0,66.7,3,7,1,2018,Round 20
42,28,Scott Lycett,RUC,2,0,0,100,2,7,5,2018,Round 20
43,28,Brandon Matera,FWD,2,1,0,50,4,6,0,2018,Round 20
44,28,Rhys Mathieson,FWD,2,0,2,66.7,3,7,3,2018,Round 20
45,28,Cam McCarthy,KEYF,2,0,1,66.7,3,4,0,2018,Round 20
46,28,Oscar McInerney,KEYF,2,1,0,66.7,3,5,1,2018,Round 20
47,28,Conor McKenna,DEF,2,0,0,100,2,4,1,2018,Round 20
48,28,Sam Menegola,FWD,2,1,0,66.7,3,7,2,2018,Round 20
49,28,Alex Neal-Bullen,FWD,2,0,1,100,2,7,1,2018,Round 20
50,28,Jack Newnes,FWD,2,0,0,100,2,3,0,2018,Round 20
51,28,Clayton Oliver,MID,2,2,1,28.6,7,12,2,2018,Round 20
52,28,Christian Petracca,FWD,2,1,2,66.7,3,11,2,2018,Round 20
53,28,Cam Rayner,FWD,2,1,1,66.7,3,4,0,2018,Round 20
54,28,Willie Rioli,FWD,2,0,0,100,2,5,0,2018,Round 20
55,28,Mitch Robinson,FWD,2,2,0,40,5,7,1,2018,Round 20
56,28,Rory Sloane,MID,2,1,1,66.7,3,9,2,2018,Round 20
57,28,Isaac Smith,MID,2,0,0,100,2,7,1,2018,Round 20
58,28,Charlie Spargo,FWD,2,0,0,100,2,5,0,2018,Round 20
59,28,Matt Taberner,KEYF,2,1,0,50,4,4,0,2018,Round 20
60,28,Kayne Turner,FWD,2,1,2,66.7,3,8,1,2018,Round 20
61,28,Nathan Vardy,RUC,2,2,0,50,4,5,0,2018,Round 20
62,28,Jarrad Waite,KEYF,2,1,2,66.7,3,6,1,2018,Round 20
63,28,Will Walker,FWD,2,2,0,50,4,5,1,2018,Round 20
64,28,Michael Walters,FWD,2,1,0,66.7,3,10,0,2018,Round 20
65,28,Matthew Wright,FWD,2,1,0,66.7,3,4,1,2018,Round 20
66,28,Elliot Yeo,MID,2,3,0,40,5,14,6,2018,Round 20
67,28,Dayne Zorko,MID,2,0,1,66.7,3,6,1,2018,Round 20
68,28,Matt de Boer,FWD,2,2,1,50,4,9,0,2018,Round 20
69,70,Hayden Ballantyne,FWD,1,0,1,100,1,4,0,2018,Round 20
