,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Dustin Martin,FWD,4,0,1,80,5,9,2,2020,Grand Final
1,2,Sam Menegola,MID,2,0,1,100,2,5,2,2020,Grand Final
2,2,Dion Prestia,MID,2,0,0,100,2,3,1,2020,Grand Final
3,2,Jack Riewoldt,KEYF,2,2,1,50,4,6,0,2020,Grand Final
4,5,Jason Castagna,FWD,1,1,0,50,2,4,0,2020,Grand Final
5,5,Patrick Dangerfield,MID,1,1,0,50,2,3,1,2020,Grand Final
6,5,Mitch Duncan,MID,1,0,0,100,1,5,1,2020,Grand Final
7,5,Cameron Guthrie,MID,1,1,0,50,2,4,1,2020,Grand Final
8,5,Tom Hawkins,KEYF,1,2,0,33.3,3,5,1,2020,Grand Final
9,5,Kane Lambert,FWD,1,0,2,100,1,5,1,2020,Grand Final
10,5,Tom J. Lynch,KEYF,1,1,0,25,4,2,1,2020,Grand Final
11,5,Kamdyn McIntosh,MID,1,0,0,100,1,2,1,2020,Grand Final
12,5,Gryan Miers,FWD,1,1,1,50,2,6,1,2020,Grand Final
13,14,Gary Ablett,FWD,0,0,0,0,0,3,1,2020,Grand Final
14,14,David Astbury,KEYD,0,0,0,0,0,0,0,2020,Grand Final
15,14,Liam Baker,DEF,0,0,3,0,0,5,2,2020,Grand Final
16,14,Noah Balta,KEYD,0,0,0,0,0,3,2,2020,Grand Final
17,14,Jed Bews,DEF,0,0,0,0,0,1,0,2020,Grand Final
18,14,Mark Blicavs,KEYD,0,0,0,0,0,1,0,2020,Grand Final
19,14,Shai Bolton,MID,0,1,2,0,2,3,2,2020,Grand Final
20,14,Nathan Broad,DEF,0,0,0,0,0,0,0,2020,Grand Final
21,14,Trent Cotchin,MID,0,0,0,0,1,4,1,2020,Grand Final
22,14,Luke Dahlhaus,FWD,0,0,1,0,1,4,1,2020,Grand Final
23,14,Shane Edwards,MID,0,1,0,0,1,4,0,2020,Grand Final
24,14,Jack Graham,MID,0,0,1,0,2,6,1,2020,Grand Final
25,14,Dylan Grimes,KEYD,0,0,0,0,0,0,0,2020,Grand Final
26,14,Lachie Henderson,KEYD,0,0,0,0,0,0,0,2020,Grand Final
27,14,Jack Henry,DEF,0,0,0,0,0,0,0,2020,Grand Final
28,14,Bachar Houli,DEF,0,0,0,0,0,0,0,2020,Grand Final
29,14,Jake Kolodjashnij,DEF,0,0,0,0,0,2,0,2020,Grand Final
30,14,Toby Nankervis,RUC,0,0,0,0,0,2,1,2020,Grand Final
31,14,Mark O'Connor,DEF,0,0,0,0,0,1,0,2020,Grand Final
32,14,Brandan Parfitt,MID,0,0,1,0,0,2,0,2020,Grand Final
33,14,Marlion Pickett,MID,0,0,0,0,0,2,1,2020,Grand Final
34,14,Daniel Rioli,FWD,0,0,0,0,0,3,1,2020,Grand Final
35,14,Gary Rohan,FWD,0,0,1,0,0,1,1,2020,Grand Final
36,14,Joel Selwood,MID,0,0,1,0,1,5,3,2020,Grand Final
37,14,Jayden Short,DEF,0,0,0,0,0,6,4,2020,Grand Final
38,14,Sam Simpson,FWD,0,0,0,0,0,1,0,2020,Grand Final
39,14,Rhys Stanley,RUC,0,1,0,0,1,3,1,2020,Grand Final
40,14,Tom Stewart,DEF,0,0,0,0,0,1,1,2020,Grand Final
41,14,Harry Taylor,KEYD,0,0,0,0,0,0,0,2020,Grand Final
42,14,Zach Tuohy,MID,0,1,0,0,1,2,0,2020,Grand Final
43,14,Nick Vlastuin,DEF,0,0,0,0,0,0,0,2020,Grand Final
