,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Patrick Dangerfield,MID,4,0,1,80,5,8,3,2020,Semi Finals
1,1,Tom Hawkins,KEYF,4,1,2,66.7,6,7,0,2020,Semi Finals
2,3,Shai Bolton,MID,3,0,0,75,4,4,1,2020,Semi Finals
3,4,Shane Edwards,MID,2,0,2,100,2,7,1,2020,Semi Finals
4,4,Tom J. Lynch,KEYF,2,5,1,25,8,9,1,2020,Semi Finals
5,4,Brody Mihocek,KEYF,2,0,0,100,2,2,0,2020,Semi Finals
6,7,Josh Battle,FWD,1,1,0,50,2,2,0,2020,Semi Finals
7,7,Dan Butler,FWD,1,0,1,50,2,4,0,2020,Semi Finals
8,7,Jason Castagna,FWD,1,0,0,50,2,4,0,2020,Semi Finals
9,7,Luke Dahlhaus,FWD,1,0,2,100,1,7,1,2020,Semi Finals
10,7,Jamie Elliott,FWD,1,1,1,50,2,3,1,2020,Semi Finals
11,7,Brodie Grundy,RUC,1,0,0,100,1,3,1,2020,Semi Finals
12,7,Cameron Guthrie,MID,1,0,0,100,1,7,2,2020,Semi Finals
13,7,Dean Kent,FWD,1,0,0,100,1,2,0,2020,Semi Finals
14,7,Dustin Martin,FWD,1,0,1,100,1,9,3,2020,Semi Finals
15,7,Kamdyn McIntosh,MID,1,0,0,100,1,3,0,2020,Semi Finals
16,7,Sam Menegola,MID,1,0,0,100,1,7,1,2020,Semi Finals
17,7,Gryan Miers,FWD,1,1,0,50,2,3,0,2020,Semi Finals
18,7,Dion Prestia,MID,1,0,1,33.3,3,5,1,2020,Semi Finals
19,7,Daniel Rioli,FWD,1,0,0,50,2,3,0,2020,Semi Finals
20,7,Sebastian Ross,MID,1,0,1,100,1,7,3,2020,Semi Finals
21,7,Shane Savage,DEF,1,0,0,50,2,4,3,2020,Semi Finals
22,7,Joel Selwood,MID,1,0,0,100,1,4,2,2020,Semi Finals
23,7,Rhys Stanley,RUC,1,0,0,100,1,6,2,2020,Semi Finals
24,7,Jack Steele,MID,1,0,0,100,1,2,3,2020,Semi Finals
25,7,Jaidyn Stephenson,FWD,1,0,0,100,1,1,0,2020,Semi Finals
26,7,Zach Tuohy,MID,1,0,0,50,2,4,0,2020,Semi Finals
27,28,Gary Ablett,FWD,0,1,2,0,1,7,0,2020,Semi Finals
28,28,Taylor Adams,MID,0,0,1,0,1,1,1,2020,Semi Finals
29,28,David Astbury,KEYD,0,0,0,0,0,1,0,2020,Semi Finals
30,28,Liam Baker,DEF,0,1,0,0,1,1,1,2020,Semi Finals
31,28,Noah Balta,KEYD,0,0,0,0,0,3,0,2020,Semi Finals
32,28,Jed Bews,DEF,0,0,0,0,0,1,1,2020,Semi Finals
33,28,Jack Billings,MID,0,1,0,0,3,2,0,2020,Semi Finals
34,28,Mark Blicavs,KEYD,0,0,0,0,0,1,0,2020,Semi Finals
35,28,Nathan Broad,DEF,0,0,0,0,0,0,0,2020,Semi Finals
36,28,Darcy Cameron,KEYF,0,0,0,0,0,0,0,2020,Semi Finals
37,28,Hunter Clark,DEF,0,0,0,0,0,2,0,2020,Semi Finals
38,28,Nick Coffield,DEF,0,0,0,0,0,2,1,2020,Semi Finals
39,28,Trent Cotchin,MID,0,0,1,0,0,4,1,2020,Semi Finals
40,28,Mason Cox,KEYF,0,0,0,0,0,1,0,2020,Semi Finals
41,28,Jack Crisp,DEF,0,0,0,0,1,2,0,2020,Semi Finals
42,28,Josh Daicos,MID,0,0,1,0,0,2,1,2020,Semi Finals
43,28,Jordan De Goey,FWD,0,1,0,0,2,2,0,2020,Semi Finals
44,28,Mitch Duncan,MID,0,1,3,0,1,10,1,2020,Semi Finals
45,28,Jarryn Geary,DEF,0,0,0,0,0,2,1,2020,Semi Finals
46,28,Jack Graham,MID,0,0,0,0,0,2,0,2020,Semi Finals
47,28,Levi Greenwood,MID,0,0,0,0,0,0,0,2020,Semi Finals
48,28,Dylan Grimes,KEYD,0,0,0,0,0,2,1,2020,Semi Finals
49,28,Dan Hannebery,MID,0,0,0,0,0,1,0,2020,Semi Finals
50,28,Lachie Henderson,KEYD,0,0,0,0,0,3,1,2020,Semi Finals
51,28,Jack Henry,DEF,0,0,0,0,0,5,2,2020,Semi Finals
52,28,Bradley Hill,MID,0,0,0,0,0,1,0,2020,Semi Finals
53,28,Will Hoskin-Elliott,FWD,0,0,0,0,0,0,0,2020,Semi Finals
54,28,Bachar Houli,DEF,0,0,1,0,0,6,2,2020,Semi Finals
55,28,Dougal Howard,KEYD,0,0,0,0,0,1,0,2020,Semi Finals
56,28,Zak Jones,MID,0,0,0,0,0,3,1,2020,Semi Finals
57,28,Max King,KEYF,0,3,2,0,3,7,1,2020,Semi Finals
58,28,Jake Kolodjashnij,DEF,0,0,1,0,0,2,0,2020,Semi Finals
59,28,Kane Lambert,FWD,0,0,0,0,0,2,0,2020,Semi Finals
60,28,Jack Lonie,FWD,0,0,0,0,0,2,0,2020,Semi Finals
61,28,Jack Madgen,KEYD,0,0,0,0,0,1,0,2020,Semi Finals
62,28,Jonathon Marsh,KEYF,0,2,0,0,2,6,2,2020,Semi Finals
63,28,Rowan Marshall,RUC,0,1,0,0,2,1,1,2020,Semi Finals
64,28,Brayden Maynard,DEF,0,0,0,0,0,1,1,2020,Semi Finals
65,28,Chris Mayne,MID,0,0,0,0,0,0,0,2020,Semi Finals
66,28,Tim Membrey,KEYF,0,0,1,0,0,2,0,2020,Semi Finals
67,28,Darcy Moore,KEYD,0,0,0,0,0,0,0,2020,Semi Finals
68,28,Toby Nankervis,RUC,0,0,0,0,0,7,6,2020,Semi Finals
69,28,John Noble,DEF,0,0,0,0,0,0,0,2020,Semi Finals
70,28,Mark O'Connor,DEF,0,0,0,0,0,2,2,2020,Semi Finals
71,28,Brandan Parfitt,MID,0,2,0,0,2,6,2,2020,Semi Finals
72,28,Ben Paton,DEF,0,0,0,0,0,1,1,2020,Semi Finals
73,28,Scott Pendlebury,MID,0,0,0,0,0,3,0,2020,Semi Finals
74,28,Marlion Pickett,MID,0,0,0,0,0,1,0,2020,Semi Finals
75,28,Isaac Quaynor,DEF,0,0,0,0,0,0,0,2020,Semi Finals
76,28,Jack Riewoldt,KEYF,0,0,1,0,0,1,0,2020,Semi Finals
77,28,Gary Rohan,FWD,0,1,0,0,2,5,1,2020,Semi Finals
78,28,Jordan Roughead,KEYD,0,0,0,0,0,0,0,2020,Semi Finals
79,28,Jayden Short,DEF,0,0,0,0,1,3,2,2020,Semi Finals
80,28,Sam Simpson,FWD,0,0,1,0,0,4,1,2020,Semi Finals
81,28,Jack Sinclair,MID,0,1,0,0,2,2,1,2020,Semi Finals
82,28,Tom Stewart,DEF,0,0,0,0,0,6,3,2020,Semi Finals
83,28,Harry Taylor,KEYD,0,0,0,0,0,2,0,2020,Semi Finals
84,28,Josh Thomas,FWD,0,0,0,0,0,3,1,2020,Semi Finals
85,28,Adam Treloar,MID,0,0,0,0,0,3,1,2020,Semi Finals
86,28,Nick Vlastuin,DEF,0,0,0,0,0,0,0,2020,Semi Finals
87,28,Callum Wilkie,DEF,0,0,0,0,0,2,1,2020,Semi Finals
