,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Lance Franklin,KEYF,13,4,1,72.2,18,19,1,2012,Round 10
1,2,Jack Riewoldt,KEYF,8,3,1,72.7,11,14,1,2012,Round 10
2,3,Harry Taylor,KEYD,6,3,0,60,10,10,1,2012,Round 10
3,4,Steve Johnson,FWD,5,1,3,62.5,8,13,2,2012,Round 10
4,5,Lewis Jetta,FWD,4,0,1,100,4,9,0,2012,Round 10
5,5,Taylor Walker,KEYF,4,1,1,80,5,11,1,2012,Round 10
6,7,Luke Breust,FWD,3,0,1,100,3,4,0,2012,Round 10
7,7,Campbell Brown,FWD,3,0,0,100,3,5,1,2012,Round 10
8,7,Travis Cloke,KEYF,3,4,2,27.3,11,13,0,2012,Round 10
9,7,Trent Dennis-Lane,FWD,3,1,0,60,5,6,0,2012,Round 10
10,7,Josh Drummond,DEF,3,0,0,100,3,7,5,2012,Round 10
11,7,Jamie Elliott,FWD,3,1,0,60,5,9,2,2012,Round 10
12,7,Josh Green,FWD,3,0,1,100,3,3,0,2012,Round 10
13,7,Hamish Hartlett,MID,3,1,0,75,4,7,1,2012,Round 10
14,7,Ben McGlynn,FWD,3,1,1,50,6,10,2,2012,Round 10
15,7,Matthew Pavlich,KEYF,3,3,1,50,6,7,0,2012,Round 10
16,7,James Podsiadly,KEYF,3,1,0,75,4,4,0,2012,Round 10
17,7,James Polkinghorne,MID,3,0,0,100,3,10,3,2012,Round 10
18,7,Matthew Priddis,MID,3,0,0,75,4,8,3,2012,Round 10
19,7,Nick Riewoldt,KEYF,3,2,2,50,6,12,0,2012,Round 10
20,7,Ahmed Saad,FWD,3,1,1,50,6,9,1,2012,Round 10
21,7,Jay Schulz,KEYF,3,0,1,100,3,7,2,2012,Round 10
22,7,Ben Sinclair,FWD,3,0,0,100,3,6,0,2012,Round 10
23,7,Rory Sloane,MID,3,0,0,100,3,14,4,2012,Round 10
24,7,Dale Thomas,FWD,3,0,3,100,3,11,4,2012,Round 10
25,7,Sam Wright,DEF,3,0,2,100,3,6,1,2012,Round 10
26,7,Matthew Wright,FWD,3,0,1,100,3,8,1,2012,Round 10
27,28,David Armitage,MID,2,0,0,100,2,8,4,2012,Round 10
28,28,Michael Barlow,MID,2,0,0,100,2,6,2,2012,Round 10
29,28,Jude Bolton,FWD,2,0,0,100,2,8,2,2012,Round 10
30,28,Matthew Broadbent,MID,2,1,0,50,4,7,1,2012,Round 10
31,28,Ian Callinan,FWD,2,0,1,100,2,8,0,2012,Round 10
32,28,Jeremy Cameron,KEYF,2,0,3,100,2,5,0,2012,Round 10
33,28,Paul Chapman,FWD,2,1,1,66.7,3,8,2,2012,Round 10
34,28,Dean Cox,RUC,2,0,1,100,2,6,2,2012,Round 10
35,28,Ryan Crowley,MID,2,0,0,100,2,3,1,2012,Round 10
