,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Sam Blease,FWD,5,0,0,83.3,6,8,0,2012,Round 20
1,1,Will Hoskin-Elliott,MID,5,1,0,83.3,6,8,0,2012,Round 20
2,1,Beau Maister,KEYF,5,0,0,71.4,7,10,2,2012,Round 20
3,1,Paul Puopolo,FWD,5,2,0,71.4,7,15,1,2012,Round 20
4,1,Jack Riewoldt,KEYF,5,2,1,62.5,8,13,1,2012,Round 20
5,6,Shane Edwards,FWD,4,4,0,50,8,13,3,2012,Round 20
6,6,David Hale,RUC,4,3,1,57.1,7,11,1,2012,Round 20
7,6,Jay Schulz,KEYF,4,1,0,66.7,6,7,0,2012,Round 20
8,6,Taylor Walker,KEYF,4,2,1,66.7,6,10,0,2012,Round 20
9,10,Gary Ablett,MID,3,0,3,100,3,9,1,2012,Round 20
10,10,Dayne Beams,MID,3,0,0,100,3,7,4,2012,Round 20
11,10,Eddie Betts,FWD,3,1,2,75,4,8,1,2012,Round 20
12,10,Luke Breust,FWD,3,0,5,75,4,12,3,2012,Round 20
13,10,Campbell Brown,FWD,3,0,0,75,4,6,0,2012,Round 20
14,10,Travis Cloke,KEYF,3,2,1,60,5,6,0,2012,Round 20
15,10,Trent Cotchin,MID,3,1,1,75,4,17,5,2012,Round 20
16,10,Dean Cox,RUC,3,0,0,75,4,8,4,2012,Round 20
17,10,Alwyn Davey,FWD,3,0,0,100,3,3,0,2012,Round 20
18,10,Jeff Garlett,FWD,3,1,2,60,5,8,1,2012,Round 20
19,10,Daniel Giansiracusa,FWD,3,0,1,100,3,5,0,2012,Round 20
20,10,Aaron Hall,FWD,3,2,0,50,6,8,1,2012,Round 20
21,10,Lachlan Hansen,KEYF,3,0,1,75,4,7,0,2012,Round 20
22,10,Brent Harvey,FWD,3,1,0,75,4,5,1,2012,Round 20
23,10,Michael Hurley,KEYF,3,2,0,60,5,6,0,2012,Round 20
24,10,Quinten Lynch,KEYF,3,0,0,60,5,4,2,2012,Round 20
25,10,Luke McGuane,KEYF,3,1,0,75,4,8,2,2012,Round 20
26,10,James Podsiadly,KEYF,3,0,0,75,4,6,2,2012,Round 20
27,10,Robbie Tarrant,KEYF,3,0,1,100,3,6,1,2012,Round 20
28,10,Michael Walters,FWD,3,1,1,75,4,7,1,2012,Round 20
29,30,Dennis Armfield,FWD,2,0,2,100,2,9,0,2012,Round 20
30,30,Claye Beams,MID,2,0,0,100,2,3,1,2012,Round 20
31,30,Rohan Bewick,FWD,2,3,0,33.3,6,10,1,2012,Round 20
32,30,Matthew Broadbent,MID,2,1,0,66.7,3,6,1,2012,Round 20
33,30,Jonathan Brown,KEYF,2,2,1,50,4,8,0,2012,Round 20
34,30,Ian Callinan,FWD,2,2,1,50,4,7,0,2012,Round 20
35,30,Jeremy Cameron,KEYF,2,0,1,100,2,3,0,2012,Round 20
36,30,Levi Casboult,KEYF,2,3,0,40,5,7,2,2012,Round 20
37,30,Jamie Cripps,MID,2,0,0,100,2,4,0,2012,Round 20
38,30,Patrick Dangerfield,MID,2,0,0,100,2,11,6,2012,Round 20
39,30,Brett Ebert,FWD,2,2,1,50,4,8,1,2012,Round 20
40,30,Xavier Ellis,MID,2,0,0,100,2,3,0,2012,Round 20
41,30,Andrew Gaff,MID,2,1,0,66.7,3,5,0,2012,Round 20
42,30,Cruize Garlett,MID,2,2,0,50,4,5,3,2012,Round 20
43,30,Sam Gibson,MID,2,0,0,100,2,9,3,2012,Round 20
44,30,Josh Green,FWD,2,3,0,40,5,8,1,2012,Round 20
45,30,Shaun Grigg,MID,2,2,0,50,4,6,0,2012,Round 20
46,30,Jake King,FWD,2,1,4,66.7,3,11,2,2012,Round 20
47,30,Justin Koschitzke,KEYF,2,1,1,50,4,6,1,2012,Round 20
48,30,Matthew Kreuzer,RUC,2,0,1,100,2,5,2,2012,Round 20
49,30,Brian Lake,KEYD,2,2,0,50,4,5,0,2012,Round 20
50,30,Brandon Matera,FWD,2,1,0,50,4,7,1,2012,Round 20
51,30,Stephen Milne,FWD,2,1,1,50,4,6,0,2012,Round 20
52,30,Steven Motlop,FWD,2,0,0,100,2,4,1,2012,Round 20
53,30,Nic Naitanui,RUC,2,1,0,50,4,5,1,2012,Round 20
54,30,Liam Patrick,FWD,2,0,1,100,2,4,0,2012,Round 20
55,30,Matthew Pavlich,KEYF,2,1,2,66.7,3,7,0,2012,Round 20
56,30,Matthew Priddis,MID,2,0,2,100,2,6,1,2012,Round 20
57,30,Lewis Roberts-Thomson,KEYF,2,1,0,66.7,3,6,2,2012,Round 20
