,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Charles Cameron,FWD,6,1,0,85.7,7,7,1,2019,Round 21
1,2,Darcy Fogarty,KEYF,5,0,1,100,5,6,0,2019,Round 21
2,3,Jack Graham,MID,4,0,3,100,4,9,2,2019,Round 21
3,3,Brody Mihocek,KEYF,4,1,0,80,5,8,0,2019,Round 21
4,5,Oscar Allen,KEYF,3,0,1,75,4,5,1,2019,Round 21
5,5,Bailey Dale,FWD,3,2,1,50,6,11,2,2019,Round 21
6,5,Jack Darling,KEYF,3,1,2,60,5,9,1,2019,Round 21
7,5,Tory Dickson,FWD,3,0,1,100,3,6,1,2019,Round 21
8,5,Charlie Dixon,KEYF,3,0,0,100,3,5,1,2019,Round 21
9,5,Toby McLean,FWD,3,1,2,75,4,11,0,2019,Round 21
10,5,Gryan Miers,FWD,3,1,1,75,4,7,2,2019,Round 21
11,5,Connor Rozee,FWD,3,1,2,75,4,6,0,2019,Round 21
12,5,Josh Schache,KEYF,3,0,1,75,4,6,0,2019,Round 21
13,5,Jack Steven,FWD,3,1,0,60,5,6,0,2019,Round 21
14,5,Jake Waterman,KEYF,3,0,0,75,4,3,0,2019,Round 21
15,16,Mark Baguley,FWD,2,0,0,100,2,3,0,2019,Round 21
16,16,Zac Bailey,DEF,2,0,0,100,2,4,0,2019,Round 21
17,16,Luke Breust,FWD,2,1,0,50,4,7,1,2019,Round 21
18,16,Sam Day,KEYF,2,0,1,100,2,6,1,2019,Round 21
19,16,Nat Fyfe,MID,2,1,2,50,4,9,0,2019,Round 21
20,16,Dan Hannebery,MID,2,0,0,100,2,6,1,2019,Round 21
21,16,Tom Hawkins,KEYF,2,4,0,28.6,7,7,0,2019,Round 21
22,16,Will Hayes,MID,2,0,2,100,2,6,1,2019,Round 21
23,16,Isaac Heeney,FWD,2,1,0,50,4,11,1,2019,Round 21
24,16,Eric Hipwood,KEYF,2,1,0,50,4,3,1,2019,Round 21
25,16,Mitchell Lewis,KEYF,2,0,1,100,2,5,0,2019,Round 21
26,16,Tom J. Lynch,KEYF,2,3,0,28.6,7,6,0,2019,Round 21
27,16,Jarryd Lyons,MID,2,1,1,66.7,3,7,1,2019,Round 21
28,16,Todd Marshall,KEYF,2,0,0,66.7,3,7,2,2019,Round 21
29,16,Brandon Matera,FWD,2,0,1,100,2,6,0,2019,Round 21
30,16,Mitch McGovern,KEYF,2,2,0,40,5,5,1,2019,Round 21
31,16,Daniel McStay,KEYF,2,0,2,100,2,5,0,2019,Round 21
32,16,Tim Membrey,KEYF,2,1,0,50,4,7,0,2019,Round 21
33,16,Daniel Menzel,FWD,2,3,1,40,5,6,0,2019,Round 21
34,16,Quinton Narkle,MID,2,2,1,50,4,8,0,2019,Round 21
35,16,Aaron Naughton,KEYF,2,0,0,100,2,6,0,2019,Round 21
