,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Jarryd Roughead,KEYF,5,1,1,83.3,6,10,1,2014,Grand Final
1,2,Lance Franklin,KEYF,4,2,0,44.4,9,8,0,2014,Grand Final
2,3,Luke Breust,FWD,3,1,0,75,4,6,2,2014,Grand Final
3,3,Will Langford,MID,3,0,0,75,4,8,3,2014,Grand Final
4,5,Shaun Burgoyne,DEF,2,0,1,66.7,3,5,1,2014,Grand Final
5,5,Adam Goodes,FWD,2,1,0,66.7,3,8,1,2014,Grand Final
6,5,Jack Gunston,FWD,2,3,1,40,5,9,0,2014,Grand Final
7,5,Luke Hodge,MID,2,1,1,66.7,3,14,4,2014,Grand Final
8,5,Kieren Jack,MID,2,0,3,100,2,8,1,2014,Grand Final
9,10,David Hale,RUC,1,0,0,100,1,3,2,2014,Grand Final
10,10,Bradley Hill,FWD,1,0,1,100,1,5,0,2014,Grand Final
11,10,Josh P. Kennedy,MID,1,0,0,100,1,6,2,2014,Grand Final
12,10,Ben McGlynn,MID,1,0,2,100,1,6,1,2014,Grand Final
13,10,Paul Puopolo,FWD,1,1,1,50,2,5,0,2014,Grand Final
14,10,Matthew Suckling,DEF,1,0,1,100,1,6,1,2014,Grand Final
15,10,Kurt Tippett,KEYF,1,1,0,50,2,4,1,2014,Grand Final
16,17,Grant Birchall,DEF,0,0,0,0,0,4,0,2014,Grand Final
17,17,Craig Bird,MID,0,0,0,0,1,1,0,2014,Grand Final
18,17,Harry Cunningham,FWD,0,0,0,0,0,3,0,2014,Grand Final
19,17,Taylor Duryea,DEF,0,0,1,0,0,1,0,2014,Grand Final
20,17,Josh Gibson,KEYD,0,0,0,0,0,8,1,2014,Grand Final
21,17,Heath Grundy,KEYD,0,0,0,0,0,2,1,2014,Grand Final
22,17,Dan Hannebery,MID,0,1,2,0,1,5,3,2014,Grand Final
23,17,Lewis Jetta,FWD,0,0,0,0,0,1,0,2014,Grand Final
24,17,Brian Lake,KEYD,0,0,0,0,0,5,3,2014,Grand Final
25,17,Jordan Lewis,MID,0,0,0,0,1,4,0,2014,Grand Final
26,17,Jake Lloyd,FWD,0,0,1,0,0,3,0,2014,Grand Final
27,17,Nick Malceski,DEF,0,0,0,0,0,5,2,2014,Grand Final
28,17,Ben McEvoy,RUC,0,1,0,0,1,6,4,2014,Grand Final
29,17,Jarrad McVeigh,MID,0,0,0,0,0,3,0,2014,Grand Final
30,17,Sam Mitchell,MID,0,1,1,0,1,9,2,2014,Grand Final
31,17,Luke Parker,FWD,0,0,0,0,0,2,1,2014,Grand Final
32,17,Mike Pyke,RUC,0,0,0,0,0,1,1,2014,Grand Final
33,17,Dane Rampe,DEF,0,0,0,0,0,1,0,2014,Grand Final
34,17,Sam Reid,KEYF,0,0,0,0,0,1,0,2014,Grand Final
35,17,Ted Richards,KEYD,0,0,0,0,0,1,0,2014,Grand Final
36,17,Cyril Rioli,FWD,0,0,1,0,1,3,1,2014,Grand Final
37,17,Gary Rohan,DEF,0,1,0,0,1,2,2,2014,Grand Final
38,17,Rhyce Shaw,DEF,0,0,1,0,0,3,1,2014,Grand Final
39,17,Liam Shiels,MID,0,1,1,0,1,7,1,2014,Grand Final
40,17,Isaac Smith,FWD,0,0,2,0,0,5,2,2014,Grand Final
41,17,Nick Smith,DEF,0,0,0,0,0,0,0,2014,Grand Final
42,17,Matt Spangher,KEYD,0,0,0,0,0,5,1,2014,Grand Final
43,17,Ben Stratton,KEYD,0,0,1,0,0,4,3,2014,Grand Final
