,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Dustin Martin,FWD,6,0,1,100,6,10,3,2019,Finals Week 1
1,2,Jamie Cripps,FWD,4,3,2,50,8,12,2,2019,Finals Week 1
2,2,Josh J. Kennedy,KEYF,4,2,2,57.1,7,8,1,2019,Finals Week 1
3,4,Jeremy Finlayson,KEYF,3,3,0,50,6,10,2,2019,Finals Week 1
4,4,Toby Greene,FWD,3,1,0,60,5,10,3,2019,Finals Week 1
5,4,Josh Kelly,MID,3,1,1,75,4,8,1,2019,Finals Week 1
6,4,Jack Riewoldt,KEYF,3,0,0,60,5,3,0,2019,Finals Week 1
7,4,Liam Ryan,FWD,3,0,1,100,3,7,1,2019,Finals Week 1
8,9,Taylor Adams,MID,2,0,0,100,2,3,2,2019,Finals Week 1
9,9,Josh Caddy,FWD,2,0,0,100,2,7,0,2019,Finals Week 1
10,9,Jeremy Cameron,KEYF,2,3,1,28.6,7,9,0,2019,Finals Week 1
11,9,Allen Christensen,FWD,2,0,1,100,2,8,0,2019,Finals Week 1
12,9,Jack Darling,KEYF,2,0,0,66.7,3,5,0,2019,Finals Week 1
13,9,Jamie Elliott,FWD,2,1,0,50,4,4,0,2019,Finals Week 1
14,9,Harry Himmelberg,KEYF,2,1,1,66.7,3,8,2,2019,Finals Week 1
15,9,Daniel Lloyd,FWD,2,0,0,100,2,6,1,2019,Finals Week 1
16,9,Tom J. Lynch,KEYF,2,0,1,66.7,3,6,1,2019,Finals Week 1
17,9,Anthony McDonald-Tipungwuti,FWD,2,2,0,50,4,4,1,2019,Finals Week 1
18,9,Aaron Naughton,KEYF,2,0,1,100,2,4,0,2019,Finals Week 1
19,9,Lachie Neale,MID,2,0,0,100,2,6,1,2019,Finals Week 1
20,9,Daniel Rioli,FWD,2,1,0,66.7,3,4,0,2019,Finals Week 1
21,9,Adam Saad,DEF,2,0,0,66.7,3,2,0,2019,Finals Week 1
22,9,Will Snelling,FWD,2,0,0,66.7,3,5,0,2019,Finals Week 1
23,9,Jake Waterman,KEYF,2,1,0,50,4,7,1,2019,Finals Week 1
24,25,Shai Bolton,FWD,1,0,3,50,2,6,0,2019,Finals Week 1
25,25,Charles Cameron,FWD,1,2,0,33.3,3,4,0,2019,Finals Week 1
26,25,Jason Castagna,FWD,1,0,1,100,1,4,1,2019,Finals Week 1
27,25,Patrick Dangerfield,MID,1,0,1,100,1,5,2,2019,Finals Week 1
28,25,Shane Edwards,DEF,1,0,1,100,1,3,2,2019,Finals Week 1
29,25,Tim English,RUC,1,1,0,50,2,5,2,2019,Finals Week 1
30,25,Orazio Fantasia,FWD,1,2,1,33.3,3,6,1,2019,Finals Week 1
31,25,Will Hoskin-Elliott,FWD,1,0,0,100,1,2,0,2019,Finals Week 1
32,25,Jeremy Howe,KEYD,1,0,0,100,1,2,1,2019,Finals Week 1
33,25,Tim Kelly,MID,1,0,0,25,4,4,2,2019,Finals Week 1
34,25,Jayden Laverde,FWD,1,0,0,100,1,2,0,2019,Finals Week 1
35,25,Sam Lloyd,FWD,1,0,0,50,2,3,1,2019,Finals Week 1
36,25,Hugh McCluggage,MID,1,1,0,33.3,3,10,4,2019,Finals Week 1
37,25,Andrew McGrath,MID,1,0,1,100,1,6,1,2019,Finals Week 1
38,25,Toby McLean,FWD,1,1,0,50,2,2,1,2019,Finals Week 1
39,25,Daniel McStay,KEYF,1,1,1,50,2,5,0,2019,Finals Week 1
40,25,Sam Menegola,MID,1,0,0,50,2,4,1,2019,Finals Week 1
41,25,Gryan Miers,FWD,1,1,0,50,2,3,0,2019,Finals Week 1
42,25,Brandan Parfitt,FWD,1,0,0,50,2,4,1,2019,Finals Week 1
43,25,Scott Pendlebury,MID,1,0,0,100,1,3,0,2019,Finals Week 1
44,25,Cam Rayner,FWD,1,1,0,25,4,8,3,2019,Finals Week 1
45,25,Ed Richards,FWD,1,0,0,100,1,2,0,2019,Finals Week 1
46,25,Willie Rioli,FWD,1,1,2,50,2,9,1,2019,Finals Week 1
47,25,Gary Rohan,FWD,1,0,0,50,2,1,0,2019,Finals Week 1
48,25,Josh Schache,KEYF,1,0,0,100,1,2,1,2019,Finals Week 1
49,25,Dom Sheed,MID,1,1,0,33.3,3,7,1,2019,Finals Week 1
50,25,Steele Sidebottom,MID,1,0,1,100,1,2,0,2019,Finals Week 1
51,25,Jaidyn Stephenson,FWD,1,1,2,33.3,3,5,0,2019,Finals Week 1
52,25,Matthew Suckling,DEF,1,0,0,100,1,4,0,2019,Finals Week 1
53,25,Zach Tuohy,DEF,1,0,0,100,1,3,2,2019,Finals Week 1
54,25,Lachie Whitfield,FWD,1,1,1,50,2,7,0,2019,Finals Week 1
55,56,Gary Ablett,FWD,0,0,0,0,0,2,0,2019,Finals Week 1
56,56,Marcus Adams,KEYD,0,0,0,0,0,0,0,2019,Finals Week 1
57,56,Patrick Ambrose,KEYD,0,0,0,0,0,4,1,2019,Finals Week 1
58,56,Harris Andrews,KEYD,0,0,0,0,0,0,0,2019,Finals Week 1
59,56,Noah Answerth,DEF,0,0,0,0,0,3,0,2019,Finals Week 1
60,56,David Astbury,KEYD,0,0,0,0,0,1,0,2019,Finals Week 1
61,56,Tom Atkins,FWD,0,0,1,0,0,3,0,2019,Finals Week 1
62,56,Zac Bailey,DEF,0,0,0,0,0,1,0,2019,Finals Week 1
63,56,Liam Baker,DEF,0,0,0,0,0,1,0,2019,Finals Week 1
64,56,Tom Barrass,KEYD,0,0,0,0,0,0,0,2019,Finals Week 1
65,56,Tom Bellchambers,RUC,0,0,0,0,0,1,1,2019,Finals Week 1
66,56,Jarrod Berry,MID,0,2,2,0,3,6,2,2019,Finals Week 1
67,56,Jed Bews,DEF,0,1,0,0,1,2,1,2019,Finals Week 1
68,56,Mark Blicavs,KEYD,0,0,0,0,0,2,1,2019,Finals Week 1
69,56,Marcus Bontempelli,MID,0,2,1,0,2,4,2,2019,Finals Week 1
70,56,Nathan Broad,DEF,0,0,0,0,0,0,0,2019,Finals Week 1
71,56,Mitch Brown,KEYF,0,0,0,0,0,0,0,2019,Finals Week 1
72,56,Callum L. Brown,FWD,0,0,0,0,0,2,2,2019,Finals Week 1
73,56,Zaine Cordy,KEYD,0,0,0,0,0,0,0,2019,Finals Week 1
74,56,Aidan Corr,KEYD,0,0,0,0,0,3,3,2019,Finals Week 1
75,56,Trent Cotchin,MID,0,1,0,0,1,4,2,2019,Finals Week 1
76,56,Jack Crisp,DEF,0,0,0,0,0,1,0,2019,Finals Week 1
77,56,Hayden Crozier,DEF,0,0,0,0,0,1,1,2019,Finals Week 1
78,56,Luke Dahlhaus,FWD,0,2,1,0,3,4,1,2019,Finals Week 1
79,56,Bailey Dale,FWD,0,1,0,0,1,2,1,2019,Finals Week 1
80,56,Brent Daniels,FWD,0,3,3,0,4,10,1,2019,Finals Week 1
81,56,Phil Davis,KEYD,0,0,0,0,0,2,2,2019,Finals Week 1
82,56,Jordan De Goey,FWD,0,0,0,0,1,0,0,2019,Finals Week 1
83,56,Brett Deledio,FWD,0,0,0,0,0,9,0,2019,Finals Week 1
84,56,Mitch Duncan,MID,0,0,0,0,0,1,0,2019,Finals Week 1
85,56,Josh Dunkley,MID,0,0,0,0,0,4,0,2019,Finals Week 1
86,56,Taylor Duryea,DEF,0,0,0,0,0,1,1,2019,Finals Week 1
87,56,Brandon Ellis,MID,0,0,0,0,0,3,0,2019,Finals Week 1
88,56,Aaron Francis,KEYD,0,0,0,0,0,2,0,2019,Finals Week 1
89,56,Andrew Gaff,MID,0,0,0,0,0,6,0,2019,Finals Week 1
90,56,Darcy Gardiner,DEF,0,0,0,0,0,1,1,2019,Finals Week 1
91,56,Jack Graham,MID,0,0,0,0,0,3,0,2019,Finals Week 1
92,56,Levi Greenwood,DEF,0,0,0,0,0,1,1,2019,Finals Week 1
93,56,Dylan Grimes,KEYD,0,0,0,0,0,2,2,2019,Finals Week 1
94,56,Brodie Grundy,RUC,0,0,0,0,0,7,4,2019,Finals Week 1
95,56,Brayden Ham,FWD,0,0,0,0,0,2,1,2019,Finals Week 1
96,56,Tom Hawkins,KEYF,0,4,0,0,4,5,1,2019,Finals Week 1
97,56,Will Hayes,MID,0,0,0,0,0,1,0,2019,Finals Week 1
98,56,Nick Haynes,DEF,0,0,0,0,0,2,0,2019,Finals Week 1
99,56,Jack Henry,DEF,0,0,0,0,0,2,1,2019,Finals Week 1
100,56,Dyson Heppell,MID,0,0,1,0,0,5,1,2019,Finals Week 1
101,56,Tom Hickey,RUC,0,1,0,0,2,2,1,2019,Finals Week 1
102,56,Eric Hipwood,KEYF,0,0,1,0,0,2,0,2019,Finals Week 1
103,56,Luke Hodge,DEF,0,0,0,0,0,4,4,2019,Finals Week 1
104,56,Cale Hooker,KEYD,0,0,0,0,0,2,1,2019,Finals Week 1
105,56,Jacob Hopper,MID,0,0,1,0,0,10,3,2019,Finals Week 1
106,56,Bachar Houli,DEF,0,0,0,0,0,3,3,2019,Finals Week 1
107,56,Lachie Hunter,MID,0,1,0,0,1,3,1,2019,Finals Week 1
108,56,Michael Hurley,KEYD,0,0,0,0,0,1,0,2019,Finals Week 1
109,56,Shannon Hurn,DEF,0,0,0,0,0,6,5,2019,Finals Week 1
110,56,Mark Hutchings,MID,0,0,0,0,0,3,0,2019,Finals Week 1
