,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Travis Cloke,KEYF,6,1,1,75,8,12,1,2012,Finals Week 1
1,1,Matthew Pavlich,KEYF,6,0,0,75,8,8,0,2012,Finals Week 1
2,3,Jack Darling,KEYF,4,2,0,66.7,6,8,0,2012,Finals Week 1
3,3,Andrew Embley,MID,4,0,0,80,5,6,1,2012,Finals Week 1
4,3,Lance Franklin,KEYF,4,3,2,57.1,7,12,0,2012,Finals Week 1
5,3,Josh J. Kennedy,KEYF,4,2,1,66.7,6,8,1,2012,Finals Week 1
6,3,Andrew Krakouer,FWD,4,1,0,66.7,6,6,0,2012,Finals Week 1
7,8,Hayden Ballantyne,FWD,3,1,0,75,4,8,1,2012,Finals Week 1
8,8,Matt Campbell,FWD,3,0,0,75,4,4,0,2012,Finals Week 1
9,8,Adam Goodes,FWD,3,0,2,100,3,8,1,2012,Finals Week 1
10,8,Brent Harvey,FWD,3,1,0,75,4,7,1,2012,Finals Week 1
11,8,Quinten Lynch,KEYF,3,0,2,100,3,7,1,2012,Finals Week 1
12,13,Luke Breust,FWD,2,0,2,100,2,7,2,2012,Finals Week 1
13,13,Jack Gunston,FWD,2,3,0,28.6,7,5,0,2012,Finals Week 1
14,13,David Hale,RUC,2,0,1,100,2,9,6,2012,Finals Week 1
15,13,Luke Hodge,MID,2,2,0,50,4,8,4,2012,Finals Week 1
16,13,Josh Hunt,DEF,2,2,0,50,4,7,2,2012,Finals Week 1
17,13,Lewis Jetta,FWD,2,1,0,50,4,3,0,2012,Finals Week 1
18,13,Andrew Mackie,DEF,2,1,0,66.7,3,7,1,2012,Finals Week 1
19,13,Mitch Morton,FWD,2,1,1,50,4,5,0,2012,Finals Week 1
20,13,Cyril Rioli,FWD,2,2,1,40,5,9,2,2012,Finals Week 1
21,13,Shane Savage,FWD,2,0,0,100,2,5,1,2012,Finals Week 1
22,13,Michael Walters,FWD,2,2,2,50,4,6,0,2012,Finals Week 1
23,13,Sharrod Wellingham,FWD,2,0,1,66.7,3,6,0,2012,Finals Week 1
24,25,Ian Callinan,FWD,1,0,0,50,2,3,0,2012,Finals Week 1
25,25,Allen Christensen,FWD,1,3,1,20,5,6,1,2012,Finals Week 1
26,25,Dean Cox,RUC,1,1,2,50,2,14,8,2012,Finals Week 1
27,25,Ryan Crowley,MID,1,0,0,100,1,5,2,2012,Finals Week 1
28,25,Ben Cunnington,MID,1,0,0,100,1,5,4,2012,Finals Week 1
29,25,Chris Dawes,KEYF,1,0,0,100,1,8,2,2012,Finals Week 1
30,25,Mitch Duncan,MID,1,1,0,50,2,5,0,2012,Finals Week 1
31,25,Xavier Ellis,MID,1,0,0,100,1,8,3,2012,Finals Week 1
32,25,Lachlan Hansen,KEYF,1,2,1,33.3,3,7,0,2012,Finals Week 1
33,25,Josh Hill,FWD,1,1,3,20,5,5,0,2012,Finals Week 1
34,25,Shannon Hurn,DEF,1,0,0,50,2,6,6,2012,Finals Week 1
35,25,Graham Johncock,FWD,1,1,0,20,5,5,1,2012,Finals Week 1
36,25,Josh P. Kennedy,MID,1,1,0,50,2,4,2,2012,Finals Week 1
37,25,Daniel Kerr,MID,1,1,1,50,2,9,2,2012,Finals Week 1
38,25,Eric Mackenzie,KEYD,1,0,0,100,1,2,1,2012,Finals Week 1
39,25,Chris Masten,MID,1,1,1,50,2,9,2,2012,Finals Week 1
40,25,Patrick McGinnity,MID,1,0,2,100,1,5,1,2012,Finals Week 1
41,25,Ben McGlynn,FWD,1,1,0,50,2,4,1,2012,Finals Week 1
42,25,Steven Motlop,FWD,1,0,0,100,1,2,0,2012,Finals Week 1
43,25,Nic Naitanui,RUC,1,1,2,50,2,7,4,2012,Finals Week 1
44,25,Luke Parker,MID,1,0,0,100,1,2,0,2012,Finals Week 1
45,25,Clancee Pearce,MID,1,0,1,100,1,5,2,2012,Finals Week 1
46,25,Drew Petrie,KEYF,1,0,2,100,1,5,1,2012,Finals Week 1
47,25,Paul Puopolo,FWD,1,2,0,33.3,3,3,0,2012,Finals Week 1
48,25,Sam Reid,KEYF,1,0,0,100,1,1,0,2012,Finals Week 1
49,25,Jarryd Roughead,KEYF,1,0,1,100,1,8,4,2012,Finals Week 1
50,25,Joel Selwood,MID,1,0,0,100,1,6,4,2012,Finals Week 1
51,25,Heath Shaw,DEF,1,0,1,50,2,6,2,2012,Finals Week 1
52,25,Luke Shuey,MID,1,3,0,20,5,10,4,2012,Finals Week 1
53,25,Ben Sinclair,FWD,1,1,0,50,2,1,0,2012,Finals Week 1
54,25,Rory Sloane,MID,1,0,0,100,1,2,0,2012,Finals Week 1
55,25,Isaac Smith,MID,1,1,1,50,2,5,2,2012,Finals Week 1
56,25,Mathew Stokes,FWD,1,0,0,100,1,6,0,2012,Finals Week 1
57,25,Harry Taylor,KEYD,1,1,0,50,2,3,0,2012,Finals Week 1
58,25,Nathan Van Berlo,MID,1,0,0,100,1,3,0,2012,Finals Week 1
59,25,Nathan Vardy,RUC,1,0,0,100,1,1,0,2012,Finals Week 1
60,25,Taylor Walker,KEYF,1,3,0,25,4,6,0,2012,Finals Week 1
61,25,Matt de Boer,FWD,1,1,1,50,2,4,1,2012,Finals Week 1
62,63,Liam Anthony,MID,0,0,0,0,0,0,0,2012,Finals Week 1
63,63,Shaun Atley,DEF,0,0,0,0,0,1,0,2012,Finals Week 1
64,63,Michael Barlow,MID,0,1,0,0,1,4,0,2012,Finals Week 1
65,63,Jimmy Bartel,MID,0,0,1,0,1,4,0,2012,Finals Week 1
66,63,Ryan Bastinac,MID,0,0,0,0,0,2,1,2012,Finals Week 1
67,63,Dayne Beams,MID,0,0,0,0,0,5,1,2012,Finals Week 1
68,63,Grant Birchall,DEF,0,0,2,0,0,2,1,2012,Finals Week 1
69,63,Craig Bird,FWD,0,0,0,0,0,3,1,2012,Finals Week 1
70,63,Jarryd Blair,FWD,0,0,1,0,0,4,1,2012,Finals Week 1
71,63,Jude Bolton,FWD,0,0,1,0,0,2,0,2012,Finals Week 1
72,63,Kepler Bradley,KEYF,0,0,0,0,1,1,0,2012,Finals Week 1
73,63,Jacob Brennan,DEF,0,0,1,0,0,1,1,2012,Finals Week 1
74,63,Nathan Brown,KEYD,0,0,0,0,0,0,0,2012,Finals Week 1
75,63,Shaun Burgoyne,DEF,0,0,0,0,0,3,1,2012,Finals Week 1
76,63,Sam Butler,DEF,0,0,0,0,0,6,3,2012,Finals Week 1
77,63,Paul Chapman,FWD,0,0,0,0,1,3,1,2012,Finals Week 1
78,63,Joel Corey,MID,0,0,1,0,0,3,1,2012,Finals Week 1
79,63,Patrick Dangerfield,MID,0,0,0,0,0,4,2,2012,Finals Week 1
80,63,Zac Dawson,KEYD,0,0,0,0,0,0,0,2012,Finals Week 1
81,63,Alan Didak,FWD,0,0,0,0,0,2,0,2012,Finals Week 1
82,63,Michael Doughty,DEF,0,0,0,0,0,4,1,2012,Finals Week 1
83,63,Richard Douglas,MID,0,0,0,0,1,4,1,2012,Finals Week 1
84,63,Paul Duffield,DEF,0,0,0,0,0,4,2,2012,Finals Week 1
85,63,Corey Enright,DEF,0,0,0,0,0,9,5,2012,Finals Week 1
86,63,Alex Fasolo,FWD,0,1,0,0,1,4,0,2012,Finals Week 1
87,63,Michael Firrito,DEF,0,0,0,0,0,2,1,2012,Finals Week 1
88,63,Nat Fyfe,MID,0,0,1,0,0,4,2,2012,Finals Week 1
89,63,Andrew Gaff,MID,0,0,2,0,0,8,0,2012,Finals Week 1
90,63,Josh Gibson,KEYD,0,0,0,0,0,2,2,2012,Finals Week 1
91,63,Sam Gibson,MID,0,1,0,0,1,3,0,2012,Finals Week 1
92,63,Darren Glass,KEYD,0,0,0,0,0,3,2,2012,Finals Week 1
93,63,Todd Goldstein,RUC,0,0,1,0,0,2,2,2012,Finals Week 1
94,63,Nathan Grima,KEYD,0,0,0,0,0,0,0,2012,Finals Week 1
95,63,Dan Hannebery,MID,0,0,0,0,0,4,0,2012,Finals Week 1
96,63,Kieran Harper,FWD,0,0,0,0,0,1,0,2012,Finals Week 1
97,63,Tom Hawkins,KEYF,0,2,1,0,2,5,0,2012,Finals Week 1
98,63,Stephen Hill,MID,0,1,0,0,2,7,0,2012,Finals Week 1
99,63,Taylor Hunt,MID,0,0,0,0,0,4,2,2012,Finals Week 1
100,63,Garrick Ibbotson,DEF,0,0,0,0,0,2,0,2012,Finals Week 1
101,63,Kieren Jack,MID,0,0,0,0,0,2,1,2012,Finals Week 1
102,63,Sam Jacobs,RUC,0,0,0,0,0,3,1,2012,Finals Week 1
103,63,Alex Johnson,DEF,0,0,0,0,0,1,0,2012,Finals Week 1
104,63,Michael Johnson,KEYD,0,1,0,0,1,1,0,2012,Finals Week 1
105,63,Ben Johnson,MID,0,0,1,0,0,1,0,2012,Finals Week 1
106,63,Darren Jolly,RUC,0,0,1,0,0,5,4,2012,Finals Week 1
107,63,James Kelly,MID,0,0,0,0,0,1,0,2012,Finals Week 1
108,63,Tom Lonergan,KEYD,0,1,0,0,1,1,0,2012,Finals Week 1
109,63,Heritier Lumumba,DEF,0,0,0,0,0,1,0,2012,Finals Week 1
110,63,David Mackay,MID,0,2,0,0,3,5,2,2012,Finals Week 1
111,63,Jamie Macmillan,MID,0,0,0,0,0,2,0,2012,Finals Week 1
112,63,Nick Malceski,DEF,0,0,0,0,0,0,0,2012,Finals Week 1
113,63,Marty Mattner,DEF,0,0,0,0,0,1,1,2012,Finals Week 1
114,63,Nick Maxwell,DEF,0,0,0,0,0,0,0,2012,Finals Week 1
115,63,Chris Mayne,FWD,0,0,0,0,1,2,1,2012,Finals Week 1
116,63,Scott McMahon,DEF,0,0,0,0,0,2,1,2012,Finals Week 1
117,63,Adam McPhee,DEF,0,0,0,0,0,4,2,2012,Finals Week 1
118,63,Jarrad McVeigh,MID,0,0,3,0,0,5,1,2012,Finals Week 1
119,63,Sam Mitchell,MID,0,0,1,0,0,5,0,2012,Finals Week 1
120,63,Shane Mumford,RUC,0,0,0,0,0,4,2,2012,Finals Week 1
121,63,David Mundy,MID,0,0,2,0,0,9,3,2012,Finals Week 1
122,63,Jordan Murdoch,DEF,0,0,0,0,0,1,1,2012,Finals Week 1
123,63,Tom Murphy,DEF,0,0,0,0,0,0,0,2012,Finals Week 1
124,63,Tendai Mzungu,MID,0,1,1,0,1,2,0,2012,Finals Week 1
125,63,Ryan O'Keefe,MID,0,1,2,0,1,6,4,2012,Finals Week 1
126,63,Scott Pendlebury,MID,0,0,0,0,0,6,1,2012,Finals Week 1
127,63,Jared Petrenko,FWD,0,1,0,0,1,1,1,2012,Finals Week 1
128,63,James Podsiadly,KEYF,0,0,1,0,0,7,6,2012,Finals Week 1
129,63,Jason Porplyzia,FWD,0,0,0,0,0,2,0,2012,Finals Week 1
130,63,Matthew Priddis,MID,0,0,0,0,0,8,1,2012,Finals Week 1
131,63,Mike Pyke,RUC,0,0,0,0,0,1,0,2012,Finals Week 1
132,63,Ben Reid,KEYD,0,0,0,0,0,3,1,2012,Finals Week 1
133,63,Brent Reilly,DEF,0,0,1,0,0,4,3,2012,Finals Week 1
134,63,Ted Richards,KEYD,0,0,0,0,0,1,1,2012,Finals Week 1
135,63,Aidan Riley,MID,0,0,0,0,0,1,0,2012,Finals Week 1
136,63,Lewis Roberts-Thomson,KEYF,0,0,0,0,0,0,0,2012,Finals Week 1
137,63,Ben Rutten,KEYD,0,0,0,0,0,1,1,2012,Finals Week 1
