,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Bobby Hill,FWD,4,2,1,66.7,6,9,0,2023,Grand Final
1,2,Charlie Cameron,FWD,3,0,0,100,3,4,0,2023,Grand Final
2,2,Joe Daniher,KEYF,3,1,1,75,4,7,1,2023,Grand Final
3,4,Zac Bailey,FWD,2,1,0,66.7,3,5,1,2023,Grand Final
4,4,Jack Crisp,MID,2,1,0,66.7,3,5,0,2023,Grand Final
5,4,Jordan De Goey,MID,2,0,0,100,2,8,0,2023,Grand Final
6,4,Lincoln McCarthy,FWD,2,1,1,66.7,3,5,0,2023,Grand Final
7,4,Hugh McCluggage,MID,2,0,3,100,2,7,1,2023,Grand Final
8,9,Nick Daicos,MID,1,1,1,50,2,8,1,2023,Grand Final
9,9,Brody Mihocek,KEYF,1,0,0,100,1,4,0,2023,Grand Final
10,9,Scott Pendlebury,MID,1,0,0,100,1,7,1,2023,Grand Final
11,9,Deven Robertson,FWD,1,0,1,100,1,5,2,2023,Grand Final
12,9,Steele Sidebottom,MID,1,0,0,50,2,7,4,2023,Grand Final
13,14,Callum Ah Chee,FWD,0,0,2,0,0,3,1,2023,Grand Final
14,14,Harris Andrews,KEYD,0,0,0,0,0,3,1,2023,Grand Final
15,14,Jarrod Berry,MID,0,0,0,0,0,3,1,2023,Grand Final
16,14,Darcy Cameron,RUC,0,0,0,0,0,3,3,2023,Grand Final
17,14,Keidean Coleman,DEF,0,1,0,0,1,4,2,2023,Grand Final
18,14,Mason Cox,RUC,0,2,1,0,2,5,4,2023,Grand Final
19,14,Josh Daicos,MID,0,0,0,0,0,3,1,2023,Grand Final
20,14,Josh Dunkley,MID,0,1,0,0,1,4,2,2023,Grand Final
21,14,Jamie Elliott,FWD,0,1,0,0,2,8,1,2023,Grand Final
22,14,Jaspa Fletcher,MID,0,1,0,0,1,2,1,2023,Grand Final
23,14,Billy Frampton,KEYD,0,1,0,0,1,1,0,2023,Grand Final
24,14,Darcy Gardiner,KEYD,0,0,0,0,0,0,0,2023,Grand Final
25,14,Jack Ginnivan,FWD,0,1,0,0,2,3,0,2023,Grand Final
26,14,Eric Hipwood,KEYF,0,1,1,0,2,4,0,2023,Grand Final
27,14,Will Hoskin-Elliott,FWD,0,0,1,0,0,5,2,2023,Grand Final
28,14,Jeremy Howe,KEYD,0,0,1,0,0,4,1,2023,Grand Final
29,14,Ryan Lester,KEYD,0,0,0,0,0,2,0,2023,Grand Final
30,14,Patrick Lipinski,FWD,0,0,0,0,1,4,1,2023,Grand Final
31,14,Jarryd Lyons,MID,0,0,0,0,0,2,0,2023,Grand Final
32,14,Oleg Markov,DEF,0,0,0,0,1,3,0,2023,Grand Final
33,14,Brayden Maynard,DEF,0,1,0,0,1,5,2,2023,Grand Final
34,14,Beau McCreery,FWD,0,3,1,0,3,8,0,2023,Grand Final
35,14,Oscar McInerney,RUC,0,0,1,0,0,2,2,2023,Grand Final
36,14,Conor McKenna,DEF,0,0,0,0,0,0,0,2023,Grand Final
37,14,Tom Mitchell,MID,0,0,2,0,0,7,2,2023,Grand Final
38,14,Darcy Moore,KEYD,0,0,0,0,0,2,0,2023,Grand Final
39,14,Nathan Murphy,KEYD,0,0,0,0,0,2,3,2023,Grand Final
40,14,Lachie Neale,MID,0,1,0,0,1,4,2,2023,Grand Final
41,14,Isaac Quaynor,DEF,0,0,1,0,0,4,3,2023,Grand Final
42,14,Cam Rayner,FWD,0,0,0,0,0,2,1,2023,Grand Final
43,14,Brandon Starcevich,DEF,0,0,0,0,0,3,2,2023,Grand Final
44,14,Darcy Wilmot,DEF,0,0,0,0,0,1,1,2023,Grand Final
45,14,Dayne Zorko,FWD,0,0,0,0,0,1,0,2023,Grand Final
