,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Charlie Cameron,FWD,7,2,1,77.8,9,12,2,2023,Round 6
1,2,Jeremy Cameron,KEYF,5,0,1,83.3,6,7,0,2023,Round 6
2,2,Jeremy Finlayson,KEYF,5,2,2,62.5,8,10,2,2023,Round 6
3,2,Tom Hawkins,KEYF,5,0,0,83.3,6,6,1,2023,Round 6
4,2,Ben King,KEYF,5,0,0,100,5,6,0,2023,Round 6
5,6,Jai Culley,FWD,4,1,0,80,5,7,2,2023,Round 6
6,6,Brent Daniels,FWD,4,1,1,80,5,8,1,2023,Round 6
7,6,Jack Riewoldt,KEYF,4,2,0,66.7,6,7,0,2023,Round 6
8,6,Taylor Walker,KEYF,4,1,1,66.7,6,10,1,2023,Round 6
9,10,Dan Butler,FWD,3,1,0,75,4,7,0,2023,Round 6
10,10,Kade Chandler,FWD,3,0,0,100,3,6,2,2023,Round 6
11,10,Noah Cumberland,FWD,3,0,0,60,5,3,0,2023,Round 6
12,10,Charlie Curnow,KEYF,3,3,0,50,6,8,1,2023,Round 6
13,10,Darcy Fogarty,KEYF,3,1,1,75,4,7,1,2023,Round 6
14,10,Fergus Greene,KEYF,3,0,1,75,4,5,0,2023,Round 6
15,10,Kyle Langford,KEYF,3,1,1,75,4,6,0,2023,Round 6
16,10,Aaron Naughton,KEYF,3,2,2,60,5,8,1,2023,Round 6
17,10,Xavier O'Halloran,FWD,3,0,1,100,3,4,0,2023,Round 6
18,10,Bailey Williams,MID,3,0,1,75,4,8,1,2023,Round 6
19,10,Jacob van Rooyen,KEYF,3,1,1,75,4,5,0,2023,Round 6
20,21,Ben Ainsworth,FWD,2,1,1,66.7,3,10,0,2023,Round 6
21,21,Oscar Allen,KEYF,2,2,0,40,5,5,0,2023,Round 6
22,21,Marcus Bontempelli,MID,2,0,1,100,2,9,4,2023,Round 6
23,21,Tyler Brockman,FWD,2,0,1,100,2,4,0,2023,Round 6
24,21,Ryan Burton,DEF,2,1,1,66.7,3,5,0,2023,Round 6
25,21,Darcy Byrne-Jones,FWD,2,0,2,100,2,8,1,2023,Round 6
26,21,Mabior Chol,KEYF,2,2,1,40,5,5,0,2023,Round 6
27,21,Brad Close,FWD,2,1,2,66.7,3,7,1,2023,Round 6
28,21,Nick Daicos,MID,2,1,1,50,4,9,2,2023,Round 6
29,21,Jack Darling,KEYF,2,1,0,66.7,3,4,0,2023,Round 6
30,21,Jordan De Goey,MID,2,1,1,66.7,3,12,2,2023,Round 6
31,21,Michael Frederick,FWD,2,1,1,50,4,5,0,2023,Round 6
32,21,Jack Ginnivan,FWD,2,2,0,50,4,4,0,2023,Round 6
33,21,Toby Greene,FWD,2,1,1,50,4,8,1,2023,Round 6
34,21,Jack Gunston,KEYF,2,2,0,50,4,10,1,2023,Round 6
35,21,Will Hayward,FWD,2,0,1,100,2,5,0,2023,Round 6
36,21,Oliver Henry,FWD,2,1,1,66.7,3,6,0,2023,Round 6
37,21,Eric Hipwood,KEYF,2,1,2,66.7,3,5,1,2023,Round 6
38,21,Jesse Hogan,KEYF,2,0,0,100,2,2,0,2023,Round 6
39,21,Bailey Humphrey,FWD,2,1,0,40,5,6,0,2023,Round 6
40,21,Ash Johnson,KEYF,2,1,0,66.7,3,5,0,2023,Round 6
41,21,Beau McCreery,FWD,2,0,0,100,2,7,2,2023,Round 6
42,21,Mitch Owens,KEYF,2,0,0,100,2,7,0,2023,Round 6
43,21,Willie Rioli,FWD,2,1,1,66.7,3,5,1,2023,Round 6
44,21,Connor Rozee,MID,2,1,0,66.7,3,8,1,2023,Round 6
45,21,Jack Silvagni,KEYF,2,3,0,40,5,5,0,2023,Round 6
46,21,Sam Simpson,FWD,2,1,0,50,4,5,1,2023,Round 6
47,21,Jaidyn Stephenson,FWD,2,2,2,50,4,8,2,2023,Round 6
48,21,Sam Sturt,FWD,2,0,0,100,2,3,2,2023,Round 6
49,21,Adam Treloar,MID,2,0,2,100,2,9,1,2023,Round 6
50,21,Sam Weideman,KEYF,2,2,1,50,4,7,1,2023,Round 6
51,52,Jye Amiss,KEYF,1,0,0,100,1,1,0,2023,Round 6
52,52,Karl Amon,MID,1,0,2,100,1,4,0,2023,Round 6
53,52,Will Ashcroft,MID,1,0,0,100,1,4,1,2023,Round 6
54,52,Zac Bailey,FWD,1,2,1,33.3,3,7,3,2023,Round 6
55,52,Mark Blicavs,RUC,1,0,1,100,1,6,3,2023,Round 6
56,52,Aaron Cadman,KEYF,1,0,0,100,1,2,0,2023,Round 6
