,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom Boyd,KEYF,3,2,0,60,5,6,1,2016,Grand Final
1,1,Tory Dickson,FWD,3,0,0,100,3,5,0,2016,Grand Final
2,1,Josh P. Kennedy,MID,3,0,0,100,3,6,2,2016,Grand Final
3,1,Liam Picken,MID,3,0,0,75,4,5,0,2016,Grand Final
4,5,Tom Mitchell,MID,2,0,0,100,2,4,1,2016,Grand Final
5,6,Zaine Cordy,KEYF,1,0,0,50,2,3,1,2016,Grand Final
6,6,Lance Franklin,KEYF,1,1,1,33.3,3,6,0,2016,Grand Final
7,6,George Hewett,FWD,1,0,1,100,1,2,0,2016,Grand Final
8,6,Toby McLean,FWD,1,1,0,50,2,4,1,2016,Grand Final
9,6,Luke Parker,MID,1,0,1,100,1,5,2,2016,Grand Final
10,6,Gary Rohan,FWD,1,0,0,50,2,1,0,2016,Grand Final
11,6,Clay Smith,FWD,1,0,0,100,1,3,1,2016,Grand Final
12,6,Nick Smith,DEF,1,0,0,100,1,3,1,2016,Grand Final
13,6,Jake Stringer,FWD,1,1,1,33.3,3,6,0,2016,Grand Final
14,15,Shane Biggs,DEF,0,0,0,0,0,2,0,2016,Grand Final
15,15,Marcus Bontempelli,MID,0,0,2,0,0,5,3,2016,Grand Final
16,15,Matthew Boyd,DEF,0,0,0,0,0,4,2,2016,Grand Final
17,15,Luke Dahlhaus,FWD,0,0,0,0,1,6,1,2016,Grand Final
18,15,Caleb Daniel,FWD,0,1,0,0,1,5,1,2016,Grand Final
19,15,Josh Dunkley,FWD,0,0,0,0,0,5,1,2016,Grand Final
20,15,Heath Grundy,KEYD,0,0,0,0,0,1,1,2016,Grand Final
21,15,Joel Hamling,KEYD,0,0,0,0,0,1,0,2016,Grand Final
22,15,Dan Hannebery,MID,0,0,0,0,0,2,1,2016,Grand Final
23,15,Isaac Heeney,FWD,0,0,0,0,0,4,2,2016,Grand Final
24,15,Lachie Hunter,MID,0,1,2,0,1,6,1,2016,Grand Final
25,15,Kieren Jack,MID,0,2,3,0,2,8,2,2016,Grand Final
26,15,Jason Johannisen,DEF,0,1,0,0,2,7,2,2016,Grand Final
27,15,Zak Jones,DEF,0,0,0,0,0,4,0,2016,Grand Final
28,15,Jeremy Laidler,DEF,0,0,0,0,0,1,1,2016,Grand Final
29,15,Tom Liberatore,MID,0,0,0,0,1,6,2,2016,Grand Final
30,15,Jake Lloyd,MID,0,0,0,0,0,3,0,2016,Grand Final
31,15,Jack Macrae,FWD,0,1,2,0,1,10,1,2016,Grand Final
32,15,Ben McGlynn,FWD,0,1,0,0,1,3,0,2016,Grand Final
33,15,Jarrad McVeigh,DEF,0,0,0,0,0,1,0,2016,Grand Final
34,15,Callum Mills,DEF,0,0,0,0,0,0,0,2016,Grand Final
35,15,Dale Morris,KEYD,0,0,0,0,0,3,3,2016,Grand Final
36,15,Sam Naismith,RUC,0,0,0,0,0,1,1,2016,Grand Final
37,15,Tom Papley,FWD,0,1,1,0,1,2,1,2016,Grand Final
38,15,Dane Rampe,KEYD,0,0,0,0,0,2,1,2016,Grand Final
39,15,Xavier Richards,KEYF,0,0,0,0,1,1,0,2016,Grand Final
40,15,Fletcher Roberts,KEYD,0,0,0,0,0,1,0,2016,Grand Final
41,15,Jordan Roughead,RUC,0,0,0,0,1,1,1,2016,Grand Final
42,15,Kurt Tippett,RUC,0,1,0,0,1,2,1,2016,Grand Final
43,15,Easton Wood,DEF,0,0,0,0,0,2,0,2016,Grand Final
