,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Macrae,MID,39,19,20,6,79.5,4,2,14,73.7,1,31,2022,Round 1
1,1,Zach Merrett,MID,39,14,25,4,84.6,5,4,12,85.7,0.6,33,2022,Round 1
2,3,Christian Petracca,MID,38,24,14,11,76.3,3,2,17,70.8,1.7,29,2022,Round 1
3,4,Ben Keays,MID,37,24,13,8,67.6,3,1,13,54.2,1.8,25,2022,Round 1
4,5,Dan Houston,DEF,36,27,9,10,69.4,6,3,18,66.7,3,25,2022,Round 1
5,6,Darcy Parish,MID,34,14,20,6,82.4,1,2,12,85.7,0.7,28,2022,Round 1
6,7,Matthew Kennedy,MID,33,19,14,7,54.5,4,3,8,42.1,1.4,18,2022,Round 1
7,7,Matt Rowell,MID,33,17,16,5,72.7,4,1,11,64.7,1.1,24,2022,Round 1
8,7,Bailey Smith,FWD,33,20,13,5,66.7,5,2,10,50,1.5,22,2022,Round 1
9,10,Travis Boak,MID,32,13,19,6,71.9,2,0,8,61.5,0.7,23,2022,Round 1
10,10,Andrew Gaff,MID,32,18,14,4,56.3,8,4,10,55.6,1.3,18,2022,Round 1
11,10,Clayton Oliver,MID,32,19,13,4,75,12,3,14,73.7,1.5,24,2022,Round 1
12,10,Brandan Parfitt,MID,32,20,12,8,62.5,7,1,8,40,1.7,20,2022,Round 1
13,14,Patrick Dangerfield,MID,31,18,13,9,64.5,3,1,10,55.6,1.4,20,2022,Round 1
14,14,Tom Green,MID,31,15,16,4,77.4,5,1,11,73.3,0.9,24,2022,Round 1
15,14,Aaron Hall,DEF,31,26,5,6,80.6,3,8,21,80.8,5.2,25,2022,Round 1
16,14,Lachie Neale,MID,31,16,15,5,83.9,5,4,14,87.5,1.1,26,2022,Round 1
17,18,Adam Cerra,MID,30,14,16,7,80,5,0,9,64.3,0.9,24,2022,Round 1
18,18,Patrick Cripps,MID,30,17,13,11,66.7,5,0,8,47.1,1.3,20,2022,Round 1
19,18,Matt Crouch,MID,30,9,21,3,76.7,4,1,5,55.6,0.4,23,2022,Round 1
20,18,Patrick Lipinski,FWD,30,17,13,7,76.7,3,1,13,76.5,1.3,23,2022,Round 1
21,22,Josh Dunkley,FWD,29,14,15,4,72.4,3,2,7,50,0.9,21,2022,Round 1
22,22,Andrew McGrath,MID,29,19,10,5,65.5,4,6,11,57.9,1.9,19,2022,Round 1
23,22,Touk Miller,MID,29,13,16,5,72.4,4,2,10,76.9,0.8,21,2022,Round 1
24,22,Tom Mitchell,MID,29,12,17,5,72.4,6,1,5,41.7,0.7,21,2022,Round 1
25,22,Jy Simpkin,MID,29,19,10,5,58.6,6,0,10,52.6,1.9,17,2022,Round 1
26,22,Ollie Wines,MID,29,13,16,4,58.6,3,0,6,46.2,0.8,17,2022,Round 1
27,28,Andrew Brayshaw,MID,28,20,8,9,60.7,4,0,12,60,2.5,17,2022,Round 1
28,28,George Hewett,MID,28,10,18,6,78.6,2,0,5,50,0.6,22,2022,Round 1
29,28,Jack Redden,MID,28,14,14,4,85.7,4,3,10,71.4,1,24,2022,Round 1
30,28,Jack Steele,MID,28,15,13,3,71.4,9,2,9,60,1.2,20,2022,Round 1
31,28,Tim Taranto,FWD,28,21,7,6,50,5,0,11,52.4,3,14,2022,Round 1
32,33,Zak Butters,FWD,27,12,15,5,66.7,3,1,8,66.7,0.8,18,2022,Round 1
33,33,Brad Crouch,MID,27,14,13,3,63,4,1,8,57.1,1.1,17,2022,Round 1
34,33,Nick Daicos,DEF,27,15,12,2,70.4,2,6,10,66.7,1.3,19,2022,Round 1
35,33,Luke Davies-Uniacke,MID,27,16,11,5,59.3,2,2,9,56.3,1.5,16,2022,Round 1
36,33,Jordan De Goey,MID,27,15,12,4,70.4,2,1,9,60,1.3,19,2022,Round 1
37,33,Josh Kelly,MID,27,15,12,7,85.2,1,2,12,80,1.3,23,2022,Round 1
38,33,Nic Martin,FWD,27,17,10,1,88.9,1,1,14,82.4,1.7,24,2022,Round 1
39,33,Luke McDonald,DEF,27,24,3,4,88.9,2,7,21,87.5,8,24,2022,Round 1
40,33,Joel Selwood,MID,27,13,14,6,70.4,5,2,8,61.5,0.9,19,2022,Round 1
41,33,James Sicily,KEYD,27,16,11,2,70.4,4,5,11,68.8,1.5,19,2022,Round 1
42,43,Darcy Byrne-Jones,DEF,26,21,5,3,80.8,5,6,18,85.7,4.2,21,2022,Round 1
43,43,Caleb Daniel,DEF,26,14,12,2,92.3,2,7,12,85.7,1.2,24,2022,Round 1
44,43,Sam Docherty,DEF,26,15,11,5,96.2,1,3,14,93.3,1.4,25,2022,Round 1
45,43,Bradley Hill,DEF,26,14,12,2,76.9,5,0,11,78.6,1.2,20,2022,Round 1
46,43,Adam Treloar,MID,26,16,10,4,69.2,4,0,9,56.3,1.6,18,2022,Round 1
47,48,Taylor Adams,MID,25,9,16,5,68,4,1,5,55.6,0.6,17,2022,Round 1
48,48,Bailey Dale,DEF,25,17,8,3,84,2,6,15,88.2,2.1,21,2022,Round 1
49,48,Cameron Guthrie,MID,25,11,14,2,80,1,3,8,72.7,0.8,20,2022,Round 1
50,48,Isaac Heeney,FWD,25,16,9,2,64,2,2,11,68.8,1.8,16,2022,Round 1
51,48,Liam Shiels,FWD,25,13,12,1,64,4,2,6,46.2,1.1,16,2022,Round 1
52,48,Jack Sinclair,DEF,25,19,6,2,68,4,5,13,68.4,3.2,17,2022,Round 1
53,54,Riley Bonner,DEF,24,19,5,3,75,3,6,15,78.9,3.8,18,2022,Round 1
54,54,Tom Cutler,MID,24,16,8,3,91.7,2,5,14,87.5,2,22,2022,Round 1
55,54,Brayden Fiorini,MID,24,16,8,9,70.8,4,2,10,62.5,2,17,2022,Round 1
56,54,Luke Foley,DEF,24,19,5,0,62.5,7,6,12,63.2,3.8,15,2022,Round 1
57,54,Jade Gresham,FWD,24,14,10,7,70.8,2,2,9,64.3,1.4,17,2022,Round 1
58,54,Shannon Hurn,DEF,24,20,4,0,70.8,3,8,14,70,5,17,2022,Round 1
59,54,Changkuoth Jiath,DEF,24,9,15,3,83.3,1,4,7,77.8,0.6,20,2022,Round 1
60,54,Scott Pendlebury,MID,24,16,8,3,75,2,4,10,62.5,2,18,2022,Round 1
61,54,Harry Perryman,MID,24,16,8,2,70.8,0,6,9,56.3,2,17,2022,Round 1
62,63,Noah Anderson,MID,23,13,10,6,73.9,2,1,7,53.8,1.3,17,2022,Round 1
63,63,Zac Bailey,FWD,23,15,8,7,60.9,3,1,8,53.3,1.9,14,2022,Round 1
64,63,Angus Brayshaw,DEF,23,12,11,2,65.2,4,2,9,75,1.1,15,2022,Round 1
65,63,Jye Caldwell,MID,23,11,12,2,78.3,2,1,8,72.7,0.9,18,2022,Round 1
66,63,Nick Hind,DEF,23,17,6,0,87,2,2,14,82.4,2.8,20,2022,Round 1
67,63,Jarryd Lyons,MID,23,13,10,6,52.2,6,2,5,38.5,1.3,12,2022,Round 1
68,63,David Mundy,MID,23,9,14,1,56.5,3,3,3,33.3,0.6,13,2022,Round 1
69,63,Izak Rankine,FWD,23,18,5,1,56.5,5,1,8,44.4,3.6,13,2022,Round 1
70,63,Harry Schoenberg,MID,23,12,11,6,52.2,7,0,3,25,1.1,12,2022,Round 1
71,63,Caleb Serong,MID,23,8,15,4,82.6,4,1,5,62.5,0.5,19,2022,Round 1
72,63,Dylan Shiel,MID,23,9,14,4,78.3,2,0,7,77.8,0.6,18,2022,Round 1
73,63,Lachlan Sholl,MID,23,13,10,3,78.3,3,3,10,76.9,1.3,18,2022,Round 1
74,63,Jack Viney,MID,23,11,12,3,69.6,4,2,6,54.5,0.9,16,2022,Round 1
