,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Andrew Gaff,MID,34,16,18,5,73.5,3,4,9,56.3,0.9,25,2015,Grand Final
1,1,Sam Mitchell,MID,34,19,15,2,82.4,5,3,14,73.7,1.3,28,2015,Grand Final
2,3,Luke Hodge,MID,30,21,9,7,80,1,2,16,76.2,2.3,24,2015,Grand Final
3,4,Josh Gibson,KEYD,29,16,13,2,93.1,1,2,15,93.8,1.2,27,2015,Grand Final
4,5,Shaun Burgoyne,DEF,26,13,13,2,65.4,4,2,8,61.5,1,17,2015,Grand Final
5,5,Taylor Duryea,DEF,26,17,9,3,76.9,0,3,13,76.5,1.9,20,2015,Grand Final
6,5,Jordan Lewis,MID,26,16,10,3,69.2,4,2,10,62.5,1.6,18,2015,Grand Final
7,5,Jarryd Roughead,KEYF,26,17,9,3,80.8,3,1,14,82.4,1.9,21,2015,Grand Final
8,5,Luke Shuey,MID,26,9,17,4,69.2,6,1,5,55.6,0.5,18,2015,Grand Final
9,10,Sam Butler,DEF,25,15,10,1,80,2,6,10,66.7,1.5,20,2015,Grand Final
10,10,Matthew Priddis,MID,25,9,16,3,72,2,0,4,44.4,0.6,18,2015,Grand Final
11,12,Isaac Smith,MID,23,13,10,5,78.3,2,2,10,76.9,1.3,18,2015,Grand Final
12,13,Grant Birchall,DEF,22,17,5,1,81.8,1,2,13,76.5,3.4,18,2015,Grand Final
13,13,James Frawley,KEYD,22,15,7,3,95.5,0,3,14,93.3,2.1,21,2015,Grand Final
14,15,Mark Hutchings,MID,21,8,13,2,76.2,4,2,3,37.5,0.6,16,2015,Grand Final
15,15,Ryan Schoenmakers,KEYF,21,14,7,5,76.2,3,0,12,85.7,2,16,2015,Grand Final
16,17,Chris Masten,MID,20,8,12,0,70,2,1,4,50,0.7,14,2015,Grand Final
17,18,Luke Breust,FWD,18,5,13,4,61.1,3,0,2,40,0.4,11,2015,Grand Final
18,18,Cyril Rioli,FWD,18,14,4,3,77.8,2,0,10,71.4,3.5,14,2015,Grand Final
19,20,Jack Gunston,KEYF,17,14,3,1,82.4,1,1,11,78.6,4.7,14,2015,Grand Final
20,20,Brian Lake,KEYD,17,14,3,2,82.4,3,1,11,78.6,4.7,14,2015,Grand Final
21,20,Liam Shiels,MID,17,12,5,5,52.9,2,0,5,41.7,2.4,9,2015,Grand Final
22,23,Mark LeCras,FWD,16,9,7,1,62.5,0,1,4,44.4,1.3,10,2015,Grand Final
23,24,Jamie Cripps,FWD,15,6,9,1,73.3,2,2,3,50,0.7,11,2015,Grand Final
24,24,Paul Puopolo,FWD,15,7,8,4,73.3,0,0,4,57.1,0.9,11,2015,Grand Final
25,24,Brad Sheppard,DEF,15,10,5,1,80,4,4,7,70,2,12,2015,Grand Final
26,24,Sharrod Wellingham,DEF,15,6,9,2,80,2,2,3,50,0.7,12,2015,Grand Final
27,28,Shannon Hurn,DEF,14,11,3,5,64.3,4,2,7,63.6,3.7,9,2015,Grand Final
28,28,Ben Stratton,DEF,14,6,8,0,92.9,1,1,5,83.3,0.8,13,2015,Grand Final
29,30,Bradley Hill,MID,12,9,3,1,83.3,4,2,7,77.8,3,10,2015,Grand Final
30,30,Will Schofield,KEYD,12,5,7,0,83.3,3,3,3,60,0.7,10,2015,Grand Final
31,32,Matt Rosa,MID,11,5,6,2,90.9,0,2,4,80,0.8,10,2015,Grand Final
32,32,Dom Sheed,MID,11,5,6,2,63.6,1,2,3,60,0.8,7,2015,Grand Final
33,34,Jack Darling,KEYF,10,6,4,1,30,4,0,1,16.7,1.5,3,2015,Grand Final
34,34,Josh Hill,FWD,10,8,2,3,50,1,0,3,37.5,4,5,2015,Grand Final
35,34,Jeremy McGovern,KEYD,10,6,4,0,70,4,1,5,83.3,1.5,7,2015,Grand Final
36,37,Xavier Ellis,DEF,9,6,3,2,88.9,0,3,5,83.3,2,8,2015,Grand Final
37,37,Josh J. Kennedy,KEYF,9,5,4,2,66.7,1,0,3,60,1.3,6,2015,Grand Final
38,37,Ben McEvoy,RUC,9,3,6,1,88.9,2,0,3,100,0.5,8,2015,Grand Final
39,40,Matthew Suckling,DEF,8,5,3,1,87.5,1,1,4,80,1.7,7,2015,Grand Final
40,41,David Hale,RUC,6,3,3,1,66.7,1,0,1,33.3,1,4,2015,Grand Final
41,42,Elliot Yeo,MID,5,2,3,0,100,4,1,2,100,0.7,5,2015,Grand Final
42,43,Nic Naitanui,RUC,4,3,1,3,25,1,0,1,33.3,3,1,2015,Grand Final
43,43,Callum Sinclair,RUC,4,0,4,0,50,0,0,0,0,0,2,2015,Grand Final
