,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Mitch Duncan,MID,36,24,12,6,83.3,3,2,19,79.2,2,30,2017,Semi Finals
1,2,Stephen Coniglio,MID,35,14,21,6,88.6,5,1,11,78.6,0.7,31,2017,Semi Finals
2,3,Josh Kelly,MID,33,12,21,4,78.8,3,0,6,50,0.6,26,2017,Semi Finals
3,4,Matthew Priddis,MID,30,11,19,3,60,6,1,3,27.3,0.6,18,2017,Semi Finals
4,5,Jack Redden,MID,29,17,12,1,62.1,3,1,10,58.8,1.4,18,2017,Semi Finals
5,5,Luke Shuey,MID,29,14,15,6,72.4,3,0,10,71.4,0.9,21,2017,Semi Finals
6,7,Sam Mitchell,MID,28,17,11,5,60.7,4,3,8,47.1,1.5,17,2017,Semi Finals
7,7,Callan Ward,MID,28,19,9,2,85.7,1,1,16,84.2,2.1,24,2017,Semi Finals
8,7,Lachie Whitfield,MID,28,17,11,5,75,2,3,10,58.8,1.5,21,2017,Semi Finals
9,10,Dan Hannebery,MID,27,7,20,0,66.7,5,3,4,57.1,0.4,18,2017,Semi Finals
10,11,Patrick Dangerfield,MID,26,18,8,3,61.5,3,0,10,55.6,2.3,16,2017,Semi Finals
11,11,Sam Menegola,FWD,26,16,10,1,73.1,2,0,11,68.8,1.6,19,2017,Semi Finals
12,11,Scott Selwood,MID,26,7,19,0,76.9,5,1,5,71.4,0.4,20,2017,Semi Finals
13,14,Andrew Gaff,MID,25,20,5,2,64,4,2,12,60,4,16,2017,Semi Finals
14,14,Dylan Shiel,MID,25,11,14,6,68,4,2,7,63.6,0.8,17,2017,Semi Finals
15,14,Zach Tuohy,DEF,25,18,7,1,92,0,7,16,88.9,2.6,23,2017,Semi Finals
16,17,Darcy Lang,FWD,24,16,8,2,87.5,1,2,13,81.3,2,21,2017,Semi Finals
17,17,Harry Taylor,KEYF,24,14,10,0,83.3,1,4,11,78.6,1.4,20,2017,Semi Finals
18,19,Shannon Hurn,DEF,23,17,6,3,82.6,0,4,14,82.4,2.8,19,2017,Semi Finals
19,19,Kieren Jack,FWD,23,14,9,5,56.5,5,1,6,42.9,1.6,13,2017,Semi Finals
20,19,Steven Motlop,FWD,23,15,8,4,65.2,3,2,8,53.3,1.9,15,2017,Semi Finals
21,19,Jonathon Patton,KEYF,23,15,8,4,60.9,6,1,9,60,1.9,14,2017,Semi Finals
22,23,Lachie Henderson,KEYD,22,17,5,1,95.5,3,6,16,94.1,3.4,21,2017,Semi Finals
23,24,Andrew Mackie,DEF,21,14,7,4,71.4,3,3,9,64.3,2,15,2017,Semi Finals
24,24,Dom Sheed,MID,21,12,9,6,66.7,3,1,5,41.7,1.3,14,2017,Semi Finals
25,26,Isaac Heeney,MID,20,12,8,3,70,2,1,9,75,1.5,14,2017,Semi Finals
26,26,Josh P. Kennedy,MID,20,7,13,3,85,1,0,7,100,0.5,17,2017,Semi Finals
27,26,Jake Lloyd,DEF,20,12,8,1,85,2,7,9,75,1.5,17,2017,Semi Finals
28,26,Tom Scully,MID,20,10,10,6,75,2,0,7,70,1,15,2017,Semi Finals
29,30,Jed Bews,DEF,19,13,6,2,84.2,0,1,10,76.9,2.2,16,2017,Semi Finals
30,30,Mark Blicavs,MID,19,6,13,2,63.2,3,0,2,33.3,0.5,12,2017,Semi Finals
31,30,Nick Haynes,DEF,19,11,8,1,100,1,2,11,100,1.4,19,2017,Semi Finals
32,30,Jacob Hopper,MID,19,11,8,3,84.2,4,1,8,72.7,1.4,16,2017,Semi Finals
33,30,Jarrad McVeigh,DEF,19,13,6,2,68.4,4,3,9,69.2,2.2,13,2017,Semi Finals
34,30,Zac Smith,RUC,19,7,12,2,84.2,2,1,4,57.1,0.6,16,2017,Semi Finals
35,36,Jake Kolodjashnij,DEF,18,10,8,5,88.9,2,2,8,80,1.3,16,2017,Semi Finals
36,36,Joel Selwood,MID,18,11,7,2,50,7,0,4,36.4,1.6,9,2017,Semi Finals
37,36,Nathan Wilson,DEF,18,13,5,5,83.3,2,4,10,76.9,2.6,15,2017,Semi Finals
38,39,Toby Greene,FWD,17,13,4,6,52.9,6,0,7,53.8,3.3,9,2017,Semi Finals
39,39,Zak Jones,MID,17,8,9,1,82.4,5,3,6,75,0.9,14,2017,Semi Finals
40,39,Callum Mills,DEF,17,10,7,0,64.7,4,3,6,60,1.4,11,2017,Semi Finals
41,39,Nic Newman,MID,17,11,6,2,70.6,1,3,6,54.5,1.8,12,2017,Semi Finals
42,39,Brandan Parfitt,FWD,17,10,7,6,64.7,5,0,6,60,1.4,11,2017,Semi Finals
43,39,Heath Shaw,DEF,17,13,4,2,88.2,3,3,11,84.6,3.3,15,2017,Semi Finals
44,39,Tim Taranto,FWD,17,10,7,1,76.5,1,4,7,70,1.4,13,2017,Semi Finals
45,46,George Hewett,FWD,16,8,8,3,62.5,3,0,3,37.5,1,10,2017,Semi Finals
46,46,Mark LeCras,FWD,16,11,5,3,68.8,1,1,7,63.6,2.2,11,2017,Semi Finals
47,48,Tom Barrass,KEYD,15,12,3,0,100,0,5,12,100,4,15,2017,Semi Finals
48,48,Brett Deledio,FWD,15,7,8,1,80,3,2,5,71.4,0.9,12,2017,Semi Finals
49,48,Jeremy McGovern,KEYD,15,12,3,0,93.3,2,7,11,91.7,4,14,2017,Semi Finals
50,48,Elliot Yeo,DEF,15,12,3,1,66.7,3,4,8,66.7,4,10,2017,Semi Finals
51,52,Lance Franklin,KEYF,14,10,4,5,35.7,5,0,3,30,2.5,5,2017,Semi Finals
52,52,Eric Mackenzie,KEYD,14,3,11,0,92.9,1,3,3,100,0.3,13,2017,Semi Finals
53,52,Sharrod Wellingham,DEF,14,10,4,6,71.4,0,4,6,60,2.5,10,2017,Semi Finals
54,52,Zac Williams,DEF,14,5,9,1,71.4,4,0,4,80,0.6,10,2017,Semi Finals
55,56,Zach Guthrie,DEF,13,8,5,1,84.6,0,1,6,75,1.6,11,2017,Semi Finals
56,56,Tom Hawkins,KEYF,13,7,6,2,84.6,6,0,5,71.4,1.2,11,2017,Semi Finals
57,56,Mark Hutchings,FWD,13,8,5,2,84.6,1,0,6,75,1.6,11,2017,Semi Finals
58,56,Steve Johnson,FWD,13,10,3,3,84.6,1,0,8,80,3.3,11,2017,Semi Finals
59,56,Luke Parker,MID,13,5,8,3,53.8,3,0,3,60,0.6,7,2017,Semi Finals
60,56,Rhys Stanley,RUC,13,7,6,4,53.8,2,0,4,57.1,1.2,7,2017,Semi Finals
61,56,Matt de Boer,FWD,13,5,8,2,69.2,2,0,1,20,0.6,9,2017,Semi Finals
62,63,Jack Darling,KEYF,12,5,7,2,75,2,0,4,80,0.7,9,2017,Semi Finals
63,63,Daniel Menzel,FWD,12,10,2,4,66.7,3,0,6,60,5,8,2017,Semi Finals
64,63,Dean Towers,FWD,12,5,7,2,75,2,4,3,60,0.7,9,2017,Semi Finals
65,66,Aidan Corr,KEYD,11,6,5,0,72.7,4,2,4,66.7,1.2,8,2017,Semi Finals
66,66,Heath Grundy,KEYD,11,6,5,2,63.6,5,2,3,50,1.2,7,2017,Semi Finals
67,66,Rory Lobb,KEYF,11,3,8,0,72.7,0,1,3,100,0.4,8,2017,Semi Finals
68,66,Dane Rampe,KEYD,11,4,7,0,90.9,4,3,4,100,0.6,10,2017,Semi Finals
69,66,Tom Stewart,DEF,11,6,5,0,72.7,4,1,6,100,1.2,8,2017,Semi Finals
70,71,Jamie Cripps,FWD,10,5,5,2,90,3,0,4,80,1,9,2017,Semi Finals
71,71,Harry Cunningham,FWD,10,6,4,1,80,1,1,4,66.7,1.5,8,2017,Semi Finals
72,71,Phil Davis,KEYD,10,5,5,0,70,2,7,3,60,1,7,2017,Semi Finals
73,71,Tom Papley,FWD,10,8,2,4,60,5,0,4,50,4,6,2017,Semi Finals
74,71,Brad Sheppard,DEF,10,8,2,1,60,1,0,5,62.5,4,6,2017,Semi Finals
75,76,Liam Duggan,DEF,9,3,6,1,77.8,0,0,3,100,0.5,7,2017,Semi Finals
76,76,Harry Himmelberg,KEYF,9,4,5,1,88.9,2,0,3,75,0.8,8,2017,Semi Finals
77,76,Josh J. Kennedy,KEYF,9,6,3,0,66.7,3,0,4,66.7,2,6,2017,Semi Finals
78,76,Sam Reid,KEYF,9,6,3,2,77.8,2,0,5,83.3,2,7,2017,Semi Finals
79,80,Sam Naismith,RUC,8,3,5,0,50,1,0,0,0,0.6,4,2017,Semi Finals
80,80,Nick Smith,DEF,8,2,6,0,75,0,1,1,50,0.3,6,2017,Semi Finals
81,82,Lewis Jetta,FWD,7,3,4,1,85.7,0,0,3,100,0.8,6,2017,Semi Finals
82,82,Drew Petrie,KEYF,7,3,4,2,85.7,0,0,2,66.7,0.8,6,2017,Semi Finals
83,82,Gary Rohan,FWD,7,6,1,2,28.6,4,2,2,33.3,6,2,2017,Semi Finals
84,85,Adam Tomlinson,KEYD,6,1,5,0,83.3,0,1,1,100,0.2,5,2017,Semi Finals
85,86,James Parsons,FWD,5,2,3,1,60,4,0,1,50,0.7,3,2017,Semi Finals
