,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Bachar Houli,DEF,32,22,10,5,81.3,2,9,18,81.8,2.2,26,2019,Preliminary Finals
1,2,Tim Kelly,MID,31,24,7,7,67.7,1,1,14,58.3,3.4,21,2019,Preliminary Finals
2,3,Nick Haynes,DEF,30,21,9,1,73.3,6,9,16,76.2,2.3,22,2019,Preliminary Finals
3,3,Joel Selwood,MID,30,19,11,5,66.7,4,2,11,57.9,1.7,20,2019,Preliminary Finals
4,5,Jeremy Howe,KEYD,28,20,8,1,82.1,2,8,16,80,2.5,23,2019,Preliminary Finals
5,5,Dion Prestia,MID,28,19,9,9,78.6,1,3,16,84.2,2.1,22,2019,Preliminary Finals
6,7,Patrick Dangerfield,MID,27,12,15,4,66.7,5,0,7,58.3,0.8,18,2019,Preliminary Finals
7,7,Josh Kelly,MID,27,20,7,6,51.9,3,0,7,35,2.9,14,2019,Preliminary Finals
8,9,Jack Crisp,DEF,26,16,10,8,53.8,4,4,7,43.8,1.6,14,2019,Preliminary Finals
9,9,Tim Taranto,MID,26,23,3,5,53.8,5,7,12,52.2,7.7,14,2019,Preliminary Finals
10,9,Zach Tuohy,DEF,26,18,8,1,88.5,0,8,15,83.3,2.3,23,2019,Preliminary Finals
11,12,Brodie Grundy,RUC,25,11,14,2,68,6,0,4,36.4,0.8,17,2019,Preliminary Finals
12,12,Zac Williams,DEF,25,22,3,3,68,6,2,14,63.6,7.3,17,2019,Preliminary Finals
13,14,Brayden Maynard,DEF,23,14,9,6,69.6,2,6,10,71.4,1.6,16,2019,Preliminary Finals
14,14,Harry Perryman,MID,23,14,9,3,69.6,2,2,8,57.1,1.6,16,2019,Preliminary Finals
15,16,Jacob Hopper,MID,22,13,9,1,45.5,4,5,4,30.8,1.4,10,2019,Preliminary Finals
16,16,Dustin Martin,FWD,22,18,4,4,63.6,5,0,10,55.6,4.5,14,2019,Preliminary Finals
17,16,Gryan Miers,FWD,22,12,10,3,68.2,3,2,8,66.7,1.2,15,2019,Preliminary Finals
18,16,Adam Treloar,MID,22,7,15,2,68.2,4,1,2,28.6,0.5,15,2019,Preliminary Finals
19,20,Gary Ablett,FWD,21,11,10,3,66.7,3,1,7,63.6,1.1,14,2019,Preliminary Finals
20,21,Taylor Adams,MID,20,20,0,1,45,12,3,9,45,0,9,2019,Preliminary Finals
21,22,Aidan Corr,KEYD,19,12,7,0,84.2,4,3,10,83.3,1.7,16,2019,Preliminary Finals
22,22,Daniel Lloyd,FWD,19,12,7,6,52.6,1,0,4,33.3,1.7,10,2019,Preliminary Finals
23,22,Tom J. Lynch,KEYF,19,11,8,1,78.9,1,0,7,63.6,1.4,15,2019,Preliminary Finals
24,22,Tom Stewart,DEF,19,15,4,1,100,1,8,15,100,3.8,19,2019,Preliminary Finals
25,26,Liam Baker,DEF,18,13,5,4,66.7,4,4,7,53.8,2.6,12,2019,Preliminary Finals
26,26,Shane Edwards,DEF,18,5,13,2,77.8,5,0,4,80,0.4,14,2019,Preliminary Finals
