,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Sam Mitchell,MID,36,19,17,3,80.6,2,2,15,78.9,1.1,29,2014,Finals Week 1
1,2,Travis Boak,MID,34,14,20,5,79.4,0,1,10,71.4,0.7,27,2014,Finals Week 1
2,2,Dyson Heppell,MID,34,20,14,6,61.8,2,5,9,45,1.4,21,2014,Finals Week 1
3,4,Levi Greenwood,MID,32,20,12,7,71.9,5,0,14,70,1.7,23,2014,Finals Week 1
4,4,Luke Parker,FWD,32,15,17,3,56.3,6,5,6,40,0.9,18,2014,Finals Week 1
5,6,Lachie Neale,MID,31,15,16,4,64.5,2,4,9,60,0.9,20,2014,Finals Week 1
6,6,Joel Selwood,MID,31,17,14,7,71,4,4,10,58.8,1.2,22,2014,Finals Week 1
7,8,Ben Cunnington,MID,30,12,18,1,70,2,2,7,58.3,0.7,21,2014,Finals Week 1
8,9,Brett Deledio,FWD,29,12,17,3,86.2,1,3,10,83.3,0.7,25,2014,Finals Week 1
9,9,Nat Fyfe,MID,29,14,15,5,58.6,8,0,6,42.9,0.9,17,2014,Finals Week 1
10,9,Dustin Martin,FWD,29,20,9,4,65.5,4,1,12,60,2.2,19,2014,Finals Week 1
11,12,Michael Barlow,MID,28,16,12,3,57.1,3,1,8,50,1.3,16,2014,Finals Week 1
12,12,Mathew Stokes,MID,28,16,12,4,71.4,2,4,8,50,1.3,20,2014,Finals Week 1
13,12,Daniel Wells,MID,28,14,14,3,75,0,2,9,64.3,1,21,2014,Finals Week 1
14,15,Grant Birchall,DEF,27,17,10,6,77.8,3,2,12,70.6,1.7,21,2014,Finals Week 1
15,15,Sam Gibson,MID,27,17,10,4,74.1,3,2,12,70.6,1.7,20,2014,Finals Week 1
16,15,Dan Hannebery,MID,27,13,14,4,70.4,1,0,10,76.9,0.9,19,2014,Finals Week 1
17,15,Bradley Hill,FWD,27,20,7,5,81.5,2,5,16,80,2.9,22,2014,Finals Week 1
18,15,Bachar Houli,DEF,27,14,13,2,92.6,4,3,13,92.9,1.1,25,2014,Finals Week 1
19,15,Liam Shiels,MID,27,16,11,4,48.1,3,5,7,43.8,1.5,13,2014,Finals Week 1
20,15,Isaac Smith,FWD,27,14,13,7,74.1,4,0,12,85.7,1.1,20,2014,Finals Week 1
21,22,Robbie Gray,FWD,25,8,17,3,80,4,1,4,50,0.5,20,2014,Finals Week 1
22,22,Cameron Guthrie,MID,25,13,12,3,72,3,3,9,69.2,1.1,18,2014,Finals Week 1
23,22,Lewis Jetta,FWD,25,17,8,7,60,3,2,8,47.1,2.1,15,2014,Finals Week 1
24,22,David Mundy,MID,25,13,12,4,60,4,2,5,38.5,1.1,15,2014,Finals Week 1
25,22,Nick Smith,DEF,25,10,15,0,96,1,1,10,100,0.7,24,2014,Finals Week 1
26,22,Jobe Watson,MID,25,8,17,1,84,5,0,7,87.5,0.5,21,2014,Finals Week 1
27,28,Nick Dal Santo,FWD,24,16,8,2,79.2,1,3,13,81.3,2,19,2014,Finals Week 1
28,28,Michael Hibberd,DEF,24,15,9,2,79.2,3,9,11,73.3,1.7,19,2014,Finals Week 1
29,28,Jake Lloyd,FWD,24,13,11,4,66.7,2,2,8,61.5,1.2,16,2014,Finals Week 1
