,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Tom Mitchell,MID,38,12,26,2,65.8,3,4,6,50,0.5,25,2018,Finals Week 1
1,2,Elliot Yeo,MID,36,23,13,9,50,7,1,8,34.8,1.8,18,2018,Finals Week 1
2,3,Jack Redden,MID,32,23,9,2,78.1,1,3,18,78.3,2.6,25,2018,Finals Week 1
3,4,Clayton Oliver,MID,30,9,21,5,63.3,5,0,4,44.4,0.4,19,2018,Finals Week 1
4,5,Ricky Henderson,MID,29,18,11,2,69,1,1,12,66.7,1.6,20,2018,Finals Week 1
5,5,Dustin Martin,MID,29,18,11,5,62.1,4,0,8,44.4,1.6,18,2018,Finals Week 1
6,5,Jaeger O'Meara,MID,29,10,19,3,75.9,4,2,6,60,0.5,22,2018,Finals Week 1
7,5,Callan Ward,MID,29,12,17,4,72.4,5,2,7,58.3,0.7,21,2018,Finals Week 1
8,5,Lachie Whitfield,DEF,29,18,11,3,79.3,1,5,12,66.7,1.6,23,2018,Finals Week 1
9,10,Gary Ablett,MID,27,16,11,2,63,6,8,8,50,1.5,17,2018,Finals Week 1
10,10,Stephen Coniglio,MID,27,19,8,2,51.9,4,2,8,42.1,2.4,14,2018,Finals Week 1
11,10,Toby Greene,FWD,27,23,4,8,55.6,4,0,11,47.8,5.8,15,2018,Finals Week 1
12,10,Josh P. Kennedy,MID,27,9,18,2,44.4,6,4,1,11.1,0.5,12,2018,Finals Week 1
13,10,Dom Sheed,MID,27,17,10,6,85.2,2,1,13,76.5,1.7,23,2018,Finals Week 1
14,10,Steele Sidebottom,MID,27,17,10,5,70.4,1,4,10,58.8,1.7,19,2018,Finals Week 1
15,16,Taylor Adams,MID,26,18,8,7,61.5,7,4,11,61.1,2.3,16,2018,Finals Week 1
16,16,Angus Brayshaw,MID,26,10,16,5,57.7,8,1,5,50,0.6,15,2018,Finals Week 1
17,16,Trent Cotchin,MID,26,17,9,3,50,4,1,9,52.9,1.9,13,2018,Finals Week 1
18,16,James Harmes,MID,26,13,13,7,73.1,5,0,8,61.5,1,19,2018,Finals Week 1
19,16,Jacob Hopper,MID,26,18,8,2,50,7,0,6,33.3,2.3,13,2018,Finals Week 1
20,16,Kane Lambert,FWD,26,10,16,6,69.2,6,1,4,40,0.6,18,2018,Finals Week 1
21,16,Tom Phillips,MID,26,17,9,4,61.5,3,2,8,47.1,1.9,16,2018,Finals Week 1
22,16,Dion Prestia,MID,26,21,5,7,57.7,5,1,12,57.1,4.2,15,2018,Finals Week 1
23,16,Liam Shiels,MID,26,21,5,5,50,2,0,8,38.1,4.2,13,2018,Finals Week 1
24,16,Brayden Sier,MID,26,8,18,1,69.2,3,1,4,50,0.4,18,2018,Finals Week 1
25,26,Harry Cunningham,MID,25,15,10,1,84,0,3,11,73.3,1.5,21,2018,Finals Week 1
26,26,Patrick Dangerfield,FWD,25,11,14,3,56,12,0,5,45.5,0.8,14,2018,Finals Week 1
27,26,Shaun Grigg,MID,25,18,7,9,80,5,0,13,72.2,2.6,20,2018,Finals Week 1
28,26,Christian Salem,DEF,25,21,4,0,56,2,7,12,57.1,5.3,14,2018,Finals Week 1
29,26,Joel Selwood,MID,25,11,14,1,72,4,2,9,81.8,0.8,18,2018,Finals Week 1
30,26,Isaac Smith,MID,25,14,11,0,60,2,5,6,42.9,1.3,15,2018,Finals Week 1
31,32,Dan Hannebery,MID,24,17,7,5,54.2,3,2,8,47.1,2.4,13,2018,Finals Week 1
32,32,Bachar Houli,DEF,24,12,12,2,66.7,4,2,8,66.7,1,16,2018,Finals Week 1
33,32,Jordan Lewis,DEF,24,14,10,3,79.2,1,3,10,71.4,1.4,19,2018,Finals Week 1
34,32,Adam Treloar,MID,24,12,12,3,50,6,1,4,33.3,1,12,2018,Finals Week 1
35,32,Sam Weideman,KEYF,24,12,12,1,70.8,3,0,9,75,1,17,2018,Finals Week 1
36,37,Harry Himmelberg,KEYF,23,11,12,4,52.2,4,1,5,45.5,0.9,12,2018,Finals Week 1
37,37,Dylan Shiel,MID,23,18,5,9,60.9,4,0,10,55.6,3.6,14,2018,Finals Week 1
38,37,Zac Williams,DEF,23,20,3,3,78.3,1,3,15,75,6.7,18,2018,Finals Week 1
39,40,Brett Deledio,MID,22,12,10,5,59.1,4,1,5,41.7,1.2,13,2018,Finals Week 1
40,41,James Aish,MID,21,12,9,1,66.7,6,7,6,50,1.3,14,2018,Finals Week 1
41,41,Jack Crisp,DEF,21,13,8,3,81,4,3,10,76.9,1.6,17,2018,Finals Week 1
42,41,Mitch Duncan,MID,21,12,9,4,66.7,5,3,7,58.3,1.3,14,2018,Finals Week 1
43,41,Luke Parker,MID,21,15,6,2,47.6,8,2,7,46.7,2.5,10,2018,Finals Week 1
44,41,Jayden Short,DEF,21,16,5,3,76.2,1,6,12,75,3.2,16,2018,Finals Week 1
45,41,James Sicily,DEF,21,17,4,1,66.7,3,8,10,58.8,4.3,14,2018,Finals Week 1
46,41,Josh Thomas,FWD,21,10,11,3,66.7,2,0,6,60,0.9,14,2018,Finals Week 1
47,41,Adam Tomlinson,MID,21,15,6,5,66.7,4,2,10,66.7,2.5,14,2018,Finals Week 1
48,49,Nick Haynes,DEF,20,17,3,2,85,1,7,14,82.4,5.7,17,2018,Finals Week 1
