,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,David Armitage,MID,45,21,24,5,75.6,9,3,13,61.9,0.9,34,2015,Round 6
1,2,Mitch Duncan,MID,38,16,22,4,86.8,3,3,13,81.3,0.7,33,2015,Round 6
2,3,Brendon Goddard,MID,35,16,19,3,80,2,4,13,81.3,0.8,28,2015,Round 6
3,4,Sam Mitchell,MID,34,14,20,3,70.6,3,3,10,71.4,0.7,24,2015,Round 6
4,5,Lachie Neale,MID,33,23,10,7,63.6,3,2,14,60.9,2.3,21,2015,Round 6
5,6,Jack Steven,MID,32,25,7,7,65.6,3,3,15,60,3.6,21,2015,Round 6
6,7,Shaun Burgoyne,DEF,31,13,18,1,90.3,1,2,10,76.9,0.7,28,2015,Round 6
7,7,Josh P. Kennedy,MID,31,13,18,3,67.7,4,1,7,53.8,0.7,21,2015,Round 6
8,7,Matthew Priddis,MID,31,6,25,4,64.5,2,1,1,16.7,0.2,20,2015,Round 6
9,7,Callan Ward,MID,31,16,15,7,80.6,3,2,12,75,1.1,25,2015,Round 6
10,11,Dustin Martin,FWD,30,14,16,2,70,2,3,9,64.3,0.9,21,2015,Round 6
11,11,Chris Masten,MID,30,14,16,3,73.3,3,1,9,64.3,0.9,22,2015,Round 6
12,11,Anthony Miles,MID,30,15,15,6,83.3,1,0,11,73.3,1,25,2015,Round 6
13,11,Jackson Thurlow,DEF,30,19,11,1,80,3,3,16,84.2,1.7,24,2015,Round 6
14,15,Dayne Beams,MID,29,13,16,6,58.6,3,2,5,38.5,0.8,17,2015,Round 6
15,15,Grant Birchall,DEF,29,16,13,6,82.8,3,3,11,68.8,1.2,24,2015,Round 6
16,15,Corey Enright,DEF,29,18,11,2,79.3,3,6,13,72.2,1.6,23,2015,Round 6
17,15,Rory Laird,DEF,29,13,16,0,82.8,5,4,10,76.9,0.8,24,2015,Round 6
18,15,Isaac Smith,MID,29,20,9,7,55.2,6,1,9,45,2.2,16,2015,Round 6
19,15,Lee Spurr,DEF,29,17,12,2,72.4,3,5,13,76.5,1.4,21,2015,Round 6
20,21,Trent Cotchin,MID,28,16,12,3,57.1,4,0,6,37.5,1.3,16,2015,Round 6
21,21,Steve Johnson,FWD,28,13,15,6,67.9,1,1,10,76.9,0.9,19,2015,Round 6
22,21,Mark LeCras,FWD,28,17,11,6,71.4,2,1,9,52.9,1.5,20,2015,Round 6
23,21,Tom Mitchell,MID,28,12,16,0,82.1,0,0,10,83.3,0.8,23,2015,Round 6
24,21,David Mundy,MID,28,15,13,0,71.4,2,5,10,66.7,1.2,20,2015,Round 6
25,21,Liam Picken,MID,28,16,12,6,71.4,2,2,11,68.8,1.3,20,2015,Round 6
26,21,Dion Prestia,MID,28,13,15,2,67.9,2,3,6,46.2,0.9,19,2015,Round 6
27,21,Adam Treloar,MID,28,12,16,2,67.9,4,2,7,58.3,0.8,19,2015,Round 6
28,21,Jobe Watson,MID,28,16,12,4,60.7,5,0,9,56.3,1.3,17,2015,Round 6
29,21,Matthew Wright,FWD,28,16,12,8,67.9,5,2,11,68.8,1.3,19,2015,Round 6
30,31,Tom Bell,FWD,27,17,10,6,77.8,2,0,11,64.7,1.7,21,2015,Round 6
31,31,Mark Blicavs,RUC,27,9,18,3,70.4,4,2,4,44.4,0.5,19,2015,Round 6
32,31,Josh Caddy,MID,27,10,17,2,77.8,2,1,6,60,0.6,21,2015,Round 6
33,31,Nat Fyfe,MID,27,12,15,5,74.1,0,1,7,58.3,0.8,20,2015,Round 6
34,31,Leigh Montagna,MID,27,10,17,3,77.8,5,3,7,70,0.6,21,2015,Round 6
35,31,Dylan Shiel,MID,27,8,19,4,77.8,0,0,7,87.5,0.4,21,2015,Round 6
36,37,Sam Fisher,KEYD,26,19,7,2,69.2,3,4,14,73.7,2.7,18,2015,Round 6
37,37,Matthew Jaensch,DEF,26,20,6,1,92.3,5,4,18,90,3.3,24,2015,Round 6
38,37,Steven Motlop,FWD,26,21,5,3,61.5,4,5,11,52.4,4.2,16,2015,Round 6
39,37,Clancee Pearce,DEF,26,14,12,1,88.5,1,4,12,85.7,1.2,23,2015,Round 6
40,37,Adam Saad,DEF,26,10,16,1,92.3,0,3,10,100,0.6,24,2015,Round 6
41,37,Joel Selwood,MID,26,13,13,4,84.6,0,0,9,69.2,1,22,2015,Round 6
42,37,Bernie Vince,MID,26,17,9,1,69.2,2,3,10,58.8,1.9,18,2015,Round 6
43,37,Lachie Whitfield,MID,26,16,10,8,69.2,2,3,11,68.8,1.6,18,2015,Round 6
44,45,Robbie Gray,MID,25,14,11,4,88,3,0,12,85.7,1.3,22,2015,Round 6
45,45,Shaun Grigg,MID,25,12,13,4,60,6,2,5,41.7,0.9,15,2015,Round 6
46,45,Hamish Hartlett,MID,25,11,14,1,64,2,1,5,45.5,0.8,16,2015,Round 6
47,45,Kieren Jack,MID,25,13,12,7,84,3,1,9,69.2,1.1,21,2015,Round 6
48,45,Nathan Jones,MID,25,9,16,2,76,0,1,8,88.9,0.6,19,2015,Round 6
49,45,Tom McDonald,KEYD,25,15,10,1,72,0,6,12,80,1.5,18,2015,Round 6
50,45,Brent Stanton,MID,25,16,9,6,76,1,2,12,75,1.8,19,2015,Round 6
51,45,Dom Tyson,MID,25,13,12,1,68,4,3,9,69.2,1.1,17,2015,Round 6
52,53,Brandon Ellis,MID,24,13,11,2,70.8,1,3,7,53.8,1.2,17,2015,Round 6
53,53,Josh Gibson,KEYD,24,10,14,0,70.8,2,3,5,50,0.7,17,2015,Round 6
54,53,Toby Greene,FWD,24,13,11,6,62.5,4,1,6,46.2,1.2,15,2015,Round 6
55,53,Ryan Griffen,MID,24,9,15,3,79.2,4,2,6,66.7,0.6,19,2015,Round 6
56,53,Dyson Heppell,MID,24,18,6,2,58.3,2,1,9,50,3,14,2015,Round 6
