,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Lachie Neale,MID,32,15,17,5,65.6,1,2,8,53.3,0.9,21,2020,Round 3
1,2,Steele Sidebottom,FWD,31,17,14,1,64.5,1,3,9,52.9,1.2,20,2020,Round 3
2,3,Andrew Gaff,MID,30,23,7,2,46.7,2,2,9,39.1,3.3,14,2020,Round 3
3,4,Isaac Smith,FWD,29,19,10,2,58.6,3,3,7,36.8,1.9,17,2020,Round 3
4,5,Travis Boak,MID,26,16,10,8,57.7,3,0,9,56.3,1.6,15,2020,Round 3
5,5,Hugh McCluggage,MID,26,20,6,8,53.8,2,1,11,55,3.3,14,2020,Round 3
6,5,Touk Miller,MID,26,16,10,3,76.9,6,1,13,81.3,1.6,20,2020,Round 3
7,5,Scott Pendlebury,MID,26,12,14,5,65.4,6,1,6,50,0.9,17,2020,Round 3
8,5,Jy Simpkin,MID,26,13,13,5,65.4,2,1,6,46.2,1,17,2020,Round 3
9,10,Bradley Hill,MID,25,18,7,1,84,6,2,15,83.3,2.6,21,2020,Round 3
10,10,Bachar Houli,DEF,25,10,15,3,84,3,2,7,70,0.7,21,2020,Round 3
11,10,Rory Laird,MID,25,13,12,0,72,3,9,8,61.5,1.1,18,2020,Round 3
12,10,Jarryd Lyons,MID,25,18,7,6,52,3,3,8,44.4,2.6,13,2020,Round 3
13,10,Jack Macrae,MID,25,10,15,5,72,1,0,5,50,0.7,18,2020,Round 3
14,10,Ollie Wines,MID,25,13,12,3,48,6,1,5,38.5,1.1,12,2020,Round 3
15,16,Stephen Coniglio,MID,24,15,9,3,54.2,3,0,7,46.7,1.7,13,2020,Round 3
16,16,Patrick Cripps,MID,24,12,12,2,75,5,1,6,50,1,18,2020,Round 3
17,16,Jack Crisp,DEF,24,12,12,3,87.5,1,4,10,83.3,1,21,2020,Round 3
18,16,Mitch Duncan,MID,24,13,11,3,62.5,0,3,6,46.2,1.2,15,2020,Round 3
19,20,Caleb Daniel,DEF,23,17,6,1,91.3,0,6,15,88.2,2.8,21,2020,Round 3
20,20,Sam Docherty,DEF,23,19,4,0,73.9,3,14,13,68.4,4.8,17,2020,Round 3
21,20,Nat Fyfe,MID,23,9,14,3,78.3,4,3,6,66.7,0.6,18,2020,Round 3
22,20,Tom Mitchell,MID,23,6,17,1,82.6,4,1,6,100,0.4,19,2020,Round 3
23,20,Jaeger O'Meara,MID,23,14,9,3,91.3,3,1,12,85.7,1.6,21,2020,Round 3
24,20,Harry Perryman,MID,23,17,6,4,60.9,2,4,11,64.7,2.8,14,2020,Round 3
25,20,James Sicily,DEF,23,19,4,2,87,2,9,16,84.2,4.8,20,2020,Round 3
26,20,Michael Walters,FWD,23,12,11,1,65.2,6,5,5,41.7,1.1,15,2020,Round 3
27,28,Matt Crouch,MID,22,6,16,0,86.4,1,1,5,83.3,0.4,19,2020,Round 3
28,28,Brad Crouch,MID,22,9,13,1,77.3,4,2,5,55.6,0.7,17,2020,Round 3
29,28,Oliver Florent,MID,22,13,9,4,59.1,2,2,6,46.2,1.4,13,2020,Round 3
30,28,Jade Gresham,MID,22,13,9,2,54.5,6,0,5,38.5,1.4,12,2020,Round 3
31,28,Josh P. Kennedy,MID,22,11,11,4,63.6,1,0,5,45.5,1,14,2020,Round 3
