,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jordan De Goey,MID,34,17,17,5,73.5,5,2,11,64.7,1,25,2023,Preliminary Finals
1,1,Josh Kelly,MID,34,18,16,8,55.9,6,1,6,33.3,1.1,19,2023,Preliminary Finals
2,3,Sam Walsh,MID,33,15,18,8,75.8,8,1,10,66.7,0.8,25,2023,Preliminary Finals
3,4,Tom Green,MID,31,19,12,8,51.6,8,2,9,47.4,1.6,16,2023,Preliminary Finals
4,5,Nick Daicos,MID,28,15,13,5,67.9,4,3,9,60,1.2,19,2023,Preliminary Finals
5,6,Lachie Whitfield,DEF,26,19,7,4,61.5,5,6,11,57.9,2.7,16,2023,Preliminary Finals
6,7,Stephen Coniglio,MID,25,14,11,2,64,4,0,6,42.9,1.3,16,2023,Preliminary Finals
7,7,Scott Pendlebury,MID,25,16,9,6,68,5,3,11,68.8,1.8,17,2023,Preliminary Finals
8,9,Jarrod Berry,MID,24,14,10,3,70.8,4,7,10,71.4,1.4,17,2023,Preliminary Finals
9,9,Mitch McGovern,DEF,24,15,9,3,83.3,2,10,13,86.7,1.7,20,2023,Preliminary Finals
10,9,Tom Mitchell,MID,24,9,15,1,62.5,2,0,6,66.7,0.6,15,2023,Preliminary Finals
11,9,Steele Sidebottom,MID,24,18,6,3,58.3,6,2,12,66.7,3,14,2023,Preliminary Finals
12,13,Josh Dunkley,MID,23,9,14,3,60.9,2,0,6,66.7,0.6,14,2023,Preliminary Finals
13,13,Lachie Neale,MID,23,11,12,5,60.9,4,0,6,54.5,0.9,14,2023,Preliminary Finals
14,13,Nic Newman,DEF,23,16,7,1,73.9,6,3,10,62.5,2.3,17,2023,Preliminary Finals
15,16,Lachie Ash,DEF,22,15,7,1,77.3,3,4,10,66.7,2.1,17,2023,Preliminary Finals
16,16,Dayne Zorko,FWD,22,17,5,6,59.1,4,1,8,47.1,3.4,13,2023,Preliminary Finals
17,18,Finn Callaghan,MID,21,4,17,1,81,2,2,4,100,0.2,17,2023,Preliminary Finals
18,18,Keidean Coleman,DEF,21,18,3,3,85.7,1,5,15,83.3,6,18,2023,Preliminary Finals
19,20,Adam Cerra,MID,20,8,12,2,75,3,1,4,50,0.7,15,2023,Preliminary Finals
20,20,George Hewett,MID,20,7,13,3,75,1,2,5,71.4,0.5,15,2023,Preliminary Finals
21,20,Caleb Marchbank,KEYD,20,16,4,1,75,2,2,11,68.8,4,15,2023,Preliminary Finals
22,20,Conor McKenna,DEF,20,19,1,5,50,5,5,9,47.4,19,10,2023,Preliminary Finals
