,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Steven,MID,41,21,20,9,73.2,3,2,13,61.9,1.1,30,2016,Round 16
1,2,Dustin Martin,MID,38,21,17,6,65.8,9,3,12,57.1,1.2,25,2016,Round 16
2,3,Zach Merrett,MID,36,19,17,7,69.4,2,3,11,57.9,1.1,25,2016,Round 16
3,4,Nathan Jones,MID,35,14,21,4,68.6,2,1,8,57.1,0.7,24,2016,Round 16
4,4,Rory Laird,DEF,35,18,17,2,88.6,1,9,16,88.9,1.1,31,2016,Round 16
5,6,Patrick Dangerfield,MID,34,22,12,10,67.6,2,2,13,59.1,1.8,23,2016,Round 16
6,6,Bryce Gibbs,MID,34,18,16,7,55.9,3,2,8,44.4,1.1,19,2016,Round 16
7,6,Rory Sloane,MID,34,15,19,4,58.8,7,4,4,26.7,0.8,20,2016,Round 16
8,9,Tom Mitchell,MID,33,9,24,2,69.7,3,2,5,55.6,0.4,23,2016,Round 16
9,9,Lachie Neale,MID,33,15,18,2,84.8,2,4,13,86.7,0.8,28,2016,Round 16
10,11,Matt Crouch,MID,32,8,24,4,71.9,3,2,5,62.5,0.3,23,2016,Round 16
11,11,Jack Grimes,MID,32,17,15,3,90.6,3,5,14,82.4,1.1,29,2016,Round 16
12,11,Sebastian Ross,MID,32,11,21,4,81.3,3,1,8,72.7,0.5,26,2016,Round 16
13,14,Taylor Adams,MID,31,14,17,3,77.4,2,2,9,64.3,0.8,24,2016,Round 16
14,14,Dan Hannebery,MID,31,13,18,1,61.3,6,2,6,46.2,0.7,19,2016,Round 16
15,14,Tom McDonald,KEYD,31,19,12,1,93.5,1,6,17,89.5,1.6,29,2016,Round 16
16,14,Dion Prestia,MID,31,14,17,6,71,4,2,0,0,0,0,2016,Round 16
17,14,Dom Tyson,MID,31,16,15,3,67.7,4,1,7,43.8,1.1,21,2016,Round 16
18,19,Stephen Coniglio,MID,30,13,17,3,53.3,7,1,5,38.5,0.8,16,2016,Round 16
19,19,Matt Jones,MID,30,18,12,5,70,3,2,9,50,1.5,21,2016,Round 16
20,21,Brad Crouch,MID,29,14,15,3,72.4,4,3,8,57.1,0.9,21,2016,Round 16
21,21,Sam Gibson,MID,29,16,13,4,75.9,2,1,9,56.3,1.2,22,2016,Round 16
22,21,Brendon Goddard,MID,29,15,14,7,82.8,2,4,13,86.7,1.1,24,2016,Round 16
23,21,Robbie Gray,MID,29,12,17,6,72.4,3,3,8,66.7,0.7,21,2016,Round 16
24,21,Aaron Hall,MID,29,20,9,8,62.1,7,0,0,0,0,0,2016,Round 16
25,21,Luke Hodge,DEF,29,22,7,5,62.1,4,4,13,59.1,3.1,18,2016,Round 16
26,21,Jayden Hunt,DEF,29,17,12,8,62.1,5,4,8,47.1,1.4,18,2016,Round 16
27,21,Jack Martin,DEF,29,14,15,2,79.3,3,5,0,0,0,0,2016,Round 16
28,21,Luke Shuey,MID,29,15,14,3,75.9,5,3,10,66.7,1.1,22,2016,Round 16
29,21,Jack Viney,MID,29,15,14,8,65.5,3,1,8,53.3,1.1,19,2016,Round 16
30,31,Matthew Boyd,DEF,28,17,11,4,78.6,3,4,13,76.5,1.5,22,2016,Round 16
31,31,Matthew Broadbent,DEF,28,14,14,3,75,1,1,10,71.4,1,21,2016,Round 16
32,31,Adam Cooney,MID,28,16,12,1,75,2,2,12,75,1.3,21,2016,Round 16
33,31,Trent Cotchin,MID,28,14,14,7,82.1,5,3,11,78.6,1,23,2016,Round 16
34,31,Andrew Mackie,DEF,28,19,9,2,78.6,4,5,14,73.7,2.1,22,2016,Round 16
35,31,Sam Mitchell,MID,28,18,10,3,67.9,4,1,10,55.6,1.8,19,2016,Round 16
36,31,Leigh Montagna,DEF,28,15,13,2,75,1,5,12,80,1.2,21,2016,Round 16
37,31,Tom Rockliff,MID,28,7,21,3,60.7,4,0,0,0,0,0,2016,Round 16
38,31,Steele Sidebottom,MID,28,13,15,8,85.7,3,1,11,84.6,0.9,24,2016,Round 16
39,31,Daniel Talia,KEYD,28,17,11,2,60.7,5,4,9,52.9,1.5,17,2016,Round 16
40,41,Patrick Cripps,MID,27,9,18,3,63,3,3,4,44.4,0.5,17,2016,Round 16
41,41,Sam Docherty,DEF,27,16,11,0,92.6,3,3,15,93.8,1.5,25,2016,Round 16
42,41,Jarrod Harbrow,DEF,27,16,11,1,81.5,4,8,0,0,0,0,2016,Round 16
43,41,Touk Miller,FWD,27,12,15,3,70.4,4,2,0,0,0,0,2016,Round 16
44,41,Jack Newnes,MID,27,17,10,7,81.5,3,3,12,70.6,1.7,22,2016,Round 16
45,41,Luke Parker,MID,27,15,12,4,74.1,2,2,8,53.3,1.3,20,2016,Round 16
46,41,Adam Treloar,MID,27,12,15,5,66.7,4,3,5,41.7,0.8,18,2016,Round 16
47,48,Andrew Gaff,MID,26,18,8,6,73.1,4,2,12,66.7,2.3,19,2016,Round 16
48,48,Brodie Grundy,RUC,26,12,14,2,57.7,6,1,3,25,0.9,15,2016,Round 16
49,48,Ricky Henderson,MID,26,12,14,4,76.9,3,1,7,58.3,0.9,20,2016,Round 16
50,48,Neville Jetta,DEF,26,13,13,2,76.9,0,2,8,61.5,1,20,2016,Round 16
51,48,Jake Lever,KEYD,26,16,10,1,73.1,5,4,12,75,1.6,19,2016,Round 16
52,48,Scott Pendlebury,MID,26,11,15,4,76.9,4,3,7,63.6,0.7,20,2016,Round 16
53,48,Zach Tuohy,DEF,26,21,5,5,69.2,6,8,14,66.7,4.2,18,2016,Round 16
54,55,Marcus Bontempelli,MID,25,11,14,3,72,4,1,7,63.6,0.8,18,2016,Round 16
55,55,Caleb Daniel,FWD,25,14,11,2,64,3,4,6,42.9,1.3,16,2016,Round 16
56,55,Jordan Lewis,MID,25,16,9,4,84,3,1,13,81.3,1.8,21,2016,Round 16
57,55,Matthew Priddis,MID,25,13,12,3,56,5,4,5,38.5,1.1,14,2016,Round 16
58,55,Andrew Swallow,MID,25,7,18,1,64,4,0,2,28.6,0.4,16,2016,Round 16
59,55,Ollie Wines,MID,25,10,15,6,52,4,1,2,20,0.7,13,2016,Round 16
