,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Lachie Neale,MID,24,10,14,4,70.8,1,1,8,80,0.7,17,2020,Preliminary Finals
1,1,Ollie Wines,MID,24,16,8,4,58.3,3,1,6,37.5,2,14,2020,Preliminary Finals
2,3,Dan Houston,DEF,23,19,4,1,69.6,5,13,13,68.4,4.8,16,2020,Preliminary Finals
3,4,Mitch Duncan,MID,22,13,9,2,77.3,2,0,10,76.9,1.4,17,2020,Preliminary Finals
4,5,Dustin Martin,FWD,21,12,9,2,61.9,2,0,5,41.7,1.3,13,2020,Preliminary Finals
5,6,Travis Boak,MID,20,14,6,5,50,4,1,7,50,2.3,10,2020,Preliminary Finals
6,6,Tom Rockliff,MID,20,12,8,3,60,4,1,6,50,1.5,12,2020,Preliminary Finals
7,8,Xavier Duursma,MID,19,13,6,9,57.9,4,1,9,69.2,2.2,11,2020,Preliminary Finals
8,8,Robbie Gray,FWD,19,9,10,3,52.6,4,0,2,22.2,0.9,10,2020,Preliminary Finals
9,8,Sam Menegola,MID,19,16,3,4,73.7,1,0,11,68.8,5.3,14,2020,Preliminary Finals
10,8,Dion Prestia,MID,19,11,8,2,47.4,5,2,4,36.4,1.4,9,2020,Preliminary Finals
11,8,Tom Stewart,DEF,19,11,8,3,78.9,2,7,8,72.7,1.4,15,2020,Preliminary Finals
12,13,Brad Ebert,FWD,18,12,6,3,66.7,1,2,7,58.3,2,12,2020,Preliminary Finals
13,13,Daniel Rich,DEF,18,15,3,2,77.8,1,7,12,80,5,14,2020,Preliminary Finals
14,15,Trent Cotchin,MID,17,13,4,3,47.1,2,5,6,46.2,3.3,8,2020,Preliminary Finals
15,15,Patrick Dangerfield,MID,17,14,3,9,58.8,5,0,7,50,4.7,10,2020,Preliminary Finals
16,15,Cameron Guthrie,MID,17,8,9,2,76.5,4,2,6,75,0.9,13,2020,Preliminary Finals
