,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Brad Crouch,MID,43,27,16,6,60.5,5,4,11,40.7,1.7,26,2019,Round 13
1,2,Josh Dunkley,MID,41,19,22,5,68.3,4,2,11,57.9,0.9,28,2019,Round 13
2,3,Nat Fyfe,MID,37,16,21,7,78.4,6,2,9,56.3,0.8,29,2019,Round 13
3,3,Jack Macrae,MID,37,19,18,4,81.1,3,3,14,73.7,1.1,30,2019,Round 13
4,5,Travis Boak,MID,36,15,21,2,66.7,3,1,8,53.3,0.7,24,2019,Round 13
5,6,Matt Crouch,MID,35,12,23,3,71.4,4,1,7,58.3,0.5,25,2019,Round 13
6,6,Josh Kelly,MID,35,22,13,4,65.7,2,4,11,50,1.7,23,2019,Round 13
7,8,James Worpel,MID,34,18,16,8,76.5,3,1,12,66.7,1.1,26,2019,Round 13
8,9,Jack Billings,MID,33,20,13,5,60.6,4,3,11,55,1.5,20,2019,Round 13
9,10,Caleb Daniel,DEF,32,20,12,4,71.9,6,3,13,65,1.7,23,2019,Round 13
10,10,Rory Laird,DEF,32,12,20,3,93.8,1,8,11,91.7,0.6,30,2019,Round 13
11,10,Dustin Martin,FWD,32,21,11,5,71.9,5,5,13,61.9,1.9,23,2019,Round 13
12,13,Ricky Henderson,MID,31,22,9,3,87.1,2,2,18,81.8,2.4,27,2019,Round 13
13,13,Sebastian Ross,MID,31,14,17,4,67.7,3,5,7,50,0.8,21,2019,Round 13
14,13,Liam Shiels,MID,31,17,14,8,71,6,1,9,52.9,1.2,22,2019,Round 13
15,13,Isaac Smith,MID,31,17,14,4,77.4,3,5,11,64.7,1.2,24,2019,Round 13
16,13,David Swallow,MID,31,19,12,7,51.6,6,1,8,42.1,1.6,16,2019,Round 13
17,18,Bradley Hill,MID,30,23,7,5,50,4,2,10,43.5,3.3,15,2019,Round 13
18,18,Tim Taranto,MID,30,21,9,5,56.7,6,4,11,52.4,2.3,17,2019,Round 13
19,20,Rory Atkins,MID,29,25,4,7,62.1,4,1,14,56,6.3,18,2019,Round 13
20,20,Jacob Hopper,MID,29,15,14,3,69,4,1,8,53.3,1.1,20,2019,Round 13
21,20,Patrick Lipinski,FWD,29,15,14,5,86.2,0,0,12,80,1.1,25,2019,Round 13
22,20,Dion Prestia,MID,29,20,9,4,62.1,5,2,9,45,2.2,18,2019,Round 13
23,24,Dyson Heppell,MID,28,13,15,4,75,3,2,7,53.8,0.9,21,2019,Round 13
24,24,Zach Merrett,MID,28,13,15,4,78.6,0,0,8,61.5,0.9,22,2019,Round 13
25,24,Rory Sloane,MID,28,18,10,6,75,5,1,12,66.7,1.8,21,2019,Round 13
26,24,Zac Williams,DEF,28,21,7,3,78.6,1,6,17,81,3,22,2019,Round 13
27,28,Marcus Bontempelli,MID,27,16,11,7,70.4,4,2,9,56.3,1.5,19,2019,Round 13
