,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Josh P. Kennedy,MID,34,14,20,6,67.6,2,1,8,57.1,0.7,23,2016,Grand Final
1,2,Jason Johannisen,DEF,33,25,8,9,69.7,6,7,16,64,3.1,23,2016,Grand Final
2,2,Jack Macrae,FWD,33,13,20,5,66.7,3,0,7,53.8,0.7,22,2016,Grand Final
3,4,Matthew Boyd,DEF,27,16,11,1,59.3,5,7,9,56.3,1.5,16,2016,Grand Final
4,5,Tom Mitchell,MID,26,13,13,3,61.5,5,2,9,69.2,1,16,2016,Grand Final
5,6,Liam Picken,MID,25,12,13,5,56,3,0,5,41.7,0.9,14,2016,Grand Final
6,7,Dane Rampe,KEYD,24,17,7,1,95.8,3,9,16,94.1,2.4,23,2016,Grand Final
7,8,Luke Dahlhaus,FWD,23,10,13,4,60.9,1,0,5,50,0.8,14,2016,Grand Final
8,9,Marcus Bontempelli,MID,22,14,8,3,90.9,0,3,14,100,1.8,20,2016,Grand Final
9,9,Dan Hannebery,MID,22,7,15,1,63.6,4,2,2,28.6,0.5,14,2016,Grand Final
10,9,Isaac Heeney,FWD,22,13,9,5,63.6,4,3,9,69.2,1.4,14,2016,Grand Final
11,9,Kieren Jack,MID,22,10,12,4,59.1,1,0,5,50,0.8,13,2016,Grand Final
12,9,Tom Liberatore,MID,22,8,14,4,40.9,3,1,2,25,0.6,9,2016,Grand Final
13,14,Heath Grundy,KEYD,21,15,6,1,85.7,2,6,12,80,2.5,18,2016,Grand Final
14,14,Zak Jones,DEF,21,11,10,1,85.7,4,2,8,72.7,1.1,18,2016,Grand Final
15,14,Jake Lloyd,MID,21,12,9,3,85.7,1,5,11,91.7,1.3,18,2016,Grand Final
16,17,Lachie Hunter,MID,19,8,11,4,73.7,5,1,5,62.5,0.7,14,2016,Grand Final
17,17,Luke Parker,MID,19,9,10,2,68.4,5,1,5,55.6,0.9,13,2016,Grand Final
18,19,Toby McLean,FWD,18,8,10,2,77.8,3,0,5,62.5,0.8,14,2016,Grand Final
19,20,Lance Franklin,KEYF,16,12,4,3,62.5,2,0,7,58.3,3,10,2016,Grand Final
20,21,Shane Biggs,DEF,15,12,3,2,80,2,2,9,75,4,12,2016,Grand Final
21,21,Josh Dunkley,FWD,15,9,6,3,66.7,1,1,6,66.7,1.5,10,2016,Grand Final
22,21,Callum Mills,DEF,15,6,9,0,80,3,3,5,83.3,0.7,12,2016,Grand Final
23,21,Dale Morris,KEYD,15,2,13,0,93.3,2,0,1,50,0.2,14,2016,Grand Final
24,21,Tom Papley,FWD,15,8,7,3,60,3,0,3,37.5,1.1,9,2016,Grand Final
25,26,Tom Boyd,KEYF,14,10,4,4,71.4,2,0,7,70,2.5,10,2016,Grand Final
26,26,Caleb Daniel,FWD,14,11,3,1,64.3,1,0,6,54.5,3.7,9,2016,Grand Final
27,26,Jarrad McVeigh,DEF,14,8,6,1,85.7,2,3,8,100,1.3,12,2016,Grand Final
28,29,Sam Naismith,RUC,13,5,8,1,84.6,2,1,4,80,0.6,11,2016,Grand Final
29,29,Jordan Roughead,RUC,13,8,5,4,53.8,2,2,3,37.5,1.6,7,2016,Grand Final
30,29,Clay Smith,FWD,13,8,5,1,69.2,2,0,6,75,1.6,9,2016,Grand Final
31,29,Nick Smith,DEF,13,10,3,0,69.2,4,1,6,60,3.3,9,2016,Grand Final
32,29,Easton Wood,DEF,13,7,6,0,84.6,1,2,6,85.7,1.2,11,2016,Grand Final
33,34,Jake Stringer,FWD,12,8,4,2,50,5,0,3,37.5,2,6,2016,Grand Final
34,35,Zaine Cordy,KEYF,11,7,4,1,45.5,2,0,3,42.9,1.8,5,2016,Grand Final
35,35,Tory Dickson,FWD,11,7,4,3,81.8,1,0,5,71.4,1.8,9,2016,Grand Final
36,35,George Hewett,FWD,11,7,4,2,63.6,2,0,4,57.1,1.8,7,2016,Grand Final
37,38,Xavier Richards,KEYF,10,6,4,1,70,2,0,3,50,1.5,7,2016,Grand Final
38,38,Kurt Tippett,RUC,10,4,6,2,80,2,0,2,50,0.7,8,2016,Grand Final
39,40,Joel Hamling,KEYD,9,5,4,1,88.9,2,2,4,80,1.3,8,2016,Grand Final
40,40,Jeremy Laidler,DEF,9,4,5,1,66.7,1,2,1,25,0.8,6,2016,Grand Final
41,40,Ben McGlynn,FWD,9,7,2,0,66.7,1,0,4,57.1,3.5,6,2016,Grand Final
42,43,Fletcher Roberts,KEYD,5,2,3,0,80,1,0,2,100,0.7,4,2016,Grand Final
43,43,Gary Rohan,FWD,5,3,2,0,40,4,0,1,33.3,1.5,2,2016,Grand Final
