,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Nick Daicos,MID,29,17,12,3,72.4,1,2,11,64.7,1.4,21,2023,Grand Final
1,2,Keidean Coleman,DEF,26,23,3,4,80.8,1,7,18,78.3,7.7,21,2023,Grand Final
2,3,Jack Crisp,MID,25,16,9,4,72,4,1,11,68.8,1.8,18,2023,Grand Final
3,4,Jeremy Howe,KEYD,24,18,6,1,87.5,1,8,16,88.9,3,21,2023,Grand Final
4,4,Tom Mitchell,MID,24,11,13,3,87.5,2,1,8,72.7,0.8,21,2023,Grand Final
5,4,Scott Pendlebury,MID,24,16,8,4,75,3,1,12,75,2,18,2023,Grand Final
6,7,Josh Dunkley,MID,21,9,12,1,57.1,3,1,4,44.4,0.8,12,2023,Grand Final
7,7,Hugh McCluggage,MID,21,12,9,2,71.4,2,1,8,66.7,1.3,15,2023,Grand Final
8,7,Lachie Neale,MID,21,9,12,3,76.2,2,2,6,66.7,0.8,16,2023,Grand Final
9,10,Steele Sidebottom,MID,20,12,8,4,75,3,1,9,75,1.5,15,2023,Grand Final
10,11,Jordan De Goey,MID,18,10,8,6,94.4,3,1,9,90,1.3,17,2023,Grand Final
11,11,Bobby Hill,FWD,18,14,4,0,72.2,3,0,10,71.4,3.5,13,2023,Grand Final
12,11,Ryan Lester,KEYD,18,14,4,3,88.9,3,1,12,85.7,3.5,16,2023,Grand Final
13,14,Josh Daicos,MID,17,11,6,4,58.8,5,2,6,54.5,1.8,10,2023,Grand Final
14,14,Dayne Zorko,FWD,17,15,2,2,52.9,4,1,8,53.3,7.5,9,2023,Grand Final
15,16,Harris Andrews,KEYD,16,11,5,1,93.8,1,5,11,100,2.2,15,2023,Grand Final
16,16,Joe Daniher,KEYF,16,14,2,3,56.3,6,1,8,57.1,7,9,2023,Grand Final
17,16,Patrick Lipinski,FWD,16,4,12,2,81.3,3,0,3,75,0.3,13,2023,Grand Final
18,19,Jamie Elliott,FWD,14,9,5,5,64.3,4,0,5,55.6,1.8,9,2023,Grand Final
19,19,Brandon Starcevich,DEF,14,9,5,0,92.9,3,2,9,100,1.8,13,2023,Grand Final
20,21,Zac Bailey,FWD,13,11,2,6,46.2,3,1,4,36.4,5.5,6,2023,Grand Final
21,21,Brayden Maynard,DEF,13,10,3,1,76.9,2,4,8,80,3.3,10,2023,Grand Final
22,21,Beau McCreery,FWD,13,10,3,5,61.5,5,0,5,50,3.3,8,2023,Grand Final
23,21,Oscar McInerney,RUC,13,7,6,2,38.5,6,1,1,14.3,1.2,5,2023,Grand Final
24,21,Conor McKenna,DEF,13,13,0,0,84.6,3,9,11,84.6,13,11,2023,Grand Final
25,21,Deven Robertson,FWD,13,6,7,2,84.6,1,0,5,83.3,0.9,11,2023,Grand Final
26,27,Darcy Cameron,RUC,12,8,4,3,75,3,1,5,62.5,2,9,2023,Grand Final
27,27,Will Hoskin-Elliott,FWD,12,11,1,3,50,2,1,5,45.5,11,6,2023,Grand Final
28,27,Oleg Markov,DEF,12,6,6,2,83.3,3,2,4,66.7,1,10,2023,Grand Final
29,27,Isaac Quaynor,DEF,12,10,2,0,100,0,1,10,100,5,12,2023,Grand Final
30,27,Darcy Wilmot,DEF,12,9,3,1,75,2,3,7,77.8,3,9,2023,Grand Final
31,32,Jarrod Berry,MID,11,9,2,1,72.7,5,4,6,66.7,4.5,8,2023,Grand Final
32,32,Cam Rayner,FWD,11,6,5,1,63.6,4,2,5,83.3,1.2,7,2023,Grand Final
33,34,Eric Hipwood,KEYF,10,6,4,2,50,5,0,2,33.3,1.5,5,2023,Grand Final
34,34,Brody Mihocek,KEYF,10,6,4,4,90,1,0,6,100,1.5,9,2023,Grand Final
35,36,Jaspa Fletcher,MID,9,3,6,2,66.7,2,0,1,33.3,0.5,6,2023,Grand Final
36,36,Darcy Gardiner,KEYD,9,4,5,0,100,0,2,4,100,0.8,9,2023,Grand Final
37,38,Charlie Cameron,FWD,7,4,3,1,100,2,0,4,100,1.3,7,2023,Grand Final
38,38,Mason Cox,RUC,7,5,2,0,42.9,6,0,1,20,2.5,3,2023,Grand Final
39,38,Jack Ginnivan,FWD,7,6,1,3,57.1,0,0,3,50,6,4,2023,Grand Final
40,38,Lincoln McCarthy,FWD,7,6,1,4,71.4,2,0,4,66.7,6,5,2023,Grand Final
41,38,Darcy Moore,KEYD,7,4,3,0,85.7,2,3,3,75,1.3,6,2023,Grand Final
42,43,Callum Ah Chee,FWD,6,4,2,2,66.7,1,1,3,75,2,4,2023,Grand Final
43,44,Jarryd Lyons,MID,4,1,3,0,75,0,0,1,100,0.3,3,2023,Grand Final
44,44,Nathan Murphy,KEYD,4,4,0,0,100,1,1,4,100,4,4,2023,Grand Final
45,46,Billy Frampton,KEYD,2,1,1,0,50,4,0,0,0,1,1,2023,Grand Final
