,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Patrick Dangerfield,MID,39,19,20,9,74.4,5,1,14,73.7,1,29,2016,Preliminary Finals
1,1,Joel Selwood,MID,39,17,22,8,69.2,3,1,11,64.7,0.8,27,2016,Preliminary Finals
2,3,Luke Dahlhaus,FWD,32,17,15,6,68.8,1,2,10,58.8,1.1,22,2016,Preliminary Finals
3,4,Tom Scully,MID,30,12,18,2,60,4,2,6,50,0.7,18,2016,Preliminary Finals
4,5,Dan Hannebery,MID,29,10,19,1,72.4,2,1,6,60,0.5,21,2016,Preliminary Finals
5,5,Josh Kelly,MID,29,14,15,6,58.6,4,4,4,28.6,0.9,17,2016,Preliminary Finals
6,7,Isaac Heeney,FWD,28,20,8,2,71.4,3,2,12,60,2.5,20,2016,Preliminary Finals
7,7,Dylan Shiel,MID,28,12,16,3,67.9,1,3,5,41.7,0.8,19,2016,Preliminary Finals
8,9,Stephen Coniglio,MID,27,8,19,4,70.4,7,1,2,25,0.4,19,2016,Preliminary Finals
9,9,Tom Mitchell,MID,27,8,19,2,70.4,2,2,5,62.5,0.4,19,2016,Preliminary Finals
10,11,Jimmy Bartel,MID,26,14,12,7,76.9,1,1,9,64.3,1.2,20,2016,Preliminary Finals
11,11,Corey Enright,DEF,26,10,16,2,73.1,4,2,8,80,0.6,19,2016,Preliminary Finals
12,11,Jason Johannisen,DEF,26,24,2,6,69.2,2,3,16,66.7,12,18,2016,Preliminary Finals
13,11,Dane Rampe,KEYD,26,18,8,0,92.3,1,13,17,94.4,2.3,24,2016,Preliminary Finals
14,11,Clay Smith,FWD,26,16,10,4,76.9,4,0,12,75,1.6,20,2016,Preliminary Finals
15,16,Josh P. Kennedy,MID,25,10,15,2,56,5,1,5,50,0.7,14,2016,Preliminary Finals
16,16,Jake Lloyd,MID,25,18,7,2,76,1,8,14,77.8,2.6,19,2016,Preliminary Finals
17,16,Jack Macrae,FWD,25,11,14,4,76,2,0,8,72.7,0.8,19,2016,Preliminary Finals
18,19,Matthew Boyd,DEF,24,20,4,4,83.3,2,10,16,80,5,20,2016,Preliminary Finals
19,19,Caleb Daniel,FWD,24,14,10,3,50,6,3,5,35.7,1.4,12,2016,Preliminary Finals
20,19,Josh Dunkley,FWD,24,13,11,4,66.7,0,0,7,53.8,1.2,16,2016,Preliminary Finals
21,22,Marcus Bontempelli,MID,23,14,9,7,56.5,6,2,6,42.9,1.6,13,2016,Preliminary Finals
22,23,Zak Jones,DEF,22,17,5,4,77.3,4,15,13,76.5,3.4,17,2016,Preliminary Finals
23,23,Lachie Whitfield,MID,22,13,9,4,90.9,3,3,11,84.6,1.4,20,2016,Preliminary Finals
24,25,Liam Picken,MID,21,12,9,3,66.7,4,0,6,50,1.3,14,2016,Preliminary Finals
25,26,Mitch Duncan,MID,20,14,6,8,70,2,2,8,57.1,2.3,14,2016,Preliminary Finals
26,26,Cameron Guthrie,MID,20,8,12,5,65,1,4,5,62.5,0.7,13,2016,Preliminary Finals
27,26,Kieren Jack,MID,20,13,7,5,45,5,2,8,61.5,1.9,9,2016,Preliminary Finals
28,26,Toby McLean,FWD,20,8,12,2,75,2,0,4,50,0.7,15,2016,Preliminary Finals
29,26,Nathan Wilson,DEF,20,14,6,4,75,1,4,10,71.4,2.3,15,2016,Preliminary Finals
30,31,Shane Biggs,DEF,19,13,6,8,42.1,3,2,4,30.8,2.2,8,2016,Preliminary Finals
31,31,Lance Franklin,KEYF,19,7,12,4,84.2,1,1,6,85.7,0.6,16,2016,Preliminary Finals
32,31,Lachie Hunter,MID,19,8,11,3,73.7,3,1,4,50,0.7,14,2016,Preliminary Finals
33,31,Easton Wood,DEF,19,11,8,4,89.5,2,2,9,81.8,1.4,17,2016,Preliminary Finals
34,35,Toby Greene,FWD,18,12,6,4,88.9,1,0,11,91.7,2,16,2016,Preliminary Finals
35,35,Ryan Griffen,MID,18,4,14,3,77.8,3,1,3,75,0.3,14,2016,Preliminary Finals
36,35,Gary Rohan,FWD,18,12,6,4,72.2,1,2,9,75,2,13,2016,Preliminary Finals
37,35,Scott Selwood,MID,18,4,14,3,66.7,2,0,2,50,0.3,12,2016,Preliminary Finals
38,39,Heath Grundy,KEYD,17,10,7,0,100,0,7,10,100,1.4,17,2016,Preliminary Finals
39,39,Nick Haynes,KEYD,17,14,3,3,76.5,3,5,10,71.4,4.7,13,2016,Preliminary Finals
40,39,Sam Menegola,MID,17,6,11,1,52.9,4,0,2,33.3,0.5,9,2016,Preliminary Finals
41,39,Luke Parker,MID,17,7,10,0,64.7,4,1,4,57.1,0.7,11,2016,Preliminary Finals
42,43,Tom Lonergan,KEYD,16,9,7,1,93.8,1,4,9,100,1.3,15,2016,Preliminary Finals
43,43,Devon Smith,FWD,16,6,10,5,68.8,4,2,2,33.3,0.6,11,2016,Preliminary Finals
44,43,Nick Smith,DEF,16,10,6,2,68.8,3,2,7,70,1.7,11,2016,Preliminary Finals
45,46,Tom Liberatore,MID,15,5,10,3,80,2,0,3,60,0.5,12,2016,Preliminary Finals
46,46,Rory Lobb,KEYF,15,12,3,1,80,3,2,9,75,4,12,2016,Preliminary Finals
47,46,Andrew Mackie,DEF,15,6,9,3,86.7,2,0,5,83.3,0.7,13,2016,Preliminary Finals
48,46,Ben McGlynn,FWD,15,11,4,3,80,3,2,9,81.8,2.8,12,2016,Preliminary Finals
49,46,Heath Shaw,DEF,15,15,0,0,60,5,8,9,60,0,9,2016,Preliminary Finals
50,46,Zac Williams,DEF,15,9,6,1,66.7,4,6,5,55.6,1.5,10,2016,Preliminary Finals
51,52,Tom Boyd,KEYF,14,2,12,4,57.1,3,1,1,50,0.2,8,2016,Preliminary Finals
52,52,Josh Cowan,MID,14,7,7,1,71.4,4,0,4,57.1,1,10,2016,Preliminary Finals
53,52,Rhys Palmer,FWD,14,6,8,1,64.3,4,0,5,83.3,0.8,9,2016,Preliminary Finals
54,55,Jed Bews,DEF,13,8,5,3,69.2,2,0,4,50,1.6,9,2016,Preliminary Finals
55,55,Mark Blicavs,MID,13,6,7,2,53.8,5,2,3,50,0.9,7,2016,Preliminary Finals
56,55,Phil Davis,KEYD,13,9,4,1,61.5,3,6,5,55.6,2.3,8,2016,Preliminary Finals
57,55,Jeremy Laidler,DEF,13,8,5,0,61.5,2,3,3,37.5,1.6,8,2016,Preliminary Finals
