,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Tom Rockliff,MID,41,20,21,3,73.2,4,2,15,78.9,0.9,29,2012,Round 13
1,2,Dane Swan,MID,39,22,17,2,79.5,5,5,15,71.4,1.2,30,2012,Round 13
2,3,Dayne Beams,MID,34,18,16,8,79.4,4,2,13,72.2,1.1,27,2012,Round 13
3,4,Nathan Jones,MID,33,17,16,6,75.8,2,0,12,70.6,1.1,25,2012,Round 13
4,5,Jack Redden,MID,32,14,18,2,90.6,0,0,12,92.3,0.7,28,2012,Round 13
5,6,Nick Lower,MID,31,16,15,1,67.7,6,2,8,53.3,1,20,2012,Round 13
6,6,Daniel Wells,MID,31,25,6,8,61.3,5,3,14,56,4.2,19,2012,Round 13
7,8,Corey Enright,DEF,29,16,13,1,86.2,0,5,15,93.8,1.2,25,2012,Round 13
8,8,Pearce Hanley,DEF,29,21,8,6,86.2,1,7,18,85.7,2.6,25,2012,Round 13
9,8,Daniel Kerr,MID,29,18,11,7,79.3,1,2,13,72.2,1.6,23,2012,Round 13
10,8,Tom Liberatore,MID,29,12,17,3,62.1,1,2,6,50,0.7,18,2012,Round 13
11,8,Brent Stanton,MID,29,21,8,3,58.6,5,2,10,50,2.5,16,2012,Round 13
12,8,Beau Waters,DEF,29,19,10,2,69,6,6,12,63.2,1.9,20,2012,Round 13
13,8,Dayne Zorko,MID,29,17,12,8,72.4,3,0,11,64.7,1.4,21,2012,Round 13
14,15,Michael Barlow,MID,28,13,15,3,57.1,3,1,6,46.2,0.9,16,2012,Round 13
15,15,Matthew Bate,FWD,28,19,9,7,85.7,2,3,15,78.9,2.1,24,2012,Round 13
16,15,David Myers,DEF,28,16,12,4,71.4,4,3,12,75,1.3,20,2012,Round 13
17,15,Scott Thompson,MID,28,20,8,8,53.6,6,4,10,50,2.5,15,2012,Round 13
18,19,Jimmy Bartel,MID,27,19,8,2,66.7,3,5,12,63.2,2.4,18,2012,Round 13
19,19,Ryan O'Keefe,MID,27,15,12,3,55.6,4,6,6,42.9,1.2,14,2012,Round 13
20,19,Callan Ward,MID,27,18,9,3,70.4,8,5,12,66.7,2,19,2012,Round 13
21,19,Jobe Watson,MID,27,13,14,3,85.2,2,0,10,76.9,0.9,23,2012,Round 13
22,19,Jack Watts,DEF,27,15,12,4,70.4,0,3,8,53.3,1.3,19,2012,Round 13
23,24,Leigh Adams,FWD,26,14,12,4,76.9,0,1,11,78.6,1.2,20,2012,Round 13
24,24,Jack Grimes,MID,26,16,10,5,57.7,4,1,7,43.8,1.6,15,2012,Round 13
25,24,Tom McDonald,KEYD,26,6,20,0,73.1,3,4,2,33.3,0.3,19,2012,Round 13
26,24,Matthew Priddis,MID,26,7,19,4,65.4,4,2,5,71.4,0.4,17,2012,Round 13
27,24,Luke Shuey,MID,26,16,10,6,73.1,4,1,9,60,1.5,18,2012,Round 13
28,24,Adam Treloar,MID,26,13,13,5,80.8,2,2,11,84.6,1,21,2012,Round 13
29,24,Matt de Boer,FWD,26,11,15,1,80.8,1,4,9,81.8,0.7,21,2012,Round 13
30,31,Taylor Adams,FWD,25,13,12,4,76,3,2,8,66.7,1,18,2012,Round 13
31,31,Ryan Bastinac,MID,25,12,13,6,88,2,1,10,83.3,0.9,22,2012,Round 13
32,31,Joel Corey,MID,25,13,12,5,68,4,0,7,63.6,0.9,15,2012,Round 13
33,31,Patrick Dangerfield,MID,25,15,10,2,68,4,4,10,66.7,1.5,17,2012,Round 13
34,31,Dyson Heppell,DEF,25,15,10,2,76,2,0,11,78.6,1.4,18,2012,Round 13
35,31,Christian Howard,DEF,25,17,8,4,72,3,5,10,58.8,2.1,18,2012,Round 13
36,31,Joel Selwood,MID,25,18,7,8,52,7,2,8,44.4,2.6,13,2012,Round 13
37,31,Rhyce Shaw,DEF,25,16,9,2,72,5,6,10,62.5,1.8,18,2012,Round 13
38,31,Steele Sidebottom,MID,25,15,10,3,72,1,5,8,53.3,1.5,18,2012,Round 13
39,40,Daniel Cross,MID,24,12,12,0,79.2,2,1,8,66.7,1,19,2012,Round 13
40,40,Andrew Mackie,DEF,24,16,8,3,70.8,0,3,11,68.8,2,17,2012,Round 13
41,40,Colin Sylvia,FWD,24,14,10,10,75,4,1,9,69.2,1.3,17,2012,Round 13
42,40,Sam Wright,DEF,24,11,13,0,83.3,3,5,10,90.9,0.8,20,2012,Round 13
43,44,Shaun Atley,DEF,23,12,11,5,87,0,1,10,83.3,1.1,20,2012,Round 13
44,44,Simon Black,MID,23,8,15,2,95.7,1,1,7,87.5,0.5,22,2012,Round 13
45,44,Jude Bolton,FWD,23,11,12,5,78.3,0,1,6,54.5,0.9,18,2012,Round 13
46,44,Chris Masten,MID,23,12,11,5,69.6,6,1,10,83.3,1.1,16,2012,Round 13
47,44,Rhys Palmer,MID,23,10,13,1,69.6,2,1,5,50,0.8,16,2012,Round 13
48,49,Simon Buckley,DEF,22,12,10,3,63.6,4,3,8,66.7,1.2,14,2012,Round 13
49,49,Lynden Dunn,DEF,22,12,10,2,90.9,1,3,10,90.9,1.1,19,2012,Round 13
50,49,Andrew Gaff,MID,22,16,6,4,81.8,0,1,12,80,2.5,17,2012,Round 13
51,49,Mitch Golby,DEF,22,11,11,2,86.4,2,1,8,72.7,1,19,2012,Round 13
52,49,Ryan Griffen,MID,22,11,11,4,59.1,2,1,7,63.6,1,13,2012,Round 13
53,49,Shaun Higgins,FWD,22,15,7,7,68.2,2,2,10,66.7,2.1,15,2012,Round 13
54,49,Daniel Nicholson,DEF,22,13,9,4,68.2,3,1,8,61.5,1.4,15,2012,Round 13
55,49,Matthew Pavlich,KEYF,22,14,8,8,59.1,4,1,9,64.3,1.8,13,2012,Round 13
56,49,Daniel Rich,MID,22,15,7,5,68.2,1,2,9,60,2.1,15,2012,Round 13
57,49,Matt Rosa,MID,22,8,14,0,81.8,4,1,6,75,0.6,18,2012,Round 13
