,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jordan Lewis,MID,37,21,16,5,67.6,0,7,13,61.9,1.3,25,2014,Grand Final
1,2,Luke Hodge,MID,35,21,14,4,74.3,5,1,13,61.9,1.5,26,2014,Grand Final
2,3,Sam Mitchell,MID,33,15,18,3,84.8,1,1,12,80,0.8,28,2014,Grand Final
3,4,Josh Gibson,KEYD,32,13,19,2,78.1,2,6,8,61.5,0.7,25,2014,Grand Final
4,5,Josh P. Kennedy,MID,29,11,18,3,79.3,3,1,9,81.8,0.6,23,2014,Grand Final
5,6,Nick Malceski,DEF,26,19,7,4,73.1,3,10,13,68.4,2.7,19,2014,Grand Final
6,7,Grant Birchall,DEF,25,18,7,2,80,0,0,13,72.2,2.6,20,2014,Grand Final
7,7,Rhyce Shaw,DEF,25,17,8,3,64,5,9,9,52.9,2.1,16,2014,Grand Final
8,9,Shaun Burgoyne,DEF,24,11,13,4,91.7,2,1,10,90.9,0.8,22,2014,Grand Final
9,10,Bradley Hill,FWD,23,13,10,4,78.3,1,0,8,61.5,1.3,18,2014,Grand Final
10,11,Liam Shiels,MID,22,12,10,6,63.6,3,0,5,41.7,1.2,14,2014,Grand Final
11,11,Ben Stratton,KEYD,22,13,9,2,81.8,1,2,10,76.9,1.4,18,2014,Grand Final
12,13,Will Langford,MID,21,16,5,6,61.9,4,0,8,50,3.2,13,2014,Grand Final
13,14,Dan Hannebery,MID,20,12,8,3,60,3,0,4,33.3,1.5,12,2014,Grand Final
14,14,Brian Lake,KEYD,20,10,10,0,95,3,3,9,90,1,19,2014,Grand Final
15,14,Luke Parker,FWD,20,7,13,4,55,3,1,2,28.6,0.5,11,2014,Grand Final
16,17,Jack Gunston,FWD,18,11,7,1,55.6,2,0,5,45.5,1.6,10,2014,Grand Final
17,17,Kieren Jack,MID,18,5,13,2,72.2,3,0,4,80,0.4,13,2014,Grand Final
18,17,Matthew Suckling,DEF,18,12,6,4,94.4,0,2,11,91.7,2,17,2014,Grand Final
19,20,Luke Breust,FWD,17,11,6,5,82.4,1,1,8,72.7,1.8,14,2014,Grand Final
20,20,Isaac Smith,FWD,17,10,7,4,76.5,3,2,7,70,1.4,13,2014,Grand Final
21,22,Kurt Tippett,KEYF,16,9,7,3,50,4,0,5,55.6,1.3,8,2014,Grand Final
22,23,Ben McEvoy,RUC,15,4,11,0,93.3,1,0,3,75,0.4,14,2014,Grand Final
23,23,Matt Spangher,KEYD,15,6,9,2,86.7,1,1,4,66.7,0.7,13,2014,Grand Final
24,25,Lance Franklin,KEYF,14,11,3,1,50,5,0,6,54.5,3.7,7,2014,Grand Final
25,26,Adam Goodes,FWD,13,8,5,6,69.2,1,0,5,62.5,1.6,9,2014,Grand Final
26,26,Jarryd Roughead,KEYF,13,11,2,1,69.2,5,0,8,72.7,5.5,9,2014,Grand Final
27,28,Heath Grundy,KEYD,11,8,3,0,81.8,2,4,6,75,2.7,9,2014,Grand Final
28,28,Jake Lloyd,FWD,11,6,5,3,72.7,0,1,4,66.7,1.2,8,2014,Grand Final
29,28,Ben McGlynn,MID,11,7,4,2,63.6,0,1,3,42.9,1.8,7,2014,Grand Final
30,28,Jarrad McVeigh,MID,11,8,3,3,63.6,1,0,5,62.5,2.7,7,2014,Grand Final
31,28,Ted Richards,KEYD,11,6,5,0,72.7,2,2,4,66.7,1.2,8,2014,Grand Final
32,33,Paul Puopolo,FWD,10,5,5,3,70,1,0,2,40,1,7,2014,Grand Final
33,34,Harry Cunningham,FWD,9,3,6,0,88.9,0,0,3,100,0.5,8,2014,Grand Final
34,34,Taylor Duryea,DEF,9,5,4,3,100,0,1,5,100,1.3,9,2014,Grand Final
35,34,Mike Pyke,RUC,9,4,5,0,44.4,0,0,1,25,0.8,4,2014,Grand Final
36,34,Cyril Rioli,FWD,9,5,4,3,66.7,3,1,3,60,1.3,6,2014,Grand Final
37,34,Nick Smith,DEF,9,5,4,0,100,0,3,5,100,1.3,9,2014,Grand Final
38,39,Craig Bird,MID,8,5,3,2,87.5,1,0,4,80,1.7,7,2014,Grand Final
39,39,Dane Rampe,DEF,8,5,3,1,62.5,4,3,3,60,1.7,5,2014,Grand Final
40,39,Sam Reid,KEYF,8,3,5,1,87.5,2,1,3,100,0.6,7,2014,Grand Final
41,42,David Hale,RUC,7,2,5,0,85.7,2,0,2,100,0.4,6,2014,Grand Final
42,42,Gary Rohan,DEF,7,4,3,1,71.4,2,2,2,50,1.3,5,2014,Grand Final
43,44,Lewis Jetta,FWD,4,4,0,2,100,1,1,4,100,0,4,2014,Grand Final
