,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Isaac Smith,FWD,32,23,9,11,84.4,4,1,18,78.3,2.6,27,2022,Grand Final
1,2,Chad Warner,MID,29,15,14,5,72.4,5,3,8,53.3,1.1,21,2022,Grand Final
2,3,Patrick Dangerfield,MID,27,14,13,7,66.7,1,0,9,64.3,1.1,18,2022,Grand Final
3,3,Mitch Duncan,DEF,27,16,11,3,77.8,1,0,12,75,1.5,21,2022,Grand Final
4,5,Robbie Fox,DEF,26,12,14,0,92.3,2,5,10,83.3,0.9,24,2022,Grand Final
5,5,Joel Selwood,MID,26,14,12,2,76.9,3,0,9,64.3,1.2,20,2022,Grand Final
6,7,Mark Blicavs,RUC,23,9,14,5,69.6,2,1,5,55.6,0.6,16,2022,Grand Final
7,7,Luke Parker,MID,23,8,15,3,69.6,4,2,4,50,0.5,16,2022,Grand Final
8,9,Zach Tuohy,DEF,21,17,4,1,90.5,0,7,16,94.1,4.3,19,2022,Grand Final
9,10,Tom Papley,FWD,20,13,7,4,60,4,1,5,38.5,1.9,12,2022,Grand Final
10,11,Jeremy Cameron,KEYF,18,12,6,3,72.2,3,0,8,66.7,2,13,2022,Grand Final
11,11,Brad Close,FWD,18,6,12,2,83.3,2,0,6,100,0.5,15,2022,Grand Final
12,11,Jake Lloyd,DEF,18,11,7,0,77.8,2,6,7,63.6,1.6,14,2022,Grand Final
13,11,Gryan Miers,FWD,18,9,9,2,61.1,1,1,4,44.4,1,11,2022,Grand Final
14,15,Jake Kolodjashnij,KEYD,17,13,4,1,88.2,3,0,11,84.6,3.3,15,2022,Grand Final
15,16,Tom Atkins,DEF,16,10,6,2,81.3,1,0,8,80,1.7,13,2022,Grand Final
16,16,Sam De Koning,KEYD,16,10,6,0,75,2,2,7,70,1.7,12,2022,Grand Final
17,16,Cameron Guthrie,MID,16,15,1,3,75,3,0,11,73.3,15,12,2022,Grand Final
18,16,Dane Rampe,KEYD,16,11,5,1,62.5,3,6,7,63.6,2.2,10,2022,Grand Final
19,16,James Rowbottom,MID,16,9,7,1,87.5,4,3,8,88.9,1.3,14,2022,Grand Final
20,16,Rhys Stanley,RUC,16,7,9,4,68.8,4,0,5,71.4,0.8,11,2022,Grand Final
21,16,Tom Stewart,DEF,16,14,2,3,81.3,2,3,11,78.6,7,13,2022,Grand Final
22,23,Nick Blakey,DEF,15,10,5,0,73.3,3,2,6,60,2,11,2022,Grand Final
23,23,Zach Guthrie,DEF,15,8,7,1,66.7,4,2,5,62.5,1.1,10,2022,Grand Final
24,23,Tyson Stengle,FWD,15,12,3,4,66.7,3,0,7,58.3,4,10,2022,Grand Final
25,26,Ryan Clarke,FWD,14,5,9,3,64.3,3,0,3,60,0.6,9,2022,Grand Final
26,26,Errol Gulden,FWD,14,11,3,2,64.3,4,4,6,54.5,3.7,9,2022,Grand Final
27,26,Tom Hawkins,KEYF,14,12,2,2,35.7,2,0,5,41.7,6,5,2022,Grand Final
28,29,Oliver Florent,DEF,13,7,6,2,76.9,4,1,5,71.4,1.2,10,2022,Grand Final
29,29,Tom Hickey,RUC,13,5,8,2,84.6,1,3,3,60,0.6,11,2022,Grand Final
30,29,Callum Mills,MID,13,8,5,2,92.3,1,2,8,100,1.6,12,2022,Grand Final
31,29,Mark O'Connor,DEF,13,10,3,2,92.3,2,0,9,90,3.3,12,2022,Grand Final
32,33,Dylan Stephens,MID,12,8,4,2,75,3,2,5,62.5,2,9,2022,Grand Final
33,34,Will Hayward,FWD,11,7,4,3,63.6,2,0,5,71.4,1.8,7,2022,Grand Final
34,34,Isaac Heeney,FWD,11,4,7,1,90.9,1,1,4,100,0.6,10,2022,Grand Final
35,36,Jack Henry,KEYD,10,9,1,1,80,3,3,7,77.8,9,8,2022,Grand Final
36,37,Tom McCartin,KEYD,9,5,4,0,77.8,4,2,3,60,1.3,7,2022,Grand Final
37,38,Brandan Parfitt,MID,8,5,3,1,87.5,1,0,4,80,1.7,7,2022,Grand Final
38,39,Paddy McCartin,KEYD,7,4,3,0,85.7,0,0,4,100,1.3,6,2022,Grand Final
39,39,Justin McInerney,MID,7,4,3,0,85.7,1,0,3,75,1.3,6,2022,Grand Final
40,39,Gary Rohan,FWD,7,3,4,2,57.1,4,0,0,0,0.8,4,2022,Grand Final
41,42,Jed Bews,DEF,6,5,1,1,66.7,3,3,3,60,5,4,2022,Grand Final
42,43,Lance Franklin,KEYF,5,4,1,0,60,3,0,3,75,4,3,2022,Grand Final
43,44,Braeden Campbell,DEF,4,3,1,0,75,0,2,2,66.7,3,3,2022,Grand Final
44,44,Hayden McLean,KEYF,4,2,2,1,100,0,0,2,100,1,4,2022,Grand Final
45,44,Sam Reid,KEYF,4,0,4,0,100,0,0,0,0,0,4,2022,Grand Final
