,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Steele,MID,38,13,25,3,81.6,4,0,10,76.9,0.5,31,2023,Finals Week 1
1,2,Tom Green,MID,35,21,14,9,60,6,4,11,52.4,1.5,21,2023,Finals Week 1
2,3,Lachie Ash,DEF,31,20,11,3,80.6,4,10,16,80,1.8,25,2023,Finals Week 1
3,3,Rowan Marshall,RUC,31,21,10,4,51.6,3,3,8,38.1,2.1,16,2023,Finals Week 1
4,3,Clayton Oliver,MID,31,21,10,10,74.2,5,2,13,61.9,2.1,23,2023,Finals Week 1
5,3,Lachie Whitfield,DEF,31,21,10,7,80.6,5,4,17,81,2.1,25,2023,Finals Week 1
6,7,Zak Butters,MID,29,19,10,7,55.2,3,3,8,42.1,1.9,16,2023,Finals Week 1
7,7,Bradley Hill,FWD,29,19,10,2,75.9,3,6,14,73.7,1.9,22,2023,Finals Week 1
8,7,Christian Petracca,MID,29,13,16,6,65.5,6,2,6,46.2,0.8,19,2023,Finals Week 1
9,10,Connor Rozee,MID,28,17,11,5,71.4,3,3,11,64.7,1.5,20,2023,Finals Week 1
10,10,Sam Walsh,MID,28,13,15,9,60.7,4,2,6,46.2,0.9,17,2023,Finals Week 1
11,12,Max Gawn,RUC,27,17,10,10,63,10,2,11,64.7,1.7,17,2023,Finals Week 1
12,12,Dan Houston,DEF,27,19,8,3,74.1,3,2,12,63.2,2.4,20,2023,Finals Week 1
13,12,Josh Kelly,MID,27,17,10,8,70.4,2,1,11,64.7,1.7,19,2023,Finals Week 1
14,12,Jake Lloyd,DEF,27,19,8,4,85.2,3,7,15,78.9,2.4,23,2023,Finals Week 1
15,16,Blake Acres,MID,26,17,9,7,50,8,0,7,41.2,1.9,13,2023,Finals Week 1
16,16,Hugh McCluggage,MID,26,16,10,4,76.9,1,2,12,75,1.6,20,2023,Finals Week 1
17,18,George Hewett,MID,25,12,13,4,68,5,1,8,66.7,0.9,17,2023,Finals Week 1
18,18,Jack Sinclair,DEF,25,14,11,4,72,6,5,8,57.1,1.3,18,2023,Finals Week 1
19,20,Adam Cerra,MID,24,14,10,5,79.2,2,1,10,71.4,1.4,19,2023,Finals Week 1
20,20,Sebastian Ross,MID,24,14,10,3,50,5,3,3,21.4,1.4,12,2023,Finals Week 1
21,22,Nick Blakey,DEF,23,14,9,3,91.3,1,3,13,92.9,1.6,21,2023,Finals Week 1
22,22,Jack Crisp,MID,23,14,9,4,60.9,6,3,7,50,1.6,14,2023,Finals Week 1
23,22,Errol Gulden,MID,23,20,3,4,82.6,5,4,17,85,6.7,19,2023,Finals Week 1
24,22,Nic Newman,DEF,23,16,7,2,82.6,4,2,13,81.3,2.3,19,2023,Finals Week 1
25,22,Adam Saad,DEF,23,21,2,2,78.3,1,8,17,81,10.5,18,2023,Finals Week 1
26,22,Nasiah Wanganeen-Milera,DEF,23,17,6,2,73.9,4,4,12,70.6,2.8,17,2023,Finals Week 1
27,28,Braeden Campbell,MID,22,12,10,2,63.6,4,4,6,50,1.2,14,2023,Finals Week 1
28,28,Steele Sidebottom,MID,22,18,4,4,45.5,1,6,7,38.9,4.5,10,2023,Finals Week 1
29,28,Chad Warner,MID,22,17,5,3,54.5,6,3,8,47.1,3.4,12,2023,Finals Week 1
30,31,Patrick Cripps,MID,21,9,12,2,52.4,7,1,3,33.3,0.8,11,2023,Finals Week 1
31,31,Brad Crouch,MID,21,7,14,3,66.7,3,0,3,42.9,0.5,14,2023,Finals Week 1
32,31,Sam Docherty,MID,21,16,5,2,76.2,2,1,11,68.8,3.2,16,2023,Finals Week 1
33,31,Josh Dunkley,MID,21,9,12,3,76.2,2,0,6,66.7,0.8,16,2023,Finals Week 1
34,31,Callum Mills,MID,21,13,8,1,76.2,1,3,9,69.2,1.6,16,2023,Finals Week 1
35,31,Tom Mitchell,MID,21,8,13,2,57.1,4,4,5,62.5,0.6,12,2023,Finals Week 1
36,37,Willem Drew,MID,20,9,11,5,65,2,1,5,55.6,0.8,13,2023,Finals Week 1
37,37,Will Hoskin-Elliott,FWD,20,19,1,2,60,3,10,11,57.9,19,12,2023,Finals Week 1
38,37,Jack Viney,MID,20,12,8,6,50,5,1,4,33.3,1.5,10,2023,Finals Week 1
39,37,Darcy Wilmot,DEF,20,15,5,3,75,4,3,11,73.3,3,15,2023,Finals Week 1
40,41,Jake Bowey,DEF,19,15,4,2,73.7,1,2,12,80,3.8,14,2023,Finals Week 1
41,41,Hunter Clark,MID,19,11,8,3,73.7,2,0,8,72.7,1.4,14,2023,Finals Week 1
42,41,Brent Daniels,FWD,19,13,6,5,57.9,4,1,8,61.5,2.2,11,2023,Finals Week 1
43,41,Jordan De Goey,MID,19,13,6,1,52.6,6,2,6,46.2,2.2,10,2023,Finals Week 1
