,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Steele Sidebottom,MID,31,20,11,6,71,4,5,12,60,1.8,22,2018,Semi Finals
1,1,Lachie Whitfield,DEF,31,23,8,4,74.2,3,8,16,69.6,2.9,23,2018,Semi Finals
2,3,Stephen Coniglio,MID,30,19,11,4,60,6,4,10,52.6,1.7,18,2018,Semi Finals
3,4,Tom Phillips,MID,29,23,6,3,62.1,3,3,12,52.2,3.8,18,2018,Semi Finals
4,4,Adam Treloar,MID,29,11,18,2,65.5,3,0,6,54.5,0.6,19,2018,Semi Finals
5,6,Jack Viney,MID,27,10,17,7,74.1,5,2,7,70,0.6,20,2018,Semi Finals
6,7,Scott Pendlebury,MID,25,12,13,2,68,4,2,5,41.7,0.9,17,2018,Semi Finals
7,8,Taylor Adams,MID,24,15,9,5,62.5,5,3,7,46.7,1.7,15,2018,Semi Finals
8,8,Tom Mitchell,MID,24,17,7,5,91.7,5,2,15,88.2,2.4,22,2018,Semi Finals
9,10,Jeremy Howe,DEF,23,14,9,3,82.6,2,5,11,78.6,1.6,19,2018,Semi Finals
10,10,Liam Shiels,MID,23,12,11,1,69.6,5,1,6,50,1.1,16,2018,Semi Finals
11,12,Clayton Oliver,MID,22,8,14,2,68.2,4,2,3,37.5,0.6,15,2018,Semi Finals
12,12,Christian Petracca,FWD,22,13,9,7,72.7,4,0,8,61.5,1.4,16,2018,Semi Finals
13,12,Dylan Shiel,MID,22,18,4,6,50,7,3,8,44.4,4.5,11,2018,Semi Finals
14,12,Isaac Smith,MID,22,14,8,2,86.4,0,3,12,85.7,1.8,19,2018,Semi Finals
15,16,Ricky Henderson,MID,21,16,5,5,81,4,1,13,81.3,3.2,17,2018,Semi Finals
16,16,Tom Langdon,DEF,21,9,12,1,76.2,4,0,8,88.9,0.8,16,2018,Semi Finals
17,18,Michael Hibberd,DEF,20,14,6,0,80,2,8,12,85.7,2.3,16,2018,Semi Finals
18,19,James Aish,MID,19,12,7,5,57.9,3,2,5,41.7,1.7,11,2018,Semi Finals
19,19,James Harmes,MID,19,10,9,3,73.7,2,1,7,70,1.1,14,2018,Semi Finals
20,19,Will Hoskin-Elliott,FWD,19,12,7,5,68.4,1,1,9,75,1.7,13,2018,Semi Finals
21,19,Nathan Jones,MID,19,10,9,2,68.4,3,3,5,50,1.1,13,2018,Semi Finals
22,19,Chris Mayne,MID,19,9,10,0,68.4,3,2,4,44.4,0.9,13,2018,Semi Finals
23,19,David Mirra,DEF,19,14,5,2,78.9,3,4,10,71.4,2.8,15,2018,Semi Finals
24,19,Brayden Sier,MID,19,7,12,4,57.9,1,0,4,57.1,0.6,11,2018,Semi Finals
25,19,Zac Williams,DEF,19,13,6,1,63.2,5,6,7,53.8,2.2,12,2018,Semi Finals
26,27,Brett Deledio,MID,18,6,12,3,83.3,1,0,5,83.3,0.5,15,2018,Semi Finals
27,27,Levi Greenwood,DEF,18,12,6,3,66.7,2,5,7,58.3,2,12,2018,Semi Finals
