,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Tim Taranto,MID,30,14,16,4,63.3,4,3,9,64.3,0.9,19,2019,Grand Final
1,2,Heath Shaw,DEF,29,19,10,2,89.7,2,6,17,89.5,1.9,26,2019,Grand Final
2,3,Bachar Houli,DEF,26,14,12,0,76.9,1,6,10,71.4,1.2,20,2019,Grand Final
3,4,Nick Haynes,DEF,24,21,3,1,75,2,8,15,71.4,7,18,2019,Grand Final
4,5,Toby Greene,FWD,23,14,9,2,56.5,5,0,6,42.9,1.6,13,2019,Grand Final
5,6,Dustin Martin,FWD,22,11,11,4,86.4,4,0,10,90.9,1,19,2019,Grand Final
6,6,Marlion Pickett,MID,22,13,9,8,63.6,0,1,9,69.2,1.4,14,2019,Grand Final
7,6,Dion Prestia,MID,22,19,3,2,54.5,5,1,11,57.9,6.3,12,2019,Grand Final
8,6,Nick Vlastuin,DEF,22,17,5,2,90.9,1,5,15,88.2,3.4,20,2019,Grand Final
9,10,Shane Edwards,DEF,21,9,12,5,81,3,3,6,66.7,0.8,17,2019,Grand Final
10,10,Harry Perryman,MID,21,10,11,2,61.9,3,4,4,40,0.9,13,2019,Grand Final
11,10,Zac Williams,DEF,21,11,10,3,76.2,4,1,7,63.6,1.1,16,2019,Grand Final
12,13,Jason Castagna,FWD,20,14,6,5,55,3,0,5,35.7,2.3,11,2019,Grand Final
13,14,Josh Caddy,FWD,19,16,3,6,78.9,2,0,14,87.5,5.3,15,2019,Grand Final
14,14,Jacob Hopper,MID,19,11,8,4,63.2,4,0,6,54.5,1.4,12,2019,Grand Final
15,14,Kane Lambert,FWD,19,7,12,2,78.9,2,1,4,57.1,0.6,15,2019,Grand Final
16,14,Jayden Short,DEF,19,12,7,2,63.2,4,5,7,58.3,1.7,12,2019,Grand Final
17,18,Aidan Corr,KEYD,18,15,3,0,83.3,2,4,12,80,5,15,2019,Grand Final
18,19,Toby Nankervis,RUC,17,6,11,2,64.7,1,0,4,66.7,0.5,11,2019,Grand Final
19,19,Adam Tomlinson,MID,17,11,6,2,76.5,3,2,8,72.7,1.8,13,2019,Grand Final
20,21,Trent Cotchin,MID,15,9,6,3,73.3,2,1,6,66.7,1.5,11,2019,Grand Final
21,21,Brent Daniels,FWD,15,9,6,3,66.7,3,0,5,55.6,1.5,10,2019,Grand Final
22,21,Phil Davis,KEYD,15,11,4,0,80,1,3,8,72.7,2.8,12,2019,Grand Final
23,21,Josh Kelly,MID,15,6,9,2,80,1,0,4,66.7,0.7,12,2019,Grand Final
24,21,Daniel Lloyd,FWD,15,6,9,3,66.7,4,0,1,16.7,0.7,10,2019,Grand Final
25,26,Dylan Grimes,KEYD,14,10,4,0,100,0,2,10,100,2.5,14,2019,Grand Final
26,26,Sam Taylor,KEYD,14,6,8,0,78.6,2,4,3,50,0.8,11,2019,Grand Final
27,26,Lachie Whitfield,FWD,14,12,2,2,78.6,3,5,9,75,6,11,2019,Grand Final
28,29,Nathan Broad,DEF,13,10,3,1,84.6,1,2,8,80,3.3,11,2019,Grand Final
29,29,Jeremy Cameron,KEYF,13,11,2,5,76.9,4,0,8,72.7,5.5,10,2019,Grand Final
30,29,Tom J. Lynch,KEYF,13,9,4,6,76.9,4,0,6,66.7,2.3,10,2019,Grand Final
31,29,Jack Riewoldt,KEYF,13,11,2,3,69.2,2,1,8,72.7,5.5,9,2019,Grand Final
32,33,Liam Baker,DEF,12,6,6,1,83.3,3,2,6,100,1,10,2019,Grand Final
33,33,Harry Himmelberg,KEYF,12,9,3,2,58.3,3,0,6,66.7,3,7,2019,Grand Final
34,33,Sam J. Reid,DEF,12,5,7,0,66.7,2,1,2,40,0.7,8,2019,Grand Final
35,33,Daniel Rioli,FWD,12,6,6,5,83.3,1,1,5,83.3,1,10,2019,Grand Final
36,33,Matt de Boer,MID,12,6,6,0,66.7,6,0,4,66.7,1,8,2019,Grand Final
37,38,David Astbury,KEYD,11,9,2,0,90.9,2,4,8,88.9,4.5,10,2019,Grand Final
38,38,Shai Bolton,FWD,11,6,5,1,63.6,4,0,3,50,1.2,7,2019,Grand Final
39,38,Brandon Ellis,MID,11,5,6,1,81.8,3,0,4,80,0.8,9,2019,Grand Final
40,38,Adam Kennedy,DEF,11,5,6,2,81.8,0,0,3,60,0.8,9,2019,Grand Final
41,42,Shane Mumford,RUC,10,2,8,1,70,2,1,1,50,0.3,7,2019,Grand Final
42,43,Ivan Soldo,RUC,7,4,3,0,85.7,1,2,4,100,1.3,6,2019,Grand Final
43,44,Jeremy Finlayson,KEYF,1,1,0,0,100,1,0,1,100,0,1,2019,Grand Final
