,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Dan Hannebery,MID,34,12,22,2,73.5,2,2,7,63.6,0.5,24,2012,Preliminary Finals
1,1,Ryan O'Keefe,MID,34,20,14,3,55.9,4,1,8,40,1.4,19,2012,Preliminary Finals
2,3,Brad Sewell,MID,31,19,12,6,83.9,2,3,14,87.5,1.3,23,2012,Preliminary Finals
3,3,Scott Thompson,MID,31,14,17,3,71,8,2,8,57.1,0.8,22,2012,Preliminary Finals
4,5,Josh P. Kennedy,MID,30,13,17,5,66.7,7,1,6,46.2,0.8,20,2012,Preliminary Finals
5,5,Jarrad McVeigh,MID,30,18,12,4,73.3,1,2,11,61.1,1.5,22,2012,Preliminary Finals
6,5,Scott Pendlebury,MID,30,17,13,3,66.7,4,2,11,64.7,1.3,20,2012,Preliminary Finals
7,8,Sam Mitchell,MID,29,15,14,9,75.9,3,0,11,73.3,1.1,22,2012,Preliminary Finals
8,9,Patrick Dangerfield,MID,28,15,13,2,57.1,4,4,8,53.3,1.2,16,2012,Preliminary Finals
9,10,Dayne Beams,MID,27,12,15,3,55.6,2,2,5,41.7,0.8,15,2012,Preliminary Finals
10,10,Rhyce Shaw,DEF,27,23,4,3,66.7,5,6,14,60.9,5.8,18,2012,Preliminary Finals
11,12,Adam Goodes,FWD,26,22,4,5,50,4,1,10,47.6,5.3,12,2012,Preliminary Finals
12,12,Jason Porplyzia,FWD,26,19,7,6,46.2,3,4,9,47.4,2.7,12,2012,Preliminary Finals
13,12,Cyril Rioli,FWD,26,17,9,4,65.4,1,0,8,47.1,1.9,17,2012,Preliminary Finals
14,12,Dane Swan,MID,26,22,4,6,50,4,1,10,47.6,5.3,12,2012,Preliminary Finals
15,16,Kieren Jack,MID,25,11,14,3,60,4,0,3,27.3,0.8,15,2012,Preliminary Finals
16,17,Jarryd Blair,FWD,24,8,16,3,75,1,1,3,42.9,0.4,17,2012,Preliminary Finals
17,18,Luke Breust,FWD,23,12,11,6,56.5,7,0,4,33.3,1.1,13,2012,Preliminary Finals
18,18,Jordan Lewis,FWD,23,11,12,3,69.6,1,0,8,72.7,0.9,16,2012,Preliminary Finals
19,20,Ben Johnson,MID,22,18,4,4,59.1,7,4,8,47.1,4.3,12,2012,Preliminary Finals
20,21,Grant Birchall,DEF,21,15,6,5,71.4,2,1,9,60,2.5,15,2012,Preliminary Finals
21,21,Heritier Lumumba,DEF,21,16,5,1,76.2,4,3,12,75,3.2,16,2012,Preliminary Finals
22,21,Bernie Vince,MID,21,18,3,5,61.9,4,1,10,55.6,6,13,2012,Preliminary Finals
23,24,Lance Franklin,KEYF,20,11,9,4,55,6,0,5,45.5,1.2,11,2012,Preliminary Finals
24,24,Brent Reilly,DEF,20,17,3,0,80,1,6,14,82.4,5.7,16,2012,Preliminary Finals
25,24,Rory Sloane,MID,20,10,10,2,40,4,3,3,30,1,8,2012,Preliminary Finals
26,24,Dale Thomas,FWD,20,15,5,3,55,3,2,8,53.3,3,11,2012,Preliminary Finals
27,28,Richard Douglas,MID,19,9,10,2,73.7,1,3,6,66.7,0.9,14,2012,Preliminary Finals
28,28,David Mackay,MID,19,12,7,1,89.5,2,8,10,83.3,1.7,17,2012,Preliminary Finals
29,28,Isaac Smith,MID,19,7,12,6,78.9,2,0,5,71.4,0.6,15,2012,Preliminary Finals
30,28,Nathan Van Berlo,MID,19,9,10,6,84.2,2,0,6,66.7,0.9,16,2012,Preliminary Finals
31,28,Clinton Young,MID,19,15,4,9,68.4,3,2,9,60,3.8,13,2012,Preliminary Finals
32,33,Craig Bird,FWD,18,12,6,1,77.8,1,1,8,66.7,2,14,2012,Preliminary Finals
33,33,Jude Bolton,FWD,18,5,13,3,50,4,0,5,100,0.4,9,2012,Preliminary Finals
34,33,Heath Shaw,DEF,18,13,5,2,88.9,4,9,11,84.6,2.6,16,2012,Preliminary Finals
35,33,Liam Shiels,MID,18,10,8,3,77.8,3,0,7,70,1.3,14,2012,Preliminary Finals
36,33,Matthew Wright,FWD,18,9,9,0,72.2,1,3,4,44.4,1,13,2012,Preliminary Finals
37,38,Michael Doughty,DEF,17,10,7,1,88.2,2,2,8,80,1.4,15,2012,Preliminary Finals
38,38,Alex Fasolo,FWD,17,11,6,3,70.6,2,0,6,60,1.7,11,2012,Preliminary Finals
39,38,Jack Gunston,FWD,17,8,9,0,76.5,2,0,5,62.5,0.9,13,2012,Preliminary Finals
40,38,Brodie Smith,DEF,17,10,7,1,82.4,3,0,6,66.7,1.3,13,2012,Preliminary Finals
