,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Ryan O'Keefe,MID,37,26,11,4,70.3,6,4,16,61.5,2.4,26,2012,Finals Week 1
1,2,Josh P. Kennedy,MID,35,13,22,2,74.3,2,2,5,38.5,0.6,26,2012,Finals Week 1
2,3,Sam Mitchell,MID,33,20,13,5,81.8,2,1,13,72.2,1.4,25,2012,Finals Week 1
3,4,Brad Sewell,MID,32,17,15,8,50,4,2,7,41.2,1.1,16,2012,Finals Week 1
4,5,Scott Pendlebury,MID,31,15,16,4,71,2,4,6,42.9,0.9,21,2012,Finals Week 1
5,5,Andrew Swallow,MID,31,17,14,4,61.3,1,3,8,47.1,1.2,19,2012,Finals Week 1
6,7,Steele Sidebottom,MID,30,16,14,3,60,2,3,8,50,1.1,18,2012,Finals Week 1
7,7,Dane Swan,MID,30,20,10,8,66.7,3,3,12,63.2,1.9,19,2012,Finals Week 1
8,7,Jack Ziebell,MID,30,19,11,3,56.7,4,3,9,47.4,1.7,17,2012,Finals Week 1
9,10,Matthew Priddis,MID,29,9,20,5,75.9,3,3,6,66.7,0.5,22,2012,Finals Week 1
10,10,Scott Thompson,MID,29,19,10,8,51.7,6,2,10,55.6,1.8,14,2012,Finals Week 1
11,12,Dayne Beams,MID,28,15,13,5,71.4,2,1,9,60,1.2,20,2012,Finals Week 1
12,12,Daniel Kerr,MID,28,16,12,2,64.3,3,2,9,56.3,1.3,18,2012,Finals Week 1
13,12,Scott Selwood,MID,28,9,19,1,71.4,4,1,7,77.8,0.5,20,2012,Finals Week 1
14,12,Joel Selwood,MID,28,13,15,6,78.6,1,2,9,69.2,0.9,22,2012,Finals Week 1
15,16,Michael Barlow,MID,27,12,15,2,51.9,4,2,6,50,0.8,14,2012,Finals Week 1
16,16,Dan Hannebery,MID,27,10,17,3,55.6,7,1,3,30,0.6,15,2012,Finals Week 1
17,16,Rhyce Shaw,DEF,27,14,13,0,74.1,3,7,10,71.4,1.1,20,2012,Finals Week 1
18,19,Jimmy Bartel,MID,26,13,13,4,61.5,8,2,4,30.8,1,16,2012,Finals Week 1
19,19,Michael Doughty,DEF,26,13,13,2,80.8,5,2,10,76.9,1,21,2012,Finals Week 1
20,19,Corey Enright,DEF,26,15,11,5,69.2,1,2,10,66.7,1.4,18,2012,Finals Week 1
21,19,Andrew Gaff,MID,26,15,11,7,84.6,2,1,13,86.7,1.4,22,2012,Finals Week 1
22,23,Chris Masten,MID,25,16,9,5,76,3,1,12,75,1.8,19,2012,Finals Week 1
23,24,David Mackay,MID,24,15,9,3,66.7,2,4,8,53.3,1.7,16,2012,Finals Week 1
24,24,Rory Sloane,MID,24,15,9,3,66.7,3,3,9,60,1.7,16,2012,Finals Week 1
25,26,Andrew Embley,MID,23,22,1,11,82.6,4,0,17,81,21,18,2012,Finals Week 1
26,26,Brent Reilly,DEF,23,14,9,4,73.9,0,4,9,64.3,1.6,17,2012,Finals Week 1
27,26,Bernie Vince,MID,23,14,9,3,65.2,0,1,6,42.9,1.6,15,2012,Finals Week 1
28,29,Sam Butler,DEF,22,16,6,1,86.4,4,4,14,87.5,2.7,19,2012,Finals Week 1
29,29,Joel Corey,MID,22,10,12,2,68.2,1,2,6,66.7,0.8,14,2012,Finals Week 1
30,29,Ben Cunnington,MID,22,5,17,4,81.8,0,1,4,80,0.3,18,2012,Finals Week 1
31,29,Adam Goodes,FWD,22,13,9,7,81.8,1,1,10,76.9,1.4,18,2012,Finals Week 1
32,29,Jarrad McVeigh,MID,22,7,15,2,77.3,2,3,4,57.1,0.5,17,2012,Finals Week 1
33,29,Liam Shiels,MID,22,14,8,6,54.5,3,2,6,42.9,1.8,12,2012,Finals Week 1
34,29,Isaac Smith,MID,22,16,6,3,86.4,2,3,9,75,2,15,2012,Finals Week 1
35,36,Ryan Crowley,MID,21,11,10,2,85.7,4,1,7,87.5,0.8,15,2012,Finals Week 1
36,36,Patrick Dangerfield,MID,21,11,10,7,52.4,4,1,6,54.5,1.1,11,2012,Finals Week 1
37,36,Stephen Hill,MID,21,16,5,6,61.9,3,1,8,50,3.2,13,2012,Finals Week 1
38,36,Kieren Jack,MID,21,16,5,2,47.6,8,2,6,37.5,3.2,10,2012,Finals Week 1
39,36,Andrew Mackie,DEF,21,13,8,4,57.1,2,1,8,61.5,1.6,12,2012,Finals Week 1
40,36,Marty Mattner,DEF,21,17,4,2,76.2,2,1,13,76.5,4.3,16,2012,Finals Week 1
41,36,David Mundy,MID,21,16,5,7,57.1,2,1,9,56.3,3.2,12,2012,Finals Week 1
42,36,Luke Shuey,MID,21,14,7,6,61.9,3,0,7,50,2,13,2012,Finals Week 1
43,44,Paul Chapman,FWD,20,14,6,4,55,2,0,5,38.5,2.2,10,2012,Finals Week 1
44,44,Chris Dawes,KEYF,20,6,14,4,75,2,0,4,66.7,0.4,15,2012,Finals Week 1
45,44,Paul Duffield,DEF,20,16,4,2,85,6,6,13,81.3,4,17,2012,Finals Week 1
46,44,Nat Fyfe,MID,20,12,8,4,75,5,4,8,66.7,1.5,15,2012,Finals Week 1
47,44,Josh Gibson,KEYD,20,9,11,0,80,2,4,8,88.9,0.8,16,2012,Finals Week 1
48,44,Nick Malceski,DEF,20,16,4,0,90,1,6,14,87.5,4,18,2012,Finals Week 1
49,44,Ben Reid,KEYD,20,14,6,1,85,2,6,12,85.7,2.3,17,2012,Finals Week 1
50,44,Ted Richards,KEYD,20,11,9,0,80,1,7,8,72.7,1.2,16,2012,Finals Week 1
51,44,Brodie Smith,DEF,20,13,7,3,90,1,4,11,84.6,1.9,18,2012,Finals Week 1
52,53,Luke Breust,FWD,19,8,11,5,73.7,2,1,7,87.5,0.7,14,2012,Finals Week 1
53,53,Mitch Duncan,MID,19,11,8,4,47.4,0,1,7,63.6,1.4,9,2012,Finals Week 1
54,53,Scott D. Thompson,KEYD,19,13,6,0,63.2,4,10,8,61.5,2.2,12,2012,Finals Week 1
55,53,Matthew Wright,FWD,19,9,10,3,68.4,2,1,4,44.4,0.9,13,2012,Finals Week 1
56,57,Allen Christensen,FWD,18,10,8,0,72.2,1,0,6,60,1.3,13,2012,Finals Week 1
