,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Joel Selwood,MID,34,13,21,1,76.5,4,1,7,53.8,0.6,26,2017,Preliminary Finals
1,2,Rory Laird,DEF,32,20,12,1,90.6,2,6,19,95,1.7,29,2017,Preliminary Finals
2,3,Matt Crouch,MID,31,15,16,4,77.4,2,1,10,66.7,0.9,24,2017,Preliminary Finals
3,4,Brad Crouch,MID,29,17,12,5,65.5,6,0,9,52.9,1.4,19,2017,Preliminary Finals
4,5,Josh Kelly,MID,28,15,13,8,67.9,3,0,8,53.3,1.2,19,2017,Preliminary Finals
5,6,Jacob Hopper,MID,27,7,20,1,59.3,7,3,3,42.9,0.4,16,2017,Preliminary Finals
6,7,Trent Cotchin,MID,26,16,10,5,42.3,6,4,6,37.5,1.6,11,2017,Preliminary Finals
7,7,Steven Motlop,FWD,26,17,9,5,84.6,3,4,14,82.4,1.9,22,2017,Preliminary Finals
8,7,Adam Tomlinson,KEYD,26,16,10,2,65.4,7,1,11,68.8,1.6,17,2017,Preliminary Finals
9,10,Mitch Duncan,MID,25,14,11,3,60,3,2,9,64.3,1.3,15,2017,Preliminary Finals
10,10,Tom Scully,MID,25,14,11,6,72,3,1,9,64.3,1.3,18,2017,Preliminary Finals
11,10,Callan Ward,MID,25,18,7,7,72,3,2,11,61.1,2.6,18,2017,Preliminary Finals
12,13,Stephen Coniglio,MID,24,8,16,1,62.5,5,2,4,50,0.5,15,2017,Preliminary Finals
13,13,Patrick Dangerfield,MID,24,13,11,4,58.3,3,1,6,46.2,1.2,14,2017,Preliminary Finals
14,15,Kane Lambert,FWD,23,10,13,7,78.3,0,1,8,80,0.8,18,2017,Preliminary Finals
15,15,Sam Menegola,FWD,23,13,10,5,47.8,7,2,5,38.5,1.3,11,2017,Preliminary Finals
16,17,Rory Atkins,MID,22,18,4,5,68.2,3,5,11,61.1,4.5,15,2017,Preliminary Finals
17,17,Dion Prestia,MID,22,12,10,4,59.1,2,1,5,41.7,1.2,13,2017,Preliminary Finals
18,17,Heath Shaw,DEF,22,17,5,0,86.4,2,8,15,88.2,3.4,19,2017,Preliminary Finals
19,17,Zach Tuohy,DEF,22,14,8,2,72.7,2,2,9,64.3,1.8,16,2017,Preliminary Finals
20,21,Bachar Houli,DEF,21,15,6,4,71.4,1,4,9,60,2.5,15,2017,Preliminary Finals
21,21,Jonathon Patton,KEYF,21,11,10,2,61.9,3,1,6,54.5,1.1,13,2017,Preliminary Finals
22,21,Zac Williams,DEF,21,15,6,5,57.1,7,1,9,60,2.5,12,2017,Preliminary Finals
23,24,Nick Haynes,DEF,20,9,11,3,85,4,4,6,66.7,0.8,17,2017,Preliminary Finals
24,24,Tom Lynch,FWD,20,14,6,5,70,5,0,9,64.3,2.3,14,2017,Preliminary Finals
25,24,Dustin Martin,MID,20,13,7,1,65,4,0,6,46.2,1.9,13,2017,Preliminary Finals
26,24,Rory Sloane,MID,20,13,7,3,80,5,1,10,76.9,1.9,16,2017,Preliminary Finals
27,28,Charles Cameron,FWD,19,14,5,5,63.2,1,1,9,64.3,2.8,12,2017,Preliminary Finals
28,28,Richard Douglas,MID,19,14,5,2,68.4,3,1,9,64.3,2.8,13,2017,Preliminary Finals
29,28,Shane Edwards,FWD,19,9,10,3,68.4,3,3,6,66.7,0.9,13,2017,Preliminary Finals
30,28,Toby Greene,FWD,19,6,13,0,78.9,3,0,4,66.7,0.5,15,2017,Preliminary Finals
31,28,Andrew Mackie,DEF,19,9,10,0,68.4,4,0,7,77.8,0.9,13,2017,Preliminary Finals
32,28,Paul Seedsman,MID,19,13,6,4,89.5,2,0,11,84.6,2.2,17,2017,Preliminary Finals
33,28,Lachie Whitfield,MID,19,12,7,8,84.2,1,2,10,83.3,1.7,16,2017,Preliminary Finals
34,35,Jason Castagna,FWD,18,10,8,1,50,7,0,3,30,1.3,9,2017,Preliminary Finals
35,35,David Mackay,MID,18,10,8,0,88.9,3,2,8,80,1.3,16,2017,Preliminary Finals
36,37,Josh Jenkins,KEYF,17,15,2,4,64.7,3,1,9,60,7.5,11,2017,Preliminary Finals
37,37,Matt de Boer,FWD,17,4,13,2,88.2,1,0,3,75,0.3,15,2017,Preliminary Finals
38,39,Josh Caddy,FWD,16,9,7,3,68.8,3,1,5,55.6,1.3,11,2017,Preliminary Finals
39,39,Shaun Grigg,MID,16,8,8,4,62.5,2,1,4,50,1,10,2017,Preliminary Finals
40,39,Sam Jacobs,RUC,16,13,3,2,62.5,1,2,7,53.8,4.3,10,2017,Preliminary Finals
41,39,Jake Kolodjashnij,DEF,16,9,7,4,56.3,1,2,3,33.3,1.3,9,2017,Preliminary Finals
42,39,Alex Rance,KEYD,16,11,5,1,81.3,3,5,8,72.7,2.2,13,2017,Preliminary Finals
43,39,Taylor Walker,KEYF,16,11,5,5,68.8,1,0,7,63.6,2.2,11,2017,Preliminary Finals
44,45,Lachie Henderson,KEYD,15,10,5,1,86.7,2,3,8,80,2,13,2017,Preliminary Finals
45,45,Steve Johnson,FWD,15,5,10,1,66.7,6,0,2,40,0.5,10,2017,Preliminary Finals
46,45,Jake Lever,KEYD,15,12,3,0,93.3,2,4,11,91.7,4,14,2017,Preliminary Finals
47,45,Kamdyn McIntosh,MID,15,8,7,2,60,1,5,4,50,1.1,9,2017,Preliminary Finals
48,45,Tom Stewart,DEF,15,9,6,1,73.3,3,4,7,77.8,1.5,11,2017,Preliminary Finals
49,45,Tim Taranto,FWD,15,10,5,4,53.3,1,0,6,60,2,8,2017,Preliminary Finals
50,51,Jed Bews,DEF,14,8,6,2,50,3,0,2,25,1.3,7,2017,Preliminary Finals
51,51,Jack Graham,MID,14,8,6,3,78.6,3,1,5,62.5,1.3,11,2017,Preliminary Finals
