,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Rory Laird,DEF,42,29,13,7,73.8,9,8,20,69,2.2,31,2018,Round 2
1,2,Tom Mitchell,MID,40,21,19,9,62.5,6,0,11,52.4,1.1,25,2018,Round 2
2,3,Ed Curnow,MID,38,19,19,7,76.3,2,4,12,63.2,1,29,2018,Round 2
3,4,Jarryd Lyons,MID,36,27,9,10,61.1,4,4,14,51.9,3,22,2018,Round 2
4,5,Gary Ablett,MID,35,17,18,3,71.4,5,2,12,70.6,0.9,25,2018,Round 2
5,5,Clayton Oliver,MID,35,11,24,9,82.9,0,0,10,90.9,0.5,29,2018,Round 2
6,5,Ollie Wines,MID,35,18,17,3,62.9,3,2,8,44.4,1.1,22,2018,Round 2
7,8,Josh P. Kennedy,MID,33,16,17,7,54.5,8,1,8,50,0.9,18,2018,Round 2
8,9,Tom Phillips,MID,32,21,11,5,75,2,2,14,66.7,1.9,24,2018,Round 2
9,10,Patrick Dangerfield,FWD,31,16,15,4,64.5,0,1,8,50,1.1,20,2018,Round 2
10,10,Jack Macrae,MID,31,19,12,6,90.3,1,1,17,89.5,1.6,28,2018,Round 2
11,12,Connor Blakely,DEF,30,19,11,0,86.7,3,4,15,78.9,1.7,26,2018,Round 2
12,12,Toby McLean,FWD,30,14,16,3,76.7,0,3,10,71.4,0.9,23,2018,Round 2
13,12,Marc Murphy,MID,30,16,14,5,56.7,8,1,8,50,1.1,17,2018,Round 2
14,12,Scott Pendlebury,MID,30,11,19,6,83.3,4,0,7,63.6,0.6,25,2018,Round 2
15,12,Jimmy Webster,DEF,30,18,12,1,70,7,8,13,72.2,1.5,21,2018,Round 2
16,17,Nat Fyfe,MID,29,19,10,5,65.5,8,0,10,52.6,1.9,19,2018,Round 2
17,17,Shannon Hurn,DEF,29,22,7,2,89.7,0,7,20,90.9,3.1,26,2018,Round 2
18,17,Joel Selwood,MID,29,9,20,3,82.8,4,1,8,88.9,0.5,24,2018,Round 2
19,17,Kade Simpson,DEF,29,22,7,3,69,1,5,15,68.2,3.1,20,2018,Round 2
20,17,Callan Ward,MID,29,16,13,5,79.3,2,5,11,68.8,1.2,23,2018,Round 2
21,22,Cameron Ellis-Yolmen,MID,28,10,18,1,67.9,5,0,7,70,0.6,19,2018,Round 2
22,22,Bryce Gibbs,MID,28,20,8,7,71.4,3,3,13,65,2.5,20,2018,Round 2
23,22,Nathan Jones,MID,28,12,16,3,60.7,2,0,7,58.3,0.8,17,2018,Round 2
24,22,Jake Kelly,DEF,28,16,12,0,85.7,2,5,14,87.5,1.3,24,2018,Round 2
25,22,Jarrad McVeigh,DEF,28,18,10,4,71.4,5,3,11,61.1,1.8,20,2018,Round 2
26,22,Aaron Mullett,DEF,28,22,6,6,57.1,7,4,10,45.5,3.7,16,2018,Round 2
27,22,Lachie Neale,MID,28,14,14,3,67.9,2,1,9,64.3,1,19,2018,Round 2
28,22,Paul Seedsman,MID,28,15,13,4,82.1,2,0,11,73.3,1.2,23,2018,Round 2
29,30,David Armitage,FWD,27,11,16,2,66.7,2,2,2,18.2,0.7,18,2018,Round 2
30,30,Stephen Coniglio,MID,27,16,11,5,63,5,2,9,56.3,1.5,17,2018,Round 2
31,30,Andrew Gaff,MID,27,16,11,4,85.2,2,3,15,93.8,1.5,23,2018,Round 2
32,30,Jeremy Howe,DEF,27,19,8,3,74.1,5,11,13,68.4,2.4,20,2018,Round 2
33,30,Tim Kelly,FWD,27,20,7,7,66.7,6,2,12,60,2.9,18,2018,Round 2
