,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jarrad McVeigh,DEF,42,24,18,2,88.1,2,5,20,83.3,1.3,37,2013,Semi Finals
1,2,Dan Hannebery,MID,33,11,22,2,72.7,2,2,5,45.5,0.5,24,2013,Semi Finals
2,3,Heath Grundy,KEYD,32,15,17,2,81.3,4,1,11,73.3,0.9,26,2013,Semi Finals
3,4,Kieren Jack,MID,30,22,8,8,76.7,4,2,16,72.7,2.8,23,2013,Semi Finals
4,4,Ryan O'Keefe,MID,30,11,19,3,76.7,1,0,10,90.9,0.6,23,2013,Semi Finals
5,4,Andrew Walker,DEF,30,24,6,2,73.3,3,8,16,66.7,4,22,2013,Semi Finals
6,7,James Kelly,MID,28,11,17,3,64.3,2,0,7,63.6,0.6,18,2013,Semi Finals
7,7,Kade Simpson,DEF,28,20,8,0,78.6,3,4,16,80,2.5,22,2013,Semi Finals
8,7,Mathew Stokes,MID,28,10,18,4,82.1,1,1,9,90,0.6,23,2013,Semi Finals
9,10,Mitch Robinson,FWD,27,14,13,1,51.9,6,2,6,42.9,1.1,14,2013,Semi Finals
10,10,Joel Selwood,MID,27,10,17,4,77.8,1,2,7,70,0.6,21,2013,Semi Finals
11,12,Travis Boak,MID,26,9,17,3,73.1,1,1,6,66.7,0.5,19,2013,Semi Finals
12,13,Steve Johnson,MID,25,14,11,4,64,3,1,8,57.1,1.3,16,2013,Semi Finals
13,13,Steven Motlop,FWD,25,18,7,9,76,4,2,12,66.7,2.6,19,2013,Semi Finals
14,13,Marc Murphy,MID,25,17,8,2,56,5,0,9,52.9,2.1,14,2013,Semi Finals
15,16,Allen Christensen,FWD,24,14,10,5,62.5,2,1,8,57.1,1.4,15,2013,Semi Finals
16,16,Josh P. Kennedy,MID,24,9,15,3,87.5,1,1,8,88.9,0.6,21,2013,Semi Finals
17,18,Craig Bird,FWD,23,16,7,4,73.9,1,5,10,62.5,2.3,17,2013,Semi Finals
18,18,Matthew Broadbent,DEF,23,13,10,3,82.6,2,9,10,76.9,1.3,19,2013,Semi Finals
19,18,Ted Richards,KEYD,23,12,11,0,87,1,4,10,83.3,1.1,20,2013,Semi Finals
20,18,Chris Yarran,FWD,23,16,7,8,60.9,2,1,9,56.3,2.3,14,2013,Semi Finals
21,22,Bryce Gibbs,MID,22,15,7,9,59.1,3,0,8,53.3,2.1,13,2013,Semi Finals
22,22,Lachie Henderson,KEYD,22,16,6,4,72.7,3,8,10,62.5,2.7,16,2013,Semi Finals
23,22,Brock McLean,MID,22,13,9,6,40.9,5,1,3,23.1,1.4,9,2013,Semi Finals
24,22,Luke Parker,MID,22,12,10,2,68.2,2,0,8,66.7,1.2,15,2013,Semi Finals
25,26,Jimmy Bartel,DEF,21,12,9,1,76.2,1,3,9,75,1.3,16,2013,Semi Finals
26,26,Shane Biggs,DEF,21,11,10,0,66.7,3,4,5,45.5,1.1,14,2013,Semi Finals
27,26,Joel Corey,MID,21,10,11,7,61.9,5,0,5,50,0.9,13,2013,Semi Finals
28,26,Kane Cornes,MID,21,8,13,3,66.7,6,2,4,50,0.6,14,2013,Semi Finals
29,30,Paul Chapman,FWD,20,13,7,5,75,1,0,8,61.5,1.9,15,2013,Semi Finals
30,30,Dane Rampe,DEF,20,16,4,3,80,4,6,12,75,4,16,2013,Semi Finals
31,30,Nick Smith,DEF,20,12,8,5,75,3,2,7,58.3,1.5,15,2013,Semi Finals
32,30,Travis Varcoe,FWD,20,9,11,3,80,1,0,5,55.6,0.8,16,2013,Semi Finals
33,30,Jesse White,KEYF,20,8,12,4,75,0,2,6,75,0.7,15,2013,Semi Finals
34,35,Mitch Duncan,MID,19,10,9,2,73.7,2,1,6,60,1.1,14,2013,Semi Finals
35,35,Brad Ebert,MID,19,13,6,2,78.9,3,1,10,76.9,2.2,15,2013,Semi Finals
36,35,Hamish Hartlett,MID,19,12,7,2,73.7,2,1,7,58.3,1.7,14,2013,Semi Finals
37,35,Shane Mumford,RUC,19,4,15,4,89.5,2,0,3,75,0.3,17,2013,Semi Finals
38,35,Cameron O'Shea,DEF,19,11,8,0,73.7,5,5,8,72.7,1.4,14,2013,Semi Finals
39,35,Justin Westhoff,KEYF,19,16,3,2,89.5,2,2,14,87.5,5.3,17,2013,Semi Finals
40,35,Chad Wingard,FWD,19,9,10,1,73.7,1,1,6,66.7,0.9,14,2013,Semi Finals
41,42,Robbie Gray,FWD,18,11,7,7,66.7,5,1,6,54.5,1.6,12,2013,Semi Finals
42,42,Andrew Mackie,DEF,18,13,5,3,66.7,5,2,9,69.2,2.6,12,2013,Semi Finals
43,42,Andrew Moore,MID,18,11,7,1,50,3,3,4,36.4,1.6,9,2013,Semi Finals
44,42,Heath Scotland,DEF,18,13,5,3,83.3,1,6,12,92.3,2.6,15,2013,Semi Finals
45,46,Tom Logan,DEF,17,8,9,2,64.7,3,2,6,75,0.9,11,2013,Semi Finals
46,47,Tom Bell,MID,16,9,7,3,68.8,1,4,6,66.7,1.3,11,2013,Semi Finals
47,47,Andrejs Everitt,DEF,16,11,5,5,68.8,2,2,6,54.5,2.2,11,2013,Semi Finals
48,47,Angus Monfries,FWD,16,7,9,2,93.8,1,0,7,100,0.8,15,2013,Semi Finals
49,50,Harry Cunningham,DEF,15,8,7,2,93.3,0,1,7,87.5,1.1,14,2013,Semi Finals
50,50,Chris Judd,MID,15,8,7,2,53.3,1,1,4,50,1.1,8,2013,Semi Finals
51,50,Zach Tuohy,DEF,15,11,4,3,93.3,0,4,10,90.9,2.8,14,2013,Semi Finals
52,53,Nick Malceski,DEF,14,11,3,2,71.4,3,4,7,63.6,3.7,10,2013,Semi Finals
53,53,Ollie Wines,MID,14,7,7,0,50,2,1,2,28.6,1,7,2013,Semi Finals
54,55,Dom Cassisi,MID,13,10,3,3,69.2,2,3,7,70,3.3,9,2013,Semi Finals
55,55,Sam Colquhoun,MID,13,7,6,0,76.9,0,1,4,57.1,1.2,10,2013,Semi Finals
56,55,Josh Hunt,DEF,13,9,4,1,76.9,3,3,6,66.7,2.3,10,2013,Semi Finals
57,55,Tom Lonergan,KEYD,13,8,5,0,69.2,1,2,6,75,1.6,9,2013,Semi Finals
58,59,Jude Bolton,FWD,12,6,6,2,83.3,2,0,4,66.7,1,10,2013,Semi Finals
59,59,Alipate Carlile,KEYD,12,8,4,2,66.7,3,2,6,75,2,8,2013,Semi Finals
60,59,Cameron Guthrie,DEF,12,5,7,1,83.3,0,1,3,60,0.7,10,2013,Semi Finals
61,59,Andrew McInnes,DEF,12,9,3,0,50,1,1,3,33.3,3,6,2013,Semi Finals
62,59,Mike Pyke,RUC,12,9,3,4,41.7,5,0,3,33.3,3,5,2013,Semi Finals
63,59,Harry Taylor,KEYD,12,5,7,2,83.3,1,0,5,100,0.7,10,2013,Semi Finals
64,59,Jackson Trengove,KEYD,12,4,8,1,83.3,1,3,4,100,0.5,10,2013,Semi Finals
65,59,Jarrad Waite,KEYF,12,10,2,1,58.3,1,0,5,50,5,7,2013,Semi Finals
66,67,Tom Jonas,DEF,11,8,3,1,72.7,3,3,6,75,2.7,8,2013,Semi Finals
67,67,Jasper Pittard,DEF,11,4,7,2,90.9,1,2,4,100,0.6,10,2013,Semi Finals
68,69,Lewis Jetta,FWD,10,8,2,4,70,0,1,5,62.5,4,7,2013,Semi Finals
69,69,Nathan Vardy,RUC,10,5,5,3,60,1,0,4,80,1,6,2013,Semi Finals
