,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Lachie Neale,MID,37,17,20,4,83.8,4,3,14,82.4,0.9,31,2019,Finals Week 1
1,2,Luke Shuey,MID,35,23,12,10,68.6,5,2,13,56.5,1.9,24,2019,Finals Week 1
2,3,Andrew Gaff,MID,34,22,12,4,70.6,2,0,13,59.1,1.8,24,2019,Finals Week 1
3,4,Steele Sidebottom,MID,33,27,6,7,63.6,3,1,17,63,4.5,21,2019,Finals Week 1
4,5,Patrick Dangerfield,MID,32,17,15,7,68.8,4,3,13,76.5,1.1,22,2019,Finals Week 1
5,5,Jack Macrae,MID,32,14,18,3,81.3,5,3,10,71.4,0.8,26,2019,Finals Week 1
6,5,Dion Prestia,MID,32,15,17,5,62.5,11,4,7,46.7,0.9,20,2019,Finals Week 1
7,8,Dyson Heppell,MID,31,16,15,3,77.4,4,1,10,62.5,1.1,24,2019,Finals Week 1
8,9,Jacob Hopper,MID,30,13,17,4,60,5,0,4,30.8,0.8,18,2019,Finals Week 1
9,9,Andrew McGrath,MID,30,18,12,5,73.3,2,4,13,72.2,1.5,22,2019,Finals Week 1
10,9,Lachie Whitfield,FWD,30,21,9,7,56.7,3,2,10,47.6,2.3,17,2019,Finals Week 1
11,12,Shane Edwards,DEF,29,13,16,2,58.6,6,2,8,61.5,0.8,17,2019,Finals Week 1
12,12,Tom Phillips,MID,29,24,5,3,58.6,2,4,13,54.2,4.8,17,2019,Finals Week 1
13,12,Jack Redden,MID,29,15,14,4,82.8,6,2,11,73.3,1.1,24,2019,Finals Week 1
14,15,Tim Kelly,MID,28,14,14,7,46.4,5,2,5,35.7,1,13,2019,Finals Week 1
15,15,Dylan Shiel,MID,28,14,14,5,75,2,2,7,50,1,21,2019,Finals Week 1
16,15,Tim Taranto,MID,28,19,9,11,82.1,4,1,14,73.7,2.1,23,2019,Finals Week 1
17,15,Adam Treloar,MID,28,11,17,2,75,2,0,6,54.5,0.6,21,2019,Finals Week 1
18,19,Luke Hodge,DEF,27,22,5,3,77.8,4,5,17,77.3,4.4,21,2019,Finals Week 1
19,20,Taylor Adams,MID,26,16,10,3,50,6,2,7,43.8,1.6,13,2019,Finals Week 1
20,21,Jeremy Cameron,KEYF,25,17,8,2,60,2,1,10,58.8,2.1,15,2019,Finals Week 1
21,21,Heath Shaw,DEF,25,21,4,5,80,3,5,16,76.2,5.3,20,2019,Finals Week 1
22,23,Lachie Hunter,MID,24,10,14,3,75,2,2,6,60,0.7,18,2019,Finals Week 1
23,23,Patrick Lipinski,FWD,24,7,17,2,83.3,3,1,4,57.1,0.4,20,2019,Finals Week 1
24,23,Jarryd Lyons,MID,24,11,13,4,75,2,1,8,72.7,0.8,18,2019,Finals Week 1
25,23,Zach Merrett,MID,24,13,11,4,70.8,4,1,7,53.8,1.2,17,2019,Finals Week 1
26,23,Scott Pendlebury,MID,24,14,10,4,83.3,3,1,13,92.9,1.4,20,2019,Finals Week 1
27,28,Jeremy Howe,KEYD,23,19,4,1,73.9,3,10,14,73.7,4.8,17,2019,Finals Week 1
28,28,Hugh McCluggage,MID,23,11,12,4,78.3,2,1,7,63.6,0.9,18,2019,Finals Week 1
29,28,Tom Stewart,DEF,23,17,6,2,91.3,0,4,16,94.1,2.8,21,2019,Finals Week 1
30,28,Matthew Suckling,DEF,23,19,4,3,91.3,2,6,18,94.7,4.8,21,2019,Finals Week 1
31,32,Jamie Cripps,FWD,22,13,9,4,59.1,0,0,7,53.8,1.4,13,2019,Finals Week 1
32,32,Josh Kelly,MID,22,13,9,1,72.7,2,2,8,61.5,1.4,16,2019,Finals Week 1
33,32,Brandan Parfitt,FWD,22,14,8,2,59.1,5,1,6,42.9,1.8,13,2019,Finals Week 1
34,32,Mitch Robinson,MID,22,19,3,7,68.2,1,3,12,63.2,6.3,15,2019,Finals Week 1
35,32,Dom Sheed,MID,22,16,6,7,59.1,2,0,7,43.8,2.7,13,2019,Finals Week 1
36,32,Elliot Yeo,MID,22,18,4,10,59.1,7,1,9,50,4.5,13,2019,Finals Week 1
37,38,Jarrod Berry,MID,21,15,6,5,66.7,3,1,8,53.3,2.5,14,2019,Finals Week 1
38,38,Brent Daniels,FWD,21,12,9,8,76.2,3,1,8,66.7,1.3,16,2019,Finals Week 1
39,38,Brodie Grundy,RUC,21,11,10,1,71.4,4,1,5,45.5,1.1,15,2019,Finals Week 1
40,38,Chris Masten,MID,21,12,9,1,90.5,1,0,10,83.3,1.3,19,2019,Finals Week 1
41,38,Dayne Zorko,MID,21,16,5,9,57.1,5,2,9,56.3,3.2,12,2019,Finals Week 1
42,43,Josh Dunkley,MID,20,10,10,2,70,3,1,7,70,1,14,2019,Finals Week 1
43,43,Aaron Francis,KEYD,20,14,6,1,80,1,4,11,78.6,2.3,16,2019,Finals Week 1
44,43,Toby Greene,FWD,20,14,6,7,55,11,2,7,50,2.3,11,2019,Finals Week 1
45,43,Kane Lambert,FWD,20,12,8,5,40,5,3,3,25,1.5,8,2019,Finals Week 1
46,43,Zac Williams,DEF,20,11,9,5,75,1,0,6,54.5,1.2,15,2019,Finals Week 1
47,48,Tom Atkins,FWD,19,6,13,1,47.4,4,1,2,33.3,0.5,9,2019,Finals Week 1
48,48,Trent Cotchin,MID,19,12,7,4,63.2,3,1,9,75,1.7,12,2019,Finals Week 1
49,48,Lewis Jetta,DEF,19,14,5,1,84.2,3,3,12,85.7,2.8,16,2019,Finals Week 1
50,48,Chris Mayne,MID,19,8,11,1,84.2,1,0,6,75,0.7,16,2019,Finals Week 1
