,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Sam Mitchell,MID,38,22,16,8,71.1,2,2,12,54.5,1.4,27,2013,Preliminary Finals
1,2,Steve Johnson,MID,32,22,10,4,68.8,3,3,16,72.7,2.2,22,2013,Preliminary Finals
2,3,Jarrad McVeigh,DEF,30,16,14,4,66.7,4,2,10,62.5,1.1,20,2013,Preliminary Finals
3,4,Paul Duffield,DEF,29,26,3,3,69,2,3,17,65.4,8.7,20,2013,Preliminary Finals
4,4,David Mundy,MID,29,14,15,7,69,6,1,8,57.1,0.9,20,2013,Preliminary Finals
5,6,Grant Birchall,DEF,27,16,11,5,85.2,1,1,13,81.3,1.5,23,2013,Preliminary Finals
6,6,Nat Fyfe,MID,27,13,14,2,66.7,3,2,7,53.8,0.9,18,2013,Preliminary Finals
7,8,Danyle Pearce,MID,26,13,13,3,69.2,0,2,10,76.9,1,18,2013,Preliminary Finals
8,9,Brent Guerra,DEF,25,23,2,1,88,3,4,20,87,11.5,22,2013,Preliminary Finals
9,9,Luke Parker,MID,25,14,11,4,72,4,0,8,57.1,1.3,18,2013,Preliminary Finals
10,11,Michael Barlow,MID,24,12,12,1,75,4,1,9,75,1,18,2013,Preliminary Finals
11,11,Shaun Burgoyne,MID,24,16,8,3,79.2,2,2,12,75,2,19,2013,Preliminary Finals
12,11,Josh P. Kennedy,MID,24,8,16,3,62.5,1,1,4,50,0.5,15,2013,Preliminary Finals
13,14,Joel Selwood,MID,23,10,13,3,78.3,3,3,7,70,0.8,18,2013,Preliminary Finals
14,15,Ryan Crowley,MID,22,12,10,3,68.2,3,2,8,66.7,1.2,15,2013,Preliminary Finals
15,16,Heath Grundy,KEYD,21,12,9,1,57.1,0,3,4,33.3,1.3,12,2013,Preliminary Finals
16,16,Jack Gunston,FWD,21,12,9,3,81,2,0,9,75,1.3,17,2013,Preliminary Finals
17,16,Stephen Hill,MID,21,14,7,3,71.4,1,1,9,64.3,2,15,2013,Preliminary Finals
18,16,Mathew Stokes,MID,21,13,8,4,71.4,5,3,8,61.5,1.6,15,2013,Preliminary Finals
19,20,Michael Johnson,KEYD,20,17,3,4,75,1,3,14,82.4,5.7,15,2013,Preliminary Finals
20,20,Ben McGlynn,FWD,20,11,9,4,65,4,2,7,63.6,1.2,13,2013,Preliminary Finals
21,20,Jesse White,KEYF,20,12,8,1,60,3,0,6,50,1.5,12,2013,Preliminary Finals
22,23,Mitch Duncan,MID,19,13,6,3,52.6,7,7,6,46.2,2.2,10,2013,Preliminary Finals
23,23,Andrejs Everitt,DEF,19,9,10,3,89.5,0,3,8,88.9,0.9,17,2013,Preliminary Finals
24,23,Nick Malceski,DEF,19,14,5,4,78.9,2,2,10,71.4,2.8,15,2013,Preliminary Finals
25,26,Bradley Hill,MID,18,14,4,1,72.2,2,1,9,64.3,3.5,13,2013,Preliminary Finals
26,26,Tendai Mzungu,MID,18,10,8,2,72.2,2,0,6,60,1.3,13,2013,Preliminary Finals
27,26,Paul Puopolo,FWD,18,10,8,5,77.8,3,1,7,70,1.3,14,2013,Preliminary Finals
28,26,Ted Richards,KEYD,18,8,10,3,88.9,0,3,8,100,0.8,16,2013,Preliminary Finals
29,26,Isaac Smith,MID,18,14,4,4,77.8,2,0,11,78.6,3.5,14,2013,Preliminary Finals
30,31,Josh Gibson,KEYD,17,11,6,2,82.4,2,1,9,81.8,1.8,14,2013,Preliminary Finals
31,31,Chris Mayne,FWD,17,5,12,2,52.9,2,0,3,60,0.4,9,2013,Preliminary Finals
32,31,Ryan O'Keefe,MID,17,10,7,0,41.2,6,2,4,40,1.4,7,2013,Preliminary Finals
33,31,Cam Sutcliffe,DEF,17,12,5,3,76.5,2,2,8,66.7,2.4,13,2013,Preliminary Finals
34,35,Jimmy Bartel,DEF,16,8,8,1,75,3,2,4,50,1,12,2013,Preliminary Finals
35,35,Luke Breust,FWD,16,11,5,3,50,0,0,5,45.5,2.2,8,2013,Preliminary Finals
36,35,Allen Christensen,FWD,16,10,6,4,37.5,6,0,3,30,1.7,6,2013,Preliminary Finals
37,35,Joel Corey,MID,16,7,9,2,81.3,6,1,6,85.7,0.8,13,2013,Preliminary Finals
38,35,Lance Franklin,KEYF,16,10,6,6,68.8,3,0,6,60,1.7,11,2013,Preliminary Finals
39,35,Dane Rampe,DEF,16,8,8,0,93.8,1,1,7,87.5,1,15,2013,Preliminary Finals
40,35,Cyril Rioli,FWD,16,9,7,3,62.5,1,0,6,66.7,1.3,10,2013,Preliminary Finals
41,35,Brad Sewell,MID,16,6,10,2,68.8,3,0,5,83.3,0.6,11,2013,Preliminary Finals
42,35,Nick Smith,DEF,16,8,8,1,68.8,3,0,7,87.5,1,11,2013,Preliminary Finals
43,44,Shane Biggs,DEF,15,6,9,0,73.3,4,1,4,66.7,0.7,11,2013,Preliminary Finals
44,44,David Hale,RUC,15,8,7,4,73.3,1,2,5,62.5,1.1,11,2013,Preliminary Finals
45,44,Luke Hodge,DEF,15,12,3,2,60,4,2,7,58.3,4,9,2013,Preliminary Finals
46,44,Brian Lake,KEYD,15,7,8,0,73.3,2,3,4,57.1,0.9,11,2013,Preliminary Finals
47,44,Luke McPharlin,KEYD,15,11,4,0,86.7,3,2,10,90.9,2.8,13,2013,Preliminary Finals
48,44,Matthew Pavlich,KEYF,15,6,9,3,60,2,0,2,33.3,0.7,9,2013,Preliminary Finals
49,44,Liam Shiels,MID,15,8,7,1,60,1,0,3,37.5,1.1,9,2013,Preliminary Finals
50,51,Dan Hannebery,MID,14,9,5,1,64.3,2,0,6,66.7,1.8,9,2013,Preliminary Finals
51,51,Jordan Lewis,MID,14,9,5,5,50,5,0,5,55.6,1.8,7,2013,Preliminary Finals
52,51,Steven Motlop,FWD,14,9,5,3,85.7,2,1,8,88.9,1.8,12,2013,Preliminary Finals
53,51,Lee Spurr,DEF,14,8,6,0,78.6,2,2,6,75,1.3,11,2013,Preliminary Finals
54,51,Nicholas Suban,MID,14,11,3,2,71.4,4,1,8,72.7,3.7,10,2013,Preliminary Finals
55,51,Michael Walters,FWD,14,13,1,0,71.4,2,0,9,69.2,13,10,2013,Preliminary Finals
56,57,Hayden Ballantyne,FWD,13,8,5,0,53.8,3,1,2,25,1.6,7,2013,Preliminary Finals
57,57,Harry Cunningham,DEF,13,5,8,0,76.9,0,0,4,80,0.6,10,2013,Preliminary Finals
58,57,Andrew Mackie,DEF,13,9,4,1,46.2,4,3,4,44.4,2.3,6,2013,Preliminary Finals
59,57,Aaron Sandilands,RUC,13,2,11,1,92.3,2,0,1,50,0.2,12,2013,Preliminary Finals
60,57,Harry Taylor,KEYD,13,7,6,1,76.9,0,2,5,71.4,1.2,10,2013,Preliminary Finals
61,62,Josh Caddy,MID,12,8,4,2,58.3,2,0,4,50,2,7,2013,Preliminary Finals
62,62,Zac Clarke,RUC,12,4,8,2,66.7,2,0,1,25,0.5,8,2013,Preliminary Finals
63,62,James Kelly,MID,12,6,6,2,75,4,1,5,83.3,1,9,2013,Preliminary Finals
64,62,Mike Pyke,RUC,12,4,8,0,66.7,1,0,1,25,0.5,8,2013,Preliminary Finals
65,66,Max Bailey,RUC,11,7,4,3,54.5,0,0,2,28.6,1.8,6,2013,Preliminary Finals
66,66,Kieren Jack,MID,11,5,6,2,72.7,2,1,5,100,0.8,8,2013,Preliminary Finals
