,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Gary Ablett,MID,53,31,22,4,69.8,10,7,17,54.8,1.4,37,2012,Round 10
1,2,Jude Bolton,FWD,42,20,22,4,78.6,2,0,11,57.9,0.9,32,2012,Round 10
2,3,Kieren Jack,MID,36,24,12,7,69.4,4,0,12,54.5,1.8,23,2012,Round 10
3,3,Sam Mitchell,MID,36,20,16,8,86.1,4,1,14,73.7,1.2,30,2012,Round 10
4,5,Dan Hannebery,MID,35,20,15,6,77.1,3,2,16,80,1.3,27,2012,Round 10
5,6,Matthew Broadbent,MID,34,28,6,7,67.6,5,2,15,60,4.2,20,2012,Round 10
6,7,James Kelly,MID,33,22,11,4,69.7,3,4,14,66.7,1.9,22,2012,Round 10
7,7,Rory Sloane,MID,33,19,14,5,72.7,3,3,12,63.2,1.4,24,2012,Round 10
8,9,Jimmy Bartel,MID,32,19,13,7,81.3,3,0,15,78.9,1.5,26,2012,Round 10
9,9,Dayne Beams,MID,32,12,20,2,78.1,4,2,7,58.3,0.6,25,2012,Round 10
10,9,Patrick Dangerfield,MID,32,20,12,4,68.8,3,2,11,55,1.7,22,2012,Round 10
11,9,Dale Thomas,FWD,32,18,14,3,68.8,2,0,9,50,1.3,22,2012,Round 10
12,9,Jobe Watson,MID,32,14,18,4,68.8,1,5,11,78.6,0.8,22,2012,Round 10
13,14,Rhyce Shaw,DEF,30,20,10,6,76.7,1,8,14,70,2,23,2012,Round 10
14,14,David Zaharakis,MID,30,18,12,6,66.7,4,5,8,44.4,1.5,20,2012,Round 10
15,16,Grant Birchall,DEF,29,14,15,3,86.2,1,1,12,92.3,0.9,24,2012,Round 10
16,16,Matthew Boyd,MID,29,27,2,8,51.7,3,2,13,48.1,13.5,15,2012,Round 10
17,16,Trent Cotchin,MID,29,14,15,5,62.1,2,0,5,35.7,0.9,18,2012,Round 10
18,16,Brett Deledio,MID,29,16,13,8,72.4,1,3,9,56.3,1.2,21,2012,Round 10
19,16,Alan Didak,FWD,29,21,8,5,69,6,1,13,61.9,2.6,20,2012,Round 10
20,21,Jed Adcock,DEF,28,15,13,1,82.1,3,3,11,73.3,1.2,23,2012,Round 10
21,21,Harley Bennell,MID,28,13,15,2,60.7,2,1,5,38.5,0.9,17,2012,Round 10
22,21,Adam Cooney,MID,28,15,13,2,60.7,2,3,5,41.7,0.9,14,2012,Round 10
23,21,Kane Cornes,MID,28,15,13,1,67.9,0,3,9,60,1.2,19,2012,Round 10
24,21,Josh P. Kennedy,MID,28,10,18,0,67.9,6,2,3,30,0.6,19,2012,Round 10
25,26,Stephen Coniglio,MID,27,22,5,4,59.3,3,2,13,59.1,4.4,16,2012,Round 10
26,26,David Ellard,MID,27,18,9,2,59.3,3,5,11,61.1,2,16,2012,Round 10
27,26,Ryan Griffen,MID,27,19,8,6,51.9,4,4,8,44.4,2.3,13,2012,Round 10
28,26,Nathan Jones,MID,27,16,11,5,81.5,3,2,12,80,1.4,21,2012,Round 10
29,26,Chris Masten,MID,27,14,13,4,66.7,5,3,9,64.3,1.1,18,2012,Round 10
30,26,Matthew Priddis,MID,27,11,16,3,63,2,1,5,45.5,0.7,17,2012,Round 10
31,26,Tom Rockliff,MID,27,9,18,5,59.3,4,2,4,44.4,0.5,16,2012,Round 10
32,26,Sharrod Wellingham,FWD,27,19,8,6,59.3,1,1,10,52.6,2.4,16,2012,Round 10
33,34,Michael Barlow,MID,26,14,12,4,53.8,5,2,6,42.9,1.2,14,2012,Round 10
34,34,Paul Chapman,FWD,26,14,12,2,76.9,0,3,10,71.4,1.2,20,2012,Round 10
35,34,Josh Drummond,DEF,26,20,6,4,76.9,1,8,17,85,3.3,20,2012,Round 10
36,34,Shaun Grigg,MID,26,14,12,6,84.6,1,1,10,71.4,1.2,22,2012,Round 10
37,34,Jack Grimes,MID,26,21,5,4,84.6,1,3,18,85.7,4.2,22,2012,Round 10
38,34,Hamish Hartlett,MID,26,16,10,8,65.4,1,2,10,62.5,1.6,17,2012,Round 10
39,34,Dustin Martin,FWD,26,12,14,3,73.1,5,1,5,41.7,0.9,19,2012,Round 10
40,34,Ryan O'Keefe,MID,26,15,11,6,73.1,2,6,9,64.3,1.3,18,2012,Round 10
41,34,Matt Rosa,MID,26,18,8,6,61.5,1,3,8,44.4,2.3,16,2012,Round 10
42,43,Simon Buckley,DEF,25,17,8,1,80,2,2,13,76.5,2.1,20,2012,Round 10
43,43,Courtenay Dempsey,DEF,25,19,6,6,52,7,2,10,52.6,3.2,13,2012,Round 10
44,43,Sam Gilbert,DEF,25,10,15,4,84,4,3,8,80,0.7,21,2012,Round 10
45,43,Brendon Goddard,DEF,25,17,8,4,84,3,3,14,82.4,2.1,21,2012,Round 10
46,43,Steve Johnson,FWD,25,19,6,7,60,4,0,12,63.2,3.2,15,2012,Round 10
47,43,Jarrad McVeigh,MID,25,16,9,5,80,2,2,9,64.3,1.6,18,2012,Round 10
48,43,Brent Moloney,MID,25,16,9,10,84,6,0,10,71.4,1.6,19,2012,Round 10
49,43,Steele Sidebottom,MID,25,12,13,0,80,3,1,9,81.8,0.8,20,2012,Round 10
50,43,Thomas Swift,MID,25,10,15,2,64,2,2,6,60,0.7,16,2012,Round 10
51,43,Jack Watts,DEF,25,16,9,0,88,3,7,13,86.7,1.7,21,2012,Round 10
52,43,Brendan Whitecross,FWD,25,24,1,5,64,3,0,13,59.1,22,14,2012,Round 10
53,43,Matt de Boer,FWD,25,9,16,2,72,3,0,4,44.4,0.6,18,2012,Round 10
54,55,Jarryd Blair,FWD,24,9,15,4,70.8,4,1,5,55.6,0.6,17,2012,Round 10
55,55,Greg Broughton,DEF,24,12,12,5,79.2,1,0,9,75,1,19,2012,Round 10
56,55,Ricky Dyson,DEF,24,15,9,3,54.2,4,3,6,40,1.7,13,2012,Round 10
57,55,Andrew Gaff,MID,24,16,8,4,91.7,0,3,14,87.5,2,22,2012,Round 10
58,55,Brent Guerra,DEF,24,17,7,2,66.7,1,1,12,70.6,2.4,16,2012,Round 10
59,55,Lenny Hayes,MID,24,8,16,2,87.5,0,1,7,87.5,0.5,21,2012,Round 10
60,55,Jeremy Howe,FWD,24,14,10,2,70.8,3,2,8,57.1,1.4,17,2012,Round 10
61,55,Garrick Ibbotson,DEF,24,17,7,2,70.8,2,4,13,76.5,2.4,17,2012,Round 10
62,55,Sam Iles,DEF,24,17,7,3,58.3,3,3,8,47.1,2.4,14,2012,Round 10
63,55,Michael Johnson,KEYD,24,17,7,1,79.2,5,6,13,76.5,2.4,19,2012,Round 10
64,55,Chris Judd,MID,24,13,11,4,45.8,1,3,5,41.7,1.1,10,2012,Round 10
65,55,Luke McPharlin,KEYD,24,11,13,0,87.5,2,4,9,81.8,0.8,21,2012,Round 10
66,55,Ted Richards,KEYD,24,16,8,4,70.8,5,2,12,80,1.9,16,2012,Round 10
67,55,Heath Scotland,MID,24,14,10,4,54.2,6,4,5,35.7,1.4,13,2012,Round 10
68,55,Scott Selwood,MID,24,11,13,4,83.3,2,0,6,66.7,0.7,18,2012,Round 10
69,55,Shane Tuck,MID,24,9,15,2,79.2,1,0,8,88.9,0.6,19,2012,Round 10
70,55,Nathan Van Berlo,MID,24,18,6,8,54.2,5,1,7,38.9,3,13,2012,Round 10
71,55,Mitch Wallis,MID,24,8,16,1,70.8,3,1,4,57.1,0.4,16,2012,Round 10
72,73,David Armitage,MID,23,16,7,4,69.6,1,2,9,60,2.1,15,2012,Round 10
73,73,Lance Franklin,KEYF,23,22,1,4,69.6,4,0,15,68.2,22,16,2012,Round 10
74,73,Andrew Mackie,DEF,23,20,3,2,82.6,0,1,17,85,6.7,20,2012,Round 10
75,73,Brent Stanton,MID,23,19,4,4,60.9,3,3,10,52.6,4.8,14,2012,Round 10
76,73,Callan Ward,MID,23,14,9,4,69.6,2,1,9,64.3,1.6,16,2012,Round 10
77,73,Cameron Wood,RUC,23,11,12,2,56.5,4,3,5,45.5,0.9,13,2012,Round 10
78,79,Jake Batchelor,DEF,22,12,10,2,72.7,2,3,8,66.7,1.2,16,2012,Round 10
79,79,Nick Dal Santo,MID,22,16,6,3,68.2,1,3,11,68.8,2.7,15,2012,Round 10
80,79,Jason Gram,DEF,22,11,11,4,77.3,2,2,7,63.6,1,17,2012,Round 10
81,79,Alex Johnson,DEF,22,10,12,0,81.8,2,5,8,80,0.8,18,2012,Round 10
82,79,Daniel Nicholson,DEF,22,10,12,3,68.2,1,1,5,50,0.8,15,2012,Round 10
83,79,Jack Trengove,MID,22,10,12,4,72.7,2,3,5,50,0.8,16,2012,Round 10
84,79,Bernie Vince,MID,22,14,8,3,59.1,5,3,8,57.1,1.8,13,2012,Round 10
85,79,Daniel Wells,MID,22,16,6,4,72.7,1,0,10,62.5,2.7,16,2012,Round 10
86,87,Martin Clarke,DEF,21,14,7,1,90.5,2,5,12,92.3,1.9,18,2012,Round 10
87,87,Richard Douglas,MID,21,16,5,4,66.7,3,3,10,62.5,3.2,14,2012,Round 10
88,87,Alex Fasolo,FWD,21,13,8,5,71.4,2,0,9,69.2,1.6,16,2012,Round 10
89,87,Todd Goldstein,RUC,21,14,7,0,81,1,2,9,75,1.7,15,2012,Round 10
90,87,Shaun Higgins,FWD,21,11,10,4,61.9,4,2,5,55.6,0.9,11,2012,Round 10
91,87,Stephen Hill,MID,21,15,6,5,57.1,2,2,7,50,2.3,11,2012,Round 10
92,87,Ryan Lester,DEF,21,12,9,1,42.9,3,2,7,58.3,1.3,9,2012,Round 10
93,87,Trent McKenzie,DEF,21,16,5,4,76.2,3,4,11,68.8,3.2,16,2012,Round 10
94,87,Brock McLean,MID,21,11,10,2,61.9,4,2,6,54.5,1.1,13,2012,Round 10
95,87,Leigh Montagna,MID,21,13,8,5,66.7,0,2,8,61.5,1.6,14,2012,Round 10
96,87,Danyle Pearce,MID,21,20,1,3,85.7,2,5,15,83.3,18,16,2012,Round 10
97,87,Liam Picken,MID,21,9,12,2,61.9,0,2,5,55.6,0.8,13,2012,Round 10
98,87,Jack Redden,MID,21,11,10,6,81,5,0,9,81.8,1.1,17,2012,Round 10
99,87,Daniel Rich,MID,21,14,7,2,66.7,5,2,8,57.1,2,14,2012,Round 10
100,87,Ryan Schoenmakers,KEYD,21,12,9,2,81,2,4,10,83.3,1.3,17,2012,Round 10
101,87,Brad Sewell,MID,21,12,9,2,71.4,2,2,8,66.7,1.3,15,2012,Round 10
102,87,Dylan Shiel,MID,21,11,10,5,71.4,2,2,8,72.7,1.1,15,2012,Round 10
103,87,Beau Waters,DEF,21,15,6,1,85.7,4,4,13,86.7,2.5,18,2012,Round 10
104,105,Brad Ebert,MID,20,12,8,4,60,1,1,6,50,1.5,12,2012,Round 10
105,105,Nathan Foley,MID,20,8,12,1,80,0,3,6,75,0.7,16,2012,Round 10
106,105,Colin Garland,DEF,20,15,5,4,65,5,1,9,60,3,13,2012,Round 10
107,105,Bryce Gibbs,MID,20,14,6,1,55,3,3,7,53.8,2.2,10,2012,Round 10
108,105,Mitch Golby,DEF,20,15,5,5,80,0,1,12,80,3,16,2012,Round 10
109,105,Toby Greene,MID,20,9,11,0,65,5,1,3,33.3,0.8,13,2012,Round 10
110,105,Heath Grundy,KEYD,20,16,4,1,95,1,9,14,93.3,3.8,18,2012,Round 10
111,105,Ben Howlett,MID,20,11,9,5,55,4,1,7,63.6,1.2,11,2012,Round 10
112,105,Shannon Hurn,DEF,20,17,3,4,60,1,1,10,58.8,5.7,13,2012,Round 10
113,105,Ivan Maric,RUC,20,8,12,2,70,6,1,3,37.5,0.7,14,2012,Round 10
114,105,Steven Morris,DEF,20,11,9,0,85,1,3,9,81.8,1.2,17,2012,Round 10
115,105,Tendai Mzungu,MID,20,9,11,1,65,3,0,3,33.3,0.8,13,2012,Round 10
116,105,Clancee Pearce,MID,20,12,8,4,75,3,2,9,75,1.5,15,2012,Round 10
117,105,Jared Petrenko,FWD,20,11,9,2,50,2,1,5,50,1.1,9,2012,Round 10
118,105,Jack Riewoldt,KEYF,20,15,5,2,75,0,0,10,66.7,3,15,2012,Round 10
119,105,Jared Rivers,KEYD,20,14,6,0,70,3,5,9,64.3,2.3,14,2012,Round 10
120,105,Tom Scully,MID,20,9,11,3,65,8,1,5,55.6,0.8,13,2012,Round 10
121,105,Danny Stanley,DEF,20,13,7,1,80,2,2,11,84.6,1.9,16,2012,Round 10
122,105,Matthew Suckling,DEF,20,14,6,6,70,1,2,9,64.3,2.3,14,2012,Round 10
123,105,Matthew Wright,FWD,20,10,10,3,75,1,0,8,80,1,15,2012,Round 10
124,125,Travis Cloke,KEYF,19,15,4,3,52.6,4,0,6,40,3.8,10,2012,Round 10
125,125,Reece Conca,MID,19,9,10,2,94.7,2,0,9,100,0.9,18,2012,Round 10
126,125,Brett Ebert,FWD,19,13,6,4,78.9,3,0,8,66.7,2,14,2012,Round 10
127,125,Tom Hickey,RUC,19,9,10,1,68.4,2,0,5,55.6,0.9,13,2012,Round 10
128,125,Ben Hudson,RUC,19,5,14,2,78.9,3,1,3,60,0.4,15,2012,Round 10
