,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Dane Swan,MID,42,23,19,1,81,5,3,18,78.3,1.2,34,2012,Round 11
1,2,Dayne Beams,MID,37,20,17,7,73,1,2,12,60,1.2,27,2012,Round 11
2,3,Steele Sidebottom,MID,36,21,15,5,72.2,1,2,13,61.9,1.4,26,2012,Round 11
3,4,Brad Sewell,MID,33,18,15,8,75.8,2,2,11,61.1,1.2,25,2012,Round 11
4,5,Nathan Jones,MID,32,17,15,5,81.3,1,5,12,75,1.1,25,2012,Round 11
5,5,Jobe Watson,MID,32,22,10,8,56.3,3,4,10,45.5,2.2,18,2012,Round 11
6,7,Trent Cotchin,MID,31,23,8,4,61.3,6,2,11,50,2.8,18,2012,Round 11
7,7,Kade Simpson,MID,31,23,8,7,64.5,5,6,14,60.9,2.9,20,2012,Round 11
8,9,Jason Gram,DEF,30,16,14,4,90,1,1,13,81.3,1.1,27,2012,Round 11
9,9,Matt de Boer,FWD,30,15,15,3,80,3,2,11,78.6,0.9,23,2012,Round 11
10,11,Kane Cornes,MID,29,19,10,5,82.8,4,4,15,78.9,1.9,24,2012,Round 11
11,11,Shane Tuck,MID,29,15,14,4,69,2,3,9,60,1.1,20,2012,Round 11
12,13,David Armitage,MID,28,18,10,6,82.1,1,3,12,70.6,1.7,22,2012,Round 11
13,13,Jude Bolton,FWD,28,4,24,1,82.1,2,1,3,75,0.2,23,2012,Round 11
14,13,Joel Selwood,MID,28,17,11,8,71.4,1,2,10,62.5,1.5,19,2012,Round 11
15,16,Jarryd Blair,FWD,27,11,16,5,81.5,3,0,9,81.8,0.7,22,2012,Round 11
16,16,Sam Iles,DEF,27,15,12,2,77.8,4,6,13,86.7,1.3,21,2012,Round 11
17,16,Josh P. Kennedy,MID,27,13,14,5,74.1,3,5,9,75,0.9,19,2012,Round 11
18,16,Brock McLean,MID,27,10,17,1,74.1,5,1,8,80,0.6,20,2012,Round 11
19,16,Ryan O'Keefe,MID,27,13,14,1,85.2,3,5,11,84.6,0.9,23,2012,Round 11
20,21,Grant Birchall,DEF,26,13,13,3,80.8,3,2,10,76.9,1,21,2012,Round 11
21,21,Matthew Broadbent,MID,26,17,9,4,65.4,3,1,8,50,1.8,16,2012,Round 11
22,21,Paul Chapman,FWD,26,20,6,7,73.1,4,4,13,72.2,3,17,2012,Round 11
23,21,Danny Stanley,DEF,26,13,13,2,69.2,5,4,8,61.5,1,18,2012,Round 11
24,25,Michael Barlow,MID,25,16,9,3,52,4,5,8,53.3,1.7,12,2012,Round 11
25,25,Nick Dal Santo,MID,25,10,15,3,76,2,1,4,40,0.7,19,2012,Round 11
26,25,Jack Grimes,MID,25,21,4,8,64,1,2,12,57.1,5.3,16,2012,Round 11
27,25,Chris Judd,MID,25,15,10,11,68,1,1,8,53.3,1.5,17,2012,Round 11
28,25,Jarrad McVeigh,MID,25,10,15,4,72,1,4,6,60,0.7,18,2012,Round 11
29,25,Sam Mitchell,MID,25,13,12,3,72,5,3,7,53.8,1.1,18,2012,Round 11
30,25,Andrew Walker,FWD,25,10,15,5,80,2,1,6,60,0.7,20,2012,Round 11
31,32,Tony Armstrong,DEF,24,12,12,3,54.2,3,3,5,41.7,1,13,2012,Round 11
32,32,Craig Bird,FWD,24,10,14,1,79.2,4,3,8,80,0.7,19,2012,Round 11
33,32,Mitch Duncan,MID,24,13,11,4,70.8,2,0,6,46.2,1.2,17,2012,Round 11
34,32,Josh Gibson,KEYD,24,13,11,2,91.7,1,3,12,92.3,1.2,22,2012,Round 11
35,32,Shaun Grigg,MID,24,16,8,6,50,2,1,9,56.3,2,12,2012,Round 11
36,32,Stephen Hill,MID,24,15,9,5,54.2,1,0,6,40,1.7,13,2012,Round 11
37,32,Michael Johnson,KEYD,24,17,7,0,83.3,3,7,12,75,2.3,19,2012,Round 11
38,32,Leigh Montagna,MID,24,19,5,4,62.5,4,4,11,57.9,3.8,15,2012,Round 11
39,40,Sean Dempster,DEF,23,13,10,2,87,0,2,11,84.6,1.3,20,2012,Round 11
40,40,Brad Ebert,MID,23,16,7,5,78.3,5,1,11,68.8,2.3,18,2012,Round 11
41,40,Brendon Goddard,DEF,23,12,11,9,91.3,1,1,10,83.3,1.1,21,2012,Round 11
42,40,Heath Grundy,KEYD,23,16,7,1,87,4,9,14,87.5,2.3,20,2012,Round 11
43,40,Lenny Hayes,MID,23,13,10,4,65.2,5,1,5,38.5,1.3,15,2012,Round 11
44,40,Cale Hooker,KEYD,23,13,10,3,60.9,5,4,5,38.5,1.3,14,2012,Round 11
45,40,Ben Howlett,MID,23,15,8,7,47.8,6,3,5,33.3,1.9,11,2012,Round 11
46,40,Chris Mayne,FWD,23,13,10,1,69.6,3,1,7,70,1,13,2012,Round 11
47,40,Mitch Robinson,FWD,23,7,16,1,69.6,4,2,4,57.1,0.4,16,2012,Round 11
48,40,Rhyce Shaw,DEF,23,21,2,2,73.9,3,8,15,71.4,10.5,17,2012,Round 11
49,40,Mathew Stokes,FWD,23,5,18,1,78.3,1,0,4,80,0.3,18,2012,Round 11
50,51,Dennis Armfield,FWD,22,11,11,6,90.9,2,2,10,90.9,1,20,2012,Round 11
51,51,Dyson Heppell,DEF,22,13,9,3,59.1,5,4,8,61.5,1.4,13,2012,Round 11
52,51,Bachar Houli,DEF,22,13,9,2,81.8,3,2,8,72.7,1.2,16,2012,Round 11
53,51,Daniel Jackson,MID,22,14,8,4,59.1,3,0,6,50,1.5,11,2012,Round 11
