,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Macrae,MID,43,29,14,7,69.8,0,1,20,69,2.1,30,2014,Round 17
1,2,Patrick Dangerfield,MID,41,14,27,7,68.3,2,4,9,64.3,0.5,28,2014,Round 17
2,2,Josh P. Kennedy,MID,41,18,23,5,58.5,5,0,7,38.9,0.8,24,2014,Round 17
3,4,Brad Crouch,MID,40,11,29,5,67.5,5,3,6,54.5,0.4,27,2014,Round 17
4,5,Travis Boak,MID,39,13,26,5,71.8,2,3,9,69.2,0.5,28,2014,Round 17
5,6,Toby Greene,MID,35,15,20,3,85.7,4,2,11,73.3,0.8,30,2014,Round 17
6,7,Brodie Smith,DEF,34,18,16,7,82.4,3,6,13,72.2,1.1,28,2014,Round 17
7,8,Rory Sloane,MID,33,12,21,2,72.7,6,3,6,50,0.6,24,2014,Round 17
8,9,Brent Stanton,MID,32,22,10,6,81.3,4,5,16,72.7,2.2,26,2014,Round 17
9,10,Matthew Boyd,MID,31,16,15,3,64.5,3,2,10,62.5,1.1,20,2014,Round 17
10,10,Joel Selwood,MID,31,18,13,5,67.7,3,1,11,61.1,1.4,21,2014,Round 17
11,12,Luke Shuey,MID,30,16,14,7,80,1,2,11,68.8,1.1,24,2014,Round 17
12,12,Sam Wright,DEF,30,21,9,2,80,0,4,18,85.7,2.3,24,2014,Round 17
13,14,David Armitage,MID,29,21,8,8,75.9,3,2,15,71.4,2.6,22,2014,Round 17
14,14,Brandon Ellis,MID,29,15,14,3,65.5,2,0,9,60,1.1,19,2014,Round 17
15,14,Nat Fyfe,MID,29,17,12,6,79.3,1,1,14,82.4,1.4,23,2014,Round 17
16,14,Bryce Gibbs,MID,29,13,16,2,86.2,3,3,10,76.9,0.8,25,2014,Round 17
17,14,Dyson Heppell,MID,29,14,15,3,75.9,1,1,11,78.6,0.9,22,2014,Round 17
18,14,Jarrad McVeigh,MID,29,15,14,5,75.9,4,2,9,60,1.1,22,2014,Round 17
19,14,Marc Murphy,MID,29,15,14,3,65.5,5,4,9,60,1.1,19,2014,Round 17
20,14,Dylan Shiel,MID,29,7,22,1,79.3,0,1,3,42.9,0.3,23,2014,Round 17
21,14,Callan Ward,MID,29,9,20,2,86.2,2,2,7,77.8,0.5,25,2014,Round 17
22,23,Ryan Harwood,DEF,28,12,16,2,89.3,3,4,10,83.3,0.8,25,2014,Round 17
23,23,Tom Liberatore,MID,28,16,12,2,67.9,2,2,7,43.8,1.3,19,2014,Round 17
24,23,Anthony Miles,MID,28,16,12,6,50,3,2,9,56.3,1.3,14,2014,Round 17
25,23,Sam Mitchell,MID,28,12,16,3,85.7,3,1,9,75,0.8,24,2014,Round 17
26,23,Steele Sidebottom,MID,28,17,11,5,75,3,4,11,64.7,1.5,21,2014,Round 17
27,23,Mitch Wallis,MID,28,8,20,2,89.3,2,0,7,87.5,0.4,25,2014,Round 17
28,29,Sam Gibson,MID,27,14,13,1,70.4,2,3,8,57.1,1.1,19,2014,Round 17
29,29,Brent Harvey,FWD,27,18,9,6,88.9,1,0,15,83.3,2,24,2014,Round 17
30,29,Nathan Hrovat,FWD,27,17,10,5,44.4,2,0,6,35.3,1.7,12,2014,Round 17
31,29,Kieren Jack,MID,27,16,11,2,59.3,0,0,8,50,1.5,16,2014,Round 17
32,29,Steve Johnson,MID,27,17,10,8,74.1,2,1,12,70.6,1.7,20,2014,Round 17
33,29,James Kelly,DEF,27,19,8,3,66.7,2,1,13,68.4,2.4,18,2014,Round 17
34,29,Luke Parker,FWD,27,12,15,2,74.1,4,1,6,50,0.8,20,2014,Round 17
35,36,Jake Carlisle,KEYF,26,22,4,4,76.9,3,0,17,77.3,5.5,20,2014,Round 17
36,36,Kane Cornes,MID,26,14,12,2,84.6,1,4,13,92.9,1.2,22,2014,Round 17
37,36,Trent Cotchin,MID,26,17,9,4,57.7,1,2,7,41.2,1.9,15,2014,Round 17
38,36,Brett Deledio,FWD,26,16,10,10,73.1,1,2,10,62.5,1.6,19,2014,Round 17
39,36,Dustin Fletcher,KEYD,26,16,10,1,73.1,2,2,14,87.5,1.6,19,2014,Round 17
40,36,Luke Hodge,MID,26,18,8,8,61.5,2,1,8,44.4,2.3,16,2014,Round 17
41,36,Steven Motlop,FWD,26,18,8,8,80.8,0,0,14,77.8,2.3,21,2014,Round 17
42,36,David Myers,MID,26,12,14,5,84.6,3,4,10,83.3,0.9,22,2014,Round 17
43,36,Tendai Mzungu,MID,26,20,6,2,73.1,3,4,14,70,3.3,19,2014,Round 17
44,36,Matthew Suckling,DEF,26,17,9,7,73.1,2,3,11,64.7,1.9,19,2014,Round 17
45,36,Dayne Zorko,FWD,26,12,14,5,61.5,5,0,6,50,0.9,16,2014,Round 17
46,47,Grant Birchall,DEF,25,15,10,3,84,1,6,13,86.7,1.5,21,2014,Round 17
47,47,Richard Douglas,MID,25,12,13,7,72,2,0,6,50,0.9,18,2014,Round 17
48,47,Corey Enright,DEF,25,13,12,3,80,0,8,9,69.2,1.1,20,2014,Round 17
49,47,Jason Johannisen,DEF,25,17,8,5,80,2,0,14,82.4,2.1,20,2014,Round 17
50,47,Jordan Lewis,MID,25,12,13,4,84,3,1,9,75,0.9,21,2014,Round 17
51,47,Dustin Martin,FWD,25,19,6,7,64,7,1,10,52.6,3.2,16,2014,Round 17
52,47,Leigh Montagna,MID,25,16,9,2,72,1,2,10,62.5,1.8,18,2014,Round 17
53,47,David Mundy,MID,25,14,11,4,72,5,1,9,64.3,1.3,18,2014,Round 17
54,47,Matthew Priddis,MID,25,12,13,3,44,5,6,4,33.3,0.9,11,2014,Round 17
55,47,Andrew Swallow,MID,25,8,17,4,80,3,0,5,62.5,0.5,20,2014,Round 17
56,47,Ollie Wines,MID,25,7,18,4,76,3,0,4,57.1,0.4,19,2014,Round 17
57,58,Taylor Adams,MID,24,13,11,3,75,2,3,9,69.2,1.2,18,2014,Round 17
58,58,Jed Adcock,DEF,24,12,12,6,75,4,3,8,66.7,1,18,2014,Round 17
59,58,Luke Dahlhaus,FWD,24,12,12,4,79.2,0,0,8,66.7,1,19,2014,Round 17
60,58,Levi Greenwood,MID,24,13,11,4,70.8,3,0,7,53.8,1.2,17,2014,Round 17
61,58,Lenny Hayes,MID,24,10,14,4,70.8,2,3,6,60,0.7,17,2014,Round 17
62,58,Stefan Martin,RUC,24,13,11,4,66.7,6,2,7,53.8,1.2,16,2014,Round 17
63,58,Ben McGlynn,MID,24,16,8,8,58.3,4,0,8,50,2,14,2014,Round 17
64,58,Zach Merrett,FWD,24,10,14,4,87.5,2,0,10,100,0.7,21,2014,Round 17
65,58,Lachie Neale,MID,24,11,13,3,75,0,0,6,54.5,0.8,18,2014,Round 17
66,58,Jonathan Simpkin,FWD,24,10,14,3,75,1,0,7,70,0.7,18,2014,Round 17
67,58,Devon Smith,FWD,24,19,5,3,66.7,2,1,11,57.9,3.8,16,2014,Round 17
68,69,Mark Baguley,DEF,23,17,6,1,87,0,5,14,82.4,2.8,20,2014,Round 17
69,69,Michael Barlow,MID,23,14,9,4,91.3,0,0,12,85.7,1.6,21,2014,Round 17
70,69,Dayne Beams,MID,23,10,13,1,87,1,2,9,90,0.8,20,2014,Round 17
71,69,Phil Davis,KEYD,23,14,9,1,91.3,1,7,12,85.7,1.6,21,2014,Round 17
72,69,Cale Hooker,KEYD,23,17,6,0,78.3,2,9,13,76.5,2.8,18,2014,Round 17
73,69,Bachar Houli,DEF,23,15,8,6,91.3,1,7,14,93.3,1.9,21,2014,Round 17
74,69,Nathan Jones,MID,23,16,7,3,73.9,3,1,10,62.5,2.3,17,2014,Round 17
75,69,Nick Malceski,DEF,23,20,3,5,69.6,2,5,13,65,6.7,16,2014,Round 17
76,69,Scott Pendlebury,MID,23,15,8,7,73.9,3,1,9,60,1.9,17,2014,Round 17
77,69,Liam Shiels,MID,23,10,13,5,60.9,3,1,5,50,0.8,14,2014,Round 17
78,69,Harry Taylor,KEYD,23,15,8,2,82.6,0,3,12,80,1.9,19,2014,Round 17
79,69,Jason Winderlich,DEF,23,14,9,1,91.3,2,1,13,92.9,1.6,21,2014,Round 17
80,81,Ben Cunnington,MID,22,12,10,3,59.1,1,2,5,41.7,1.2,13,2014,Round 17
81,81,Nick Dal Santo,FWD,22,14,8,3,68.2,1,5,8,57.1,1.8,15,2014,Round 17
82,81,Ricky Henderson,DEF,22,8,14,1,72.7,2,3,5,62.5,0.6,16,2014,Round 17
83,81,Robert Murphy,DEF,22,13,9,1,86.4,0,4,10,76.9,1.4,19,2014,Round 17
84,81,Jaeger O'Meara,MID,22,16,6,5,54.5,3,3,7,43.8,2.7,12,2014,Round 17
85,81,Ricky Petterd,FWD,22,18,4,3,77.3,4,3,13,72.2,4.5,17,2014,Round 17
86,81,Dion Prestia,MID,22,11,11,3,68.2,1,2,6,54.5,1,15,2014,Round 17
87,81,Jack Riewoldt,KEYF,22,12,10,2,72.7,3,0,8,66.7,1.2,16,2014,Round 17
88,81,Shane Savage,DEF,22,11,11,3,86.4,1,2,8,72.7,1,19,2014,Round 17
89,81,Lee Spurr,DEF,22,14,8,4,90.9,1,0,13,92.9,1.8,20,2014,Round 17
90,81,Cam Sutcliffe,DEF,22,16,6,0,86.4,2,2,13,81.3,2.7,19,2014,Round 17
91,92,Ed Curnow,MID,21,13,8,1,61.9,5,4,6,46.2,1.6,13,2014,Round 17
92,92,Courtenay Dempsey,DEF,21,10,11,0,81,2,1,8,80,0.9,17,2014,Round 17
93,92,James Frawley,KEYF,21,11,10,0,71.4,2,6,8,72.7,1.1,15,2014,Round 17
94,92,Andrew Gaff,MID,21,9,12,3,85.7,0,3,7,77.8,0.8,18,2014,Round 17
95,92,Mitch Golby,DEF,21,15,6,4,90.5,1,2,13,86.7,2.5,19,2014,Round 17
96,92,Pearce Hanley,MID,21,12,9,3,66.7,6,1,6,50,1.3,14,2014,Round 17
97,92,Hamish Hartlett,FWD,21,12,9,4,71.4,4,0,9,75,1.3,15,2014,Round 17
98,92,Jeremy Howe,DEF,21,11,10,0,81,2,3,7,63.6,1.1,17,2014,Round 17
99,92,Josh Kelly,FWD,21,11,10,0,57.1,4,0,4,36.4,1.1,12,2014,Round 17
100,92,Brodie Martin,MID,21,9,12,0,76.2,1,3,6,66.7,0.8,16,2014,Round 17
101,92,Chris Masten,MID,21,15,6,1,81,3,2,12,80,2.5,17,2014,Round 17
102,92,Isaac Smith,FWD,21,13,8,5,81,2,1,10,76.9,1.6,17,2014,Round 17
103,104,James Aish,MID,20,10,10,2,55,3,0,2,20,1,11,2014,Round 17
104,104,Ryan Bastinac,MID,20,15,5,2,70,1,2,10,66.7,3,14,2014,Round 17
105,104,Paul Chapman,FWD,20,14,6,4,85,1,2,12,85.7,2.3,17,2014,Round 17
106,104,Todd Goldstein,RUC,20,7,13,2,70,4,0,5,71.4,0.5,14,2014,Round 17
107,104,Matthew Jaensch,DEF,20,15,5,2,80,3,7,13,86.7,3,16,2014,Round 17
108,104,Adam Kennedy,DEF,20,14,6,1,75,3,5,9,64.3,2.3,15,2014,Round 17
109,104,Will Langford,MID,20,8,12,1,45,4,0,1,12.5,0.7,9,2014,Round 17
110,104,Ryan Lester,MID,20,6,14,3,80,1,1,4,66.7,0.4,16,2014,Round 17
111,104,Sam Mayes,MID,20,12,8,1,85,0,2,10,83.3,1.5,17,2014,Round 17
112,104,Hamish McIntosh,RUC,20,10,10,3,60,3,1,5,50,1,12,2014,Round 17
113,104,Rhys Palmer,FWD,20,14,6,3,55,2,0,7,50,2.3,11,2014,Round 17
114,104,Matthew Pavlich,KEYF,20,12,8,4,80,5,0,8,66.7,1.5,16,2014,Round 17
115,104,Kade Simpson,DEF,20,19,1,1,75,5,5,14,73.7,19,15,2014,Round 17
116,104,Danny Stanley,MID,20,13,7,1,60,2,0,8,61.5,1.9,12,2014,Round 17
117,104,Koby Stevens,FWD,20,7,13,1,85,5,1,6,85.7,0.5,17,2014,Round 17
118,104,David Swallow,MID,20,10,10,4,75,1,2,8,80,1,15,2014,Round 17
119,104,Dane Swan,MID,20,9,11,2,55,3,0,2,22.2,0.8,11,2014,Round 17
120,104,Scott Thompson,MID,20,9,11,6,75,1,0,6,66.7,0.8,15,2014,Round 17
121,104,Dom Tyson,MID,20,8,12,0,60,4,2,5,62.5,0.7,12,2014,Round 17
122,104,Bernie Vince,MID,20,13,7,1,55,1,3,6,46.2,1.9,11,2014,Round 17
123,104,Jack Viney,MID,20,8,12,1,50,0,1,3,37.5,0.7,10,2014,Round 17
124,104,Andrew Walker,DEF,20,16,4,2,85,2,7,14,87.5,4,17,2014,Round 17
125,104,Lachie Whitfield,MID,20,10,10,1,90,1,1,8,80,1,18,2014,Round 17
126,104,Marley Williams,DEF,20,13,7,3,80,3,6,9,69.2,1.9,16,2014,Round 17
127,104,Easton Wood,DEF,20,10,10,3,90,0,1,9,90,1,18,2014,Round 17
128,104,Matthew Wright,FWD,20,8,12,2,85,2,0,7,87.5,0.7,17,2014,Round 17
129,130,Shaun Atley,DEF,19,11,8,1,78.9,1,3,7,63.6,1.4,15,2014,Round 17
130,130,Luke Ball,FWD,19,8,11,3,73.7,2,1,3,37.5,0.7,14,2014,Round 17
131,130,Craig Bird,MID,19,10,9,1,63.2,2,1,4,40,1.1,12,2014,Round 17
132,130,Luke Brown,DEF,19,7,12,0,89.5,4,4,6,85.7,0.6,17,2014,Round 17
133,130,Allen Christensen,FWD,19,7,12,0,63.2,3,1,3,42.9,0.6,12,2014,Round 17
134,130,Luke Dunstan,MID,19,9,10,1,73.7,4,3,6,66.7,0.9,14,2014,Round 17
135,130,Shane Edwards,FWD,19,5,14,2,89.5,0,0,4,80,0.4,17,2014,Round 17
136,130,Xavier Ellis,DEF,19,12,7,3,68.4,3,3,10,83.3,1.7,13,2014,Round 17
137,130,Michael Johnson,KEYD,19,13,6,4,78.9,3,3,11,84.6,2.2,15,2014,Round 17
138,130,Tom Logan,DEF,19,10,9,2,84.2,3,3,9,90,1.1,16,2014,Round 17
139,130,Scott Lycett,RUC,19,12,7,2,73.7,2,0,7,58.3,1.7,14,2014,Round 17
140,130,Joel Patfull,KEYD,19,6,13,2,89.5,0,2,6,100,0.5,17,2014,Round 17
141,130,Nick Riewoldt,KEYF,19,11,8,2,63.2,3,0,6,54.5,1.4,12,2014,Round 17
142,130,Nick Smith,DEF,19,10,9,1,84.2,2,3,7,70,1.1,16,2014,Round 17
143,130,Adam Tomlinson,KEYD,19,12,7,2,78.9,3,3,10,83.3,1.7,15,2014,Round 17
