,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Macrae,MID,39,27,12,11,59,4,4,13,48.1,2.3,23,2021,Semi Finals
1,2,Lachie Whitfield,MID,34,22,12,3,73.5,6,11,16,72.7,1.8,25,2021,Semi Finals
2,3,Caleb Daniel,DEF,31,22,9,1,77.4,3,11,18,81.8,2.4,24,2021,Semi Finals
3,3,Zach Tuohy,DEF,31,17,14,2,90.3,1,6,15,88.2,1.2,28,2021,Semi Finals
4,5,Marcus Bontempelli,MID,29,16,13,5,65.5,5,5,8,50,1.2,19,2021,Semi Finals
5,5,Sam Menegola,MID,29,19,10,3,72.4,3,5,13,68.4,1.9,21,2021,Semi Finals
6,7,Hugh McCluggage,MID,28,19,9,7,60.7,5,3,9,47.4,2.1,17,2021,Semi Finals
7,7,Lachie Neale,MID,28,14,14,3,67.9,6,1,8,57.1,1,19,2021,Semi Finals
8,9,Jacob Hopper,MID,27,11,16,4,59.3,6,2,5,45.5,0.7,16,2021,Semi Finals
9,9,Jarryd Lyons,MID,27,15,12,6,74.1,3,2,12,80,1.3,20,2021,Semi Finals
10,9,Bailey Smith,MID,27,19,8,9,63,3,2,12,63.2,2.4,17,2021,Semi Finals
11,12,Cameron Guthrie,MID,25,16,9,2,68,2,2,10,62.5,1.8,17,2021,Semi Finals
12,12,Josh Kelly,MID,25,14,11,4,68,2,3,7,50,1.3,17,2021,Semi Finals
13,14,Mitch Robinson,MID,24,13,11,7,83.3,2,0,10,76.9,1.2,20,2021,Semi Finals
14,14,Dayne Zorko,MID,24,12,12,6,75,7,2,7,58.3,1,18,2021,Semi Finals
15,16,Isaac Smith,MID,23,20,3,6,60.9,1,7,11,55,6.7,14,2021,Semi Finals
16,16,Matt de Boer,FWD,23,9,14,5,82.6,2,0,7,77.8,0.6,19,2021,Semi Finals
17,18,Mitch Duncan,FWD,22,13,9,3,77.3,3,2,9,69.2,1.4,17,2021,Semi Finals
18,18,Daniel Rich,DEF,22,19,3,3,72.7,2,8,14,73.7,6.3,16,2021,Semi Finals
19,18,Callan Ward,MID,22,10,12,2,72.7,3,1,7,70,0.8,16,2021,Semi Finals
20,21,Lachie Ash,DEF,21,15,6,5,61.9,4,3,9,60,2.5,13,2021,Semi Finals
21,21,Josh Dunkley,FWD,21,7,14,0,71.4,1,2,4,57.1,0.5,15,2021,Semi Finals
22,21,Nick Haynes,DEF,21,13,8,1,71.4,2,2,7,53.8,1.6,15,2021,Semi Finals
23,21,Tom Liberatore,MID,21,14,7,1,76.2,5,1,10,71.4,2,16,2021,Semi Finals
24,25,Bailey Dale,DEF,20,15,5,2,50,4,9,6,40,3,10,2021,Semi Finals
25,25,Patrick Dangerfield,MID,20,11,9,4,75,5,2,7,63.6,1.2,15,2021,Semi Finals
26,25,Lachie Hunter,MID,20,14,6,7,85,0,1,11,78.6,2.3,17,2021,Semi Finals
27,25,Tim Taranto,FWD,20,14,6,5,55,0,0,5,35.7,2.3,11,2021,Semi Finals
28,29,Tom Hawkins,KEYF,19,9,10,1,73.7,6,0,7,77.8,0.9,14,2021,Semi Finals
29,29,Rhys Stanley,RUC,19,15,4,3,84.2,1,1,12,80,3.8,16,2021,Semi Finals
30,31,Grant Birchall,DEF,18,12,6,3,88.9,1,4,10,83.3,2,16,2021,Semi Finals
31,31,Gryan Miers,FWD,18,10,8,3,83.3,0,0,7,70,1.3,15,2021,Semi Finals
32,33,Harris Andrews,KEYD,17,6,11,1,82.4,0,2,5,83.3,0.5,14,2021,Semi Finals
33,33,Zac Bailey,FWD,17,12,5,5,47.1,5,2,3,25,2.4,8,2021,Semi Finals
34,33,Oscar McInerney,RUC,17,10,7,5,29.4,6,3,2,20,1.4,5,2021,Semi Finals
35,36,Isaac Cumming,DEF,16,8,8,0,68.8,1,3,4,50,1,11,2021,Semi Finals
36,36,Jake Kolodjashnij,KEYD,16,9,7,0,75,1,1,6,66.7,1.3,12,2021,Semi Finals
37,38,Keidean Coleman,FWD,15,9,6,4,93.3,3,1,8,88.9,1.5,14,2021,Semi Finals
38,38,Taylor Duryea,DEF,15,12,3,1,73.3,5,7,10,83.3,4,11,2021,Semi Finals
39,38,Lincoln McCarthy,FWD,15,6,9,5,73.3,4,0,4,66.7,0.7,11,2021,Semi Finals
40,38,Harry Perryman,DEF,15,12,3,2,60,4,2,7,58.3,4,9,2021,Semi Finals
41,42,Jed Bews,DEF,14,6,8,3,92.9,0,1,5,83.3,0.8,13,2021,Semi Finals
42,42,Jeremy Cameron,KEYF,14,10,4,2,64.3,2,0,6,60,2.5,9,2021,Semi Finals
43,42,Stephen Coniglio,FWD,14,7,7,2,50,1,0,2,28.6,1,7,2021,Semi Finals
44,42,Joel Selwood,MID,14,8,6,4,57.1,4,0,3,37.5,1.3,8,2021,Semi Finals
45,42,Brandon Starcevich,DEF,14,11,3,2,85.7,2,4,9,81.8,3.7,12,2021,Semi Finals
46,47,Charlie Cameron,FWD,13,10,3,1,61.5,5,0,5,50,3.3,8,2021,Semi Finals
47,47,Brad Close,FWD,13,7,6,2,61.5,1,0,3,42.9,1.2,8,2021,Semi Finals
48,47,Tim English,RUC,13,9,4,4,53.8,2,3,5,55.6,2.3,7,2021,Semi Finals
49,47,Tom Fullarton,RUC,13,5,8,1,53.8,2,1,3,60,0.6,7,2021,Semi Finals
50,47,Gary Rohan,FWD,13,10,3,6,69.2,2,0,6,60,3.3,9,2021,Semi Finals
51,47,Bailey Williams,DEF,13,10,3,0,69.2,4,6,7,70,3.3,9,2021,Semi Finals
52,53,Darcy Gardiner,KEYD,12,7,5,0,83.3,3,4,6,85.7,1.4,10,2021,Semi Finals
53,53,Roarke Smith,MID,12,6,6,2,58.3,3,1,2,33.3,1,7,2021,Semi Finals
54,53,Easton Wood,DEF,12,9,3,2,83.3,2,3,8,88.9,3,10,2021,Semi Finals
55,56,Tom Atkins,DEF,11,6,5,0,72.7,2,2,3,50,1.2,8,2021,Semi Finals
56,56,Jack Henry,KEYD,11,9,2,2,90.9,0,1,8,88.9,4.5,10,2021,Semi Finals
57,56,Connor Idun,DEF,11,6,5,2,90.9,2,4,5,83.3,1.2,10,2021,Semi Finals
58,56,Aaron Naughton,KEYF,11,5,6,1,72.7,3,0,3,60,0.8,8,2021,Semi Finals
59,56,Josh Schache,KEYD,11,7,4,1,72.7,1,0,4,57.1,1.8,8,2021,Semi Finals
60,61,Jarrod Berry,MID,10,5,5,1,70,2,0,3,60,1,7,2021,Semi Finals
61,61,Max Holmes,FWD,10,6,4,3,60,2,1,3,50,1.5,6,2021,Semi Finals
62,61,Shane Mumford,RUC,10,4,6,1,50,5,1,1,25,0.7,5,2021,Semi Finals
63,61,Adam Treloar,FWD,10,2,8,0,70,2,0,1,50,0.3,7,2021,Semi Finals
64,61,Laitham Vandermeer,FWD,10,5,5,3,70,2,0,2,40,1,7,2021,Semi Finals
65,66,Marcus Adams,KEYD,9,8,1,2,55.6,3,3,5,62.5,8,5,2021,Semi Finals
66,66,Mark Blicavs,KEYD,9,5,4,0,88.9,1,3,5,100,1.3,8,2021,Semi Finals
67,66,Tanner Bruhn,FWD,9,6,3,5,77.8,1,0,4,66.7,2,7,2021,Semi Finals
68,66,Phil Davis,KEYD,9,3,6,0,100,3,1,3,100,0.5,9,2021,Semi Finals
69,66,Lachie Henderson,KEYD,9,9,0,0,88.9,0,4,8,88.9,9,8,2021,Semi Finals
70,66,Alex Keath,KEYD,9,4,5,1,77.8,2,0,2,50,0.8,7,2021,Semi Finals
71,72,Mitch Hannan,FWD,8,6,2,1,75,2,0,4,66.7,3,6,2021,Semi Finals
72,72,Harry Himmelberg,KEYF,8,5,3,1,50,1,0,2,40,1.7,4,2021,Semi Finals
73,72,Deven Robertson,FWD,8,3,5,2,75,1,0,2,66.7,0.6,6,2021,Semi Finals
74,72,Jake Stein,KEYD,8,5,3,0,75,4,0,4,80,1.7,6,2021,Semi Finals
75,72,Conor Stone,MID,8,6,2,1,62.5,0,0,3,50,3,5,2021,Semi Finals
76,77,Zach Guthrie,DEF,7,5,2,0,57.1,2,0,2,40,2.5,4,2021,Semi Finals
77,77,Jason Johannisen,FWD,7,7,0,2,57.1,1,0,4,57.1,7,4,2021,Semi Finals
78,79,Joe Daniher,KEYF,6,5,1,0,66.7,2,1,3,60,5,4,2021,Semi Finals
79,79,Bobby Hill,FWD,6,5,1,3,50,1,0,2,40,5,3,2021,Semi Finals
80,79,Ryan Lester,DEF,6,5,1,2,83.3,0,0,4,80,5,5,2021,Semi Finals
81,79,Sam Taylor,KEYD,6,4,2,1,33.3,2,1,0,0,2,2,2021,Semi Finals
82,83,Nakia Cockatoo,FWD,5,3,2,2,80,2,0,2,66.7,1.5,4,2021,Semi Finals
83,83,Ryan Gardner,KEYD,5,2,3,0,80,2,2,1,50,0.7,4,2021,Semi Finals
84,83,Daniel Lloyd,FWD,5,3,2,0,60,1,0,2,66.7,1.5,3,2021,Semi Finals
85,83,Esava Ratugolea,RUC,5,3,2,0,80,1,0,2,66.7,1.5,4,2021,Semi Finals
86,87,Zach Sproule,KEYF,4,3,1,2,75,5,0,2,66.7,3,3,2021,Semi Finals
87,87,Cody Weightman,FWD,4,3,1,0,50,3,0,1,33.3,3,2,2021,Semi Finals
88,87,Lewis Young,KEYD,4,2,2,0,100,0,0,2,100,1,4,2021,Semi Finals
89,90,Brandan Parfitt,MID,3,0,3,0,66.7,2,0,0,0,0,2,2021,Semi Finals
