,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Luke Shuey,MID,34,21,13,8,73.5,3,3,0,0,0,0,2018,Grand Final
1,2,Dom Sheed,MID,32,17,15,6,71.9,1,3,0,0,0,0,2018,Grand Final
2,3,Taylor Adams,MID,31,22,9,4,64.5,4,4,0,0,0,0,2018,Grand Final
3,4,Adam Treloar,MID,26,12,14,5,73.1,4,1,0,0,0,0,2018,Grand Final
4,5,Jack Crisp,DEF,25,18,7,3,64,3,5,0,0,0,0,2018,Grand Final
5,6,Tom Langdon,DEF,23,10,13,3,73.9,2,5,0,0,0,0,2018,Grand Final
6,7,Shannon Hurn,DEF,21,16,5,5,66.7,6,5,0,0,0,0,2018,Grand Final
7,7,Tom Phillips,MID,21,15,6,3,66.7,2,6,0,0,0,0,2018,Grand Final
8,7,Jack Redden,MID,21,15,6,2,90.5,2,2,0,0,0,0,2018,Grand Final
9,7,Brayden Sier,MID,21,9,12,2,47.6,4,1,0,0,0,0,2018,Grand Final
10,11,Scott Pendlebury,MID,20,9,11,0,65,3,3,0,0,0,0,2018,Grand Final
11,12,Elliot Yeo,MID,19,12,7,4,52.6,6,0,0,0,0,0,2018,Grand Final
12,13,Will Hoskin-Elliott,FWD,18,13,5,2,72.2,0,2,0,0,0,0,2018,Grand Final
13,13,Josh J. Kennedy,KEYF,18,14,4,4,55.6,2,0,0,0,0,0,2018,Grand Final
14,15,Tom Barrass,KEYD,17,15,2,4,82.4,0,2,0,0,0,0,2018,Grand Final
15,16,Jamie Cripps,FWD,16,10,6,3,50,3,1,0,0,0,0,2018,Grand Final
16,16,Liam Duggan,DEF,16,10,6,3,87.5,0,2,0,0,0,0,2018,Grand Final
17,18,Mark Hutchings,MID,15,11,4,1,53.3,2,1,0,0,0,0,2018,Grand Final
18,18,Chris Mayne,MID,15,7,8,1,100,0,2,0,0,0,0,2018,Grand Final
19,18,Brody Mihocek,KEYF,15,10,5,6,80,4,1,0,0,0,0,2018,Grand Final
20,21,Chris Masten,MID,14,8,6,1,78.6,1,4,0,0,0,0,2018,Grand Final
21,21,Jeremy McGovern,KEYD,14,12,2,3,85.7,4,6,0,0,0,0,2018,Grand Final
22,21,Steele Sidebottom,MID,14,7,7,0,85.7,2,2,0,0,0,0,2018,Grand Final
23,21,Nathan Vardy,RUC,14,7,7,2,50,1,0,0,0,0,0,2018,Grand Final
24,25,Tom Cole,DEF,13,8,5,3,69.2,1,1,0,0,0,0,2018,Grand Final
25,25,Jordan De Goey,FWD,13,12,1,3,53.8,2,0,0,0,0,0,2018,Grand Final
26,25,Jeremy Howe,DEF,13,12,1,2,76.9,1,4,0,0,0,0,2018,Grand Final
27,25,Lewis Jetta,DEF,13,9,4,1,69.2,1,2,0,0,0,0,2018,Grand Final
28,25,Josh Thomas,FWD,13,6,7,3,46.2,1,0,0,0,0,0,2018,Grand Final
29,30,Jack Darling,KEYF,12,8,4,3,91.7,3,0,0,0,0,0,2018,Grand Final
30,30,Willie Rioli,FWD,12,5,7,1,66.7,2,0,0,0,0,0,2018,Grand Final
31,32,Travis Varcoe,FWD,11,8,3,3,72.7,1,1,0,0,0,0,2018,Grand Final
32,33,Brodie Grundy,RUC,10,5,5,2,70,5,0,0,0,0,0,2018,Grand Final
33,33,Mark LeCras,FWD,10,5,5,3,60,0,0,0,0,0,0,2018,Grand Final
34,33,Liam Ryan,FWD,10,6,4,3,60,2,1,0,0,0,0,2018,Grand Final
35,36,Mason Cox,KEYF,9,9,0,0,66.7,1,1,0,0,0,0,2018,Grand Final
36,36,Tyson Goldsack,KEYD,9,1,8,0,88.9,0,1,0,0,0,0,2018,Grand Final
37,36,Scott Lycett,RUC,9,4,5,2,88.9,0,0,0,0,0,0,2018,Grand Final
38,36,Brayden Maynard,DEF,9,7,2,2,88.9,1,4,0,0,0,0,2018,Grand Final
39,36,Will Schofield,KEYD,9,7,2,1,88.9,0,0,0,0,0,0,2018,Grand Final
40,36,Jaidyn Stephenson,FWD,9,6,3,2,77.8,2,1,0,0,0,0,2018,Grand Final
41,42,Levi Greenwood,DEF,8,4,4,1,25,3,0,0,0,0,0,2018,Grand Final
42,43,James Aish,MID,7,5,2,1,71.4,1,2,0,0,0,0,2018,Grand Final
43,44,Daniel Venables,FWD,4,1,3,0,50,2,0,0,0,0,0,2018,Grand Final
