,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Josh P. Kennedy,MID,39,16,23,8,74.4,4,1,9,56.3,0.7,29,2015,Finals Week 1
1,2,Sam Mitchell,MID,35,18,17,4,57.1,4,4,8,44.4,1.1,20,2015,Finals Week 1
2,3,Dan Hannebery,MID,34,13,21,2,79.4,2,2,7,53.8,0.6,27,2015,Finals Week 1
3,4,Nat Fyfe,MID,32,15,17,5,68.8,6,1,8,53.3,0.9,22,2015,Finals Week 1
4,4,Lachie Neale,MID,32,11,21,0,71.9,2,2,5,45.5,0.5,23,2015,Finals Week 1
5,6,Brent Harvey,FWD,31,16,15,3,77.4,3,2,11,68.8,1.1,24,2015,Finals Week 1
6,7,Ricky Henderson,MID,29,13,16,3,69,3,2,7,53.8,0.8,20,2015,Finals Week 1
7,7,Luke Hodge,MID,29,19,10,3,79.3,4,1,14,73.7,1.9,23,2015,Finals Week 1
8,7,Tom Mitchell,MID,29,14,15,6,65.5,6,1,7,50,0.9,19,2015,Finals Week 1
9,10,Lachie Hunter,MID,28,13,15,6,85.7,0,2,10,76.9,0.9,24,2015,Finals Week 1
10,11,Luke Dahlhaus,FWD,27,11,16,6,81.5,1,1,7,63.6,0.7,22,2015,Finals Week 1
11,11,David Mundy,MID,27,10,17,1,66.7,0,1,5,50,0.6,18,2015,Finals Week 1
12,11,Rhyce Shaw,DEF,27,15,12,3,74.1,2,4,10,66.7,1.3,20,2015,Finals Week 1
13,14,Patrick Dangerfield,MID,26,17,9,7,69.2,2,1,12,70.6,1.9,18,2015,Finals Week 1
14,14,Stephen Hill,MID,26,18,8,8,76.9,2,2,14,77.8,2.3,20,2015,Finals Week 1
15,14,Shannon Hurn,DEF,26,19,7,3,65.4,2,6,14,73.7,2.7,17,2015,Finals Week 1
16,14,Robert Murphy,DEF,26,18,8,4,88.5,1,3,15,83.3,2.3,23,2015,Finals Week 1
17,14,Matt Rosa,MID,26,9,17,3,73.1,5,2,5,55.6,0.5,19,2015,Finals Week 1
18,14,Scott Thompson,MID,26,12,14,7,73.1,5,2,9,75,0.9,19,2015,Finals Week 1
19,14,Mitch Wallis,MID,26,12,14,5,65.4,3,2,5,41.7,0.9,17,2015,Finals Week 1
20,21,Adam Goodes,FWD,25,15,10,3,60,2,1,7,46.7,1.5,15,2015,Finals Week 1
21,21,Jordan Lewis,MID,25,11,14,2,56,5,4,6,54.5,0.8,14,2015,Finals Week 1
22,21,Tommy Sheridan,DEF,25,16,9,2,76,2,3,11,68.8,1.8,19,2015,Finals Week 1
23,21,Luke Shuey,MID,25,13,12,4,60,5,0,6,46.2,1.1,15,2015,Finals Week 1
24,25,Marcus Bontempelli,MID,24,16,8,5,62.5,1,2,8,50,2,15,2015,Finals Week 1
25,25,Andrew Gaff,MID,24,13,11,3,62.5,2,1,8,61.5,1.2,15,2015,Finals Week 1
26,25,Mark Hutchings,MID,24,14,10,7,70.8,3,1,10,71.4,1.4,17,2015,Finals Week 1
27,25,Liam Picken,MID,24,15,9,4,75,3,1,10,66.7,1.7,18,2015,Finals Week 1
28,29,Lin Jong,MID,23,9,14,4,60.9,2,0,2,22.2,0.6,14,2015,Finals Week 1
29,29,Jarrad McVeigh,MID,23,15,8,2,73.9,5,3,9,60,1.9,17,2015,Finals Week 1
30,29,Jack Ziebell,MID,23,17,6,2,52.2,5,2,10,58.8,2.8,12,2015,Finals Week 1
31,32,Rory Laird,DEF,22,14,8,3,72.7,3,2,9,64.3,1.8,16,2015,Finals Week 1
32,32,Anthony Miles,MID,22,11,11,4,68.2,2,0,7,63.6,1,15,2015,Finals Week 1
33,32,Andrew Swallow,MID,22,8,14,2,81.8,1,1,6,75,0.6,18,2015,Finals Week 1
34,32,Matt de Boer,FWD,22,6,16,3,68.2,5,0,2,33.3,0.4,15,2015,Finals Week 1
35,36,Matthew Boyd,DEF,21,15,6,1,61.9,6,5,9,60,2.5,13,2015,Finals Week 1
36,36,Ben Cunnington,MID,21,10,11,6,66.7,4,1,7,70,0.9,14,2015,Finals Week 1
37,36,Lachlan Hansen,KEYD,21,11,10,2,85.7,0,2,9,81.8,1.1,18,2015,Finals Week 1
38,36,Dustin Martin,FWD,21,17,4,3,71.4,5,7,11,64.7,4.3,15,2015,Finals Week 1
39,36,Cyril Rioli,FWD,21,12,9,4,76.2,1,0,7,58.3,1.3,16,2015,Finals Week 1
40,36,Michael Walters,FWD,21,14,7,4,76.2,1,0,9,64.3,2,16,2015,Finals Week 1
41,42,Richard Douglas,MID,20,11,9,6,70,4,2,7,63.6,1.2,14,2015,Finals Week 1
42,42,Sam Gibson,MID,20,11,9,2,70,1,0,7,63.6,1.2,14,2015,Finals Week 1
43,42,Mark LeCras,FWD,20,16,4,5,60,2,0,8,50,4,12,2015,Finals Week 1
44,42,Jake Lloyd,MID,20,11,9,1,75,5,2,6,54.5,1.2,15,2015,Finals Week 1
45,42,Jamie Macmillan,DEF,20,9,11,1,85,1,4,8,88.9,0.8,17,2015,Finals Week 1
46,42,Danyle Pearce,MID,20,15,5,8,70,2,1,11,73.3,3,14,2015,Finals Week 1
47,42,Jarryd Roughead,KEYF,20,9,11,1,65,3,2,5,55.6,0.8,13,2015,Finals Week 1
48,42,Rory Sloane,MID,20,9,11,2,90,2,1,8,88.9,0.8,18,2015,Finals Week 1
49,50,Grant Birchall,DEF,19,11,8,2,84.2,1,0,9,81.8,1.4,16,2015,Finals Week 1
50,50,Stewart Crameri,FWD,19,11,8,5,63.2,4,0,5,45.5,1.4,12,2015,Finals Week 1
51,50,Jack Macrae,MID,19,11,8,4,63.2,3,1,6,54.5,1.4,12,2015,Finals Week 1
52,50,Scott Selwood,MID,19,13,6,1,73.7,1,2,8,61.5,2.2,14,2015,Finals Week 1
53,50,Dom Sheed,MID,19,10,9,3,57.9,3,1,6,60,1.1,11,2015,Finals Week 1
54,50,Easton Wood,DEF,19,9,10,4,94.7,1,7,9,100,0.9,18,2015,Finals Week 1
55,50,Elliot Yeo,MID,19,12,7,3,57.9,4,1,5,41.7,1.7,11,2015,Finals Week 1
56,57,Michael Barlow,FWD,18,8,10,1,83.3,0,1,6,75,0.8,15,2015,Finals Week 1
57,57,Matt Crouch,MID,18,9,9,1,66.7,4,1,3,33.3,1,12,2015,Finals Week 1
58,57,Harry Cunningham,FWD,18,8,10,5,72.2,2,0,6,75,0.8,13,2015,Finals Week 1
59,57,Michael Johnson,KEYD,18,12,6,1,88.9,2,3,12,100,2,16,2015,Finals Week 1
60,57,Alex Rance,KEYD,18,10,8,0,88.9,1,8,8,80,1.3,16,2015,Finals Week 1
61,57,Brodie Smith,DEF,18,13,5,2,83.3,0,9,10,76.9,2.6,15,2015,Finals Week 1
62,57,Nathan Van Berlo,MID,18,9,9,2,61.1,4,5,4,44.4,1,11,2015,Finals Week 1
63,64,Shaun Atley,DEF,17,8,9,1,82.4,2,1,5,62.5,0.9,14,2015,Finals Week 1
64,64,Shane Biggs,DEF,17,13,4,3,82.4,0,4,10,76.9,3.3,14,2015,Finals Week 1
65,64,Brett Deledio,FWD,17,10,7,2,82.4,5,1,7,70,1.4,14,2015,Finals Week 1
66,64,Shaun Grigg,MID,17,11,6,4,58.8,3,0,7,63.6,1.8,10,2015,Finals Week 1
67,64,Bradley Hill,MID,17,11,6,3,64.7,2,5,7,63.6,1.8,11,2015,Finals Week 1
68,64,Bachar Houli,DEF,17,14,3,4,52.9,2,3,8,57.1,4.7,9,2015,Finals Week 1
