,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Lachie Neale,MID,46,22,24,4,63,6,4,8,36.4,0.9,29,2021,Finals Week 1
1,2,Jack Macrae,MID,36,15,21,4,66.7,1,2,9,60,0.7,24,2021,Finals Week 1
2,3,Tom Liberatore,MID,35,16,19,8,65.7,4,1,6,37.5,0.8,23,2021,Finals Week 1
3,3,Darcy Parish,MID,35,22,13,6,71.4,3,2,16,72.7,1.7,25,2021,Finals Week 1
4,5,Luke Parker,MID,34,17,17,2,58.8,5,4,10,58.8,1,20,2021,Finals Week 1
5,6,Mitch Duncan,FWD,33,24,9,2,75.8,5,10,16,66.7,2.7,25,2021,Finals Week 1
6,6,Clayton Oliver,MID,33,17,16,7,69.7,5,1,10,58.8,1.1,23,2021,Finals Week 1
7,6,Ollie Wines,MID,33,10,23,5,66.7,5,1,6,60,0.4,22,2021,Finals Week 1
8,9,Travis Boak,MID,32,17,15,7,68.8,5,0,8,47.1,1.1,22,2021,Finals Week 1
9,10,Zach Merrett,MID,31,16,15,5,61.3,12,2,8,50,1.1,19,2021,Finals Week 1
10,11,Christian Petracca,MID,30,17,13,8,63.3,4,1,11,64.7,1.3,19,2021,Finals Week 1
11,12,Harry Perryman,DEF,29,22,7,2,69,2,10,15,68.2,3.1,20,2021,Finals Week 1
12,13,Josh Kelly,MID,28,15,13,6,60.7,3,2,5,33.3,1.2,17,2021,Finals Week 1
13,13,Adam Treloar,FWD,28,13,15,5,67.9,4,1,6,46.2,0.9,19,2021,Finals Week 1
14,13,Jack Viney,MID,28,17,11,7,75,2,3,11,64.7,1.5,21,2021,Finals Week 1
15,16,Jarryd Lyons,MID,27,18,9,6,48.1,4,1,5,27.8,2,13,2021,Finals Week 1
16,16,Alex Neal-Bullen,FWD,27,14,13,6,77.8,1,1,10,71.4,1.1,21,2021,Finals Week 1
17,16,Daniel Rich,DEF,27,20,7,1,85.2,4,13,18,90,2.9,23,2021,Finals Week 1
18,19,Angus Brayshaw,MID,26,16,10,6,61.5,3,0,7,43.8,1.6,16,2021,Finals Week 1
19,20,Karl Amon,MID,25,15,10,6,72,9,2,11,73.3,1.5,18,2021,Finals Week 1
20,20,Mitch Robinson,MID,25,15,10,2,68,2,6,11,73.3,1.5,17,2021,Finals Week 1
21,20,Tim Taranto,FWD,25,16,9,7,56,4,3,6,37.5,1.8,14,2021,Finals Week 1
22,23,Xavier Duursma,MID,24,11,13,4,91.7,1,2,10,90.9,0.8,22,2021,Finals Week 1
23,23,Dyson Heppell,DEF,24,12,12,1,75,2,3,8,66.7,1,18,2021,Finals Week 1
24,23,Lachie Hunter,MID,24,12,12,3,54.2,6,1,3,25,1,13,2021,Finals Week 1
25,23,Hugh McCluggage,MID,24,15,9,1,79.2,6,3,10,66.7,1.7,19,2021,Finals Week 1
26,23,Dylan Shiel,MID,24,16,8,1,45.8,4,0,5,31.3,2,11,2021,Finals Week 1
27,28,Marcus Bontempelli,MID,23,16,7,8,69.6,2,4,10,62.5,2.3,16,2021,Finals Week 1
28,28,Patrick Dangerfield,MID,23,17,6,9,56.5,8,1,11,64.7,2.8,13,2021,Finals Week 1
29,28,Jacob Hopper,MID,23,11,12,2,65.2,2,1,5,45.5,0.9,15,2021,Finals Week 1
30,28,Christian Salem,DEF,23,13,10,1,65.2,1,6,9,69.2,1.3,15,2021,Finals Week 1
31,28,Isaac Smith,MID,23,18,5,4,69.6,4,5,11,61.1,3.6,16,2021,Finals Week 1
32,33,Sam Menegola,MID,22,11,11,5,54.5,2,2,5,45.5,1,12,2021,Finals Week 1
33,34,Ryan Burton,DEF,21,19,2,3,71.4,2,5,13,68.4,9.5,15,2021,Finals Week 1
34,34,Darcy Byrne-Jones,DEF,21,17,4,2,81,3,6,14,82.4,4.3,17,2021,Finals Week 1
35,34,Tom Cutler,DEF,21,11,10,2,71.4,5,3,6,54.5,1.1,15,2021,Finals Week 1
36,34,Isaac Heeney,FWD,21,11,10,3,66.7,6,1,7,63.6,1.1,14,2021,Finals Week 1
37,34,Jake Lloyd,DEF,21,17,4,1,95.2,0,6,16,94.1,4.3,20,2021,Finals Week 1
38,34,Brandan Parfitt,MID,21,11,10,1,52.4,7,2,4,36.4,1.1,11,2021,Finals Week 1
39,34,Dane Rampe,KEYD,21,11,10,4,81,4,2,8,72.7,1.1,17,2021,Finals Week 1
40,34,Tom Sparrow,FWD,21,12,9,4,71.4,4,1,8,66.7,1.3,15,2021,Finals Week 1
41,34,Lachie Whitfield,MID,21,14,7,1,66.7,3,5,9,64.3,2,14,2021,Finals Week 1
42,43,Riley Bonner,DEF,20,17,3,5,70,3,3,11,64.7,5.7,14,2021,Finals Week 1
43,43,James Harmes,MID,20,9,11,4,70,1,2,4,44.4,0.8,14,2021,Finals Week 1
44,43,Dan Houston,DEF,20,9,11,1,90,5,3,8,88.9,0.8,18,2021,Finals Week 1
45,43,Bailey Smith,MID,20,16,4,3,55,4,4,8,50,4,11,2021,Finals Week 1
46,43,Dayne Zorko,MID,20,14,6,3,60,5,1,7,50,2.3,12,2021,Finals Week 1
47,48,Bailey Dale,DEF,19,17,2,3,84.2,4,7,14,82.4,8.5,16,2021,Finals Week 1
48,48,Max Gawn,RUC,19,17,2,4,42.1,8,2,6,35.3,8.5,8,2021,Finals Week 1
49,48,George Hewett,DEF,19,6,13,2,73.7,2,1,2,33.3,0.5,14,2021,Finals Week 1
50,48,Ed Langdon,MID,19,14,5,2,84.2,1,3,11,78.6,2.8,16,2021,Finals Week 1
51,48,Callan Ward,MID,19,11,8,2,73.7,1,0,7,63.6,1.4,14,2021,Finals Week 1
52,53,Lachie Ash,DEF,18,11,7,3,88.9,2,0,10,90.9,1.6,16,2021,Finals Week 1
53,53,Miles Bergman,MID,18,14,4,5,44.4,2,2,6,42.9,3.5,8,2021,Finals Week 1
54,53,Keidean Coleman,FWD,18,10,8,3,72.2,3,4,7,70,1.3,13,2021,Finals Week 1
55,53,Jordan Dawson,DEF,18,12,6,7,66.7,4,0,8,66.7,2,12,2021,Finals Week 1
56,53,Sam Draper,RUC,18,12,6,5,66.7,3,5,7,58.3,2,12,2021,Finals Week 1
57,53,Taylor Duryea,DEF,18,12,6,3,66.7,3,2,6,50,2,12,2021,Finals Week 1
58,53,Martin Gleeson,DEF,18,11,7,1,77.8,3,2,10,90.9,1.6,14,2021,Finals Week 1
59,53,Matt Guelfi,MID,18,9,9,5,66.7,3,0,6,66.7,1,12,2021,Finals Week 1
60,53,Tom Jonas,KEYD,18,14,4,1,88.9,0,5,12,85.7,3.5,16,2021,Finals Week 1
61,53,Jake Lever,KEYD,18,7,11,1,83.3,4,3,6,85.7,0.6,15,2021,Finals Week 1
62,53,Mason Redman,DEF,18,11,7,1,66.7,4,5,7,63.6,1.6,12,2021,Finals Week 1
63,64,Brad Close,FWD,17,7,10,1,94.1,0,0,6,85.7,0.7,16,2021,Finals Week 1
64,64,Caleb Daniel,DEF,17,16,1,1,52.9,2,10,8,50,16,9,2021,Finals Week 1
