,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jordan Lewis,MID,36,26,10,5,72.2,4,7,19,73.1,2.6,26,2016,Finals Week 1
1,2,Patrick Dangerfield,MID,35,17,18,6,71.4,6,3,9,52.9,0.9,25,2016,Finals Week 1
2,2,Andrew Gaff,MID,35,20,15,4,77.1,2,4,13,65,1.3,27,2016,Finals Week 1
3,4,Caleb Daniel,FWD,33,17,16,8,75.8,3,0,11,64.7,1.1,25,2016,Finals Week 1
4,5,Dan Hannebery,MID,31,12,19,9,58.1,0,0,3,25,0.6,18,2016,Finals Week 1
5,6,Josh P. Kennedy,MID,30,8,22,2,70,4,1,4,50,0.4,21,2016,Finals Week 1
6,6,Sam Mitchell,MID,30,16,14,4,70,3,2,11,68.8,1.1,21,2016,Finals Week 1
7,8,Matt Crouch,MID,29,12,17,4,72.4,4,1,6,50,0.7,21,2016,Finals Week 1
8,8,Luke Dahlhaus,FWD,29,12,17,3,65.5,3,0,7,58.3,0.7,19,2016,Finals Week 1
9,8,Nick Dal Santo,MID,29,8,21,1,86.2,2,2,5,62.5,0.4,25,2016,Finals Week 1
10,8,Luke Hodge,DEF,29,16,13,3,75.9,6,2,11,68.8,1.2,22,2016,Finals Week 1
11,8,Brodie Smith,DEF,29,18,11,8,86.2,5,4,15,83.3,1.6,25,2016,Finals Week 1
12,13,Grant Birchall,DEF,28,18,10,2,78.6,3,3,13,72.2,1.8,22,2016,Finals Week 1
13,13,Luke Shuey,MID,28,6,22,3,85.7,1,1,6,100,0.3,24,2016,Finals Week 1
14,15,Chris Masten,MID,27,11,16,2,85.2,1,1,8,72.7,0.7,23,2016,Finals Week 1
15,15,Joel Selwood,MID,27,16,11,7,77.8,2,1,11,68.8,1.5,21,2016,Finals Week 1
16,15,Lachie Whitfield,MID,27,14,13,2,74.1,4,2,11,78.6,1.1,20,2016,Finals Week 1
17,18,Matthew Boyd,DEF,26,14,12,2,69.2,2,3,8,57.1,1.2,18,2016,Finals Week 1
18,18,Stephen Coniglio,MID,26,11,15,4,76.9,3,1,7,63.6,0.7,20,2016,Finals Week 1
19,18,Lachie Hunter,MID,26,16,10,5,80.8,2,0,11,68.8,1.6,21,2016,Finals Week 1
20,18,Rory Laird,DEF,26,13,13,2,92.3,1,4,11,84.6,1,24,2016,Finals Week 1
21,18,Jake Lloyd,MID,26,15,11,3,73.1,3,9,11,73.3,1.4,19,2016,Finals Week 1
22,18,Heath Shaw,DEF,26,20,6,3,69.2,2,8,13,65,3.3,18,2016,Finals Week 1
