,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Sam Mitchell,MID,33,12,21,5,72.7,3,1,6,50,0.6,24,2015,Semi Finals
1,2,Dane Rampe,DEF,31,23,8,6,64.5,7,9,14,60.9,2.9,20,2015,Semi Finals
2,3,Rory Laird,DEF,30,16,14,2,73.3,2,7,10,62.5,1.1,22,2015,Semi Finals
3,4,Ben Cunnington,MID,29,14,15,4,65.5,3,2,7,50,0.9,19,2015,Semi Finals
4,4,Nick Dal Santo,MID,29,11,18,2,65.5,4,0,5,45.5,0.6,19,2015,Semi Finals
5,4,Patrick Dangerfield,MID,29,10,19,4,72.4,7,0,5,50,0.5,21,2015,Semi Finals
6,7,Shaun Higgins,FWD,28,11,17,5,67.9,1,1,5,45.5,0.6,19,2015,Semi Finals
7,7,Josh P. Kennedy,MID,28,14,14,7,57.1,5,1,7,50,1,16,2015,Semi Finals
8,7,Scott Thompson,MID,28,11,17,3,71.4,4,2,7,63.6,0.6,20,2015,Semi Finals
9,10,Josh Gibson,KEYD,27,12,15,3,85.2,2,6,9,75,0.8,23,2015,Semi Finals
10,11,Grant Birchall,DEF,25,12,13,0,84,4,0,8,66.7,0.9,21,2015,Semi Finals
11,11,Jack Ziebell,MID,25,21,4,9,52,6,2,9,42.9,5.3,13,2015,Semi Finals
12,13,Shaun Burgoyne,DEF,24,10,14,3,70.8,2,2,4,40,0.7,17,2015,Semi Finals
13,13,Matt Crouch,MID,24,9,15,3,75,3,0,5,55.6,0.6,18,2015,Semi Finals
14,13,Luke Hodge,MID,24,15,9,4,70.8,6,1,9,60,1.7,17,2015,Semi Finals
15,13,Liam Shiels,MID,24,16,8,8,75,1,0,10,62.5,2,18,2015,Semi Finals
16,13,Rory Sloane,MID,24,9,15,3,70.8,1,3,3,33.3,0.6,17,2015,Semi Finals
17,13,Nick Smith,DEF,24,10,14,2,75,2,3,6,60,0.7,18,2015,Semi Finals
18,19,Jordan Lewis,MID,23,16,7,4,87,2,1,13,81.3,2.3,20,2015,Semi Finals
19,20,Taylor Duryea,DEF,22,17,5,3,77.3,3,3,13,76.5,3.4,17,2015,Semi Finals
20,20,Andrew Swallow,MID,22,12,10,5,50,7,1,4,33.3,1.2,11,2015,Semi Finals
21,22,Jarrad McVeigh,MID,21,14,7,6,61.9,4,2,8,57.1,2,13,2015,Semi Finals
22,22,Isaac Smith,MID,21,11,10,3,90.5,5,3,9,81.8,1.1,19,2015,Semi Finals
23,24,Dan Hannebery,MID,20,6,14,2,70,2,0,5,83.3,0.4,14,2015,Semi Finals
24,24,Jamie Macmillan,DEF,20,11,9,2,80,1,6,9,81.8,1.2,16,2015,Semi Finals
25,24,Sam Wright,DEF,20,12,8,1,90,2,7,11,91.7,1.5,18,2015,Semi Finals
26,27,Bradley Hill,MID,19,12,7,3,89.5,0,3,10,83.3,1.7,17,2015,Semi Finals
27,27,Jeremy Laidler,DEF,19,8,11,1,78.9,1,5,5,62.5,0.7,15,2015,Semi Finals
28,27,Brian Lake,KEYD,19,8,11,0,84.2,3,2,6,75,0.7,16,2015,Semi Finals
29,27,Tom Mitchell,MID,19,6,13,1,78.9,1,1,5,83.3,0.5,15,2015,Semi Finals
30,27,Jarryd Roughead,KEYF,19,10,9,4,84.2,2,3,9,90,1.1,16,2015,Semi Finals
31,27,Matthew Suckling,DEF,19,16,3,3,63.2,0,1,11,68.8,5.3,12,2015,Semi Finals
32,33,Luke Breust,FWD,18,12,6,5,77.8,3,0,9,75,2,14,2015,Semi Finals
33,33,Luke Brown,DEF,18,9,9,1,77.8,2,5,6,66.7,1,14,2015,Semi Finals
34,33,Adam Goodes,FWD,18,15,3,5,61.1,2,1,9,60,5,11,2015,Semi Finals
35,36,Sam Gibson,MID,17,10,7,1,52.9,5,1,3,30,1.4,9,2015,Semi Finals
36,36,Sam Jacobs,RUC,17,12,5,2,58.8,7,0,7,58.3,2.4,10,2015,Semi Finals
37,36,Jake Lloyd,MID,17,12,5,4,82.4,0,1,10,83.3,2.4,14,2015,Semi Finals
38,36,Nathan Van Berlo,MID,17,9,8,4,70.6,3,1,5,55.6,1.1,12,2015,Semi Finals
39,40,Shaun Atley,DEF,16,9,7,1,93.8,0,2,9,100,1.3,15,2015,Semi Finals
40,40,Richard Douglas,MID,16,8,8,4,75,1,2,5,62.5,1,12,2015,Semi Finals
41,40,Taylor Garner,FWD,16,6,10,1,62.5,3,1,2,33.3,0.6,10,2015,Semi Finals
42,40,Heath Grundy,KEYD,16,8,8,0,87.5,1,3,6,75,1,14,2015,Semi Finals
43,40,Lachlan Hansen,KEYD,16,10,6,0,81.3,0,2,7,70,1.7,13,2015,Semi Finals
44,40,Brent Harvey,FWD,16,12,4,2,68.8,3,1,7,58.3,3,11,2015,Semi Finals
45,40,Tom Lynch,FWD,16,10,6,2,75,0,1,8,80,1.7,12,2015,Semi Finals
46,40,Ryan Schoenmakers,KEYF,16,11,5,1,62.5,4,0,7,63.6,2.2,10,2015,Semi Finals
47,40,Kurt Tippett,KEYF,16,12,4,3,62.5,3,1,7,58.3,3,10,2015,Semi Finals
48,49,Michael Firrito,KEYD,15,10,5,0,93.3,1,5,9,90,2,14,2015,Semi Finals
