,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Cameron Guthrie,MID,33,16,17,4,81.8,2,4,12,75,0.9,27,2019,Semi Finals
1,2,Andrew Gaff,MID,30,22,8,5,70,3,0,13,59.1,2.8,21,2019,Semi Finals
2,2,Toby Greene,FWD,30,19,11,5,50,6,0,7,36.8,1.7,15,2019,Semi Finals
3,4,Jarryd Lyons,MID,27,17,10,5,77.8,1,0,12,70.6,1.7,21,2019,Semi Finals
4,4,Zach Tuohy,DEF,27,21,6,3,81.5,3,3,16,76.2,3.5,22,2019,Semi Finals
5,6,Josh Kelly,MID,26,17,9,6,61.5,4,0,9,52.9,1.9,16,2019,Semi Finals
6,6,Joel Selwood,MID,26,13,13,7,84.6,4,1,11,84.6,1,22,2019,Semi Finals
7,6,Luke Shuey,MID,26,19,7,1,73.1,2,4,14,73.7,2.7,19,2019,Semi Finals
8,9,Jacob Hopper,MID,25,11,14,2,68,4,2,6,54.5,0.8,17,2019,Semi Finals
9,9,Daniel Rich,DEF,25,20,5,6,84,1,6,17,85,4,21,2019,Semi Finals
10,9,Elliot Yeo,MID,25,12,13,5,56,4,3,5,41.7,0.9,14,2019,Semi Finals
11,9,Dayne Zorko,MID,25,20,5,10,68,6,0,12,60,4,17,2019,Semi Finals
12,13,Tom Stewart,DEF,24,18,6,1,83.3,3,5,16,88.9,3,20,2019,Semi Finals
13,14,Shannon Hurn,DEF,23,18,5,0,95.7,1,7,17,94.4,3.6,22,2019,Semi Finals
14,14,Stefan Martin,RUC,23,16,7,5,65.2,5,0,8,50,2.3,15,2019,Semi Finals
15,14,Hugh McCluggage,MID,23,15,8,4,52.2,6,3,8,53.3,1.9,12,2019,Semi Finals
16,17,Luke Hodge,DEF,22,14,8,3,86.4,2,2,12,85.7,1.8,19,2019,Semi Finals
17,18,Lewis Jetta,DEF,20,18,2,2,65,4,5,12,66.7,9,13,2019,Semi Finals
18,19,Jarrod Berry,MID,18,10,8,1,72.2,5,3,7,70,1.3,13,2019,Semi Finals
19,19,Patrick Dangerfield,MID,18,12,6,7,77.8,4,1,8,66.7,2,14,2019,Semi Finals
20,19,Tim Kelly,MID,18,12,6,5,72.2,2,0,8,66.7,2,13,2019,Semi Finals
21,19,Sam Menegola,MID,18,10,8,5,55.6,7,2,5,50,1.3,10,2019,Semi Finals
22,19,Jack Redden,MID,18,7,11,3,77.8,2,1,4,57.1,0.6,14,2019,Semi Finals
23,19,Matt de Boer,MID,18,5,13,2,83.3,4,1,3,60,0.4,15,2019,Semi Finals
24,25,Lachie Neale,MID,17,9,8,2,76.5,4,1,6,66.7,1.1,13,2019,Semi Finals
25,25,Dom Sheed,MID,17,10,7,4,58.8,4,2,6,60,1.4,10,2019,Semi Finals
26,25,Tim Taranto,MID,17,11,6,3,41.2,6,3,2,18.2,1.8,7,2019,Semi Finals
27,25,Zac Williams,DEF,17,14,3,2,100,0,8,14,100,4.7,17,2019,Semi Finals
28,29,Jeremy Cameron,KEYF,16,13,3,4,81.3,4,0,10,76.9,4.3,13,2019,Semi Finals
29,29,Jack Henry,DEF,16,11,5,6,62.5,3,4,6,54.5,2.2,10,2019,Semi Finals
30,29,Gryan Miers,FWD,16,10,6,2,68.8,3,1,7,70,1.7,11,2019,Semi Finals
31,29,Brandan Parfitt,FWD,16,7,9,3,81.3,3,1,5,71.4,0.8,13,2019,Semi Finals
32,33,Luke Dahlhaus,FWD,15,7,8,0,86.7,1,0,5,71.4,0.9,13,2019,Semi Finals
33,33,Jeremy McGovern,KEYD,15,13,2,1,80,1,3,11,84.6,6.5,12,2019,Semi Finals
34,33,Quinton Narkle,MID,15,6,9,2,80,1,1,4,66.7,0.7,12,2019,Semi Finals
35,33,Alex Witherden,DEF,15,11,4,2,93.3,2,3,10,90.9,2.8,14,2019,Semi Finals
