,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Steele Sidebottom,MID,41,21,20,3,85.4,5,0,17,81,1.1,35,2018,Preliminary Finals
1,2,Taylor Adams,MID,36,17,19,9,69.4,3,0,9,52.9,0.9,25,2018,Preliminary Finals
2,3,Jack Redden,MID,31,19,12,6,83.9,1,4,14,73.7,1.6,26,2018,Preliminary Finals
3,4,Jack Crisp,DEF,30,18,12,1,93.3,1,8,16,88.9,1.5,28,2018,Preliminary Finals
4,5,Angus Brayshaw,MID,29,18,11,7,65.5,8,2,10,55.6,1.6,19,2018,Preliminary Finals
5,6,Clayton Oliver,MID,27,5,22,1,70.4,4,0,4,80,0.2,19,2018,Preliminary Finals
6,6,Dom Sheed,MID,27,13,14,2,77.8,1,0,8,61.5,0.9,21,2018,Preliminary Finals
7,8,Trent Cotchin,MID,25,12,13,5,64,6,4,6,50,0.9,16,2018,Preliminary Finals
8,9,Jamie Cripps,FWD,24,14,10,4,75,2,2,9,64.3,1.4,18,2018,Preliminary Finals
9,9,James Harmes,MID,24,13,11,4,45.8,8,4,4,30.8,1.2,11,2018,Preliminary Finals
10,9,Shannon Hurn,DEF,24,21,3,1,79.2,1,7,17,81,7,19,2018,Preliminary Finals
11,9,Tom Langdon,DEF,24,16,8,0,87.5,1,3,15,93.8,2,21,2018,Preliminary Finals
12,9,Scott Pendlebury,MID,24,9,15,5,66.7,3,2,5,55.6,0.6,16,2018,Preliminary Finals
13,9,Dion Prestia,MID,24,12,12,2,41.7,5,1,3,25,1,10,2018,Preliminary Finals
14,15,Elliot Yeo,MID,23,15,8,4,56.5,10,2,8,53.3,1.9,13,2018,Preliminary Finals
15,16,Bachar Houli,DEF,22,16,6,4,59.1,1,4,9,56.3,2.7,13,2018,Preliminary Finals
16,17,Brodie Grundy,RUC,21,10,11,1,81,5,2,8,80,0.9,17,2018,Preliminary Finals
17,17,Christian Petracca,FWD,21,11,10,5,66.7,4,0,7,63.6,1.1,14,2018,Preliminary Finals
18,17,Luke Shuey,MID,21,18,3,6,57.1,4,2,10,55.6,6,12,2018,Preliminary Finals
