,Rank,Player,Position,D    ,K,H,i50s,DE%,C,R50s,EK,KE%,KHB,ED,Season,Round
0,1,Jack Crisp,MID,29,19,10,10,62.1,4,2,10,52.6,1.9,18,2022,Preliminary Finals
1,1,Scott Pendlebury,MID,29,13,16,7,62.1,2,2,8,61.5,0.8,18,2022,Preliminary Finals
2,3,Patrick Dangerfield,MID,28,22,6,7,57.1,5,1,11,50,3.7,16,2022,Preliminary Finals
3,4,Callum Mills,MID,27,13,14,3,70.4,4,0,7,53.8,0.9,19,2022,Preliminary Finals
4,5,Mitch Duncan,DEF,26,15,11,3,84.6,0,1,13,86.7,1.4,22,2022,Preliminary Finals
5,6,Zach Tuohy,DEF,24,14,10,3,75,2,1,10,71.4,1.4,18,2022,Preliminary Finals
6,7,Nick Daicos,DEF,23,14,9,5,60.9,2,5,8,57.1,1.6,14,2022,Preliminary Finals
7,7,Jake Kolodjashnij,KEYD,23,13,10,2,95.7,1,3,12,92.3,1.3,22,2022,Preliminary Finals
8,7,Luke Parker,MID,23,15,8,4,47.8,6,4,7,46.7,1.9,11,2022,Preliminary Finals
9,10,Brad Close,FWD,22,7,15,5,72.7,3,0,3,42.9,0.5,16,2022,Preliminary Finals
10,10,Gryan Miers,FWD,22,9,13,6,77.3,5,0,7,77.8,0.7,17,2022,Preliminary Finals
11,10,Chad Warner,MID,22,17,5,9,72.7,2,2,12,70.6,3.4,16,2022,Preliminary Finals
12,13,Cameron Guthrie,MID,21,8,13,2,76.2,1,1,6,75,0.6,16,2022,Preliminary Finals
13,13,Jake Lloyd,DEF,21,13,8,1,85.7,1,7,10,76.9,1.6,18,2022,Preliminary Finals
14,15,Errol Gulden,FWD,20,13,7,3,60,2,1,5,38.5,1.9,12,2022,Preliminary Finals
15,15,Darcy Moore,KEYD,20,9,11,1,80,2,4,7,77.8,0.8,16,2022,Preliminary Finals
16,15,Lachie Neale,MID,20,10,10,3,80,0,1,6,60,1,16,2022,Preliminary Finals
17,18,Zac Bailey,FWD,19,13,6,5,63.2,6,2,8,61.5,2.2,12,2022,Preliminary Finals
18,18,Jarrod Berry,MID,19,13,6,4,84.2,5,2,11,84.6,2.2,16,2022,Preliminary Finals
19,18,Nick Blakey,DEF,19,14,5,2,78.9,4,3,12,85.7,2.8,15,2022,Preliminary Finals
